Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P23893	GSA_ECOLI	hemL	Glutamate-1-semialdehyde 2,1-aminomutase	13	13	9.64543e+07	9.56656e+07	9.46344e+07	9.34884e+07	9.54085e+07	9.44059e+07
P23894	HTPX_ECOLI	htpX	Protease HtpX	3	3	1.58657e+07	1.52598e+07	1.77508e+07	1.67808e+07	1.67007e+07	1.60707e+07
P23898	NLPC_ECOLI	nlpC	Probable endopeptidase NlpC	3	3	851749	1.20224e+06		1.32513e+06	836676	716317
P23908	ARGE_ECOLI	argE	Acetylornithine deacetylase	3	3	3.41259e+06	3.07652e+06	2.8751e+06	2.9133e+06	3.00089e+06	2.97418e+06
P23909	MUTS_ECOLI	mutS	DNA mismatch repair protein MutS	24	24	1.91777e+07	1.99932e+07	2.00471e+07	2.0389e+07	1.99536e+07	2.00699e+07
P23917	MAK_ECOLI	mak	Fructokinase	3	3	2.95036e+06	3.43112e+06	3.55143e+06	3.59956e+06	3.11831e+06	3.17403e+06
P23930	LNT_ECOLI	lnt	Apolipoprotein N-acyltransferase	1	1	573826	594773	667152	626582		
P24169	DCOS_ECOLI	speF	Ornithine decarboxylase, inducible	11	11	1.59346e+07	1.6286e+07	1.47704e+07	1.61603e+07	1.67452e+07	1.57943e+07
P24171	DCP_ECOLI	dcp	Peptidyl-dipeptidase dcp	13	13	1.02028e+07	1.0279e+07	1.05295e+07	1.04388e+07	1.07376e+07	1.06256e+07
P24173	RFAC_ECOLI	rfaC	Lipopolysaccharide heptosyltransferase 1	5	5	1.81383e+06	2.08221e+06	1.65104e+06	2.00037e+06	2.15476e+06	1.68942e+06
P24178	YFFB_ECOLI	yffB	Protein YffB	4	4	2.45332e+07	2.37376e+07	2.67397e+07	2.60762e+07	2.46431e+07	2.49264e+07
P24182	ACCC_ECOLI	accC	Biotin carboxylase	22	22	1.07796e+08	1.09464e+08	1.07367e+08	1.05568e+08	1.08917e+08	1.05634e+08
P24183	FDNG_ECOLI	fdnG	Formate dehydrogenase, nitrate-inducible, major subunit	30	30	2.44234e+07	2.49117e+07	2.50206e+07	2.50739e+07	2.52015e+07	2.52722e+07
P24186	FOLD_ECOLI	folD	Bifunctional protein FolD	9	9	2.50127e+07	2.50302e+07	2.57632e+07	2.40206e+07	2.47945e+07	2.44919e+07
P24188	YCEA_ECOLI	yceA	UPF0176 protein YceA	3	3	8.80419e+06	7.61525e+06	8.13254e+06	7.42018e+06	8.60386e+06	8.93268e+06
P24192	HYPD_ECOLI	hypD	Hydrogenase isoenzymes formation protein HypD	2	2	821005	883311	1.01158e+06	983632	789187	986786
P24193	HYPE_ECOLI	hypE	Hydrogenase isoenzymes formation protein HypE	5	5	1.45012e+07	1.46617e+07	1.33673e+07	1.33424e+07	1.39585e+07	1.27994e+07
P24202	MRR_ECOLI	mrr	Mrr restriction system protein	10	10	5.06819e+06	5.23294e+06	5.4233e+06	5.24304e+06	5.08092e+06	5.43112e+06
P24203	YJIA_ECOLI	yjiA	Uncharacterized GTP-binding protein YjiA	9	9	8.99616e+06	1.09133e+07	1.2256e+07	1.13163e+07	1.07833e+07	1.01089e+07
P24205	MSBB_ECOLI	msbB	Lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase	3	3	8.7681e+06	7.82767e+06	9.28649e+06	8.69956e+06	8.27207e+06	9.0976e+06
P24215	UXUA_ECOLI	uxuA	Mannonate dehydratase	6	6	4.04608e+06	3.64917e+06	4.10359e+06	3.98397e+06	3.60746e+06	3.83212e+06
P24216	FLID_ECOLI	fliD	Flagellar hook-associated protein 2	9	9	6.71541e+06	6.09535e+06	5.82428e+06	6.1503e+06	6.48271e+06	6.39415e+06
P24224	ACPS_ECOLI	acpS	Holo-[acyl-carrier-protein] synthase	1	1	6.78623e+06	7.5056e+06	7.45529e+06	7.09729e+06	7.56139e+06	7.12173e+06
P24228	DACB_ECOLI	dacB	D-alanyl-D-alanine carboxypeptidase DacB	6	6	4.9535e+06	5.40281e+06	4.27249e+06	5.20647e+06	5.07174e+06	4.25026e+06
P24230	RECG_ECOLI	recG	ATP-dependent DNA helicase RecG	1	1	1.00854e+06	879247			832734	
P24232	HMP_ECOLI	hmp	Flavohemoprotein	3	3	6.77473e+06	7.97205e+06	6.69445e+06	6.61189e+06	6.3651e+06	6.38962e+06
P24251	CRL_ECOLI	crl	Sigma factor-binding protein Crl	4	4	2.34432e+07	2.50025e+07	2.41331e+07	2.54402e+07	2.525e+07	2.5719e+07
P24252	YBGA_ECOLI	ybgA	Uncharacterized protein YbgA	3	3	4.38479e+06	5.21167e+06	5.28016e+06	5.01548e+06	5.60508e+06	5.22382e+06
P24255	RP54_ECOLI	rpoN	RNA polymerase sigma-54 factor	5	5	3.01854e+06	2.66728e+06	3.0842e+06	3.3404e+06	2.73288e+06	3.14346e+06
P24554	RADA_ECOLI	radA	DNA repair protein RadA	4	4	2.32241e+06	2.10186e+06	1.76516e+06	2.00114e+06	2.24915e+06	2.1357e+06
P25397	TEHB_ECOLI	tehB	Tellurite methyltransferase	9	9	1.03261e+07	1.0087e+07	1.0361e+07	9.96223e+06	1.03094e+07	1.01486e+07
P25437	FRMA_ECOLI	frmA	S-(hydroxymethyl)glutathione dehydrogenase	4	4	3.81464e+07	4.1999e+07	3.85224e+07	4.33973e+07	4.08869e+07	4.17611e+07
P25516	ACON1_ECOLI	acnA	Aconitate hydratase 1	13	13	9.5271e+06	9.59647e+06	9.86813e+06	9.23712e+06	9.93938e+06	9.77291e+06
P25519	HFLX_ECOLI	hflX	GTPase HflX	17	17	1.51083e+07	1.46596e+07	1.46922e+07	1.43864e+07	1.46953e+07	1.47345e+07
P25522	MNME_ECOLI	mnmE	tRNA modification GTPase MnmE	16	16	1.6268e+07	1.63228e+07	1.59087e+07	1.5723e+07	1.64416e+07	1.59132e+07
P25524	CODA_ECOLI	codA	Cytosine deaminase	7	7	1.21698e+07	1.11466e+07	1.16882e+07	1.16346e+07	1.17043e+07	1.13355e+07
P25526	GABD_ECOLI	gabD	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD	4	4	3.05026e+06	3.12707e+06	2.40328e+06	2.42796e+06	2.75918e+06	2.87385e+06
P25534	UBIH_ECOLI	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase	2	2	1.09694e+06	1.01333e+06	988076	1.1516e+06	910217	
P25535	VISC_ECOLI	visC	Protein VisC	5	5	1.40702e+07	1.33017e+07	1.44449e+07	1.46234e+07	1.34265e+07	1.45542e+07
P25536	YHDE_ECOLI	yhdE	Maf-like protein YhdE	2	2	1.16022e+07	1.25393e+07	1.43121e+07	1.28624e+07	1.0418e+07	1.35421e+07
P25539	RIBD_ECOLI	ribD	Riboflavin biosynthesis protein RibD	10	10	1.25822e+07	1.32488e+07	1.40963e+07	1.34492e+07	1.3461e+07	1.39447e+07
P25552	GPPA_ECOLI	gppA	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	8	8	3.13907e+06	3.02475e+06	3.04938e+06	3.20741e+06	3.30208e+06	3.20676e+06
P25553	ALDA_ECOLI	aldA	Lactaldehyde dehydrogenase	1	1	518434	658168	514220	534505	495099	505275
P25714	YIDC_ECOLI	yidC	Membrane protein insertase YidC	4	4	2.86643e+07	2.92184e+07	2.71789e+07	2.63031e+07	3.14459e+07	3.01522e+07
P25736	END1_ECOLI	endA	Endonuclease-1	2	2	3.70888e+07	3.60951e+07	3.98779e+07	4.17355e+07	4.03856e+07	4.58358e+07
P25740	RFAG_ECOLI	rfaG	Lipopolysaccharide core biosynthesis protein RfaG	3	3	2.79383e+06	2.88562e+06	2.85392e+06	3.18165e+06	2.83159e+06	3.25171e+06
P25741	RFAP_ECOLI	rfaP	Lipopolysaccharide core heptose(I) kinase RfaP	1	1	818662	1.2383e+06	1.32877e+06	1.16396e+06	1.26794e+06	1.31052e+06
P25745	MNMA_ECOLI	mnmA	tRNA-specific 2-thiouridylase MnmA	7	7	2.41876e+07	2.48472e+07	2.38939e+07	2.44923e+07	2.48633e+07	2.43156e+07
P25746	HFLD_ECOLI	hflD	High frequency lysogenization protein HflD	9	9	1.17385e+07	1.19102e+07	1.03565e+07	1.15375e+07	1.20035e+07	1.15207e+07
P25798	FLIF_ECOLI	fliF	Flagellar M-ring protein	6	6	4.26746e+06	4.51087e+06	5.31533e+06	4.8437e+06	4.84675e+06	4.88794e+06
P25888	RHLE_ECOLI	rhlE	ATP-dependent RNA helicase RhlE	12	12	1.10759e+07	1.0526e+07	1.00827e+07	1.00012e+07	1.0667e+07	1.07942e+07
P25894	YGGG_ECOLI	yggG	Uncharacterized metalloprotease YggG	2	2	2.38493e+06	2.27147e+06	2.70589e+06	3.33654e+06	2.45394e+06	2.82543e+06
P25906	YDBC_ECOLI	ydbC	Putative oxidoreductase YdbC	4	4	2.95907e+06	3.03819e+06	2.65248e+06	2.8793e+06	3.03254e+06	2.96437e+06
P26602	UBIC_ECOLI	ubiC	Chorismate--pyruvate lyase	5	5		2.24096e+06	2.55978e+06	2.22375e+06	2.23098e+06	2.43405e+06
P26608	FLIS_ECOLI	fliS	Flagellar protein FliS	6	6	1.33918e+07	1.44375e+07	1.33038e+07	1.40382e+07	1.36634e+07	1.41433e+07
P26612	AMY2_ECOLI	amyA	Cytoplasmic alpha-amylase	4	4	2.34366e+06	2.1156e+06	1.82835e+06	2.44493e+06	2.13195e+06	2.36839e+06
P26616	MAO1_ECOLI	maeA	NAD-dependent malic enzyme	22	22	4.56356e+07	4.52556e+07	4.65684e+07	4.74716e+07	4.65046e+07	4.84644e+07
P26646	ACUI_ECOLI	acuI	Probable acrylyl-CoA reductase AcuI	9	9	4.33977e+07	4.54331e+07	4.56715e+07	4.51222e+07	4.50845e+07	4.58518e+07
P26647	PLSC_ECOLI	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	2	2	6.93335e+06	7.06505e+06	6.06738e+06	6.87541e+06	6.78598e+06	6.52015e+06
P26648	FTSP_ECOLI	ftsP	Cell division protein FtsP	6	6	3.04004e+06	3.19599e+06	3.98505e+06	3.18264e+06	3.70145e+06	3.17129e+06
P27238	YFED_ECOLI	yfeD	Uncharacterized protein YfeD	2	2	4.20496e+06	4.6365e+06	4.58071e+06	3.74604e+06	4.11516e+06	4.29697e+06
P27245	MARR_ECOLI	marR	Multiple antibiotic resistance protein MarR	1	1	524330	542878	479496	658652	578010	559084
P27247	PLSX_ECOLI	plsX	Phosphate acyltransferase	2	2	1.50687e+06	1.5855e+06	870398			
P27248	GCST_ECOLI	gcvT	Aminomethyltransferase	6	6	4.35673e+07	4.61672e+07	4.46892e+07	4.28594e+07	4.6491e+07	4.64576e+07
P27249	GLND_ECOLI	glnD	[Protein-PII] uridylyltransferase	2	2	493264	453091	437957	395105	356071	472262
P27250	YJGB_ECOLI	yjgB	Uncharacterized zinc-type alcohol dehydrogenase-like protein YjgB	4	4	3.44262e+06	3.3805e+06	4.37886e+06	4.86048e+06	3.76567e+06	4.45437e+06
P27278	NADR_ECOLI	nadR	Trifunctional NAD biosynthesis/regulator protein NadR	7	7	1.47813e+06	1.96251e+06	1.87123e+06	1.77353e+06	1.72856e+06	1.68776e+06
P27298	OPDA_ECOLI	prlC	Oligopeptidase A	32	32	4.5983e+07	4.59606e+07	4.69539e+07	4.70552e+07	4.6241e+07	4.75546e+07
P27302	TKT1_ECOLI	tktA	Transketolase 1	22	20	1.87673e+08	1.94453e+08	1.97952e+08	1.90893e+08	1.96134e+08	1.8928e+08
P27303	EMRA_ECOLI	emrA	Multidrug resistance protein A	13	13	7.88943e+06	8.11826e+06	7.63466e+06	7.01415e+06	7.87324e+06	7.33321e+06
P27306	STHA_ECOLI	sthA	Soluble pyridine nucleotide transhydrogenase	6	6	4.74386e+06	4.60682e+06	5.01703e+06	4.76431e+06	4.84908e+06	5.2352e+06
P27431	YCFD_ECOLI	ycfD	50S ribosomal protein L16 arginine hydroxylase	3	3	2.56715e+07	2.71602e+07	2.57523e+07	2.7289e+07	2.77469e+07	2.81244e+07
P27434	RODZ_ECOLI	rodZ	Cytoskeleton protein RodZ	9	9	4.32129e+07	4.28488e+07	4.24703e+07	4.41154e+07	4.39673e+07	4.47501e+07
P27550	ACSA_ECOLI	acs	Acetyl-coenzyme A synthetase	5	5	988929	1.15623e+06	1.09376e+06	1.04486e+06	1.11028e+06	1.0417e+06
P27828	WECB_ECOLI	wecB	UDP-N-acetylglucosamine 2-epimerase	8	8	9.70642e+06	9.75266e+06	9.59378e+06	9.17372e+06	9.43223e+06	9.25406e+06
P27829	WECC_ECOLI	wecC	UDP-N-acetyl-D-mannosamine dehydrogenase	6	6	1.37472e+07	1.33558e+07	1.31758e+07	1.24905e+07	1.35257e+07	1.36578e+07
P27830	RMLB2_ECOLI	rffG	dTDP-glucose 4,6-dehydratase 2	5	4	1.5755e+07	1.59296e+07	1.36513e+07	1.43889e+07	1.51477e+07	1.41591e+07
P27832	WECD_ECOLI	wecD	dTDP-fucosamine acetyltransferase	2	2	1.30329e+06	1.45548e+06	1.52252e+06	1.35674e+06	1.39611e+06	1.24127e+06
P27833	RFFA_ECOLI	rffA	Lipopolysaccharide biosynthesis protein RffA	7	7	1.15616e+07	1.14064e+07	1.16706e+07	1.12734e+07	1.08968e+07	1.14874e+07
P27836	WECG_ECOLI	wecG	Probable UDP-N-acetyl-D-mannosaminuronic acid transferase	4	4	2.21029e+06	2.18752e+06	2.17784e+06	1.79455e+06	2.03524e+06	2.1158e+06
P27838	CYAY_ECOLI	cyaY	Protein CyaY	3	3	1.70328e+07	2.1082e+07	1.91013e+07	1.72943e+07	1.75829e+07	1.80708e+07
P27848	YIGL_ECOLI	yigL	Pyridoxal phosphate phosphatase YigL	6	6	1.5359e+07	1.73829e+07	1.88202e+07	1.79827e+07	1.87766e+07	1.77156e+07
P27859	TATD_ECOLI	tatD	Tat-linked quality control protein TatD	4	4	4.26611e+06	4.35492e+06	4.85523e+06	4.56017e+06	4.30487e+06	4.95559e+06
P27862	YIGZ_ECOLI	yigZ	IMPACT family member YigZ	1	1			1.60491e+07	1.54222e+07		1.5494e+07
P28248	DCD_ECOLI	dcd	Deoxycytidine triphosphate deaminase	5	5	4.08532e+07	4.05472e+07	3.94704e+07	3.79157e+07	4.2081e+07	4.08196e+07
P28249	ASMA_ECOLI	asmA	Protein AsmA	9	9	2.54136e+07	2.30714e+07	2.63546e+07	2.69771e+07	2.44808e+07	2.12344e+07
P28304	QOR1_ECOLI	qorA	Quinone oxidoreductase 1	9	9	2.37104e+07	2.2724e+07	2.27525e+07	2.25469e+07	2.34575e+07	2.37245e+07
P28305	PABC_ECOLI	pabC	Aminodeoxychorismate lyase	2	2		1.59154e+06	1.37973e+06	1.37881e+06	1.57513e+06	1.37095e+06
P28306	YCEG_ECOLI	yceG	UPF0755 protein YceG	2	2	2.07184e+06	2.62567e+06	3.41951e+06	2.80398e+06	2.61132e+06	2.02788e+06
P28629	ADIA_ECOLI	adiA	Biodegradative arginine decarboxylase	11	11	1.0353e+07	9.82663e+06	1.00237e+07	1.00174e+07	1.00756e+07	1.0328e+07
P28630	HOLA_ECOLI	holA	DNA polymerase III subunit delta	3	3	187254	198989	274052	240513	213230	330719
P28631	HOLB_ECOLI	holB	DNA polymerase III subunit delta'	2	2	1.50585e+06	1.51359e+06	1.36253e+06	1.42176e+06	1.30401e+06	1.18728e+06
P28632	HOLD_ECOLI	holD	DNA polymerase III subunit psi	1	1		327158	333678	448107	431591	340512
P28634	TSAA_ECOLI	tsaA	Probable tRNA (adenine(37)-N6)-methyltransferase	2	2		1.03699e+07			1.21652e+07	9.1304e+06
P28635	METQ_ECOLI	metQ	D-methionine-binding lipoprotein MetQ	13	13	7.40003e+07	7.19692e+07	6.83895e+07	7.02096e+07	7.12307e+07	7.01084e+07
P28861	FENR_ECOLI	fpr	Ferredoxin--NADP reductase	1	1			959179			
P28903	NRDD_ECOLI	nrdD	Anaerobic ribonucleoside-triphosphate reductase	17	17	2.64401e+07	2.72753e+07	2.78822e+07	2.7408e+07	2.69538e+07	2.69428e+07
P28904	TREC_ECOLI	treC	Trehalose-6-phosphate hydrolase	13	13	2.5508e+07	2.44817e+07	2.66182e+07	2.47756e+07	2.5619e+07	2.59304e+07
P28905	HOLC_ECOLI	holC	DNA polymerase III subunit chi	4	4	2.75372e+06	2.74613e+06	2.78366e+06	2.59516e+06	2.83579e+06	2.53649e+06
P29012	ALR2_ECOLI	dadX	Alanine racemase, catabolic	2	2	1.95057e+06	2.01865e+06	2.39644e+06	2.17926e+06	2.26436e+06	1.97658e+06
P29018	CYDD_ECOLI	cydD	ATP-binding/permease protein CydD	3	3	1.81473e+06	1.56216e+06	1.34345e+06	1.79241e+06	1.21746e+06	1.72926e+06
P29131	FTSN_ECOLI	ftsN	Cell division protein FtsN	5	5	4.50446e+06	4.32946e+06	4.7722e+06	4.57371e+06	4.23085e+06	4.69623e+06
P29208	MENC_ECOLI	menC	o-succinylbenzoate synthase	5	5	1.25191e+07	1.18913e+07	1.36484e+07	1.12985e+07	1.20046e+07	1.18735e+07
P29217	YCEH_ECOLI	yceH	UPF0502 protein YceH	5	5	1.5957e+07	1.58042e+07	1.44516e+07	1.47821e+07	1.57833e+07	1.50795e+07
P29680	DCUP_ECOLI	hemE	Uroporphyrinogen decarboxylase	6	6	2.39584e+07	2.27063e+07	2.51984e+07	2.47671e+07	2.34195e+07	2.58175e+07
P29744	FLGL_ECOLI	flgL	Flagellar hook-associated protein 3	3	3	1.2383e+07	1.31274e+07	1.23368e+07	1.30201e+07	1.31429e+07	1.33506e+07
P29745	PEPT_ECOLI	pepT	Peptidase T	15	15	3.26973e+07	3.19127e+07	3.28755e+07	3.19267e+07	3.22839e+07	3.21848e+07
P30011	NADC_ECOLI	nadC	Nicotinate-nucleotide pyrophosphorylase [carboxylating]	10	10	1.99481e+07	1.99413e+07	1.98544e+07	2.09598e+07	2.05583e+07	2.14052e+07
P30014	RNT_ECOLI	rnt	Ribonuclease T	4	4	1.43175e+07	1.49495e+07	1.46683e+07	1.45311e+07	1.48692e+07	1.45765e+07
P30126	LEUD_ECOLI	leuD	3-isopropylmalate dehydratase small subunit	2	2	1.0189e+06	896036	1.03378e+06	1.3157e+06	785883	935538
P30128	GREB_ECOLI	greB	Transcription elongation factor GreB	7	7	5.3407e+06	5.52234e+06	5.56412e+06	5.40808e+06	5.6466e+06	5.21049e+06
P30130	FIMD_ECOLI	fimD	Outer membrane usher protein FimD	10	10	3.49172e+06	3.79836e+06	4.20371e+06	4.18433e+06	3.73873e+06	4.01693e+06
P30131	HYPF_ECOLI	hypF	Carbamoyltransferase HypF	1	1	1.12779e+06	995198	1.13128e+06	1.21038e+06	983510	
P30177	YBIB_ECOLI	ybiB	Uncharacterized protein YbiB	9	9	3.6999e+07	3.62243e+07	3.63743e+07	3.44262e+07	3.64673e+07	3.71539e+07
P30178	YBIC_ECOLI	ybiC	Uncharacterized oxidoreductase YbiC	3	3	4.51482e+06	4.13721e+06	4.299e+06	4.0274e+06	4.01723e+06	4.71972e+06
P30744	SDHM_ECOLI	sdaB	L-serine dehydratase 2	8	8	3.69717e+07	3.66982e+07	3.70634e+07	3.51306e+07	3.48109e+07	3.46468e+07
P30749	MOAE_ECOLI	moaE	Molybdopterin synthase catalytic subunit	5	5	9.7138e+06	8.97792e+06	9.50975e+06	9.73497e+06	9.52165e+06	9.74607e+06
P30750	METN_ECOLI	metN	Methionine import ATP-binding protein MetN	2	2	5.08703e+06	5.83008e+06	6.01506e+06	5.41027e+06	5.33103e+06	5.24861e+06
P30843	BASR_ECOLI	basR	Transcriptional regulatory protein BasR	2	2	5.08513e+06	5.52467e+06	5.89189e+06	5.47949e+06	5.15485e+06	5.32761e+06
P30847	BAES_ECOLI	baeS	Signal transduction histidine-protein kinase BaeS	3	3		555871	465540	689288	529338	488620
P30850	RNB_ECOLI	rnb	Exoribonuclease 2	25	25	4.25144e+07	4.19853e+07	4.00227e+07	3.98354e+07	4.20597e+07	4.14073e+07
P30855	EVGS_ECOLI	evgS	Sensor protein EvgS	3	3	1.47864e+06	1.97432e+06	1.57679e+06	1.48613e+06	1.94827e+06	1.77292e+06
P30859	ARTI_ECOLI	artI	Putative ABC transporter arginine-binding protein 2	7	7	1.55551e+07	1.58059e+07	1.6345e+07	1.67175e+07	1.66016e+07	1.71557e+07
P30864	YAFC_ECOLI	yafC	Uncharacterized HTH-type transcriptional regulator YafC	2	2	1.12338e+06	1.25834e+06	863708	734138	1.131e+06	
P30870	GLNE_ECOLI	glnE	Glutamate-ammonia-ligase adenylyltransferase	7	7	1.93869e+06	1.82614e+06	1.76149e+06	1.625e+06	2.05303e+06	1.54e+06
P30871	YGIF_ECOLI	ygiF	Uncharacterized protein YgiF	10	10	1.37808e+07	1.43411e+07	1.43547e+07	1.39227e+07	1.39984e+07	1.40358e+07
P30958	MFD_ECOLI	mfd	Transcription-repair-coupling factor	21	21	6.07669e+06	6.1208e+06	6.0492e+06	6.40638e+06	6.07449e+06	6.18875e+06
P31057	PANB_ECOLI	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	3	3	3.40653e+07	3.36601e+07	3.3405e+07	3.55086e+07	3.43559e+07	3.50351e+07
P31060	MODF_ECOLI	modF	Putative molybdenum transport ATP-binding protein ModF	3	3	1.89023e+06	2.13288e+06	1.70989e+06	2.21674e+06	1.93543e+06	1.84409e+06
P31063	YEDD_ECOLI	yedD	Uncharacterized lipoprotein YedD	3	3	5.97563e+07	6.30785e+07	5.02166e+07	5.73765e+07	6.17754e+07	5.39654e+07
P31064	YEDE_ECOLI	yedE	UPF0394 inner membrane protein YedE	1	1		413570	245758		309403	
P31068	FLIH_ECOLI	fliH	Flagellar assembly protein FliH	2	2	1.07717e+07	1.18498e+07	8.69232e+06	1.08133e+07	1.09956e+07	1.10464e+07
P31069	KCH_ECOLI	kch	Voltage-gated potassium channel Kch	7	7	6.16969e+06	6.36823e+06	6.16802e+06	5.93303e+06	6.31233e+06	5.37698e+06
P31119	AAS_ECOLI	aas	Bifunctional protein aas	12	12	4.12756e+06	5.20241e+06	4.68128e+06	5.01683e+06	4.94727e+06	5.16819e+06
P31120	GLMM_ECOLI	glmM	Phosphoglucosamine mutase	17	17	4.68083e+07	4.75146e+07	4.74252e+07	4.68862e+07	4.81549e+07	4.72996e+07
P31133	POTF_ECOLI	potF	Putrescine-binding periplasmic protein	1	1	1.41373e+06	1.07765e+06	1.21882e+06	1.54862e+06	1.46932e+06	1.55836e+06
P31142	THTM_ECOLI	sseA	3-mercaptopyruvate sulfurtransferase	13	13	2.12373e+07	2.24221e+07	2.33304e+07	2.37229e+07	2.25441e+07	2.35523e+07
P31224	ACRB_ECOLI	acrB	Acriflavine resistance protein B	21	21	1.59023e+07	1.59805e+07	1.45135e+07	1.51408e+07	1.56954e+07	1.4648e+07
P31433	YICH_ECOLI	yicH	Uncharacterized protein YicH	5	5	4.52325e+06	4.19792e+06	4.47239e+06	4.19874e+06	3.96071e+06	4.30801e+06
P31441	ADEC_ECOLI	ade	Adenine deaminase	4	4	1.52205e+07	1.6451e+07	1.06374e+07	1.43666e+07	1.48036e+07	1.47585e+07
P31455	YIDR_ECOLI	yidR	Uncharacterized protein YidR	6	6	1.47226e+07	1.48111e+07	1.52832e+07	1.52747e+07	1.50501e+07	1.60149e+07
P31460	DGOR_ECOLI	dgoR	Galactonate operon transcriptional repressor	4	4	5.10323e+06	4.77057e+06	5.12109e+06	4.54328e+06	4.68574e+06	4.64009e+06
P31467	YIEH_ECOLI	yieH	6-phosphogluconate phosphatase	1	1	6.62036e+06	6.48226e+06	6.27786e+06	5.92866e+06	6.21585e+06	6.40529e+06
P31473	RAVA_ECOLI	ravA	ATPase RavA	6	6	5.15177e+06	5.61767e+06	5.08225e+06	5.27136e+06	5.90641e+06	5.08869e+06
P31475	YIEP_ECOLI	yieP	Uncharacterized HTH-type transcriptional regulator YieP	4	4	1.15643e+07	1.1626e+07	1.14145e+07	1.09222e+07	1.11815e+07	1.11751e+07
P31545	EFEB_ECOLI	efeB	Deferrochelatase/peroxidase EfeB	6	6	1.34218e+06	1.47678e+06	1.53587e+06	1.48469e+06	1.45601e+06	1.40609e+06
P31550	THIB_ECOLI	thiB	Thiamine-binding periplasmic protein	6	6	1.20397e+07	9.83288e+06	1.2332e+07	1.19424e+07	1.05546e+07	1.23578e+07
P31551	CAID_ECOLI	caiD	Carnitinyl-CoA dehydratase	2	2	2.15175e+06	1.96096e+06	1.6825e+06	1.66099e+06	1.89478e+06	
P31554	LPTD_ECOLI	lptD	LPS-assembly protein LptD	29	29	2.80771e+07	2.72786e+07	2.7958e+07	2.82921e+07	2.75815e+07	2.79901e+07
P31572	CAIB_ECOLI	caiB	Crotonobetainyl-CoA:carnitine CoA-transferase	1	1				236841	241853	
P31658	HCHA_ECOLI	hchA	Molecular chaperone Hsp31 and glyoxalase 3	4	4	5.22296e+07	6.05463e+07	6.20031e+07	5.62445e+07	6.00293e+07	5.91844e+07
P31663	PANC_ECOLI	panC	Pantothenate synthetase	12	12	1.90732e+07	1.82351e+07	1.92065e+07	1.79527e+07	1.76727e+07	1.83915e+07
P31677	OTSA_ECOLI	otsA	Alpha,alpha-trehalose-phosphate synthase [UDP-forming]	4	4	2.43433e+06	2.68884e+06	2.0799e+06	3.01892e+06	2.61631e+06	2.9651e+06
P31678	OTSB_ECOLI	otsB	Trehalose-6-phosphate phosphatase	1	1	1.48503e+06	1.31721e+06	1.18349e+06	1.39878e+06	1.23497e+06	1.3184e+06
P31680	DJLA_ECOLI	djlA	DnaJ-like protein DjlA	2	2	3.77892e+06	3.5766e+06	3.26441e+06	4.02371e+06	4.12532e+06	4.17437e+06
P31697	FIMC_ECOLI	fimC	Chaperone protein FimC	12	11	2.39109e+07	2.38611e+07	2.42499e+07	2.32519e+07	2.40585e+07	2.3618e+07
P31802	NARP_ECOLI	narP	Nitrate/nitrite response regulator protein NarP	5	5	1.24676e+07	1.23335e+07	1.19347e+07	1.17477e+07	1.27767e+07	1.16283e+07
P31806	NNR_ECOLI	nnr	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	3	3	618895	646536	452060	554994	630201	602672
P31808	YCIK_ECOLI	yciK	Uncharacterized oxidoreductase YciK	6	6	1.09556e+07	1.10164e+07	1.14406e+07	1.13457e+07	1.19087e+07	1.13123e+07
P31825	TRMN6_ECOLI	yfiC	tRNA1(Val) (adenine(37)-N6)-methyltransferase	1	1		694499	877288	707570		912741
P31979	NUOF_ECOLI	nuoF	NADH-quinone oxidoreductase subunit F	17	17	9.67246e+07	9.65394e+07	1.00782e+08	1.00178e+08	9.55146e+07	9.88977e+07
P32099	LPLA_ECOLI	lplA	Lipoate-protein ligase A	4	4	6.07176e+06	7.04741e+06	6.44371e+06	6.35133e+06	6.53773e+06	6.14312e+06
P32131	HEMN_ECOLI	hemN	Oxygen-independent coproporphyrinogen-III oxidase	14	14	1.15295e+07	1.14644e+07	1.24686e+07	1.26355e+07	1.16457e+07	1.20027e+07
