Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	2	2	3.6645e+06	3.56676e+06	3.09743e+06	3.85934e+06	3.67672e+06	3.30102e+06
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	4	4	9.91391e+06	1.06091e+07	8.33981e+06	1.04737e+07		9.80762e+06
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7	1.01724e+08	1.00698e+08	1.10241e+08	1.11072e+08	1.04456e+08	1.14485e+08
P39176	ERFK_ECOLI	erfK	Probable L,D-transpeptidase ErfK/SrfK	4	4	1.75579e+06	1.76278e+06	1.92997e+06	1.75631e+06	2.21553e+06	1.78544e+06
P39177	USPG_ECOLI	uspG	Universal stress protein G	5	5	1.39537e+08	1.57097e+08	1.60298e+08	1.60277e+08	1.6137e+08	1.55013e+08
P39187	YTFJ_ECOLI	ytfJ	Uncharacterized protein YtfJ	3	3			4.23002e+06	4.23337e+06		4.44915e+06
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	8	8	4.64572e+07	4.8912e+07	4.27546e+07	4.43052e+07	4.86227e+07	4.45983e+07
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	2	2	708716	906232	947156		835962	929292
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	4	4	7.13483e+06	6.23829e+06	6.0814e+06	5.4498e+06	6.27778e+06	5.77518e+06
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6	1.19356e+07	1.16844e+07	1.20266e+07	1.23113e+07	1.22734e+07	1.14705e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	2	2	3.73376e+06	4.41765e+06	3.85541e+06	3.36198e+06	3.12625e+06	4.02753e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	1	1	1.71543e+06	1.8876e+06	1.45205e+06	1.82194e+06	1.47095e+06	1.93283e+06
P39304	ULAD_ECOLI	ulaD	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	2	2	451831	600368	246645		409039	436329
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	1.95866e+06	2.12309e+06	2.33827e+06	2.31924e+06	2.17908e+06	2.30269e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	4	4	1.34028e+07	1.40398e+07	1.40888e+07	1.34325e+07	1.41514e+07	1.23768e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	15	15	3.21962e+06	3.47412e+06	3.62188e+06	3.35542e+06	3.63581e+06	3.62208e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	2	2	4.3979e+06	4.40658e+06	4.05298e+06	4.15189e+06	4.13618e+06	3.71966e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	1.98794e+06	1.36659e+06	2.19474e+06	2.18601e+06	1.57219e+06	1.99538e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	7	7	3.71482e+06	3.81558e+06	4.37691e+06	4.06829e+06	4.01219e+06	4.05132e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	1	1	3.48435e+06	3.13918e+06	3.73266e+06	2.98943e+06	2.90493e+06	3.6734e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	10	10	1.76547e+07	1.83045e+07	1.80274e+07	1.85901e+07	1.78719e+07	1.83389e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	3	3	2.60273e+06		2.36629e+06	2.40823e+06	2.55819e+06	2.43102e+06
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	5	5	1.13641e+06	1.1299e+06	1.20374e+06	1.17692e+06	1.18541e+06	1.11892e+06
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	9	9	2.00657e+06	2.08312e+06	2.31488e+06	2.31038e+06	2.02038e+06	1.99705e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	5	5	1.73551e+07	2.01902e+07	2.02803e+07	1.87091e+07	2.02094e+07	1.92165e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	9	9	2.63144e+06	3.15304e+06	3.13014e+06	3.2424e+06	3.18811e+06	3.30852e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7	4.29696e+07	4.18475e+07	4.15114e+07	4.20447e+07	4.28726e+07	4.21664e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	5	5	1.47516e+06	1.43046e+06	1.36086e+06	1.33523e+06	1.44864e+06	1.39881e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	3	3	1.24593e+06	1.36101e+06	1.61493e+06	1.37391e+06	1.49175e+06	1.48182e+06
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	9.36218e+06	1.23189e+07	1.13107e+07	1.15395e+07	1.17426e+07	1.17804e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4	8.88706e+06	9.48896e+06	8.25135e+06	8.82871e+06	8.31269e+06	8.98995e+06
P39452	RIR3_ECOLI	nrdE	Ribonucleoside-diphosphate reductase 2 subunit alpha	2	2		1.94928e+06	1.99074e+06			
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	3	3	564200	600302	628010	464332	560867	598198
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	2	2	3.0119e+06	3.02544e+06	2.7508e+06	3.00113e+06	3.09543e+06	2.3413e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	6.00098e+07	5.97261e+07	6.2599e+07	6.09884e+07	6.19104e+07	6.29393e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	4	4	1.69563e+06	1.52529e+06	1.78119e+06	1.70596e+06	1.66203e+06	1.7513e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	15	15	1.33764e+07	1.32861e+07	1.45215e+07	1.43892e+07	1.39132e+07	1.46511e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	5	5	9.18922e+06	8.42254e+06	8.55164e+06	9.07971e+06	9.04927e+06	8.97535e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	7.91826e+06	7.76677e+06	9.27338e+06	1.01642e+07	8.72143e+06	9.29732e+06
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	4	4	608053	654254	532754	622131	664912	594069
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	15	15	1.7858e+07	1.88678e+07	1.87351e+07	1.84667e+07	1.84471e+07	1.82218e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	6	6	3.79237e+06	4.17633e+06	3.97616e+06	3.50793e+06	4.03795e+06	3.97866e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		3	3	1.1358e+07	1.14392e+07	5.70079e+06	5.3269e+06	1.07856e+07	5.011e+06
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	6	6	1.42958e+07	1.37699e+07	1.46521e+07	1.62434e+07	1.2655e+07	1.56281e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	4.87152e+06	5.08532e+06	4.93563e+06	4.92233e+06	5.33471e+06	4.6937e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	8.89831e+06	8.8805e+06	8.78791e+06	8.58116e+06	7.86647e+06	8.95747e+06
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	1.57533e+06	1.26564e+06		1.39323e+06	1.44178e+06	1.26138e+06
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	4.71467e+06	5.7123e+06	6.02447e+06	6.27103e+06	5.92565e+06	6.6666e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1		3.68222e+06	5.93377e+06	5.07466e+06	4.79273e+06	
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	7	7	3.37725e+06	4.11514e+06	4.1128e+06	3.94734e+06	3.90311e+06	4.09524e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	18	18	1.33176e+07	1.41334e+07	1.46871e+07	1.4567e+07	1.42102e+07	1.41011e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	2.86516e+07	2.82357e+07	2.72395e+07	2.8705e+07	2.93481e+07	2.86252e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	21	21	4.10624e+06	4.26715e+06	4.14473e+06	4.23699e+06	4.19796e+06	4.28591e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2	717898	740453	663727	548500	732521	683037
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	3	3	4.66768e+06	5.09243e+06	4.65138e+06	4.92932e+06	5.42772e+06	4.94123e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	12	12	4.40886e+06	4.87295e+06	4.46231e+06	5.00491e+06	5.16242e+06	4.98073e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	10	10	6.24081e+06	6.6341e+06	6.21902e+06	6.6162e+06	6.15359e+06	6.94301e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	2	2		1.2253e+06		1.51351e+06		1.27419e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	6.54736e+06	7.26829e+06	6.75492e+06	7.19287e+06	7.20881e+06	6.48514e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	16	16	2.88646e+07	2.93299e+07	2.88936e+07	2.90612e+07	2.91253e+07	2.93025e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	2.8194e+06	4.80205e+06	3.9607e+06	4.08157e+06	3.94628e+06	3.86483e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	1	1	2.37712e+06	2.82373e+06	2.54054e+06	3.21615e+06	2.85752e+06	3.00234e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4	4.0899e+06	4.92117e+06	3.99745e+06	4.0232e+06	4.45547e+06	4.15048e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	17	17	2.54906e+08	2.58907e+08	2.61951e+08	2.66104e+08	2.63429e+08	2.65179e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	3	3			8.8086e+06	6.77113e+06	9.15e+06	7.79191e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	4.37489e+06	4.12615e+06	4.0539e+06	3.78591e+06	4.1284e+06	4.23164e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	3	3	4.63014e+06	4.28182e+06	3.86974e+06	3.98611e+06	4.20034e+06	3.76287e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	253096	229999	135612	144191	239546	204093
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2	6.2312e+06	5.89699e+06	5.8831e+06	5.68543e+06	5.65943e+06	5.24257e+06
P45577	PROQ_ECOLI	proQ	ProP effector	12	12	1.13238e+08	1.12768e+08	1.11174e+08	1.10028e+08	1.14146e+08	1.07263e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	8	8	1.76938e+08	1.83567e+08	1.78637e+08	1.71613e+08	1.81734e+08	1.76186e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	5	5	1.56656e+07	1.58674e+07	1.60223e+07	1.71066e+07	1.63305e+07	1.7199e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	3.19592e+06	2.84877e+06	3.05013e+06	2.96575e+06	3.03476e+06	3.65893e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	5	5	6.46252e+06	6.5205e+06	6.8412e+06	6.41281e+06	5.48512e+06	6.2521e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.50318e+06	1.81943e+06	1.18434e+06	1.36337e+06	1.65036e+06	1.58275e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	9	9	1.04527e+07	1.14215e+07	1.2562e+07	1.26714e+07	1.18402e+07	1.30784e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	3	3	984988		844221		1.01883e+06	880099
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	6.88591e+06	6.01566e+06	8.33524e+06	6.75752e+06	7.12123e+06	7.11148e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	1	1	586222	594763	508593	633255	550042	415242
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	3.99333e+07	3.73409e+07	3.82507e+07	3.62483e+07	3.87005e+07	3.71483e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	8.38786e+07	9.117e+07	8.56186e+07	8.9157e+07	8.94496e+07	8.71686e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	4	4	544778	597636	535180	635336	495651	500162
P46837	YHGF_ECOLI	yhgF	Protein YhgF	30	30	3.93578e+07	4.05866e+07	4.03051e+07	4.0254e+07	4.09477e+07	4.02891e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	5.78599e+06	5.3429e+06	6.47463e+06	6.56237e+06	6.75683e+06	6.05023e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	11	11	3.52378e+07	3.23043e+07	3.43284e+07	3.49011e+07	3.50582e+07	3.51777e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	1	1	2.1731e+06	2.96949e+06	3.0454e+06	2.79358e+06	3.05875e+06	3.11162e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	2	2	3.25233e+06			3.30004e+06	3.72851e+06	3.05022e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	10	10	1.21218e+07	1.45849e+07	1.59517e+07	1.45693e+07	1.40644e+07	1.50973e+07
P50456	MLC_ECOLI	mlc	Protein mlc	6	6	4.30873e+06	4.26552e+06	4.59061e+06	4.28538e+06	4.01224e+06	4.25266e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	2	2	3.13562e+06	3.38939e+06		3.00026e+06	3.94321e+06	3.69086e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	1.81436e+07	2.04344e+07	2.09912e+07	2.05607e+07	1.84911e+07	2.012e+07
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	5.11917e+06	4.44463e+06	4.15487e+06	4.09595e+06	3.94674e+06	4.65092e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	6.61469e+06	6.4661e+06	6.34985e+06	6.91679e+06	6.33362e+06	6.35902e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	2.47791e+06	2.55722e+06	2.76444e+06	3.66939e+06	2.57495e+06	3.41727e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.18846e+07	2.22284e+07	2.25599e+07	2.31224e+07	2.30204e+07	2.14552e+07
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	6	6	2.12734e+06	2.15085e+06	1.76314e+06	1.93579e+06	1.86342e+06	1.88651e+06
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1	1.88889e+06	1.51094e+06		1.27602e+06	2.15363e+06	1.77837e+06
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.59738e+07	1.62879e+07	1.53957e+07	1.55659e+07	1.56974e+07	1.6121e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.85012e+07	1.8211e+07	1.8236e+07	1.88056e+07	1.91987e+07	1.85321e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	3	3	908251	1.19729e+06	805984		1.08181e+06	798781
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1			846224	925323		829479
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	2	2	1.41434e+06	1.28511e+06	2.28945e+06	2.36471e+06	1.30674e+06	1.615e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	522194		413088	406747	519838	412773
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	12	12	3.15037e+07	3.18171e+07	3.27888e+07	3.10072e+07	3.30735e+07	3.33652e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	2.69867e+06	2.55331e+06	2.08683e+06	2.37502e+06	2.51633e+06	2.15579e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	14	14	6.05031e+06	5.76559e+06	6.09395e+06	5.87381e+06	5.75853e+06	5.65663e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	8	8	1.1968e+08	1.15681e+08	1.20572e+08	1.19674e+08	1.15902e+08	1.15712e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	2	2	3.64673e+06	4.07326e+06	3.7449e+06		3.85289e+06	2.80302e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		4	4	9.55069e+06	9.79904e+06	6.04873e+06	5.8039e+06	9.5979e+06	5.92935e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	3	3		1.3867e+06	1.46683e+06	1.45532e+06	1.52866e+06	1.34226e+06
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	3	3	6.49591e+06	6.61766e+06	6.19683e+06	7.29863e+06	7.44575e+06	6.39514e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	3.51184e+06	3.56488e+06	3.82329e+06	3.65653e+06	3.0118e+06	3.89115e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	22	22	1.99764e+07	2.10259e+07	2.05672e+07	2.04365e+07	2.14199e+07	2.05627e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	15	15	6.85009e+06	7.29284e+06	7.32408e+06	7.08104e+06	7.1783e+06	7.10312e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7	3.17563e+07	3.02943e+07	3.18012e+07	3.26794e+07	2.97022e+07	3.16673e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	9	9	2.37841e+07	2.50685e+07	2.37056e+07	2.32647e+07	2.44686e+07	2.37638e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	7.24448e+08	7.20934e+08	7.29385e+08	6.90242e+08	7.32738e+08	7.10932e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	10	10	1.28433e+09	1.28973e+09	1.15714e+09	1.2235e+09	1.29377e+09	9.5548e+08
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4	5.58831e+06	5.5345e+06	6.02407e+06	5.93394e+06	5.77129e+06	5.6266e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	5.03263e+07	5.02221e+07	5.27628e+07	5.1301e+07	5.00436e+07	5.24779e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	6	6	1.16283e+07	1.18768e+07	1.01522e+07	1.03783e+07	1.16309e+07	1.03045e+07
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2	5.21151e+06	6.18633e+06	6.32181e+06	5.547e+06	6.25676e+06	6.15263e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	9.33522e+08	9.35476e+08	8.91449e+08	8.73413e+08	9.38651e+08	8.86347e+08
P60651	SPEB_ECOLI	speB	Agmatinase	5	5	9.65317e+07	1.00554e+08	1.06469e+08	1.05372e+08	1.00802e+08	1.03773e+08
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	10	10	1.13995e+07	1.04905e+07	1.15117e+07	1.07642e+07	1.07124e+07	1.06109e+07
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	12	12	6.86504e+07	7.20701e+07	7.50773e+07	7.47454e+07	7.20111e+07	7.37777e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	3	3	1.87923e+06	2.16321e+06	1.65823e+06	1.96889e+06	1.45002e+06	1.98064e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15	1.03196e+09	1.07998e+09	1.06099e+09	1.06306e+09	1.07611e+09	1.05942e+09
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	10	10	1.3134e+07	1.30552e+07	1.24291e+07	1.38096e+07	1.32895e+07	1.34924e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	4	4	9.89138e+06	9.94512e+06	9.52439e+06	1.11511e+07	1.04511e+07	1.02235e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	19	19	3.22366e+07	3.19369e+07	3.03896e+07	2.97752e+07	3.13942e+07	2.96141e+07
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	21	21	9.62227e+07	9.63116e+07	9.42778e+07	9.32536e+07	9.51269e+07	9.37897e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	3	3	2.38267e+06	2.48485e+06	2.11431e+06	1.66344e+06	1.31361e+06	1.76728e+06
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	8.73278e+08	9.06951e+08	9.40078e+08	8.96787e+08	9.20374e+08	9.11288e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	3.99724e+07	4.20646e+07	4.42196e+07	4.23365e+07	4.17969e+07	4.38835e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	10	10	1.65372e+07	1.74151e+07	1.88243e+07	1.76921e+07	1.61348e+07	1.81219e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9	6.59837e+07	6.61951e+07	6.9608e+07	6.93433e+07	6.61738e+07	6.84362e+07
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		1	1	1.43071e+07	1.43598e+07	6.18107e+06	6.96837e+06	1.56865e+07	8.64276e+06
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10	2.18137e+08	2.18641e+08	2.2963e+08	2.2968e+08	2.19532e+08	2.32046e+08
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		1	1		233246			221142	
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	5	3	3.79588e+06	3.98604e+06	4.03663e+06	4.16684e+06	3.68058e+06	3.9735e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	15	15	9.87767e+07	9.93964e+07	9.58961e+07	9.60604e+07	1.00558e+08	9.79446e+07
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.51523e+08	1.51808e+08	1.4475e+08	1.46644e+08	1.49856e+08	1.4732e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	19	19	1.42022e+09	1.40805e+09	1.37703e+09	1.36877e+09	1.37978e+09	1.34558e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	2	2		956939	1.00136e+06	1.05273e+06		999434
P62556	SOPA_ECOLI	sopA	Protein SopA	8	8	2.11346e+07	2.06332e+07	2.16749e+07	2.08858e+07	2.09291e+07	2.17887e+07
P62558	SOPB_ECOLI	sopB	Protein SopB	11	11	2.33491e+07	2.39154e+07	2.47467e+07	2.41353e+07	2.44769e+07	2.45829e+07
P62601	TREF_ECOLI	treF	Cytoplasmic trehalase	2	2			469124	323971		300700
P62615	ISPE_ECOLI	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	3	3	5.89598e+06	7.63061e+06	7.58768e+06	6.5408e+06	5.99791e+06	7.8767e+06
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	2	2	1.10096e+07	1.12415e+07	1.02194e+07	9.09339e+06	1.08317e+07	1.02101e+07
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	20	20	2.92991e+07	3.03422e+07	2.96548e+07	3.0255e+07	3.05865e+07	3.00414e+07
P62623	ISPH_ECOLI	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	9	9	9.03316e+06	8.55084e+06	8.05423e+06	7.89262e+06	8.61188e+06	8.23404e+06
P62672	APAG_ECOLI	apaG	Protein ApaG	2	2	5.39416e+06	5.40476e+06	5.25535e+06	5.09409e+06	5.39774e+06	4.75633e+06
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	19	19	2.08786e+08	2.09069e+08	2.09107e+08	2.09215e+08	2.06075e+08	2.12275e+08
P62768	YAEH_ECOLI	yaeH	UPF0325 protein YaeH	13	13	3.16506e+07	3.14363e+07	3.22744e+07	3.19403e+07	3.10854e+07	3.11327e+07
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		3	3	9.46259e+06	1.23526e+07			1.26392e+07	7.82739e+06
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		2	2	812435	994478	633682	555261	1.00816e+06	652539
P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	6	6	7.10663e+07	7.0267e+07	6.77472e+07	7.17838e+07	7.20241e+07	7.62521e+07
P63165ups|SUMO1_HUMAN_UPS	Small	Small		3	3		1.38034e+07		9.1902e+06	1.40842e+07	
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	7	7	2.19351e+07	2.29667e+07	2.2929e+07	2.22876e+07	2.27288e+07	2.16427e+07
P63183	KUP_ECOLI	kup	Low affinity potassium transport system protein kup	2	2	637465	657770		543656	597386	418256
P63224	GMHA_ECOLI	gmhA	Phosphoheptose isomerase	10	10	1.903e+08	1.92041e+08	1.94142e+08	1.86764e+08	1.95624e+08	1.91924e+08
P63228	GMHB_ECOLI	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	3	3	1.49972e+07	1.4507e+07	1.60513e+07	1.37879e+07	1.41184e+07	1.41742e+07
