Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P37652	BCSB_ECOLI	bcsB	Cyclic di-GMP-binding protein	15	15	1.48436e+07	1.47136e+07	1.46974e+07	1.40718e+07	1.43018e+07	1.49038e+07
P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	7	7	1.19513e+07	1.18021e+07	1.0041e+07	1.07517e+07	1.16152e+07	1.11181e+07
P37657	BCSE_ECOLI	bcsE	Protein BcsE homolog	5	5	3.99955e+06	3.45957e+06	3.56383e+06	3.62757e+06	3.80762e+06	3.67916e+06
P37659	BCSG_ECOLI	bcsG	Protein BcsG homolog	3	3	3.35403e+06	3.24765e+06	3.56692e+06	3.4051e+06	3.19172e+06	2.6036e+06
P37665	YIAD_ECOLI	yiaD	Inner membrane lipoprotein YiaD	7	7	3.49072e+07	3.44443e+07	3.50116e+07	3.46315e+07	3.57519e+07	3.61483e+07
P37666	GHRB_ECOLI	ghrB	Glyoxylate/hydroxypyruvate reductase B	10	10	1.14279e+08	1.20706e+08	1.20299e+08	1.16065e+08	1.15674e+08	1.20886e+08
P37671	YIAJ_ECOLI	yiaJ	HTH-type transcriptional regulator YiaJ	1	1		1.08108e+06		876208		
P37685	ALDB_ECOLI	aldB	Aldehyde dehydrogenase B	5	5	6.84222e+06	6.00538e+06	6.47382e+06	6.13499e+06	6.68812e+06	6.3428e+06
P37689	GPMI_ECOLI	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	22	22	2.12153e+08	2.16828e+08	2.2068e+08	2.18035e+08	2.30813e+08	2.21516e+08
P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	9	9	2.277e+06	1.96084e+06	2.20076e+06	2.54201e+06	2.39284e+06	2.15e+06
P37692	RFAF_ECOLI	rfaF	ADP-heptose--LPS heptosyltransferase 2	7	7	1.60839e+07	1.85863e+07	1.66375e+07	1.69135e+07	1.74859e+07	1.66358e+07
P37747	GLF_ECOLI	glf	UDP-galactopyranose mutase	2	2	5.6694e+06	5.56013e+06	5.8421e+06	5.09302e+06	5.30472e+06	6.34623e+06
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	12	12	3.34361e+07	2.95361e+07	3.06347e+07	3.06835e+07	3.18347e+07	3.04266e+07
P37773	MPL_ECOLI	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	14	14	4.51262e+07	5.19455e+07	5.10368e+07	5.06654e+07	5.14189e+07	5.30988e+07
P37902	GLTI_ECOLI	gltI	Glutamate/aspartate periplasmic-binding protein	8	8	4.86454e+06	5.1564e+06	5.23077e+06	5.11082e+06	5.4622e+06	5.28372e+06
P37903	USPF_ECOLI	uspF	Universal stress protein F	5	5	5.20864e+07	5.0137e+07	5.04367e+07	4.81653e+07	4.9921e+07	4.6244e+07
P37908	YFJD_ECOLI	yfjD	UPF0053 inner membrane protein YfjD	5	5	4.11917e+06	3.96432e+06	4.10588e+06	3.77555e+06	4.24611e+06	4.11041e+06
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	18	18	2.63755e+07	2.6954e+07	2.78312e+07	2.79079e+07	2.83825e+07	2.78927e+07
P38051	MENF_ECOLI	menF	Menaquinone-specific isochorismate synthase	2	2			1.59123e+06			1.63065e+06
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	25	25	1.93244e+07	1.9174e+07	1.9986e+07	2.0195e+07	2.02318e+07	2.01825e+07
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	14	14	7.98003e+07	8.28943e+07	8.09008e+07	7.98102e+07	8.33037e+07	8.30804e+07
P38506	XNI_ECOLI	ygdG	Protein Xni	3	3	2.82477e+06	2.56199e+06	2.59154e+06	2.64752e+06	2.87739e+06	2.27297e+06
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	4	4	4.31025e+06	4.14728e+06	3.2967e+06	4.131e+06	3.66953e+06	3.47855e+06
P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	14	14	2.96401e+07	3.06217e+07	3.15803e+07	3.11248e+07	3.08381e+07	3.06436e+07
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	2	2	3.35746e+06	3.91321e+06	3.75306e+06	3.61058e+06	3.6694e+06	3.62997e+06
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	4	4	5.09216e+06	8.26101e+06	8.61104e+06	6.72762e+06	7.99611e+06	7.79906e+06
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7	1.05469e+08	1.04944e+08	1.052e+08	9.89166e+07	1.00457e+08	1.07414e+08
P39176	ERFK_ECOLI	erfK	Probable L,D-transpeptidase ErfK/SrfK	4	4	4.00495e+06	3.44506e+06	3.90595e+06	3.58346e+06	4.00148e+06	4.17058e+06
P39177	USPG_ECOLI	uspG	Universal stress protein G	5	5	1.38386e+08	1.59649e+08	1.57085e+08	1.49342e+08	1.52748e+08	1.58631e+08
P39187	YTFJ_ECOLI	ytfJ	Uncharacterized protein YtfJ	1	1			3.67526e+06			3.64308e+06
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	8	8	5.14238e+07	5.18783e+07	5.05155e+07	4.91907e+07	4.94296e+07	5.21422e+07
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	2	2	1.63753e+06	1.09063e+06	1.30205e+06	1.38518e+06	1.39764e+06	1.33403e+06
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	4	4	6.31747e+06	4.95577e+06	4.51068e+06	4.78582e+06	4.65327e+06	4.96695e+06
P39285	YJEP_ECOLI	yjeP	Uncharacterized MscS family protein YjeP	1	1			382020	273835		340959
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6	1.25932e+07	1.25141e+07	1.17714e+07	1.1764e+07	1.1671e+07	1.23078e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	1	1	5.20125e+06	5.44005e+06	3.94116e+06	3.90152e+06	3.92303e+06	3.76371e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	1	1	1.98451e+06	1.87821e+06	1.67714e+06	1.25421e+06	1.3639e+06	1.6833e+06
P39304	ULAD_ECOLI	ulaD	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	1	1	991633				900166	919264
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	2.59484e+06	2.61468e+06	2.48457e+06	2.54493e+06	2.46265e+06	2.4373e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	4	4	1.40417e+07	1.27724e+07	1.26131e+07	1.22491e+07	1.33388e+07	1.28621e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	16	16	3.96539e+06	3.71206e+06	3.63264e+06	3.73766e+06	4.08132e+06	3.69118e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	2	2	4.68807e+06	4.76694e+06	3.83451e+06	4.30677e+06	3.74309e+06	4.88548e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	1.98986e+06	3.23327e+06	2.44059e+06	2.74486e+06	2.74416e+06	2.72392e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	8	8	6.20756e+06	6.02886e+06	6.3094e+06	5.73107e+06	6.81399e+06	6.15123e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	3	3	4.22202e+06	3.32797e+06	3.30426e+06	3.23667e+06	3.14851e+06	3.41175e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	11	11	2.09574e+07	1.95232e+07	1.98914e+07	2.03214e+07	2.0177e+07	1.98773e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	2	2	4.18915e+06		3.32658e+06	3.26541e+06	3.90497e+06	3.72238e+06
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	4	4	1.43717e+06	1.12245e+06	1.21695e+06	1.23149e+06	1.33198e+06	1.28171e+06
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	10	10	2.50643e+06	3.49088e+06	2.97101e+06	3.04771e+06	3.09664e+06	3.24883e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	5	5	2.1162e+07	2.12291e+07	2.12333e+07	2.13369e+07	2.09941e+07	2.06481e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	8	8	4.19748e+06	3.7652e+06	3.9152e+06	3.71216e+06	3.86268e+06	3.78925e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7	4.53094e+07	4.08669e+07	4.13631e+07	4.15175e+07	4.12388e+07	4.13764e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	4	4	1.4093e+06	1.3516e+06	1.52612e+06	1.39577e+06	1.3556e+06	1.41166e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	3	3	1.64762e+06	1.7183e+06	1.71881e+06	1.59009e+06	1.61502e+06	1.72478e+06
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	1.22742e+07	1.20623e+07	1.15695e+07	1.01607e+07	1.14267e+07	1.13488e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	5	5	8.62706e+06	7.69442e+06	7.464e+06	7.85392e+06	7.93142e+06	7.96184e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	2	2	1.42469e+06	1.04296e+06	934211	876485	959058	973368
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	3	3	2.23845e+06	2.46352e+06	2.66324e+06	2.72142e+06	2.34625e+06	2.283e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	6.44877e+07	6.27223e+07	6.41555e+07	6.30829e+07	6.03065e+07	6.27404e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	5	5	1.39682e+06	1.40639e+06	1.39932e+06	1.33761e+06	1.46028e+06	1.42287e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	15	15	1.53777e+07	1.40693e+07	1.39814e+07	1.39671e+07	1.39342e+07	1.38852e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	5	5	9.8075e+06	7.96462e+06	8.33602e+06	8.57425e+06	8.50539e+06	8.55808e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	1.29108e+07	1.19926e+07	1.1647e+07	1.20403e+07	1.20931e+07	1.25925e+07
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	4	4	1.03617e+06	1.05753e+06	1.00689e+06	914304	780572	1.01984e+06
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	15	15	1.77992e+07	1.73812e+07	1.80304e+07	1.78236e+07	1.79734e+07	1.83485e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	5	5	4.67595e+06	4.60504e+06	4.24679e+06	4.73166e+06	5.02777e+06	4.31526e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		6	6	1.99249e+07	1.73984e+06	1.51891e+06	1.96497e+07	1.9651e+07	1.59563e+06
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	4	4	1.19558e+07	1.23206e+07	1.24142e+07	1.16861e+07	1.19246e+07	1.33339e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	3.09525e+06	4.9364e+06	4.75856e+06	4.97978e+06	5.30592e+06	5.07562e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	9.15073e+06	9.34262e+06	8.94824e+06	9.1755e+06	8.88444e+06	9.68201e+06
P42597	YGJP_ECOLI	ygjP	Uncharacterized protein YgjP	1	1	138549					129161
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	1.50957e+06	1.64143e+06	1.24256e+06	1.73827e+06	1.85152e+06	1.42332e+06
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	2	2	5.88259e+06	6.06366e+06	7.00536e+06	6.52088e+06	7.09917e+06	6.24389e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1		4.13678e+06	3.95e+06	4.86699e+06	6.70155e+06	3.87865e+06
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	7	7	3.42044e+06	3.45484e+06	3.78416e+06	3.51576e+06	3.78858e+06	3.62733e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	15	15	1.38351e+07	1.39101e+07	1.39041e+07	1.41747e+07	1.41308e+07	1.38584e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	2.78679e+07	2.96816e+07	2.95676e+07	2.82112e+07	2.91385e+07	3.08963e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	19	19	4.74447e+06	4.27281e+06	4.48086e+06	4.32358e+06	4.23499e+06	4.3927e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2	647223	989402	800083	887153	968592	683570
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	3	3	4.65712e+06	3.91931e+06	4.1226e+06	3.96507e+06	4.72574e+06	4.51776e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	9	9	9.94985e+06	9.78539e+06	8.84269e+06	8.61422e+06	8.56529e+06	8.77782e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	14	14	6.51855e+06	7.17512e+06	7.18101e+06	7.23192e+06	7.38227e+06	7.39768e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	3	3	4.51491e+06	3.47851e+06	3.64254e+06			3.88777e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	5	5	7.26252e+06	8.20649e+06	8.27853e+06	7.9033e+06	7.94744e+06	8.4003e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	16	16	2.94589e+07	2.89948e+07	2.91106e+07	2.85805e+07	2.98587e+07	2.95714e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	3.66747e+06	4.10418e+06	4.51483e+06	4.13576e+06	4.02993e+06	4.33298e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3	4.41596e+06	3.9981e+06	3.32427e+06	4.15669e+06	4.11046e+06	4.50279e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4	2.94641e+06	3.79184e+06	3.60383e+06	3.48594e+06	3.47546e+06	3.35472e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	17	17	2.11528e+08	2.21363e+08	2.38118e+08	2.28172e+08	2.33276e+08	2.38597e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	2	2	7.82613e+06	7.4174e+06	6.21788e+06	6.64346e+06	5.87287e+06	5.75655e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	3.41798e+06	3.40071e+06	3.57128e+06	3.45172e+06	3.1603e+06	3.47771e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	2	2	2.62446e+06	2.17851e+06	2.29953e+06	2.08855e+06	2.15084e+06	2.14338e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	305281	255985	247032	271339	279439	236938
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2	7.6401e+06	4.66671e+06	4.27459e+06	4.48296e+06	3.90033e+06	3.88527e+06
P45577	PROQ_ECOLI	proQ	ProP effector	13	13	1.0493e+08	1.0513e+08	1.04063e+08	1.05297e+08	1.06698e+08	1.0632e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	7	7	1.62127e+08	2.01418e+08	2.00954e+08	1.8784e+08	1.87252e+08	2.01112e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	5	5	1.76192e+07	1.65926e+07	1.70471e+07	1.68258e+07	1.69081e+07	1.77111e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	6.2685e+06	5.30835e+06	4.65635e+06	4.59987e+06	4.78326e+06	4.71157e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	5	5	9.01893e+06	9.10395e+06	8.62584e+06	8.68151e+06	8.06667e+06	8.37793e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1		1.21207e+06	1.59877e+06	1.58705e+06	1.25706e+06	1.49373e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	9	9	1.45354e+07	1.38461e+07	1.41443e+07	1.34571e+07	1.37301e+07	1.39078e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	2	2	784951	897377				759112
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	4.00255e+06	7.53864e+06	6.43023e+06	7.23904e+06	6.8338e+06	
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	3	3	1.24538e+06	1.26209e+06	1.21197e+06	1.4591e+06	1.55855e+06	1.5247e+06
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	3.79938e+07	3.90766e+07	3.91377e+07	3.86426e+07	3.83982e+07	3.63043e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1		7.21854e+07	7.26064e+07	8.12163e+07	8.307e+07	7.52972e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	4	4	1.10384e+06	1.01084e+06	1.01658e+06	1.12898e+06	1.02756e+06	928733
P46837	YHGF_ECOLI	yhgF	Protein YhgF	29	29	4.00877e+07	4.0967e+07	4.17162e+07	4.1128e+07	4.09227e+07	4.18546e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	6.00839e+06	5.94202e+06	4.52359e+06	4.54239e+06	6.46647e+06	4.56837e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	12	12	4.00736e+07	3.76487e+07	3.78025e+07	3.76336e+07	3.91754e+07	3.74438e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	2.19682e+06	2.39494e+06	2.26531e+06	2.55466e+06	2.82869e+06	2.3522e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	1	1	2.16602e+06	5.43622e+06	5.30068e+06		4.33669e+06	
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	8	8	1.66062e+07	1.44313e+07	1.61026e+07	1.65634e+07	1.73572e+07	1.59968e+07
P50456	MLC_ECOLI	mlc	Protein mlc	4	4	5.52184e+06	5.46e+06	4.93428e+06	4.95918e+06	4.8343e+06	5.49403e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	2	2	3.50036e+06	2.49012e+06		2.89064e+06		2.95855e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	9.77766e+06	1.06932e+07	1.17603e+07	1.04492e+07	1.09032e+07	1.07635e+07
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	6.24552e+06	4.42157e+06	5.02358e+06	6.1497e+06	5.91224e+06	4.75234e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	5.57317e+06	5.90624e+06	5.95406e+06	5.88021e+06	6.10598e+06	5.84111e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	3.50422e+06	4.02086e+06	4.38379e+06	3.59765e+06	4.08764e+06	4.1443e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	1.23644e+07	1.30761e+07	1.38217e+07	1.20941e+07	1.1859e+07	1.34071e+07
P52062	YGGW_ECOLI	yggW	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	1	1	2.55448e+06		2.78315e+06	2.26685e+06		1.99639e+06
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	2.59017e+06	2.98251e+06	2.75296e+06	2.65787e+06	2.87087e+06	2.91269e+06
P52095	DCLZ_ECOLI	ldcC	Lysine decarboxylase, constitutive	1	1	1.07329e+06	1.13004e+06	1.00072e+06	1.0874e+06		
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1			1.70391e+06		1.51423e+06	2.01004e+06
P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	1	1	271880	217162		272950		260476
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.95861e+07	1.64366e+07	1.71481e+07	1.68557e+07	1.70822e+07	1.63664e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	2.18938e+07	1.89586e+07	1.93904e+07	1.88422e+07	2.05265e+07	1.9344e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	2	2	1.07647e+06		992163	960573		1.01745e+06
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1	1.38851e+06	931320	1.26654e+06	1.12049e+06	1.59383e+06	1.15199e+06
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	2	2	1.95433e+06	1.57451e+06	1.71511e+06	1.60056e+06	1.61815e+06	1.46654e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	2	2	1.52024e+06	1.24469e+06	812819	1.10397e+06	785793	1.08686e+06
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	13	13	3.18795e+07	3.54229e+07	3.45422e+07	3.33772e+07	3.30669e+07	3.48238e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	3.82146e+06	2.61069e+06	3.4092e+06	3.66291e+06	3.09835e+06	2.86874e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	14	14	1.04176e+07	9.74644e+06	9.50092e+06	9.74273e+06	1.02936e+07	1.00238e+07
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	8	8	1.13689e+08	1.22534e+08	1.21442e+08	1.21754e+08	1.25173e+08	1.23764e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	2	2	4.90653e+06	6.16988e+06	7.59568e+06	6.22352e+06	6.39579e+06	5.92918e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		5	5	1.84757e+07	2.95043e+06		1.86449e+07	1.8637e+07	3.04342e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	2	2		1.93091e+06	2.02731e+06	1.9324e+06		2.07718e+06
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	3	3	5.02287e+06	6.33637e+06	6.86109e+06	6.69846e+06	7.41406e+06	7.39215e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	3.97629e+06	3.78725e+06	4.34329e+06	4.30212e+06	4.1284e+06	4.25162e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	24	24	2.33014e+07	2.37281e+07	2.28983e+07	2.46149e+07	2.49415e+07	2.36517e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	18	18	9.32051e+06	9.47227e+06	9.27885e+06	9.2088e+06	9.00809e+06	8.99126e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	6	6	3.85846e+07	3.30994e+07	3.18996e+07	3.52243e+07	3.56309e+07	3.28582e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	8	8	2.4851e+07	2.6639e+07	2.66977e+07	2.60891e+07	2.66143e+07	2.68085e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	5.69697e+08	7.01938e+08	6.95665e+08	6.85682e+08	6.83274e+08	7.0419e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	10	10	1.22794e+09	1.27016e+09	1.30591e+09	1.30127e+09	1.31085e+09	1.29071e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	3	3	5.54474e+06	5.68551e+06	5.48109e+06	5.54457e+06	6.10033e+06	5.85201e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	4.74953e+07	5.15443e+07	5.1246e+07	4.8845e+07	5.06289e+07	5.1759e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	7	7	8.50157e+06	9.6557e+06	9.49238e+06	9.62205e+06	9.5885e+06	9.66472e+06
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2	9.14396e+06	7.55479e+06	7.73897e+06	7.91809e+06	8.45376e+06	8.39498e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	8.52511e+08	9.36094e+08	9.40891e+08	9.16808e+08	9.23739e+08	9.50103e+08
P60651	SPEB_ECOLI	speB	Agmatinase	6	6	9.55081e+07	1.07002e+08	1.09833e+08	1.06654e+08	1.08869e+08	1.07489e+08
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	12	12	4.11405e+07	3.68677e+07	3.69668e+07	3.76759e+07	3.55569e+07	3.52502e+07
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	6.22282e+07	7.40881e+07	7.41706e+07	7.31178e+07	7.39703e+07	7.24235e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	2	2		2.1744e+06	1.94912e+06	2.19067e+06	2.17174e+06	2.25435e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	14	14	8.32757e+08	9.09454e+08	8.90636e+08	8.31725e+08	9.12804e+08	8.66216e+08
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	8	8	1.5535e+07	1.53201e+07	1.5505e+07	1.42876e+07	1.4959e+07	1.58888e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	5	5	1.0145e+07	1.04703e+07	1.04772e+07	9.57392e+06	1.00898e+07	1.02179e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	18	18	3.15082e+07	3.22433e+07	3.22279e+07	3.32617e+07	3.33068e+07	3.31127e+07
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	21	21	9.10214e+07	9.28966e+07	9.12126e+07	9.42316e+07	9.36957e+07	9.17889e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	3	3	2.45445e+06	2.02028e+06		2.15156e+06	2.32515e+06	2.33004e+06
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	9.53228e+08	9.69147e+08	9.48247e+08	9.29467e+08	9.28035e+08	9.39571e+08
