Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
DECOY_sp|P04036|DAPB_ECOLI 4-hydroxy-tetrahydrodipicolinate reductase OS=Escherichia coli (strain K12) GN=dapB PE=1 SV=1	DECOY_sp|P04036|DAPB_ECOLI 4-hydroxy-tetrahydrodipicolinate reductase OS=Escherichia coli (strain K12) GN=dapB PE=1 SV=1				2.064e+06	2.15575e+06	1.97603e+06	2.01122e+06	1.85486e+06	2.22118e+06
DECOY_sp|P08200|IDH_ECOLI Isocitrate dehydrogenase [NADP] OS=Escherichia coli (strain K12) GN=icd PE=1 SV=1	DECOY_sp|P08200|IDH_ECOLI Isocitrate dehydrogenase [NADP] OS=Escherichia coli (strain K12) GN=icd PE=1 SV=1				6.80005e+06	6.36284e+06	6.93332e+06	5.16853e+06	5.98791e+06	5.69545e+06
DECOY_sp|P09373|PFLB_ECOLI Formate acetyltransferase 1 OS=Escherichia coli (strain K12) GN=pflB PE=1 SV=2	DECOY_sp|P09373|PFLB_ECOLI Formate acetyltransferase 1 OS=Escherichia coli (strain K12) GN=pflB PE=1 SV=2				606220	590137	572275	602102	504563	580302
DECOY_sp|P0A6P5|DER_ECOLI GTPase Der OS=Escherichia coli (strain K12) GN=der PE=1 SV=1	DECOY_sp|P0A6P5|DER_ECOLI GTPase Der OS=Escherichia coli (strain K12) GN=der PE=1 SV=1						2.97642e+06			
DECOY_sp|P0AA95|YACC_ECOLI Uncharacterized protein YacC OS=Escherichia coli (strain K12) GN=yacC PE=4 SV=1	DECOY_sp|P0AA95|YACC_ECOLI Uncharacterized protein YacC OS=Escherichia coli (strain K12) GN=yacC PE=4 SV=1				1.29667e+07	1.21902e+07	1.23344e+07	1.21006e+07	1.23081e+07	1.23993e+07
DECOY_sp|P24182|ACCC_ECOLI Biotin carboxylase OS=Escherichia coli (strain K12) GN=accC PE=1 SV=2	DECOY_sp|P24182|ACCC_ECOLI Biotin carboxylase OS=Escherichia coli (strain K12) GN=accC PE=1 SV=2				4.52661e+06	6.48057e+06	4.3163e+06	6.35196e+06	4.00844e+06	6.51629e+06
DECOY_sp|P27250|YJGB_ECOLI Uncharacterized zinc-type alcohol dehydrogenase-like protein YjgB OS=Escherichia coli (strain K12) GN=yjgB PE=3 SV=2	DECOY_sp|P27250|YJGB_ECOLI Uncharacterized zinc-type alcohol dehydrogenase-like protein YjgB OS=Escherichia coli (strain K12) GN=yjgB PE=3 SV=2				4.09888e+06		3.91516e+06		4.42892e+06	2.94596e+06
DECOY_sp|P37653|BCSA_ECOLI Cellulose synthase catalytic subunit [UDP-forming] OS=Escherichia coli (strain K12) GN=bcsA PE=1 SV=3	DECOY_sp|P37653|BCSA_ECOLI Cellulose synthase catalytic subunit [UDP-forming] OS=Escherichia coli (strain K12) GN=bcsA PE=1 SV=3				566668	524759	612156	479515	678723	559978
DECOY_sp|P51981|AEEP_ECOLI L-Ala-D/L-Glu epimerase OS=Escherichia coli (strain K12) GN=ycjG PE=1 SV=2	DECOY_sp|P51981|AEEP_ECOLI L-Ala-D/L-Glu epimerase OS=Escherichia coli (strain K12) GN=ycjG PE=1 SV=2				978333	1.15054e+06	1.12739e+06	1.07131e+06	920188	1.24139e+06
DECOY_sp|P63389|YHES_ECOLI Uncharacterized ABC transporter ATP-binding protein YheS OS=Escherichia coli (strain K12) GN=yheS PE=1 SV=1	DECOY_sp|P63389|YHES_ECOLI Uncharacterized ABC transporter ATP-binding protein YheS OS=Escherichia coli (strain K12) GN=yheS PE=1 SV=1				3.88572e+06	3.99326e+06	3.93574e+06	4.00038e+06	3.96792e+06	3.86718e+06
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)					1.01713e+07		1.06705e+07		9.91613e+06
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)					2.15066e+07		2.18194e+07		2.27149e+07
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				373793	1.41353e+07		1.38726e+07	1.72992e+06	1.40812e+07
P00350	P00350		gnd		3.78037e+07	3.6791e+07	3.84737e+07	3.70832e+07	3.75183e+07	3.758e+07
P00363	P00363		frdA		4.20601e+07	4.1195e+07	4.22541e+07	4.08791e+07	4.28276e+07	4.0412e+07
P00370	P00370		gdhA		1.89126e+06	1.89177e+06	1.81031e+06	1.86362e+06	1.82384e+06	1.78307e+06
P00393	P00393		ndh		5.35825e+06	5.26503e+06	5.47665e+06	5.57489e+06	5.24973e+06	5.4404e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)					7.49949e+06		7.46896e+06		7.34877e+06
P00448	P00448		sodA		3.94389e+06	3.85325e+06	4.10962e+06	3.9495e+06	3.73372e+06	3.63817e+06
P00452	P00452		nrdA		1.01493e+07	1.00739e+07	1.01645e+07	9.79367e+06	9.94816e+06	1.00479e+07
P00490	P00490		malP		5.70905e+06	5.49942e+06	5.67339e+06	5.62537e+06	5.61742e+06	5.45846e+06
P00509	P00509		aspC		1.84468e+07	1.83667e+07	1.87751e+07	1.87301e+07	1.85536e+07	1.85086e+07
P00547	P00547		thrB		1.76192e+06	1.5173e+06	1.80606e+06	1.67332e+06	1.66991e+06	1.57357e+06
P00550	P00550		mtlA		1.68421e+06	1.51851e+06	1.8092e+06	1.66049e+06	1.92965e+06	1.6511e+06
P00561	P00561		thrA		2.28433e+06	2.13299e+06	2.2372e+06	2.19226e+06	2.31729e+06	2.05429e+06
P00562	P00562		metL		2.9241e+06	3.06782e+06	2.88122e+06	3.06878e+06	2.97977e+06	3.07281e+06
P00579	P00579		rpoD		6.44709e+06	6.13936e+06	6.35594e+06	6.10051e+06	6.4617e+06	6.18238e+06
P00582	P00582		polA		3.43498e+06	3.36321e+06	3.43842e+06	3.42817e+06	3.35297e+06	3.45798e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				2.0906e+06	5.66713e+06	480708	5.67272e+06		5.38334e+06
P00803	P00803		lepB		4.36005e+06	4.95842e+06	4.81888e+06	4.82939e+06	4.3707e+06	4.92399e+06
P00805	P00805		ansB		2.0643e+07	2.00501e+07	2.05156e+07	2.06591e+07	2.02141e+07	2.07101e+07
P00811	P00811		ampC		896319	896310	1.39923e+06	1.07794e+06	904122	993738
P00864	P00864		ppc		1.03853e+07	1.05995e+07	1.0294e+07	1.02398e+07	1.04263e+07	1.0366e+07
P00887	P00887		aroH		2.35327e+06	2.79264e+06	2.39908e+06	2.85353e+06	2.2772e+06	2.6346e+06
P00888	P00888		aroF		1.97374e+06	1.87835e+06	1.99211e+06	1.80677e+06	1.88154e+06	1.92578e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)					1.25151e+07		1.28266e+07		1.224e+07
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				2.01874e+07	1.26524e+07	2.6463e+07	1.20491e+07	2.17313e+07	1.20797e+07
P00934	P00934		thrC		4.3259e+06	4.70268e+06	4.37821e+06	4.62047e+06	4.16247e+06	4.40345e+06
P00935	P00935		metB		747814	744682	583826	769757	752658	720739
P00936	P00936		cyaA		722481	907882	789437	902844	860022	774679
P00946	P00946		manA		1.12405e+07	1.14137e+07	1.13172e+07	1.15063e+07	1.10847e+07	1.13976e+07
P00954	P00954		trpS		1.46032e+07	1.37278e+07	1.45019e+07	1.38684e+07	1.44295e+07	1.34244e+07
P00956	P00956		ileS		2.40925e+07	2.46914e+07	2.46303e+07	2.49555e+07	2.50651e+07	2.44486e+07
P00957	P00957		alaS		1.54763e+07	1.5836e+07	1.5382e+07	1.60353e+07	1.54311e+07	1.61741e+07
P00959	P00959		metG		1.81248e+07	1.92872e+07	1.82803e+07	1.97637e+07	1.81342e+07	1.9276e+07
P00960	P00960		glyQ		6.98306e+06	6.65012e+06	6.96209e+06	6.70712e+06	6.7135e+06	6.83578e+06
P00961	P00961		glyS		1.27106e+07	1.30741e+07	1.30358e+07	1.31045e+07	1.29093e+07	1.29907e+07
P00962	P00962		glnS		1.33068e+07	1.37901e+07	1.34618e+07	1.33997e+07	1.33992e+07	1.35463e+07
P00963	P00963		asnA		2.29132e+07	2.48583e+07	2.36087e+07	2.5407e+07	2.28161e+07	2.48551e+07
P00968	P00968		carB		3.37197e+06	3.20389e+06	3.43975e+06	3.17871e+06	3.40654e+06	3.18438e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2.04251e+06	1.05742e+07	2.07833e+06	1.18898e+07	1.17368e+07	1.19185e+07
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)					2.70501e+07		3.07998e+07		3.06124e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)					1.2941e+07		1.3143e+07		1.32386e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)					2.46962e+07		2.45324e+07		2.47247e+07
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)					9.9098e+06	251948	1.12413e+07		1.02088e+07
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				127969	3.41907e+07		3.54857e+07	124047	3.48029e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)					7.31549e+06		7.33113e+06		7.11963e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)					1.66118e+07		1.70051e+07		1.68445e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)					1.9778e+07		2.01248e+07		2.03703e+07
P02358	P02358		rpsF		8.95734e+07	8.8917e+07	9.2242e+07	9.05095e+07	8.9388e+07	9.01004e+07
P02359	P02359		rpsG		1.18671e+08	1.18676e+08	1.17284e+08	1.15593e+08	1.19823e+08	1.15964e+08
P02413	P02413		rplO		1.25028e+08	1.16339e+08	1.2837e+08	1.14864e+08	1.27342e+08	1.18403e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				2.79547e+06	1.8962e+06		2.00909e+06		2.00273e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)					4.73562e+06		4.95135e+06		4.71747e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				519569	2.56692e+07	4.27127e+06	2.57777e+07	4.25271e+06	2.61312e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				9.97759e+06	1.3904e+07		1.39359e+07	6.37847e+06	1.37629e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				2.4381e+06	2.17556e+07		2.17789e+07		2.21346e+07
P02919	P02919		mrcB		1.52206e+06	1.67602e+06	1.36354e+06	1.68223e+06	1.53295e+06	1.5428e+06
P02925	P02925		rbsB		9.62574e+06	9.59776e+06	9.20951e+06	9.79723e+06	9.42808e+06	9.93264e+06
P02930	P02930		tolC		2.66754e+07	2.38583e+07	2.62655e+07	2.49876e+07	2.5909e+07	2.44372e+07
P02931	P02931		ompF		3.02331e+07	2.9261e+07	2.95111e+07	2.95534e+07	2.93972e+07	3.07728e+07
P02942	P02942		tsr		1.02417e+07	1.07682e+07	1.01516e+07	1.09489e+07	9.84937e+06	1.06137e+07
P02943	P02943		lamB		1.29013e+06	1.39435e+06	1.39161e+06	1.43179e+06	1.18234e+06	1.29692e+06
P03004	P03004		dnaA		1.74373e+06	1.77846e+06	1.77434e+06	1.78995e+06	1.86037e+06	1.84892e+06
P03018	P03018		uvrD		2.0295e+06	2.10064e+06	2.03685e+06	2.11005e+06	1.99004e+06	2.04989e+06
P03817	P03817		mioC		9.48591e+06	9.20464e+06	9.13134e+06	8.89223e+06	9.13378e+06	9.29008e+06
P03841	P03841		malM		9.95095e+06	9.61902e+06	9.88979e+06	9.65448e+06	1.00189e+07	9.43934e+06
P04036	P04036		dapB		5.39484e+06	5.18631e+06	5.02624e+06	5.27557e+06	5.21198e+06	5.25036e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.35154e+07	1.77361e+07	1.28052e+07	1.78098e+07	1.22017e+07	1.72903e+07
P04079	P04079		guaA		1.88303e+07	1.84051e+07	1.88398e+07	1.85279e+07	1.91539e+07	1.80635e+07
P04335	P04335		frsA		4.26594e+06	4.39734e+06	4.42785e+06	4.36329e+06	4.2078e+06	4.36828e+06
P04425	P04425		gshB		1.33772e+07	1.27723e+07	1.3379e+07	1.26446e+07	1.3157e+07	1.31878e+07
P04693	P04693		tyrB		3.85207e+06	3.97008e+06	4.05748e+06	3.97864e+06	3.82782e+06	4.20601e+06
P04805	P04805		gltX		2.17297e+07	2.38403e+07	2.12361e+07	2.31344e+07	2.21676e+07	2.39094e+07
P04825	P04825		pepN		1.43629e+07	1.54113e+07	1.45256e+07	1.529e+07	1.44775e+07	1.57279e+07
P04846	P04846		nlpA		3.24277e+06	3.3387e+06	3.18678e+06	3.39243e+06	3.14052e+06	3.4728e+06
P04949	P04949		fliC		3.86261e+07	3.37939e+07	3.69655e+07	3.39033e+07	3.66079e+07	3.31648e+07
P04951	P04951		kdsB		6.47423e+06	6.47023e+06	6.3063e+06	6.53602e+06	6.35026e+06	6.58066e+06
P04982	P04982		rbsD		1.06753e+06	964556	1.16937e+06	823681	1.24314e+06	1.00651e+06
P04995	P04995		sbcB		2.86651e+06	2.71421e+06	2.74771e+06	2.94154e+06	2.69012e+06	2.84189e+06
P05020	P05020		pyrC		5.76068e+06	5.52701e+06	5.85557e+06	5.66888e+06	5.65587e+06	5.52198e+06
P05041	P05041		pabB		1.6062e+06	1.75767e+06	1.61348e+06	1.68996e+06	1.75742e+06	1.67396e+06
P05055	P05055		pnp		4.47602e+07	4.41629e+07	4.3858e+07	4.32328e+07	4.41244e+07	4.31419e+07
P05100	P05100		tag		1.77283e+06	1.91394e+06	1.61001e+06	1.85291e+06	1.6389e+06	1.74458e+06
P05194	P05194		aroD		2.64549e+06	2.67686e+06	2.8077e+06	2.614e+06	2.91529e+06	3.00486e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				696713	2.14992e+07	76165.8	2.14336e+07	2.26911e+06	2.0915e+07
P05458	P05458		ptrA		932240	970223	870319	864867	823594	806031
P05459	P05459		pdxB		6.05718e+06	5.86487e+06	6.19394e+06	5.77903e+06	5.74385e+06	6.11908e+06
P05637	P05637		apaH		1.28682e+06	1.38665e+06	1.5509e+06	1.44791e+06	1.3377e+06	1.35842e+06
P05719	P05719		hsdS		1.1474e+06	832811	1.15682e+06	1.05093e+06	1.18927e+06	916576
P05791	P05791		ilvD		2.96893e+06	3.32701e+06	3.08538e+06	3.23505e+06	2.91502e+06	3.35215e+06
P05793	P05793		ilvC		7.45105e+06	6.99596e+06	7.27937e+06	6.80409e+06	7.5393e+06	7.14452e+06
P05825	P05825		fepA		2.03004e+06	1.83919e+06	1.9891e+06	1.98883e+06	1.96881e+06	1.8796e+06
P05852	P05852		gcp		2.58735e+06	2.49273e+06	2.65541e+06	2.40395e+06	2.71889e+06	2.69663e+06
P06129	P06129		btuB		1.30204e+07	1.2525e+07	1.33932e+07	1.25729e+07	1.32793e+07	1.17225e+07
P06149	P06149		dld		6.32165e+06	6.45293e+06	6.45877e+06	6.79209e+06	6.55714e+06	6.50609e+06
P06282	P06282		cdh		2.47646e+06	2.54854e+06	2.33092e+06	2.36888e+06	2.23668e+06	2.65432e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				9.92777e+06	1.12632e+07	1.11422e+07	1.10845e+07	1.05599e+07	1.06817e+07
P06610	P06610		btuE		8.83066e+06	9.3448e+06	8.86451e+06	9.45435e+06	8.39751e+06	8.84722e+06
P06612	P06612		topA		5.83135e+06	5.53554e+06	5.71222e+06	5.44572e+06	5.64491e+06	5.43752e+06
P06616	P06616		era		3.37992e+06	3.31195e+06	3.51196e+06	3.37366e+06	3.52864e+06	3.32161e+06
P06709	P06709		birA		939064	962365	932828	857852	1.03237e+06	878197
P06710	P06710		dnaX		1.30237e+06	1.12909e+06	1.23127e+06	1.11651e+06	1.30026e+06	1.2495e+06
P06715	P06715		gor		4.58977e+06	4.57573e+06	4.75821e+06	4.53448e+06	4.73372e+06	4.66372e+06
P06722	P06722		mutH		524195	522549	545987	635684	590272	632310
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				396416	8.73715e+06		8.77263e+06		8.73587e+06
P06846	P06846		ebgR		1.75347e+06	1.85922e+06	1.44599e+06	1.85972e+06	1.71194e+06	2.02768e+06
P06959	P06959		aceF		5.94836e+07	5.6889e+07	5.87834e+07	5.67024e+07	5.81504e+07	5.58622e+07
P06961	P06961		cca		766973	745178	850360	679059	828158	784639
P06968	P06968		dut		8.36246e+06	7.25224e+06	8.37036e+06	7.47563e+06	7.95936e+06	7.47764e+06
P06971	P06971		fhuA		1.34715e+07	1.28353e+07	1.34034e+07	1.28861e+07	1.35561e+07	1.26205e+07
P06974	P06974		fliM		1.56275e+06	1.61994e+06	1.75499e+06	1.69666e+06	1.51796e+06	1.78916e+06
P06983	P06983		hemC		1.35976e+07	1.31181e+07	1.36353e+07	1.33955e+07	1.37074e+07	1.24365e+07
P06986	P06986		hisC		4.45384e+06	4.56631e+06	4.44126e+06	4.78387e+06	4.13084e+06	4.50219e+06
P06987	P06987		hisB		1.18139e+06	1.02048e+06	1.15643e+06	1.08693e+06	1.14182e+06	949932
P06988	P06988		hisD		3.37513e+06	3.29486e+06	3.2924e+06	3.15455e+06	3.24301e+06	3.18609e+06
P06992	P06992		rsmA		2.04602e+06	2.12296e+06	2.02856e+06	2.13056e+06	2.0042e+06	2.35129e+06
P06996	P06996		ompC		2.19279e+08	2.06846e+08	2.20141e+08	2.05508e+08	2.13513e+08	2.10455e+08
P06999	P06999		pfkB		1.0747e+06	1.17556e+06	1.06532e+06	1.02911e+06	1.12345e+06	968565
P07000	P07000		pldB		609985	572894	600749	569718	558158	518620
P07001	P07001		pntA		2.09587e+06	2.19035e+06	2.15822e+06	2.12498e+06	2.04738e+06	2.17883e+06
P07003	P07003		poxB		2.34396e+06	2.21522e+06	2.27253e+06	2.15914e+06	2.14146e+06	2.2434e+06
P07004	P07004		proA		3.15081e+07	2.93246e+07	3.10931e+07	2.91765e+07	3.24437e+07	2.87514e+07
P07012	P07012		prfB		9.25699e+06	8.20216e+06	9.12699e+06	8.35471e+06	9.18084e+06	8.30775e+06
P07014	P07014		sdhB		1.69836e+06	1.67759e+06	1.72461e+06	1.63701e+06	1.59499e+06	1.5769e+06
P07017	P07017		tar		2.89001e+06	3.2506e+06	2.9621e+06	3.14486e+06	2.91643e+06	3.23861e+06
P07021	P07021		yfiB		743202	924223	764391	893773	759459	907008
P07023	P07023		tyrA		2.16219e+06	2.3794e+06	2.44727e+06	2.34687e+06	2.299e+06	2.47654e+06
P07024	P07024		ushA		5.02088e+06	4.97994e+06	4.92308e+06	4.95324e+06	4.91042e+06	5.0011e+06
P07026	P07026		sdiA		1.72606e+06	1.7246e+06	1.76602e+06	1.8517e+06	1.70396e+06	1.87124e+06
P07118	P07118		valS		2.37154e+07	2.40591e+07	2.36928e+07	2.43023e+07	2.3873e+07	2.38924e+07
P07330	P07330		cheB		1.15807e+06	943836	1.09346e+06	892036	971204	900007
P07363	P07363		cheA		1.63345e+06	1.40824e+06	1.69809e+06	1.60066e+06	1.57538e+06	1.50416e+06
P07395	P07395		pheT		1.52411e+07	1.51436e+07	1.5221e+07	1.5188e+07	1.51943e+07	1.5383e+07
P07604	P07604		tyrR		2.39683e+06	2.39943e+06	2.39925e+06	2.25172e+06	2.363e+06	2.34421e+06
P07639	P07639		aroB		3.32514e+06	3.27616e+06	3.27656e+06	3.14237e+06	3.17632e+06	3.13023e+06
P07649	P07649		truA		1.97691e+06	1.81055e+06	1.94008e+06	1.92651e+06	1.87124e+06	1.94486e+06
P07650	P07650		deoA		5.94674e+06	6.09042e+06	6.1362e+06	6.07609e+06	6.04103e+06	5.79877e+06
P07658	P07658		fdhF		768865	706965	854356	750438	815443	763947
P07762	P07762		glgB		3.71841e+06	3.85575e+06	3.73614e+06	3.72145e+06	3.66402e+06	3.79928e+06
P07813	P07813		leuS		1.50392e+07	1.49994e+07	1.54684e+07	1.51477e+07	1.53437e+07	1.44766e+07
P07821	P07821		fhuC		634320	641229	657811		708102	626173
P07862	P07862		ddlB		5.5905e+06	5.85486e+06	6.15577e+06	5.88139e+06	6.02242e+06	6.00223e+06
P07913	P07913		tdh		4.14654e+06	4.51951e+06	4.15743e+06	4.57235e+06	4.23554e+06	4.51315e+06
P08178	P08178		purM		1.83183e+06	1.67196e+06	1.47453e+06	1.75432e+06	1.59649e+06	1.6395e+06
P08179	P08179		purN		2.86717e+06	2.77719e+06	2.82396e+06	2.21582e+06	2.5227e+06	2.34498e+06
P08189	P08189		fimF		1.29313e+06	1.04414e+06	1.13053e+06	975719	1.17253e+06	1.10418e+06
P08190	P08190		fimG		1.69681e+06	1.87466e+06	1.93928e+06	1.70053e+06	2.08697e+06	1.84497e+06
P08191	P08191		fimH		2.807e+06	2.84901e+06	2.74157e+06	2.84452e+06	2.9047e+06	2.99018e+06
P08192	P08192		folC		2.99969e+06	3.02076e+06	3.06165e+06	2.9608e+06	2.94893e+06	2.99514e+06
P08200	P08200		icd		2.51562e+07	2.28588e+07	2.50299e+07	2.33186e+07	2.43264e+07	2.2752e+07
P08201	P08201		nirB		5.29873e+06	5.21456e+06	5.32961e+06	5.1851e+06	5.32321e+06	5.36098e+06
P08244	P08244		pyrF		9.74401e+06	1.03724e+07	9.86379e+06	9.79253e+06	9.95874e+06	1.04447e+07
P08245	P08245		yciH		709878	662710	697274	678965	689804	587213
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				593434	1.46626e+07	3.27472e+06	1.43981e+07		1.44231e+07
P08312	P08312		pheS		1.3477e+07	1.31514e+07	1.35504e+07	1.31751e+07	1.37555e+07	1.32981e+07
P08331	P08331		cpdB		3.2782e+06	3.1893e+06	3.22562e+06	3.02525e+06	3.18771e+06	3.12536e+06
P08337	P08337		mutT		1.53158e+06	1.18029e+06	1.4052e+06	1.22153e+06	1.30323e+06	1.17169e+06
P08373	P08373		murB		1.65009e+06	1.83167e+06	1.71995e+06	1.86597e+06	1.64835e+06	1.82106e+06
P08390	P08390		usg		5.18254e+06	5.39237e+06	5.22181e+06	5.36324e+06	5.37597e+06	5.50166e+06
P08395	P08395		sppA		2.21572e+06	2.12452e+06	2.1155e+06	2.25007e+06	2.11411e+06	2.02537e+06
P08506	P08506		dacC		6.20137e+06	5.56885e+06	5.94002e+06	5.54088e+06	5.96098e+06	5.54516e+06
P08622	P08622		dnaJ		6.14612e+06	5.5971e+06	6.19723e+06	5.70898e+06	6.36464e+06	5.58692e+06
P08660	P08660		lysC		2.19557e+06	2.50919e+06	2.34915e+06	2.42563e+06	2.25479e+06	2.47399e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)					1.99499e+07		1.99643e+07		2.0164e+07
P08839	P08839		ptsI		7.6695e+07	7.68745e+07	7.64829e+07	7.50289e+07	7.68015e+07	7.29483e+07
P08956	P08956		hsdR		1.45924e+06	1.49318e+06	1.50104e+06	1.67021e+06	1.52082e+06	1.62976e+06
P08957	P08957		hsdM		1.14424e+07	1.17647e+07	1.15755e+07	1.17229e+07	1.16325e+07	1.16738e+07
