Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	3	3	6.20519e+06	6.13333e+06	6.36342e+06	6.20893e+06	6.24545e+06	6.48467e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	3	3	4.49724e+06	4.29763e+06	4.3686e+06	2.95455e+06	5.11433e+06	4.67072e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	2.76044e+06	2.98e+06	3.15403e+06	3.06396e+06	2.31346e+06	2.49023e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	4.60614e+06	4.37832e+06	4.35915e+06	4.75171e+06	4.2811e+06	4.88149e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	8.59405e+06	8.90975e+06	9.33003e+06	9.17136e+06	9.09782e+06	9.19528e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	12	12	2.04476e+07	2.13554e+07	2.05907e+07	2.07659e+07	2.07666e+07	2.08302e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	20	20	1.08941e+08	1.10475e+08	1.17336e+08	1.11869e+08	1.13427e+08	1.13217e+08
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	21	21	2.50195e+07	2.51101e+07	2.55263e+07	2.51712e+07	2.51659e+07	2.49198e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6	5.87539e+07	5.97357e+07	6.22035e+07	6.21779e+07	5.87233e+07	5.77906e+07
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2	1.06526e+07	1.04159e+07	9.90266e+06	1.08258e+07	1.01682e+07	1.02758e+07
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		6	6			3.92576e+06		4.31586e+06	4.39088e+06
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	17	17	6.63892e+07	6.54739e+07	6.46715e+07	6.39641e+07	6.42943e+07	6.5368e+07
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	18	18	1.24078e+07	1.16638e+07	1.28389e+07	1.17841e+07	1.24155e+07	1.25851e+07
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2	3.54474e+06	3.5187e+06	3.03465e+06	3.23753e+06	2.7846e+06	3.21437e+06
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	4	4	6.3464e+06	6.986e+06	7.36428e+06	6.52204e+06	6.90958e+06	7.19235e+06
P08390	USG_ECOLI	usg	USG-1 protein	9	9	2.0717e+07	2.05722e+07	2.1082e+07	2.10276e+07	1.99069e+07	1.97522e+07
P08395	SPPA_ECOLI	sppA	Protease 4	14	14	1.03537e+07	9.96613e+06	1.08497e+07	1.00929e+07	1.03666e+07	1.04181e+07
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	16	16	2.54789e+07	2.55875e+07	2.62892e+07	2.58703e+07	2.61815e+07	2.53498e+07
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	15	15	3.1801e+07	3.0841e+07	3.12473e+07	3.22253e+07	3.03045e+07	3.11884e+07
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	12	12	2.18266e+07	2.42423e+07	2.4397e+07	2.31956e+07	2.37867e+07	2.45044e+07
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		5	5			3.02699e+06		3.01783e+06	2.86247e+06
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	33	33	3.40039e+08	3.35107e+08	3.4395e+08	3.43408e+08	3.36742e+08	3.5024e+08
P08956	T1RK_ECOLI	hsdR	Type I restriction enzyme EcoKI R protein	20	20	6.55908e+06	6.9206e+06	6.76701e+06	6.52495e+06	6.92813e+06	6.60239e+06
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI M protein	22	22	4.49958e+07	4.56819e+07	4.58913e+07	4.52136e+07	4.50733e+07	4.5619e+07
P08997	MASY_ECOLI	aceB	Malate synthase A	1	1	7.55212e+06	6.38245e+06	7.66875e+06	7.52271e+06	7.61727e+06	6.82018e+06
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	2	2	2.14952e+06	2.21305e+06	2.26565e+06	1.96463e+06	2.30058e+06	2.25204e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	10	10	2.1714e+07	2.1947e+07	2.2421e+07	2.13788e+07	2.15606e+07	2.23391e+07
P09053	AVTA_ECOLI	avtA	Valine--pyruvate aminotransferase	6	6	1.44386e+07	1.53195e+07	1.39459e+07	1.57791e+07	1.51171e+07	1.42881e+07
P09126	HEM4_ECOLI	hemD	Uroporphyrinogen-III synthase	6	6	1.75786e+07	1.85652e+07	1.98394e+07	1.97053e+07	1.89277e+07	1.76093e+07
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	21	21	6.03673e+07	6.19438e+07	6.44959e+07	6.1087e+07	6.18507e+07	6.33129e+07
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	13	13	3.26105e+07	3.27356e+07	3.24592e+07	3.23026e+07	3.27346e+07	3.22584e+07
P09148	GAL7_ECOLI	galT	Galactose-1-phosphate uridylyltransferase	9	9	5.47847e+06	5.90555e+06	5.61033e+06	5.34427e+06	5.52585e+06	5.58426e+06
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	22	16	1.8158e+07	1.77424e+07	1.8693e+07	1.77717e+07	1.8024e+07	1.80598e+07
P09155	RND_ECOLI	rnd	Ribonuclease D	12	12	7.84801e+06	7.02141e+06	8.75652e+06	8.82258e+06	8.42977e+06	8.35805e+06
P09158	SPEE_ECOLI	speE	Spermidine synthase	5	5	2.74213e+07	2.79635e+07	2.68248e+07	2.64241e+07	2.66638e+07	2.73131e+07
P09169	OMPT_ECOLI	ompT	Protease 7	14	13	2.25454e+07	2.34905e+07	2.4438e+07	2.45224e+07	2.37168e+07	2.38713e+07
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		2	2			4.18928e+06		3.67937e+06	4.75219e+06
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	4.96311e+06	4.46437e+06	4.5657e+06	4.02252e+06	4.94202e+06	4.71211e+06
P09348	MOTA_ECOLI	motA	Motility protein A	3	3	1.6435e+06	1.63897e+06	1.6486e+06	1.83972e+06	1.64743e+06	1.68961e+06
P09372	GRPE_ECOLI	grpE	Protein GrpE	10	10	1.60623e+08	1.60599e+08	1.80066e+08	1.74413e+08	1.71297e+08	1.75051e+08
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	67	62	2.01159e+09	2.00829e+09	1.98755e+09	1.99284e+09	1.97503e+09	1.9716e+09
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	14	14	2.88058e+07	2.89358e+07	2.98159e+07	3.05183e+07	2.95387e+07	2.95876e+07
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8	1.91325e+07	1.99681e+07	2.08898e+07	1.93602e+07	1.9971e+07	1.94965e+07
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	14	14	2.60684e+07	2.46349e+07	2.53274e+07	2.47906e+07	2.36511e+07	2.42339e+07
P09549	DEDD_ECOLI	dedD	Protein DedD	6	6	1.14688e+07	1.10345e+07	1.13093e+07	1.12392e+07	1.08396e+07	1.13073e+07
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	40	40	1.08709e+07	1.11592e+07	1.20002e+07	1.13992e+07	1.12145e+07	1.14258e+07
P09832	GLTD_ECOLI	gltD	Glutamate synthase [NADPH] small chain	6	6	3.14964e+07	2.99454e+07	3.10474e+07	3.14182e+07	3.14473e+07	2.96369e+07
P09980	REP_ECOLI	rep	ATP-dependent DNA helicase rep	2	2			3.96852e+06			
P0A698	UVRA_ECOLI	uvrA	UvrABC system protein A	23	23	1.46896e+07	1.41443e+07	1.42255e+07	1.44142e+07	1.37414e+07	1.42869e+07
P0A6A0	UBIB_ECOLI	ubiB	Probable ubiquinone biosynthesis protein UbiB	5	5	4.47617e+06	4.45629e+06	5.15032e+06	4.46328e+06	4.25117e+06	4.45172e+06
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	15	15	9.1759e+08	9.00621e+08	9.26159e+08	9.0142e+08	9.36792e+08	9.42433e+08
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3	1.09204e+09	1.02454e+09	1.11678e+09	1.09216e+09	1.07607e+09	1.10904e+09
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	11	11	1.27121e+07	1.2388e+07	1.33719e+07	1.31285e+07	1.32307e+07	1.26326e+07
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22	1.04122e+08	1.0454e+08	1.06214e+08	1.02725e+08	1.04296e+08	1.04936e+08
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	7	7	9.6168e+06	1.03733e+07	1.05207e+07	1.03456e+07	1.00114e+07	1.02902e+07
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1	1.20041e+07	1.2743e+07	1.2043e+07	1.34391e+07	1.39413e+07	1.29159e+07
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	9	9	2.40589e+07	2.31231e+07	2.35507e+07	2.30918e+07	2.3141e+07	2.37681e+07
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	12	12	1.06156e+08	1.04698e+08	1.06266e+08	1.07699e+08	1.04835e+08	1.08834e+08
P0A6E1	AROL_ECOLI	aroL	Shikimate kinase 2	2	2	801050		755237	946439	826874	936860
P0A6E4	ASSY_ECOLI	argG	Argininosuccinate synthase	10	10	1.22882e+07	1.25502e+07	1.30204e+07	1.26683e+07	1.24375e+07	1.18669e+07
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4	4.99006e+07	4.93654e+07	5.14176e+07	5.51106e+07	4.86258e+07	4.93258e+07
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	8	8	3.21889e+07	3.44552e+07	3.358e+07	3.24928e+07	3.43295e+07	3.32911e+07
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	13	13	4.15068e+07	4.31559e+07	4.20482e+07	4.3692e+07	4.14528e+07	4.22551e+07
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	19	19	1.7509e+07	1.76552e+07	1.8061e+07	1.79111e+07	1.75493e+07	1.75268e+07
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	36	36	6.37519e+08	6.31813e+08	6.24693e+08	6.4236e+08	6.30876e+08	6.32281e+08
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8	6.89981e+08	6.97932e+08	6.30356e+08	6.83952e+08	6.4384e+08	6.55595e+08
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	3	3	1.65584e+07	1.79109e+07	1.74665e+07	1.78601e+07	1.80975e+07	1.68166e+07
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5	1.43705e+08	1.4487e+08	1.51092e+08	1.46229e+08	1.40861e+08	1.51262e+08
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	21	21	9.00732e+07	9.11701e+07	8.98608e+07	9.05521e+07	9.23609e+07	9.30925e+07
P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	27	27	8.63902e+07	8.61526e+07	8.85947e+07	8.56556e+07	8.41111e+07	8.63791e+07
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	2	2	1.30451e+06	1.28027e+06	1.34725e+06	1.27412e+06	1.26047e+06	1.32061e+06
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	13	13	4.72167e+07	4.86692e+07	4.73164e+07	4.90792e+07	4.64725e+07	4.83935e+07
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	10	10	1.51469e+07	1.57331e+07	1.67051e+07	1.57547e+07	1.60028e+07	1.6165e+07
P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	3	3	5.16787e+06	5.23385e+06	5.0826e+06	5.2688e+06	4.74556e+06	5.03962e+06
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	4	4	8.70799e+07	8.33853e+07	8.12017e+07	8.11646e+07	8.34832e+07	7.1166e+07
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3	4.73574e+06	5.3452e+06	5.16587e+06	5.46789e+06	5.12792e+06	5.2178e+06
P0A6J5	DADA_ECOLI	dadA	D-amino acid dehydrogenase small subunit	4	4	1.31029e+06	1.16341e+06	1.49324e+06	1.42008e+06	1.47532e+06	1.26264e+06
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	16	16	7.01111e+07	6.93448e+07	7.0873e+07	7.17372e+07	6.98193e+07	7.11612e+07
P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	2	2	2.18845e+06		3.55122e+06	1.71608e+06	2.22297e+06	2.78505e+06
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6	1.00174e+08	9.94765e+07	9.83203e+07	1.01315e+08	9.80253e+07	9.78569e+07
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	20	20	1.25134e+08	1.29221e+08	1.29023e+08	1.29367e+08	1.31533e+08	1.31868e+08
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10	9.64519e+07	9.63215e+07	9.75542e+07	9.7995e+07	9.24677e+07	9.75038e+07
P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	10	10	1.63816e+08	1.61772e+08	1.62124e+08	1.58554e+08	1.63073e+08	1.60358e+08
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	5	5	7.76402e+06	7.14293e+06	8.97959e+06	8.30481e+06	7.91788e+06	8.60454e+06
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	4	4	2.04375e+07	1.95356e+07	2.24286e+07	2.13393e+07	2.0591e+07	2.07854e+07
P0A6M4	DTD_ECOLI	dtd	D-tyrosyl-tRNA(Tyr) deacylase	3	3	1.37758e+07	1.31142e+07	1.3511e+07	1.46854e+07	1.41348e+07	1.38314e+07
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	43	43	7.38982e+08	7.32838e+08	7.36456e+08	7.34121e+08	7.32224e+08	7.35506e+08
P0A6N4	EFP_ECOLI	efp	Elongation factor P	5	5	6.2117e+08	6.30105e+08	5.90184e+08	5.93184e+08	5.89242e+08	6.15904e+08
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	6	6	9.16107e+07	9.09382e+07	8.54146e+07	9.02376e+07	8.52502e+07	8.96658e+07
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27	1.72393e+09	1.67619e+09	1.64056e+09	1.66307e+09	1.63638e+09	1.66058e+09
P0A6P5	DER_ECOLI	der	GTPase Der	18	18	2.65633e+07	2.73155e+07	2.74463e+07	2.69398e+07	2.73497e+07	2.73301e+07
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	9	9	6.60303e+07	6.63171e+07	6.62303e+07	6.84736e+07	6.60623e+07	6.65709e+07
P0A6P9	ENO_ECOLI	eno	Enolase	26	26	1.25571e+09	1.25671e+09	1.23501e+09	1.25483e+09	1.2266e+09	1.24654e+09
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	9	9	8.18018e+07	8.07991e+07	8.02462e+07	8.35032e+07	8.05284e+07	8.25908e+07
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	7	7	9.61428e+07	9.68786e+07	1.04581e+08	9.44178e+07	1.04493e+08	1.07004e+08
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	8	8	6.93994e+07	7.64461e+07	7.74173e+07	7.17992e+07	7.60632e+07	7.75737e+07
P0A6R3	FIS_ECOLI	fis	DNA-binding protein fis	2	2	4.35192e+07	4.00468e+07	4.84041e+07	4.64169e+07	3.96367e+07	4.2461e+07
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5	7.1372e+06	7.34594e+06	7.0312e+06	7.35509e+06	7.1487e+06	7.19892e+06
P0A6S5	FTSB_ECOLI	ftsB	Cell division protein FtsB	2	2	156343		159519	147831		
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	7	7	2.71237e+07	2.70917e+07	2.51067e+07	2.52927e+07	2.63115e+07	2.58286e+07
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	26	26	2.71851e+08	2.69498e+08	2.75596e+08	2.75989e+08	2.72391e+08	2.75722e+08
P0A6T3	GAL1_ECOLI	galK	Galactokinase	8	8	1.63612e+07	1.67842e+07	1.58501e+07	1.62592e+07	1.64223e+07	1.61781e+07
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	6	6	2.0507e+07	2.1414e+07	2.202e+07	2.17268e+07	2.20902e+07	2.18536e+07
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	3	3	1.33962e+07	1.42119e+07	1.41199e+07	1.35383e+07	1.36084e+07	1.40353e+07
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	18	18	2.42702e+07	2.488e+07	2.50331e+07	2.44151e+07	2.51307e+07	2.49178e+07
P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5	5	2.10271e+07	2.00916e+07	2.05611e+07	1.97696e+07	1.95043e+07	2.03708e+07
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	11	11	1.23957e+07	1.2579e+07	1.28592e+07	1.2125e+07	1.24925e+07	1.26488e+07
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	8	8	3.27016e+07	3.20411e+07	3.15141e+07	3.15022e+07	3.0598e+07	3.10928e+07
P0A6V8	GLK_ECOLI	glk	Glucokinase	8	8	4.96196e+07	4.9631e+07	4.92883e+07	5.18484e+07	5.2004e+07	5.00768e+07
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	3	3	1.41607e+06	1.41084e+06	1.44631e+06	1.35792e+06	1.44126e+06	1.53283e+06
P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1	1	5.33448e+06	5.17025e+06	4.65804e+06	4.99564e+06	4.63607e+06	4.99391e+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	11	11	1.01763e+08	1.01544e+08	9.98227e+07	1.00313e+08	9.77438e+07	9.97445e+07
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	12	12	2.49976e+07	2.67979e+07	2.65182e+07	2.75144e+07	2.63564e+07	2.59098e+07
P0A6X1	HEM1_ECOLI	hemA	Glutamyl-tRNA reductase	2	2		279623				281068
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2	2.96855e+06	3.06505e+06	2.7991e+06	2.9666e+06	3.09754e+06	2.70988e+06
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	9	9	1.99994e+08	2.10812e+08	2.1177e+08	2.08526e+08	2.17826e+08	2.16571e+08
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	4	4	5.51024e+07	5.78788e+07	5.19226e+07	5.58958e+07	5.91036e+07	6.00765e+07
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5	4.09042e+07	4.30612e+07	4.24402e+07	4.20923e+07	4.21847e+07	4.15912e+07
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	44	44	3.90836e+08	3.87717e+08	3.79411e+08	3.83598e+08	3.8238e+08	3.96832e+08
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	20	20	2.80684e+07	2.87849e+07	2.8119e+07	2.78419e+07	2.8582e+07	2.80173e+07
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	45	45	1.23227e+08	1.23223e+08	1.22763e+08	1.24176e+08	1.2327e+08	1.23472e+08
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4	7.81659e+06	8.55933e+06	7.87832e+06	7.98746e+06	8.48924e+06	8.18109e+06
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	36	36	9.10804e+07	9.07315e+07	9.04229e+07	9.08339e+07	9.0372e+07	9.19512e+07
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6	2.78065e+08	2.85121e+08	2.99792e+08	2.89756e+08	2.96915e+08	2.98686e+08
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	17	17	1.78444e+08	1.72951e+08	1.74556e+08	1.68504e+08	1.69787e+08	1.81214e+08
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	12	12	2.10331e+08	2.12059e+08	2.12708e+08	2.17035e+08	2.12888e+08	2.13134e+08
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	11	11	1.25773e+07	1.26263e+07	1.22835e+07	1.23994e+07	1.25516e+07	1.24822e+07
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7	5.35192e+07	5.40794e+07	5.19226e+07	5.49687e+07	5.20894e+07	5.36388e+07
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	2	2	2.73516e+06	2.28394e+06	1.92151e+06	2.86151e+06	2.60966e+06	2.99603e+06
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	5	5	6.88215e+06	6.92745e+06	7.37865e+06	6.60104e+06	7.25382e+06	7.11174e+06
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	1	1	2.72777e+07	2.9295e+07	2.79682e+07	2.86666e+07	2.95002e+07	2.94073e+07
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10	9.8228e+07	9.84494e+07	9.86722e+07	1.05479e+08	9.58794e+07	9.50596e+07
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	4	4	5.26266e+06	5.1562e+06	5.07882e+06	5.0294e+06	5.27645e+06	5.3135e+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	3	3	3.67577e+07	3.6815e+07	3.79429e+07	3.7171e+07	3.4917e+07	3.68181e+07
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	15	15	3.86323e+07	4.01112e+07	4.29034e+07	4.24159e+07	4.1133e+07	3.97861e+07
P0A752	NADD_ECOLI	nadD	Nicotinate-nucleotide adenylyltransferase	1	1	2.42347e+06	2.49371e+06	2.86507e+06	2.7845e+06	2.68583e+06	2.57215e+06
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	5	5	3.34959e+07	3.42965e+07	3.56719e+07	3.43897e+07	3.30831e+07	3.36473e+07
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6	5.99994e+07	5.98389e+07	5.98497e+07	6.25652e+07	6.04868e+07	6.08401e+07
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2	684834		998045	726681	663910	929974
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8	1.15428e+08	1.11686e+08	1.152e+08	1.14169e+08	1.08935e+08	1.12734e+08
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7	2.21775e+07	2.24393e+07	2.18397e+07	2.23742e+07	2.16978e+07	2.13024e+07
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	10	10	7.71648e+06	7.49047e+06	8.25583e+06	7.77605e+06	8.25794e+06	8.6517e+06
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2	5.15038e+07	4.82894e+07	5.10701e+07	5.16083e+07	5.12968e+07	5.18032e+07
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	9	9	3.96627e+07	3.98942e+07	3.93134e+07	3.95666e+07	3.72953e+07	3.87644e+07
P0A796	K6PF1_ECOLI	pfkA	6-phosphofructokinase isozyme 1	15	15	1.82957e+08	1.84424e+08	1.99981e+08	1.86602e+08	1.8472e+08	1.80944e+08
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	27	27	1.63234e+09	1.62399e+09	1.54145e+09	1.55488e+09	1.55036e+09	1.5677e+09
P0A7A2	GPMB_ECOLI	gpmB	Probable phosphoglycerate mutase GpmB	5	5	1.20362e+07	1.15842e+07	1.432e+07	1.42839e+07	1.30396e+07	1.32478e+07
P0A7A5	PIMT_ECOLI	pcm	Protein-L-isoaspartate O-methyltransferase	6	6	1.14628e+06	1.04015e+06	1.02832e+06	1.13545e+06	1.02431e+06	1.09414e+06
P0A7A7	PLSB_ECOLI	plsB	Glycerol-3-phosphate acyltransferase	17	17	1.69569e+07	1.70055e+07	1.77086e+07	1.66276e+07	1.65001e+07	1.69151e+07
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	9	9	4.00673e+08	4.00427e+08	4.16984e+08	4.01355e+08	4.45069e+08	4.2856e+08
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	14	14	4.79274e+06	4.78251e+06	4.765e+06	4.52148e+06	5.0178e+06	4.65047e+06
P0A7B5	PROB_ECOLI	proB	Glutamate 5-kinase	12	12	2.27079e+07	2.21195e+07	2.14719e+07	2.22701e+07	2.2721e+07	2.20026e+07
P0A7B8	HSLV_ECOLI	hslV	ATP-dependent protease subunit HslV	5	5	9.96236e+07	1.06744e+08	9.46109e+07	9.48407e+07	1.01274e+08	9.69635e+07
P0A7C2	LEXA_ECOLI	lexA	LexA repressor	8	8	2.81311e+07	2.80391e+07	2.80668e+07	2.78493e+07	2.82844e+07	2.76834e+07
P0A7C6	PEPE_ECOLI	pepE	Peptidase E	10	10	3.98315e+07	4.08103e+07	4.12057e+07	3.81982e+07	4.15929e+07	4.15764e+07
P0A7D1	PTH_ECOLI	pth	Peptidyl-tRNA hydrolase	10	10	3.29832e+07	3.22063e+07	3.24374e+07	3.1644e+07	3.29822e+07	3.25518e+07
P0A7D4	PURA_ECOLI	purA	Adenylosuccinate synthetase	28	28	1.88315e+08	1.85376e+08	1.94338e+08	1.85763e+08	1.8824e+08	1.89719e+08
