Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.81963e+07	1.92075e+07	2.09284e+07	1.81896e+07	1.97762e+07	1.91003e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.07202e+08	1.08013e+08	1.04189e+08	1.08382e+08	1.01004e+08	1.02193e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	38	38	7.86433e+07	7.92624e+07	7.7992e+07	8.00255e+07	7.78227e+07	7.83827e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	1.64752e+06	2.4966e+06	3.2005e+06	2.71929e+06	3.19468e+06	3.14564e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	659144	564557	752998	654375	872058	700709
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	2.80132e+06	2.40022e+06	3.16761e+06	2.7981e+06	2.96162e+06	2.72379e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	15	15	1.70316e+08	1.70474e+08	1.69621e+08	1.73228e+08	1.68487e+08	1.7294e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	8	8	1.71763e+08	1.73079e+08	1.61416e+08	1.70112e+08	1.6243e+08	1.67171e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	8.17635e+06	8.16602e+06	7.88037e+06	7.97737e+06	6.69138e+06	7.82413e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	5.8528e+06	5.98429e+06	6.37434e+06	6.03039e+06	6.22823e+06	6.37447e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.13379e+07	5.32746e+07	5.01512e+07	5.0314e+07	5.06477e+07	4.92153e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.03404e+07	9.7152e+06	9.88798e+06	9.95723e+06	1.03533e+07	1.01629e+07
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.20791e+09	1.18863e+09	1.08843e+09	1.20069e+09	1.10011e+09	1.1141e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.25084e+07	1.52901e+07	1.38777e+07	1.3875e+07	1.5105e+07	1.47381e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	12	12	2.12335e+07	2.15504e+07	1.95068e+07	2.11176e+07	1.99832e+07	2.02932e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.59942e+07	3.70247e+07	3.59933e+07	3.65775e+07	3.58517e+07	3.57848e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	9.28648e+07	9.354e+07	9.33638e+07	9.23358e+07	9.59566e+07	9.47634e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	1.63116e+07	1.60518e+07	1.66691e+07	1.62365e+07	1.61584e+07	1.62298e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.6675e+08	2.60349e+08	2.58119e+08	2.53096e+08	2.58967e+08	2.61733e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	4	4	1.99835e+06	2.07278e+06	2.09018e+06	1.8817e+06	2.14791e+06	2.05592e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.24543e+08	1.25333e+08	1.26043e+08	1.27557e+08	1.23811e+08	1.25817e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.10297e+08	1.06743e+08	1.07714e+08	1.09658e+08	1.08195e+08	1.07018e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	26	25	2.49196e+09	2.48721e+09	2.49348e+09	2.50039e+09	2.49637e+09	2.48157e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	7.31918e+06	6.66074e+06	7.38762e+06	7.32551e+06	7.30548e+06	7.25197e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	5.97365e+06	6.28865e+06	6.08876e+06	5.80983e+06	5.90184e+06	6.11131e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.22575e+07	3.16346e+07	3.23302e+07	3.17594e+07	3.14519e+07	3.24664e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.10284e+08	2.08425e+08	2.10333e+08	2.09693e+08	2.08093e+08	2.05212e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	13	13	2.10986e+07	2.15038e+07	2.05225e+07	2.06378e+07	2.01603e+07	2.00672e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	6	6	2.07051e+07	2.07816e+07	2.31816e+07	2.08568e+07	2.18031e+07	2.16881e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.6058e+07	1.66043e+07	1.64107e+07	1.53563e+07	1.7123e+07	1.67923e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.42472e+08	1.44066e+08	1.43708e+08	1.42542e+08	1.48743e+08	1.4738e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.3347e+07	3.40296e+07	3.46334e+07	3.37689e+07	3.41262e+07	3.38299e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	6	6	5.40554e+06	5.47513e+06	5.42295e+06	5.37235e+06	5.65882e+06	5.71664e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.41261e+07	1.47026e+07	1.46022e+07	1.46564e+07	1.39059e+07	1.39866e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1	755509	660199	875971	758882	758686	888331
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.56401e+06	4.72564e+06	4.57351e+06	4.36456e+06	4.22607e+06	4.75183e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.71302e+07	2.70337e+07	2.55857e+07	2.65198e+07	2.62978e+07	2.67886e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	6	6	8.87898e+06	9.42417e+06	1.06217e+07	9.70682e+06	9.55087e+06	1.05765e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	6.51819e+06	5.45106e+06	6.07778e+06	6.20298e+06	4.51817e+06	5.45783e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	5.34016e+06	4.3994e+06	4.67434e+06	4.50834e+06	4.75585e+06	4.43671e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	5.41368e+06	5.77117e+06	4.19596e+06	5.07136e+06	5.1605e+06	5.05008e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	12	12	1.74809e+07	1.8419e+07	1.95848e+07	1.77726e+07	1.84635e+07	1.81857e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.96167e+06	6.6449e+06	6.75904e+06	6.96573e+06	6.53044e+06	6.99011e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	15	15	3.57198e+07	3.59891e+07	3.47002e+07	3.59972e+07	3.58424e+07	3.53315e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	1.11349e+07	1.04814e+07	9.85738e+06	9.09186e+06	9.97836e+06	1.05755e+07
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.10422e+07	2.29943e+07	2.38722e+07	2.30796e+07	2.35858e+07	2.19504e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	3.93396e+07	3.9589e+07	4.05915e+07	4.00555e+07	3.98941e+07	4.12585e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	6.21247e+06	5.76538e+06	6.25245e+06	5.99712e+06	5.40092e+06	5.96217e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	9.45294e+06	1.08541e+07	1.03026e+07	1.04487e+07	1.11435e+07	1.03296e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	6	6	7.89241e+06	7.80003e+06	7.82931e+06	7.43008e+06	7.86651e+06	8.08741e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	13	13	2.87096e+07	2.80884e+07	2.89237e+07	2.97294e+07	2.8456e+07	2.89592e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	9.65209e+06	9.59351e+06	1.07536e+07	1.02289e+07	9.59189e+06	9.22624e+06
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.22721e+08	5.13171e+08	4.90355e+08	5.3286e+08	4.6278e+08	4.76585e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.35357e+08	1.36929e+08	1.31302e+08	1.39402e+08	1.29818e+08	1.29398e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.48339e+07	2.35512e+07	2.41638e+07	2.28031e+07	2.50129e+07	2.45684e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.56227e+07	1.63724e+07	1.6146e+07	1.80948e+07	1.58268e+07	1.63956e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.6629e+07	4.59678e+07	4.61118e+07	4.56159e+07	4.47581e+07	4.60282e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	3.15118e+07	3.26027e+07	3.38792e+07	3.31684e+07	3.44925e+07	3.2543e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.32688e+08	2.34269e+08	2.21875e+08	2.26973e+08	2.30759e+08	2.35695e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	34	34	2.36226e+08	2.29951e+08	2.40142e+08	2.38977e+08	2.29177e+08	2.3753e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.05289e+07	2.07406e+07	2.08442e+07	2.06117e+07	2.09711e+07	2.02279e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4	923416	1.37775e+06	1.57531e+06	1.24414e+06	1.39148e+06	
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	29	29	2.15484e+08	2.10536e+08	2.12573e+08	2.11805e+08	2.14767e+08	2.12016e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	7.2921e+07	7.08802e+07	7.14392e+07	7.3182e+07	6.93891e+07	7.11683e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	30	30	4.02634e+07	4.01328e+07	4.02184e+07	3.98329e+07	4.12062e+07	4.01574e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.55448e+08	2.55387e+08	2.65514e+08	2.67609e+08	2.56993e+08	2.55801e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.14532e+08	1.19803e+08	1.23268e+08	1.23054e+08	1.18879e+08	1.19885e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	52	52	9.06242e+08	8.99462e+08	8.94212e+08	8.96077e+08	8.94111e+08	8.8752e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	9.5651e+07	9.65982e+07	1.0033e+08	9.18743e+07	9.85349e+07	9.92949e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	7.48935e+07	7.2055e+07	7.56392e+07	8.0592e+07	7.2309e+07	7.12379e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.03753e+07	1.0833e+07	1.13283e+07	1.03095e+07	1.12813e+07	1.15453e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.79247e+06		1.64349e+06	1.59653e+06	1.80105e+06	1.82814e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	7.86016e+07	7.87925e+07	8.63263e+07	7.86918e+07	7.99164e+07	8.31854e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.5791e+07	4.61791e+07	4.58135e+07	4.71699e+07	4.67467e+07	4.71833e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.40469e+07	3.39522e+07	3.51214e+07	3.39648e+07	3.40408e+07	3.44203e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	5.133e+06	4.85879e+06	4.22345e+06	5.26986e+06	4.40095e+06	4.49788e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3	1.91535e+06	1.76794e+06	1.67513e+06	1.7988e+06	1.90221e+06	1.83885e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	1.45601e+06	2.22705e+06	1.8762e+06	2.02416e+06	1.89049e+06	1.65851e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.64014e+07	3.63692e+07	3.44986e+07	3.63085e+07	3.44981e+07	3.47307e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.67451e+07	2.67247e+07	2.60876e+07	2.51908e+07	2.66746e+07	2.74112e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	7.46488e+06	6.95187e+06	7.4216e+06	7.10873e+06	6.83422e+06	7.83264e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	30	30	6.69478e+07	6.72124e+07	6.78534e+07	6.68802e+07	6.88731e+07	6.82818e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.90509e+07	5.92537e+07	5.86867e+07	5.92978e+07	6.21922e+07	6.25334e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.7477e+07	1.85196e+07	1.89363e+07	1.87508e+07	1.82354e+07	1.8901e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	1	1	873471		747417			
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	14	14	7.09492e+07	7.18064e+07	7.12567e+07	7.09448e+07	7.18296e+07	7.12427e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.15945e+08	2.18295e+08	2.20406e+08	2.19383e+08	2.15178e+08	2.15982e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.18468e+09	1.19263e+09	1.14542e+09	1.20086e+09	1.12639e+09	1.14281e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	8.7794e+07	8.06571e+07	8.72927e+07	9.18728e+07	8.644e+07	8.7906e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	2.94021e+08	3.04927e+08	2.96862e+08	3.14946e+08	2.74126e+08	2.83071e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.1874e+08	6.23323e+08	6.56364e+08	6.44549e+08	6.35815e+08	6.39324e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.29419e+07	4.49534e+07	4.5408e+07	4.47427e+07	4.48423e+07	4.5349e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.2503e+08	3.25611e+08	3.5504e+08	3.34974e+08	3.39158e+08	3.40314e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.15412e+07	2.31724e+07	2.35165e+07	2.23757e+07	2.38403e+07	2.36264e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2	1.29057e+06	1.52298e+06	1.45109e+06	1.37038e+06	1.30224e+06	1.29704e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	8.52173e+06	8.46812e+06	8.59418e+06	9.07983e+06	8.58773e+06	8.93145e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	1.17766e+06	1.07204e+06	1.19845e+06	1.11903e+06	1.09486e+06	1.11394e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	1.87116e+07	2.01559e+07	2.08508e+07	2.10576e+07	1.97628e+07	1.95644e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.21315e+06	3.0217e+06	3.32543e+06	3.01902e+06	3.35962e+06	3.2128e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	3.99937e+06	3.17884e+06			4.03759e+06	3.76399e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	3.43322e+06	3.0103e+06	3.10189e+06	3.37392e+06	3.07771e+06	2.88833e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	3	3	4.32284e+06	4.38348e+06	4.54311e+06	4.61364e+06	4.53173e+06	4.12969e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	937448	1.01231e+06	741433	604088	1.21085e+06	976457
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.13345e+06	3.94238e+06	4.34758e+06	4.43355e+06	3.93649e+06	4.19828e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	4.87088e+06	4.59753e+06	3.52102e+06	4.18583e+06	4.01573e+06	4.37619e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	6.23902e+07	5.94362e+07	6.47532e+07	6.29194e+07	6.26996e+07	6.16371e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.04493e+07	1.1403e+07	1.0393e+07	1.17001e+07	1.11777e+07	1.08708e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	10	10	1.31933e+08	1.31705e+08	1.39154e+08	1.38479e+08	1.31524e+08	1.35957e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.95746e+07	2.07343e+07	2.03922e+07	1.92545e+07	1.77898e+07	1.78715e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.13647e+07	4.19694e+07	4.19246e+07	3.91478e+07	4.12457e+07	4.35946e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.71061e+07	3.81501e+07	3.83757e+07	3.73786e+07	3.79689e+07	3.77353e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	6.75984e+06	4.96668e+06	5.43163e+06	6.02443e+06	6.15805e+06	6.39605e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	1.52311e+07	1.34838e+07	1.4628e+07	1.27639e+07	1.2997e+07	1.25633e+07
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1	5.8535e+06		3.78067e+06	4.87786e+06		
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	3.07117e+06	2.76965e+06	3.1972e+06	3.22767e+06	2.3776e+06	2.848e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1	1.75479e+06	1.64438e+06	1.88056e+06	1.69023e+06	1.60627e+06	1.61914e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25	7.95986e+07	8.07125e+07	7.91452e+07	7.97582e+07	7.57159e+07	7.71132e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.93741e+08	1.97967e+08	1.99354e+08	1.92047e+08	2.02489e+08	1.97339e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.37175e+07	7.18363e+07	7.00655e+07	7.30272e+07	7.16472e+07	7.0166e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.87942e+07	1.76031e+07	1.6238e+07	1.84145e+07	1.72537e+07	1.78997e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	5	5	1.74123e+07	1.72429e+07	1.75849e+07	1.7513e+07	1.68708e+07	1.63818e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.14132e+07	2.07361e+07	2.12832e+07	2.21855e+07	2.18464e+07	2.13022e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.38226e+06	4.31699e+06	4.68196e+06	4.19416e+06	4.72782e+06	4.73897e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2	454825	408865	477761	484581	433065	403649
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	2	2	2.05065e+06	2.15034e+06	2.0926e+06	2.01427e+06	2.20308e+06	2.23369e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	6	6	1.35615e+07	1.36791e+07	1.32197e+07	1.41205e+07	1.38643e+07	1.4141e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	7.87747e+06	8.1963e+06	8.35266e+06	7.81956e+06	8.67816e+06	8.3946e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.09808e+06	1.07269e+06	1.29069e+06	1.18375e+06	1.22772e+06	1.25625e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.39106e+07	1.43228e+07	1.45534e+07	1.44244e+07	1.39489e+07	1.46438e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.78331e+07	1.77871e+07	1.80355e+07	1.77454e+07	1.89471e+07	1.80783e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	7	7	1.30083e+07	1.15803e+07	1.28246e+07	1.14425e+07	1.26114e+07	1.18504e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	1.21485e+06	1.09209e+06	1.20992e+06	1.22871e+06	932651	1.11566e+06
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.7804e+07	1.77123e+07	1.85383e+07	1.70707e+07	1.89547e+07	1.81047e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.4035e+06	2.45671e+06	2.64412e+06	2.53888e+06	2.3533e+06	1.90461e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	6.64933e+06	6.71847e+06	6.46868e+06	7.00014e+06	6.52238e+06	6.69741e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	6	6	1.49688e+07	1.48299e+07	1.55699e+07	1.62696e+07	1.40654e+07	1.45679e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	5	5	3.28611e+07	3.21362e+07	3.18152e+07	3.21902e+07	3.19335e+07	3.24309e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	5.08154e+06	5.1345e+06	4.43367e+06	4.55583e+06	5.5407e+06	4.83913e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.29713e+06	2.50338e+06	2.56079e+06	2.15117e+06	1.80122e+06	2.50133e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	148096	132316		116386	137094	123784
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	15	14	5.38595e+07	5.39575e+07	5.19492e+07	5.22807e+07	5.2539e+07	5.30052e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	8	8	4.41406e+06	4.45814e+06	4.5779e+06	4.61868e+06	4.41489e+06	4.46022e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	6.0623e+07	6.27213e+07	6.15596e+07	5.79394e+07	6.29972e+07	6.62763e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	9.90834e+06	1.087e+07	1.26183e+07	1.16359e+07	1.19014e+07	1.16146e+07
P0AB12	YCCF_ECOLI	yccF	Inner membrane protein YccF	1	1			1.08021e+07			
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	1.93345e+07	1.96529e+07	2.0463e+07	1.9193e+07	2.00098e+07	1.96592e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	4	4	8.65974e+06	8.48366e+06	7.73647e+06	8.18462e+06	7.83109e+06	8.2801e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	6.50045e+06	6.77093e+06	5.47874e+06	5.83938e+06	6.80325e+06	4.49987e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	15	15	3.47286e+07	3.66065e+07	3.55106e+07	3.52404e+07	3.58381e+07	3.45529e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	2.96016e+07	2.81633e+07	2.83046e+07	2.89444e+07	2.98516e+07	3.09059e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	3.90234e+07	3.8467e+07	3.89836e+07	4.04202e+07	3.90279e+07	3.80087e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	2.23279e+07	2.12354e+07	2.14748e+07	2.22216e+07	2.11387e+07	2.06289e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	7	7	6.14197e+06	6.05035e+06	6.75567e+06	6.34324e+06	6.27805e+06	6.04274e+06
