protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P36930	2800424.200652699	3233753.0774607984	3806403.059520772	2655969.44538964	3103809.919638913	2617335.7249928084	0	0.2346939965991993	0.2322899051661179	False	0.01395864106351551	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76256	20583151.1201066	20711724.18815005	21079237.62009501	19409914.75016243	20576899.457316466	20513484.846588	0	0.23581215527011196	0.04400511921487595	False	0.013983259478089613	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76170	6120205.921687596	6131366.575889835	6049027.476930658	6930655.356825988	6367691.014507743	6157722.091232579	0	0.23599921798123727	-0.08832926329831241	False	0.014007877892663714	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P25522	96707513.68039884	101400655.42823122	103088075.00214928	96614914.73775557	97321422.1215851	97742463.82583451	0	0.23615647084011315	0.04632324537048596	False	0.014032496307237814	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77460	447940.93753922905	401323.7802717941	443710.45241120784	431826.6971460338	482978.31249999953	466499.695247462	0	0.23693479945083615	-0.09533703134269178	False	0.014057114721811915	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P17846	254925343.4543313	263538731.5189894	252434744.97037652	257498237.7141519	267069200.7209341	264862702.66018048	0	0.23779382727405232	-0.034270083955908553	False	0.014081733136386018	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7Y4	2418543.515240796	2590333.045245965	3063724.962332637	3117270.8882424347	3014640.7499999967	2888165.3257302903	0	0.23819214530123034	-0.160106063750398	False	0.01410635155096012	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52643	96480009.02743496	97242306.84267138	96583438.56394877	101509894.50007454	99140426.11704236	96630777.56936052	0	0.23847293439867295	-0.034254566988347473	False	0.01413096996553422	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23930	12203325.434259418	12374692.287367454	13887060.29664672	15102276.469113298	13187482.918980144	13494230.221261526	0	0.23923576697304608	-0.11940101551086037	False	0.014155588380108322	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0C0S1	81243249.25543463	81734383.62230094	82343929.22522178	85354236.39340661	83473267.98364714	81685544.63173747	0	0.23928834717186825	-0.030211711532413997	False	0.014180206794682423	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P07364	695792.3269057487	929032.1186665416	573683.7052654017	702699.0678549291	1175626.5158020866	1063572.4928698498	0	0.23964906630809532	-0.4202223833291244	False	0.014204825209256524	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P32166	527554.0372100555	143982.51540525525	45135.529915888896	530759.991986943	442085.3125	469315.1285463055	2	0.23965046146438784	-1.0088466044839826	False	0.014229443623830626	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P17443	46637504.37033173	46892872.16743727	47539103.78961136	44377591.4122406	45998360.48338843	46987090.29679485	0	0.24089138595068998	0.03841200556494953	False	0.014254062038404729	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P14175	23351617.02015448	23733615.199912734	25405871.60210883	22527766.90246853	22730965.21916361	23973563.53275228	0	0.24105045615204126	0.06635877020035703	False	0.014278680452978828	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB14	64705651.75802864	66474700.43178935	68747111.9263818	72844738.53540948	67619764.37589927	68054847.62768117	0	0.24131806498510425	-0.060704602295240655	False	0.01430329886755293	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG80	1525370.6063002353	1439332.487936416	1267633.1115612993	864336.1345574831	93273.87499999993	1408833.360140043	1	0.24203662557170216	0.8387338379550658	False	0.014327917282127033	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31063	89894295.45129073	85481922.32536773	90902766.63441324	85541488.14403571	83544212.28146675	88280792.10408148	0	0.2430035956597673	0.04911433481327306	False	0.014352535696701134	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A862	1127313055.393685	1177203744.477979	1150029491.2639165	1071538548.2989328	1099054833.4870274	1158074518.024022	0	0.2434190291339409	0.053551303774973	False	0.014377154111275235	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6I0	256151136.74344152	247508214.23248935	248104696.6070569	247523341.53464127	246845198.9851596	243938925.1771733	0	0.24428290276142764	0.02605817449083642	False	0.014401772525849335	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P62399	6560677104.416864	6182297442.1161175	6345200336.418647	6281810635.396411	6001757967.166582	6229263915.272081	0	0.24429835181886844	0.044153517276441526	False	0.014426390940423438	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB10	13189811.953969669	10048428.538030518	11808987.346195238	13252740.655450936	12755281.28853372	13445585.076145994	0	0.24433347320732188	-0.1708568691019948	False	0.014451009354997539	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75954	4571936.896146107	4122541.896564282	4044277.2771382458	4738736.979299244	4452889.093559125	4376657.821044018	0	0.24453428502999056	-0.0910138549739497	False	0.01447562776957164	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39337	2067270.9654738293	1737195.0279185665	1512949.5522911083	2182785.123061504	1927733.249999998	1985897.0022571192	0	0.24562230825973788	-0.19723598863560285	False	0.014500246184145742	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76015	43438765.521057926	38604510.51902566	37916457.74960534	36537467.60874075	38209902.22260686	36861613.95808704	0	0.24608400179705384	0.10409706643902573	False	0.014524864598719843	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEU3	927682.5273821736	998233.028625467	1110550.767069927	47927.32449664492	93273.87499999993	1151864.1483893478	2	0.24683963248628765	1.231598181855315	False	0.014549483013293944	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69490	2704122.5095059425	2515622.8720481205	2438304.333613504	2157639.4836001284	2120414.750000003	117849.03360117222	1	0.24687888032347935	0.8008173862056241	False	0.014574101427868046	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00888	43269249.47636505	42851666.832977824	41541170.54820327	44192961.64253993	43641432.82978257	42642667.74136286	0	0.2470111734483732	-0.031466067751936916	False	0.014598719842442149	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P08660	54422269.36762357	53365142.71561298	59291101.02503325	61494858.38845846	57150270.51369207	57783932.154078014	0	0.24771836443298006	-0.0785620088178145	False	0.01462333825701625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9I3	22086911.83829192	23806743.693889026	22512387.29761166	20754619.447165266	22672520.50145089	21894475.409018435	0	0.2478945230627276	0.06656330687033521	False	0.01464795667159035	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75694	1073454.349331837	1086416.0275446803	45135.529915888896	1091823.147600542	1174005.198061587	1593048.6461752462	1	0.24795238665052236	-0.8073985357988736	False	0.01467257508616445	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7G6	299302539.93296355	307654439.17709166	306867429.22986263	302447017.9434192	294262894.4673572	301906781.46369374	0	0.24796634959187105	0.02421111409458367	False	0.014697193500738554	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8A0	44422232.94029415	47081668.09692499	45146592.5549618	51771674.48907861	48886162.02504908	45149153.88718282	0	0.2484495548890103	-0.09356921722451485	False	0.014721811915312655	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6E1	874982.404921879	665096.7094564589	45135.529915888896	743638.7301798456	829175.4459308385	1236708.0242289065	1	0.24845113734311428	-0.8256466000932203	False	0.014746430329886756	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0C0L2	80017375.78042802	82049549.25433357	80819163.35475379	83290407.54747067	81359724.44049253	81639686.56070599	0	0.24998269060425868	-0.020077128909372154	False	0.014771048744460856	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75883	8682660.267623106	10813931.76769068	11664905.224272598	11946208.409654284	11903674.580228576	11555814.46349543	0	0.250360202845156	-0.1842169819634777	False	0.014795667159034959	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8B5	45478789.46236492	40151569.17186053	42750682.494176686	44486057.32861871	30273049.197299145	32953363.07415574	0	0.25057465825896125	0.2532468892321865	False	0.01482028557360906	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADU5	143337084.56376454	134029761.2947575	140178151.4232062	143753121.5293976	143648559.89213875	143249228.45008704	0	0.25074905441586787	-0.044587199490823515	False	0.014844903988183162	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE78	4667926.547008208	4742052.743437266	4848364.740071872	4788166.37739032	4414989.198385245	4531479.512288556	0	0.25218952147243623	0.053987856027010665	False	0.014869522402757265	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P67095	37600396.63236767	33989755.09516982	35240373.47124593	34895723.56726109	32528835.386270013	34191989.31820789	0	0.25298536048929554	0.07218856974095855	False	0.014894140817331364	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEW9	206970514.68869573	201548698.93045247	203771743.757686	211579150.75275975	209894095.2637833	203222695.4525676	0	0.25314825012006653	-0.028936780220588324	False	0.014918759231905466	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P29745	141682369.77221817	133667676.03150626	152060094.8323791	145720845.4674065	153275728.24895582	153630786.26010314	0	0.2537275336112142	-0.08270265640173584	False	0.014943377646479567	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A722	157616906.93030256	152886244.19957176	150961376.4691535	149163415.33959636	152586384.90491223	150335978.79454362	0	0.25437390068775717	0.029623216870255344	False	0.01496799606105367	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69425	46578659.91123563	45938119.14087722	47816753.0158818	46431825.85900275	49051969.75691298	49192535.22750957	0	0.2548391230159041	-0.04396913952221539	False	0.014992614475627771	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37902	17050255.8906758	17696467.32713214	16784541.203154754	15925985.47740912	16861224.849498894	17005029.66364051	0	0.2550961866088962	0.04952707327623692	False	0.01501723289020187	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AD44	8319279.594594604	8472608.39243108	8470044.92518292	7517076.277461548	8533506.95645098	7774837.093287295	0	0.2552685615068854	0.08446336456461936	False	0.015041851304775972	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77488	52564378.2995905	52780531.99748734	48828097.70048582	49048964.13954959	48951407.23171706	50169049.443525374	0	0.2552984549202963	0.057302470846236284	False	0.015066469719350075	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P12008	27172706.660585016	24869791.928226877	26709743.45624239	24936910.029566985	26047572.1421756	24219940.281854965	0	0.2557676945628307	0.06650349385630663	False	0.015091088133924176	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06993	5768183.526562599	10157406.832380643	8926037.055577796	10510343.32684134	10353436.441732066	10138897.667576028	0	0.25678959940227086	-0.31905248401749126	False	0.015115706548498278	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6L0	418224265.5105411	413139941.90701	405793567.018113	410952021.04654616	406217452.2350035	402221592.39930767	0	0.2575076191012553	0.020868617893826623	False	0.015140324963072379	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06996	5330920188.074111	5534606875.834878	5426224134.650173	5253949725.252117	5431632252.5717535	5289786887.144424	0	0.25842694286206597	0.028292444514589163	False	0.01516494337764648	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACI0	61819293.30273895	65607389.18049659	65034365.0900163	64417175.21307924	66208165.34135005	70177394.14178006	0	0.258486962194491	-0.061212430687733466	False	0.015189561792220582	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P24211	5262278.597385363	5267589.389465128	5296707.730287237	5278188.248576856	4957045.999999999	5154220.646329599	0	0.258584654832297	0.040407012323987856	False	0.015214180206794683	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7F6	37237885.179117866	40528507.26073652	36363198.8203646	41094487.22501668	41131632.65470843	38242453.23588037	0	0.25916675414208307	-0.07798393790691016	False	0.015238798621368786	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45799	17364907.30303354	17871370.048799563	18455157.62368524	17238930.586174257	16967382.85432731	17858055.523818944	0	0.25917546437998934	0.0443955832716282	False	0.015263417035942885	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0CB39	32572354.3440757	30291209.95899791	31667047.986581307	31650408.285008684	29855442.25061962	28274665.63646955	0	0.25933240256691026	0.07437920895442117	False	0.015288035450516987	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFW8	84609675.01071703	82941635.45119785	82103799.91316119	83210550.07421547	81116960.97752698	81455980.13723932	0	0.2599085049366534	0.02254842268719057	False	0.015312653865091088	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33225	11176966.700477492	11553645.19745288	11112935.80936774	10555320.7954491	9563372.999999993	11344241.66302368	0	0.26011002180988047	0.10522753039134093	False	0.015337272279665191	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77721	2454696.532055337	2461747.330187561	3167252.6944792457	2164144.113253877	93273.87499999993	2424533.807606045	1	0.2603304980861121	0.7879050863789897	False	0.015361890694239292	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P13979	81680060.16171448	88258603.7215933	87231733.64161734	83421850.43594612	84380728.13429894	78872988.72341815	0	0.26054310340531117	0.06010975914824224	False	0.015386509108813392	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P15070	18750554.34519065	20419696.13736345	21923788.240061566	19069615.88021505	18677818.71710466	19096836.91820683	0	0.26079634461416534	0.10401664654218691	False	0.015411127523387495	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06999	12828821.987814108	13900889.763330515	13008762.424307289	13173100.831326976	14092446.918301836	14488211.264598582	0	0.2609912759654299	-0.07136960763315833	False	0.015435745937961596	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE72	42166539.67330002	42446123.71191295	34435071.902885966	47927.32449664492	46832507.61416204	117849.03360117222	2	0.26145549905791154	1.3408601892986443	False	0.015460364352535698	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB83	4642756.536305849	6685980.246645676	6511431.080713884	4747753.392017746	5254479.018299583	4828241.922978558	0	0.2618457570277521	0.2665644488449579	False	0.015484982767109799	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06987	41933091.76162035	41421514.70246864	39175154.6274289	42139110.687866725	41676813.33938031	42603455.37135567	0	0.2619152689283052	-0.04508543163775438	False	0.0155096011816839	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37329	145398864.11692503	149156951.7949049	151150106.7152989	144387971.03659436	148911869.5113337	142186053.47452056	0	0.2619984554918281	0.03346614315484596	False	0.015534219596258001	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8F4	69333411.1321813	69845397.043309	69666482.9465212	69508969.3016413	70744912.54926157	70240935.64874586	0	0.262481456124163	-0.011350098644808161	False	0.015558838010832103	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P32664	9236843.860907042	8748969.073833032	8699631.71304896	8543406.167381482	8579365.260004075	8774586.416544339	0	0.26253733684981967	0.04324813484114803	False	0.015583456425406204	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21507	126114911.02793716	122005146.6754594	124435440.93835348	126488871.06414728	124556112.01670086	127264472.0898537	0	0.26260428435135696	-0.02211147824758113	False	0.015608074839980307	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG16	13937451.17579295	12756674.149945104	12439187.667860936	14000111.073319752	13100957.236856952	14332666.83736789	0	0.26352843432549383	-0.08240862876102538	False	0.01563269325455441	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33644	3075182.095127108	2107868.069590597	2206970.6897734217	1867092.2525500923	2261542.596982152	1853813.8568152576	0	0.26426819781771077	0.3048423135173225	False	0.01565731166912851	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8N5	758073058.1051893	761906504.9635193	743281319.7707704	749135944.0224893	746069471.1636224	742160947.6646327	0	0.264486349318572	0.016601378325455215	False	0.01568193008370261	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52627	935302.713314038	620907.5845005236	557345.7166067851	945367.8259862296	816788.9326146819	883014.9960300195	0	0.26521966161943383	-0.3236890537143923	False	0.015706548498276712	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P60595	12830477.073848374	12757516.53426946	13305119.00614473	12769020.01781163	12600860.0473225	11077040.409473363	0	0.26556593507060944	0.09371777677289334	False	0.015731166912850814	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADE8	151054893.17873898	156058740.03287554	159025829.7496813	161966868.5633262	155394038.87566867	160716268.48166743	0	0.2669304762959952	-0.03648187567771801	False	0.015755785327424915	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76342	3910490.6290626302	4359406.562105833	4455930.50529242	3705254.355524392	4225052.499999998	3923012.554613396	0	0.2678322133791995	0.10246836439310192	False	0.015780403741999016	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF36	208081053.93485576	212550689.11080295	206425637.80827093	207006413.61986837	220040043.2485025	229657225.1765661	0	0.2680296639324508	-0.06664507684403129	False	0.015805022156573117	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76346	3917212.9842989305	4562210.268311822	4393701.413345409	4657325.758244181	4605590.837675646	4482139.809225351	0	0.2683016793713776	-0.09455054886438133	False	0.01582964057114722	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30860	106587.48698987404	4843948.908793396	45135.529915888896	4690677.836480574	4287133.276631387	3183928.7825783603	2	0.2686568693835938	-1.2835989989859278	False	0.01585425898572132	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABD5	712103056.2276709	683713847.8188806	692944783.0301956	710896753.8124585	715166688.7115645	700873327.3889481	0	0.26869609197527555	-0.02612924464933231	False	0.01587887740029542	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45532	216659.58776831627	164008.02008282873	167172.59867350335	148688.67089818596	132268.0156249999	180870.4068864456	0	0.268721822622298	0.2464023384096104	False	0.015903495814869526	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77433	9517027.929977711	10132531.30467757	11154841.466890171	11537573.9105401	10765691.69399118	10703267.508202964	0	0.26879175743060196	-0.09961514268340131	False	0.015928114229443624	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAC8	97778399.66828217	100125488.33685896	97475320.90545198	102353546.09134004	101379711.50933117	97924016.1854735	0	0.2693352240688528	-0.030342088564926546	False	0.015952732644017725	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE01	110084191.7863559	120744805.34561284	120740610.63091864	122297966.12857142	124919935.53215134	120328317.61413205	0	0.2697952617775394	-0.06411532277775842	False	0.015977351058591827	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABH7	187383802.3959013	184201092.44871947	187108173.8761536	175571252.69383082	181077941.8898078	187101637.4729967	0	0.2702082089650507	0.039110218498263453	False	0.016001969473165928	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7B5	85599197.45029494	89957154.63318802	84933253.32705659	82645019.2112711	82410027.64110938	87065152.64042677	0	0.2708634769725548	0.04711409488854063	False	0.016026587887740033	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P43672	35010289.1636515	37458360.719410114	37339850.472483546	37230699.11060365	39412503.3777059	37279247.88848718	0	0.27126652019669284	-0.05306234418255217	False	0.01605120630231413	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACS7	3576547.550586477	3839015.990851765	3992790.172447027	3744568.4476898583	4343076.177093649	4154931.607063318	0	0.27267677686604025	-0.10181656134206947	False	0.016075824716888232	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P22634	26087740.797985733	25116164.28171541	25676090.018926103	26160754.43850151	23229242.34462801	22340609.879139483	0	0.2727553331945997	0.10001941170579197	False	0.016100443131462337	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFU4	2824794.9361437047	2403957.873362292	2458568.4726143274	2760598.6326774294	2681287.9006292527	2833794.245789089	0	0.2730203073323326	-0.1063970312749581	False	0.016125061546036434	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64448	1504054.3203596612	143982.51540525525	1244064.645752086	1292015.8347956997	1980704.4004895575	1495643.444014418	1	0.27323385384209475	-0.7213760970110773	False	0.01614967996061054	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE18	247038087.46110192	262797533.3484559	261477000.331632	247334414.19596928	250926683.82743624	250557643.68684784	0	0.27338574364493395	0.04269917451648829	False	0.01617429837518464	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76010	106587.48698987404	143982.51540525525	1685111.9073886634	1503448.915321714	1388559.4030459286	1371378.6228348913	2	0.27383489285781076	-1.1391581046554347	False	0.01619891678975874	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGK4	110223634.22296216	117465435.9162694	117656017.27229962	102149921.95496473	113248294.85296968	112907126.4452442	0	0.2744274859115484	0.07300047089882135	False	0.016223535204332843	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A698	99635995.22238152	100663259.31798008	96900071.82543474	98437895.22446775	97219544.70739812	96492159.99373454	0	0.2745165898856731	0.024723532222584135	False	0.01624815361890694	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06616	41309513.87315388	40615924.03114511	40614926.755582094	38780671.23428678	36609783.790767975	41223778.32523361	0	0.27489811296993777	0.07151316222719646	False	0.016272772033481046	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76938	5375249.202704228	5635271.281537741	5639055.84927505	5945711.440049093	5461100.612265646	6062837.65111861	0	0.2765826901954637	-0.06936521319676628	False	0.016297390448055147	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB77	491019689.2569544	480114564.8732281	485340638.6683394	487681812.5128693	470150459.84485584	474714064.1248906	0	0.2767505976192317	0.02389902754801493	False	0.016322008862629245	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADX1	83638392.7797742	86150318.8417176	89084525.42513753	79294183.3586548	84139275.23189367	85875861.23184888	0	0.27775410496418795	0.05430900809584481	False	0.01634662727720335	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEE3	21232735.086572185	25241067.548732687	23590457.309226204	20202545.400319133	22561601.93157563	22001127.515227705	0	0.27804432270679225	0.11345821583884956	False	0.01637124569177745	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAJ3	37273675.94704147	39315331.58572733	35533289.50468635	28144445.16701957	37320234.90266135	34671591.46888359	0	0.2787408980450505	0.1631085617168815	False	0.016395864106351552	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7D1	144645924.53085813	149738231.55874673	145333131.9208873	138371527.84624347	145482716.68732515	145113964.696104	0	0.279045984561677	0.03570552117361343	False	0.016420482520925653	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P11349	63593605.985696055	61212587.03147255	61666354.673022926	62810486.7421758	63764914.00535569	63098057.469293214	0	0.2793399961807896	-0.024554556721001087	False	0.016445100935499755	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P19318	1041877.1624328764	1025282.5188754796	1023750.5696006864	47927.32449664492	889042.9999999995	905524.5551432152	1	0.2794123772867596	0.7463711540238427	False	0.016469719350073856	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33371	9016082.242375892	8178046.501719524	9156247.069571974	5765554.573550548	8287513.498050837	8476361.762858767	0	0.27985335692699453	0.22601273507527544	False	0.016494337764647957	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A996	66028885.4588382	64958673.13512483	67587675.99598151	66856200.01034578	68891755.2976536	66714903.148842685	0	0.2803229463848077	-0.027971564127170345	False	0.01651895617922206	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA25	1224272255.9241743	1146610572.833595	1151799011.602336	1215285551.48095	1216866528.5750232	1200089162.658486	0	0.28046537093510676	-0.04418584516629273	False	0.01654357459379616	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9G6	112271297.35789604	118864948.8692918	118675383.8718734	110765643.15595467	112783861.86879934	116118027.22527586	0	0.28049841516170154	0.042454932844294184	False	0.01656819300837026	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEF0	3131853.5994832464	2437153.53781271	3097171.8689777213	47927.32449664492	2310021.0219868785	2709209.2493376383	1	0.2821767252177459	0.7742193374104994	False	0.016592811422944363	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31550	24402584.86680985	25598952.923360847	25044974.183492564	25846619.774328064	25518968.95253707	25209995.647850063	0	0.2826322499094474	-0.02909945202575556	False	0.016617429837518464	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31545	4275360.272772726	4666584.77804585	4467591.687638263	4550658.5622960655	5022594.94354145	4561710.018820216	0	0.28278314422336515	-0.07600876321960959	False	0.01664204825209257	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36683	648030053.1904248	645760415.8845885	658426340.5419202	649844391.8286666	659109174.7517481	665777861.899164	0	0.28404455350966207	-0.01654316936480505	False	0.016666666666666666	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77376	34520122.4617272	35001814.820986934	33773125.67634611	39355164.95283631	38133835.32941519	33503050.031340435	0	0.28491880122330404	-0.10368504729733852	False	0.016691285081240768	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
