Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P16456	SELD_ECOLI	selD	Selenide, water dikinase	6	6.0	40964900.0	38690700.0	39494600.0	38655200.0	39482700.0	39285900.0	0	0.14128663392756294	-0.040378143135951464	False	0.009544749094671495	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77735	YAJO_ECOLI	yajO	Uncharacterized oxidoreductase YajO	4	4.0	11328000.0	10003600.0	11922200.0	10751100.0	11070100.0	11183700.0	0	0.14310248063990516	-0.10377012307282314	False	0.009570615623383343	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AD68	FTSI_ECOLI	ftsI	Peptidoglycan synthase FtsI	6	6.0	2620430.0	3194420.0	2484300.0	2763190.0	2519180.0	2709850.0	0	0.14390599315753178	0.1850781850782787	False	0.009596482152095189	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P69428	TATA_ECOLI	tatA	Sec-independent protein translocase protein TatA	2	2.0	173412000.0	152783000.0	169499000.0	161718000.0	165723000.0	166836000.0	0	0.14407922831006548	-0.07958057681467072	False	0.009622348680807037	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P52007	YECM_ECOLI	yecM	Protein YecM	8	8.0	5801560.0	5440980.0	5722300.0	5733880.0	5756690.0	5462500.0	0	0.14412698727157972	-0.05472260968066421	False	0.009648215209518883	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P27298	OPDA_ECOLI	prlC	Oligopeptidase A	32	32.0	41220000.0	44256200.0	42330300.0	43113600.0	41875100.0	42131800.0	0	0.1441308102775645	0.04614038352964042	False	0.00967408173823073	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4.0	44367100.0	32356000.0	42034100.0	41754300.0	44216000.0	37988500.0	0	0.14424052361046782	-0.22057405268693686	False	0.009699948266942576	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6.0	57309000.0	61644400.0	60568200.0	60724800.0	56696800.0	60263100.0	0	0.14445580391935914	0.06510323152201904	False	0.009725814795654424	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8.0	8826240.0	8268450.0	8811080.0	8745120.0	9620220.0	8476430.0	0	0.145114013032201	-0.0967239910593762	False	0.009751681324366272	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7.0	21165800.0	19729800.0	20402800.0	20602900.0	20588900.0	19912600.0	0	0.14534803358755183	-0.045079784362579624	False	0.009777547853078118	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77330	BORD_ECOLI	borD	Lipoprotein bor homolog from lambdoid prophage DLP12	3	3.0	448753000.0	381556000.0	447972000.0	425113000.0	424018000.0	421462000.0	0	0.14555113616929208	-0.10488530792384691	False	0.009803414381789964	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3.0	1248670.0	1249080.0	1271890.0	1333920.0	1196390.0	1361720.0	0	0.14566232229847406	0.08580361864232776	False	0.00982928091050181	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P08395	SPPA_ECOLI	sppA	Protease 4	12	12.0	9518670.0	9373380.0	8954920.0	9805940.0	9077990.0	9541500.0	0	0.14680771709745824	0.05996188434929854	False	0.009855147439213658	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76406	YEGR_ECOLI	yegR	Uncharacterized protein YegR	2	2.0	95476.4	2301230.0	86879.9	2125450.0	1912780.0	1742140.0	2	0.1470799952316402	1.5579504483549242	False	0.009881013967925505	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ADL3	YICN_ECOLI	yicN	Uncharacterized protein YicN	2	2.0	248363.0	445884.0	245423.0	327677.0	341755.0	332652.0	0	0.1476607207947085	0.4048466733504654	False	0.009906880496637353	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P35340	AHPF_ECOLI	ahpF	Alkyl hydroperoxide reductase subunit F	24	24.0	63321000.0	63076200.0	62904900.0	65472900.0	61101300.0	64013600.0	0	0.1479537190633021	0.039767880873174816	False	0.009932747025349199	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	19	19.0	110508000.0	93989700.0	110565000.0	104523000.0	111001000.0	106632000.0	0	0.14838302829469088	-0.12201123756345812	False	0.009958613554061045	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77252	YKGE_ECOLI	ykgE	Uncharacterized protein YkgE	2	2.0	2072260.0	1362290.0	2047700.0	1910980.0	1949060.0	1722510.0	0	0.15024422039956079	-0.28075362877669546	False	0.009984480082772891	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	4	4.0	1149370.0	1091770.0	1194340.0	1106100.0	1105210.0	971364.0	0	0.15040614616766915	-0.12201048005050036	False	0.01001034661148474	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4.0	8388060.0	9568170.0	7865390.0	8543940.0	8576930.0	10607900.0	0	0.15077809484475316	0.209949911043695	False	0.010036213140196587	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AE12	AMN_ECOLI	amn	AMP nucleosidase	10	10.0	5287920.0	4433070.0	5556890.0	5313730.0	5280440.0	4650330.0	0	0.15140033473337405	-0.1635402818541943	False	0.010062079668908434	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7.0	12795700.0	10657100.0	12810500.0	12306400.0	12631600.0	11926500.0	0	0.15296704986999599	-0.1321859231610153	False	0.01008794619762028	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACL9	PDHR_ECOLI	pdhR	Pyruvate dehydrogenase complex repressor	4	4.0	6055030.0	5944170.0	6204770.0	6020900.0	6089650.0	6072600.0	0	0.15372340597531164	-0.024723829101488685	False	0.010113812726332126	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8A4	PSRP_ECOLI	ppsR	Phosphoenolpyruvate synthase regulatory protein	5	5.0	8062220.0	8150590.0	8209970.0	7889810.0	8726530.0	7568380.0	0	0.15456342764265957	-0.08253073577938408	False	0.010139679255043974	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	2	2.0	1635630.0	1532760.0	1692040.0	1556840.0	1907070.0	1013610.0	0	0.15477438093536486	-0.3513648904531616	False	0.01016554578375582	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	3	3.0	10050000.0	8301780.0	10139800.0	9355580.0	10736700.0	10041600.0	0	0.15540826478808992	-0.1590117615386519	False	0.010191412312467668	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	7	7.0	8892390.0	7270190.0	10218400.0	8838560.0	9226790.0	8780130.0	0	0.1559391483472638	-0.18721524837362885	False	0.010217278841179513	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P33018	SFGH2_ECOLI	yeiG	S-formylglutathione hydrolase YeiG	1	1.0	2269390.0	2474230.0	2932720.0	100534.0	2592370.0	136459.0	2	0.15735451297625344	-1.523508997611773	False	0.010243145369891361	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A867	TALA_ECOLI	talA	Transaldolase A	14	14.0	21936500.0	22728200.0	22426300.0	22547700.0	22424100.0	22544300.0	0	0.1580648394139328	0.022149887613795875	False	0.010269011898603209	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P75691	YAHK_ECOLI	yahK	Uncharacterized zinc-type alcohol dehydrogenase-like protein YahK	4	4.0	3594860.0	3800970.0	3763810.0	4301130.0	3964370.0	4235640.0	0	0.15897119889664632	0.12381680529991498	False	0.010294878427315055	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2.0	45555500.0	27191000.0	44902400.0	41499500.0	43459400.0	37460000.0	0	0.15928697089948068	-0.33523117933788205	False	0.010320744956026903	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P75946	YCFL_ECOLI	ycfL	Uncharacterized protein YcfL	3	3.0	1523960.0	2106350.0	1705880.0	1742750.0	1364460.0	1650350.0	0	0.15948706106449625	0.2594422765875844	False	0.010346611484738748	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	16	16.0	144014000.0	151528000.0	143532000.0	146495000.0	144763000.0	145861000.0	0	0.15977693818934166	0.03811983579344957	False	0.010372478013450596	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEV7	HYCH_ECOLI	hycH	Formate hydrogenlyase maturation protein HycH	1	1.0	4048160.0	4241470.0	4883520.0	3726010.0	4273930.0	3185960.0	0	0.16018655046041472	-0.2436622026883699	False	0.010398344542162442	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	7	7.0	26731900.0	21611200.0	25877300.0	25420000.0	28582500.0	25749500.0	0	0.16021004617253026	-0.15777632528395857	False	0.01042421107087429	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
Q46920	QUEF_ECOLI	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase	11	11.0	21951600.0	23029000.0	21005000.0	21983200.0	21660900.0	21954700.0	0	0.1611567181650786	0.051523250088437236	False	0.010450077599586136	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AD49	RAIA_ECOLI	raiA	Ribosome-associated inhibitor A	7	7.0	50999300.0	43250900.0	47572600.0	48234200.0	50311200.0	47472200.0	0	0.16149876672698993	-0.09953837294389137	False	0.010475944128297983	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P69786	PTGCB_ECOLI	ptsG	PTS system glucose-specific EIICB component	13	13.0	39477800.0	45054800.0	39909000.0	42109600.0	40379000.0	40746100.0	0	0.16162720693023339	0.09491870314849625	False	0.010501810657009829	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	14	14.0	37643300.0	40585500.0	38666100.0	38578400.0	38092200.0	39027000.0	0	0.16193057131184177	0.04701173128106104	False	0.010527677185721677	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	36	36.0	664009000.0	579419000.0	633839000.0	636450000.0	643758000.0	620064000.0	0	0.1623100868198012	-0.08073706143826666	False	0.010553543714433525	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AE91	CREA_ECOLI	creA	Protein CreA	6	6.0	21338100.0	19550500.0	21496500.0	21408000.0	21960100.0	20480900.0	0	0.1625203418783209	-0.07671168290707112	False	0.010579410243145371	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFC7	NUOB_ECOLI	nuoB	NADH-quinone oxidoreductase subunit B	9	9.0	65201400.0	61284700.0	61982900.0	62827200.0	63341800.0	60172300.0	0	0.1630586549417493	-0.04805626103356611	False	0.010605276771857217	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5.0	89332300.0	102819000.0	80603000.0	88029300.0	87560400.0	93740200.0	0	0.16319801098987083	0.14432902436924477	False	0.010631143300569064	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACP1	CRA_ECOLI	cra	Catabolite repressor/activator	11	11.0	14423400.0	16743700.0	13942600.0	15045800.0	14800100.0	14966700.0	0	0.16371224547454635	0.1152589298935408	False	0.010657009829280912	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4.0	41553000.0	47531300.0	42834700.0	43093800.0	41904600.0	44097800.0	0	0.16393100654295747	0.09322841765658982	False	0.010682876357992758	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37613	YHHK_ECOLI	yhhK	Uncharacterized protein YhhK	5	5.0	22035200.0	18470900.0	22999100.0	21281100.0	20691600.0	20459600.0	0	0.164142492447923	-0.12642053753837643	False	0.010708742886704606	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	2	2.0	915310.0	944912.0	963542.0	819216.0	1067320.0	885106.0	0	0.1644970107886274	-0.15326637971853146	False	0.01073460941541645	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76578	YFHM_ECOLI	yfhM	Uncharacterized lipoprotein YfhM	10	10.0	3637470.0	4171290.0	3760930.0	3731840.0	3701770.0	3997560.0	0	0.16459661625989577	0.10046345143786203	False	0.010760475944128298	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14.0	1052480000.0	979283000.0	1081260000.0	1024460000.0	1019560000.0	1028210000.0	0	0.16510664481425658	-0.056615042627545124	False	0.010786342472840146	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3.0	4251960.0	4195240.0	4284290.0	3404870.0	4142860.0	3359440.0	0	0.166145066951722	-0.21026491786451865	False	0.010812209001551993	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P33916	YEJF_ECOLI	yejF	Uncharacterized ABC transporter ATP-binding protein YejF	3	3.0	592949.0	563215.0	764860.0	531929.0	660465.0	615964.0	0	0.1661585543169975	-0.23819122611040527	False	0.01083807553026384	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AD61	KPYK1_ECOLI	pykF	Pyruvate kinase I	29	29.0	391969000.0	356624000.0	388992000.0	382757000.0	387447000.0	378105000.0	0	0.16632273237373973	-0.06428738407234266	False	0.010863942058975685	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P23893	GSA_ECOLI	hemL	Glutamate-1-semialdehyde 2,1-aminomutase	13	13.0	138666000.0	136255000.0	135369000.0	129100000.0	136716000.0	132725000.0	0	0.16638127619207754	-0.04520569693329517	False	0.010889808587687533	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P32664	NUDC_ECOLI	nudC	NADH pyrophosphatase	5	5.0	2683940.0	3440710.0	2608780.0	2850540.0	2975850.0	3058820.0	0	0.16672018817836587	0.17733932044213568	False	0.01091567511639938	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	14	14.0	3629330.0	4416030.0	3641780.0	3946130.0	3700050.0	3794990.0	0	0.1671673213189498	0.1480889850160824	False	0.010941541645111227	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AD05	YECA_ECOLI	yecA	Uncharacterized protein YecA	5	5.0	40130700.0	38604000.0	38007700.0	37433100.0	40015000.0	34376900.0	0	0.1673972859811825	-0.09773803414344048	False	0.010967408173823074	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	7	7.0	4059640.0	4846490.0	4226350.0	4579860.0	4645210.0	4571780.0	0	0.16746008833351245	0.11437794971504685	False	0.01099327470253492	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACI6	ASNC_ECOLI	asnC	Regulatory protein AsnC	2	2.0	464634.0	277900.0	410069.0	409870.0	458584.0	392433.0	0	0.16758193254937154	-0.30368490461386843	False	0.011019141231246766	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00509	AAT_ECOLI	aspC	Aspartate aminotransferase	27	27.0	100378000.0	100537000.0	99221900.0	100296000.0	99851500.0	100674000.0	0	0.16782103745890328	0.009869619900663306	False	0.011045007759958614	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8C1	YBJQ_ECOLI	ybjQ	UPF0145 protein YbjQ	2	2.0	95476.4	11801400.0	12343000.0	13433500.0	342452.0	13048400.0	1	0.16838963090288417	1.5827225580159565	False	0.011070874288670462	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7.0	48027600.0	48212900.0	48891400.0	44881600.0	47909900.0	44914900.0	0	0.1686307877375388	-0.06958298070836991	False	0.011096740817382308	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ADN2	YIFE_ECOLI	yifE	UPF0438 protein YifE	6	6.0	41501400.0	29673400.0	44550300.0	39358900.0	43692500.0	40033100.0	0	0.16863510045199084	-0.2504765542820945	False	0.011122607346094155	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	18	18.0	143958000.0	146048000.0	141157000.0	148463000.0	145422000.0	144537000.0	0	0.1700503714562951	0.02824144756910574	False	0.011148473874806001	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	11	11.0	52144500.0	50798600.0	52413500.0	50351200.0	50766700.0	51099800.0	0	0.1716259649243385	-0.02884883001167711	False	0.011174340403517849	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	2	2.0	1021750.0	1489330.0	1306860.0	1200290.0	1124670.0	1350090.0	0	0.17281984336403586	0.2262844134533548	False	0.011200206932229695	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3.0	14111500.0	16329300.0	15184300.0	14835700.0	14676700.0	15503800.0	0	0.1734541770254278	0.0858568141467803	False	0.011226073460941543	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76008	LDCA_ECOLI	ldcA	Murein tetrapeptide carboxypeptidase	5	5.0	7258410.0	7355470.0	7201000.0	7594260.0	6470640.0	7516580.0	0	0.17387187574001917	0.1021874291193251	False	0.011251939989653388	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	4	4.0	6765780.0	6931070.0	7443880.0	6307120.0	7468640.0	6910850.0	0	0.17434486247904765	-0.10554052254225527	False	0.011277806518365236	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13.0	13512300.0	13527900.0	13061400.0	13709700.0	13595100.0	14117100.0	0	0.17577349450421248	0.04197593929008464	False	0.011303673047077084	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P64448	YNBE_ECOLI	ynbE	Uncharacterized protein YnbE	2	2.0	1417050.0	1415440.0	1567300.0	1169780.0	1387000.0	1331350.0	0	0.17605671442080206	-0.1584881511457914	False	0.01132953957578893	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P31802	NARP_ECOLI	narP	Nitrate/nitrite response regulator protein NarP	5	5.0	11803400.0	12220000.0	12020100.0	11845300.0	11659800.0	12361600.0	0	0.17611751833390069	0.037864035475954676	False	0.011355406104500778	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AES6	GYRB_ECOLI	gyrB	DNA gyrase subunit B	39	39.0	35477000.0	34813600.0	34952700.0	35209400.0	35390700.0	34515600.0	0	0.17659329911811406	-0.017582032535623078	False	0.011381272633212623	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2.0	15731000.0	11406900.0	16238200.0	14929200.0	15643900.0	14516000.0	0	0.1767934872153144	-0.22094832119336363	False	0.01140713916192447	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77434	ALAC_ECOLI	alaC	Glutamate-pyruvate aminotransferase AlaC	6	6.0	8299820.0	9460950.0	8563300.0	8709520.0	8774260.0	8850610.0	0	0.17681547733828318	0.07583650464990607	False	0.011433005690636317	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P04335	FRSA_ECOLI	frsA	Esterase FrsA	13	13.0	20202600.0	19737800.0	19950500.0	18910100.0	20209200.0	19889800.0	0	0.17682136455603528	-0.04428171623937652	False	0.011458872219348165	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACK5	DEOR_ECOLI	deoR	Deoxyribose operon repressor	2	2.0	726305.0	632313.0	86879.9	781477.0	87205.2	772288.0	2	0.1768824755687268	1.2797227785514977	False	0.011484738748060011	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	1	1.0	743760.0	507980.0	783377.0	643916.0	676879.0	705295.0	0	0.17688689666788496	-0.2470125024630204	False	0.011510605276771857	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12.0	5589510.0	6195610.0	5445580.0	6199270.0	6128020.0	6008340.0	0	0.1771149128028705	0.10064721922113912	False	0.011536471805483705	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	18	18.0	26674300.0	26809300.0	27537800.0	25221000.0	26293000.0	25263700.0	0	0.17734052776061424	-0.05872375258737137	False	0.011562338334195552	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	3	3.0	21739100.0	21747100.0	23524300.0	20843200.0	22225800.0	21726100.0	0	0.17752396075437707	-0.06946999608820353	False	0.0115882048629074	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P25553	ALDA_ECOLI	aldA	Lactaldehyde dehydrogenase	2	2.0	481817.0	477528.0	478419.0	361449.0	487972.0	401048.0	0	0.17777185241221075	-0.2238996185872146	False	0.011614071391619246	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	2	2.0	788726.0	781545.0	776574.0	100534.0	807780.0	136459.0	2	0.1778779618428714	-1.2202609307941994	False	0.011639937920331092	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P30014	RNT_ECOLI	rnt	Ribonuclease T	4	4.0	12647500.0	15052400.0	14461100.0	14539900.0	13710700.0	14335100.0	0	0.17790636218298264	0.1058696687357597	False	0.011665804449042938	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P31678	OTSB_ECOLI	otsB	Trehalose-6-phosphate phosphatase	1	1.0	954108.0	535128.0	998291.0	838829.0	985117.0	889862.0	0	0.17811466398336406	-0.37583809531615886	False	0.011691670977754786	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AF28	NARL_ECOLI	narL	Nitrate/nitrite response regulator protein NarL	11	11.0	36113700.0	32374200.0	36695900.0	35649300.0	36785300.0	35310000.0	0	0.17828801488327575	-0.08487262232529333	False	0.011717537506466633	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AED5	UVRY_ECOLI	uvrY	Response regulator UvrY	5	5.0	16319000.0	15804800.0	18035900.0	15753700.0	15991400.0	15045700.0	0	0.17842093825738786	-0.11142577969598408	False	0.01174340403517848	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P23837	PHOQ_ECOLI	phoQ	Sensor protein PhoQ	6	6.0	2670750.0	2597790.0	2617480.0	2599040.0	2642940.0	2459010.0	0	0.17852802691208672	-0.05097302773133339	False	0.011769270563890325	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13.0	55028500.0	49279500.0	53221800.0	53008600.0	54340600.0	52998900.0	0	0.17898150335509128	-0.06630945573544902	False	0.011795137092602173	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37685	ALDB_ECOLI	aldB	Aldehyde dehydrogenase B	5	5.0	6977190.0	7291760.0	8176360.0	6971680.0	8737200.0	6573160.0	0	0.17917981128733215	-0.19733225898818554	False	0.011821003621314021	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACB2	HEM2_ECOLI	hemB	Delta-aminolevulinic acid dehydratase	12	12.0	67123200.0	72764500.0	70065400.0	69746600.0	69350900.0	70291100.0	0	0.17932906884271366	0.04309534712964334	False	0.011846870150025867	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	4	4.0	5249940.0	3626310.0	5729190.0	4339420.0	4652460.0	5076700.0	0	0.17936186923721445	-0.2612518422560969	False	0.011872736678737715	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77213	CAAL_ECOLI	ybdK	Carboxylate-amine ligase YbdK	1	1.0	1262990.0	1344840.0	1698410.0	1163510.0	1653750.0	1296150.0	0	0.18042404417780308	-0.27867067618264285	False	0.01189860320744956	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P24224	ACPS_ECOLI	acpS	Holo-[acyl-carrier-protein] synthase	1	1.0	6066240.0	5365070.0	6476570.0	5872580.0	5659030.0	5555440.0	0	0.1805292992894569	-0.11621658120889163	False	0.011924469736161408	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
