Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0ADX9	RSMD_ECOLI	rsmD	Ribosomal RNA small subunit methyltransferase D	5	5.0	4101110.0	5570920.0	4501430.0	4979460.0	4754520.0	5679360.0	0	0.030328753677010382	-0.2810373945584128	False	0.004488517745302714	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2.0	1800720.0	1988110.0	1633100.0	1902350.0	1716260.0	1875270.0	0	0.030441283834057822	-0.16290843637327915	False	0.004514613778705637	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10.0	105087000.0	100264000.0	104643000.0	100158000.0	108003000.0	100875000.0	0	0.03050808361855078	0.07662862912057422	False	0.00454070981210856	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	38	38.0	79156400.0	80812000.0	79082300.0	80608900.0	80075900.0	81131600.0	0	0.03072065971887378	-0.025429710669799543	False	0.004566805845511482	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8.0	20540400.0	22642000.0	21544700.0	22959100.0	20735500.0	21796600.0	0	0.030829983862106995	-0.1014616368876298	False	0.004592901878914406	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ADY7	RL16_ECOLI	rplP	50S ribosomal protein L16	7	7.0	498197000.0	471898000.0	479369000.0	446522000.0	496121000.0	460714000.0	0	0.0309039133036947	0.09566750002011397	False	0.004618997912317327	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8U0	SYDP_ECOLI	syd	Protein syd	4	4.0	2666940.0	3435880.0	2617950.0	3649330.0	2691280.0	4103830.0	0	0.030922791440107872	-0.48831819688166583	False	0.004645093945720251	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	5	5.0	51971700.0	45195900.0	50368200.0	46967400.0	48947400.0	47724500.0	0	0.030923527470734593	0.11302073722923642	False	0.004671189979123174	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	8	8.0	121277000.0	119910000.0	123658000.0	116447000.0	122506000.0	118431000.0	0	0.031164509450464478	0.050555400840436915	False	0.004697286012526096	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	30	30.0	442412000.0	420287000.0	428231000.0	415386000.0	433507000.0	413858000.0	0	0.03134792902031772	0.06172312007407585	False	0.004723382045929019	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEH5	ELAB_ECOLI	elaB	Protein ElaB	3	3.0	46690700.0	45259100.0	47846300.0	45577300.0	48754500.0	44609700.0	0	0.03143082665086011	0.08123417843995918	False	0.004749478079331942	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	27	27.0	1723060000.0	1508150000.0	1735580000.0	1609270000.0	1643400000.0	1579040000.0	0	0.031465902542385085	0.11950048797610385	False	0.004775574112734864	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P24216	FLID_ECOLI	fliD	Flagellar hook-associated protein 2	8	8.0	6977100.0	6690700.0	7157600.0	6868600.0	6969470.0	6750940.0	0	0.03166746926731191	0.0553208034331551	False	0.004801670146137788	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFG0	NUSG_ECOLI	nusG	Transcription antitermination protein NusG	9	9.0	168002000.0	163581000.0	174285000.0	161068000.0	167633000.0	158177000.0	0	0.03180261385905306	0.07876755745383464	False	0.004827766179540709	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10.0	100672000.0	106679000.0	101429000.0	105140000.0	101299000.0	103790000.0	0	0.03188108164092639	-0.056917260673379544	False	0.004853862212943633	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21369	PNCA_ECOLI	pncA	Pyrazinamidase/nicotinamidase	2	2.0	5012480.0	6005490.0	5406640.0	6568180.0	5581390.0	5955640.0	0	0.03217153581175106	-0.21169126857087395	False	0.004879958246346555	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
Q46871	YQJH_ECOLI	yqjH	NADPH-dependent ferric-chelate reductase	4	4.0	17014300.0	16849500.0	17341600.0	16876400.0	17226800.0	16664500.0	0	0.03247904839220769	0.03373838178328708	False	0.004906054279749478	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEM0	FKBX_ECOLI	fkpB	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase	4	4.0	32395700.0	28124200.0	31356500.0	30070800.0	31356100.0	29592100.0	0	0.03260820541571195	0.11556229257378604	False	0.004932150313152401	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P69795	PTQB_ECOLI	chbB	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component	1	1.0	1339490.0	1963700.0	1617640.0	1936410.0	1449230.0	2399290.0	0	0.03282525760025584	-0.5156270543757397	False	0.004958246346555324	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	15	15.0	911606000.0	942822000.0	936876000.0	966377000.0	921229000.0	957345000.0	0	0.03291236059599898	-0.049576974869985746	False	0.004984342379958246	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22.0	106794000.0	110506000.0	106123000.0	109562000.0	104983000.0	107768000.0	0	0.03291764390690398	-0.04440127045001046	False	0.00501043841336117	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	11	11.0	111347000.0	108646000.0	111056000.0	108640000.0	112200000.0	106117000.0	0	0.03312558833723079	0.04911731859987729	False	0.005036534446764092	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	2	2.0	3227630.0	3070050.0	3542890.0	2993450.0	3308950.0	2851410.0	0	0.03328076078488393	0.17712764246894463	False	0.005062630480167015	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15.0	659806000.0	701106000.0	657913000.0	684484000.0	664555000.0	681514000.0	0	0.03344214990345362	-0.06045458240879039	False	0.0050887265135699375	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16.0	204771000.0	201027000.0	204807000.0	193878000.0	208662000.0	194173000.0	0	0.03345686410367486	0.0697083248863088	False	0.005114822546972861	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7L0	RL1_ECOLI	rplA	50S ribosomal protein L1	14	14.0	1524830000.0	1586750000.0	1477030000.0	1570290000.0	1519800000.0	1576630000.0	0	0.03346403377440461	-0.06610661977181874	False	0.005140918580375783	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AF93	RIDA_ECOLI	ridA	Enamine/imine deaminase	5	5.0	447163000.0	414853000.0	444386000.0	426958000.0	447764000.0	406245000.0	0	0.033628450284328024	0.10181049158211072	False	0.005167014613778706	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A809	RUVA_ECOLI	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	2	2.0	2653780.0	2020830.0	2646160.0	2356160.0	2495250.0	2208290.0	0	0.034086944238580615	0.24333940376628568	False	0.005193110647181629	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	20	20.0	77614800.0	80485900.0	76597900.0	80014300.0	77742700.0	78557100.0	0	0.03418181690894797	-0.043509028370681685	False	0.005219206680584551	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACB0	DNAB_ECOLI	dnaB	Replicative DNA helicase	17	17.0	9539380.0	8548320.0	9139540.0	8982240.0	9505360.0	8901950.0	0	0.03426357353816253	0.09257728453265422	False	0.0052453027139874745	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8.0	703825000.0	680347000.0	701769000.0	683849000.0	699410000.0	667016000.0	0	0.034405802073123624	0.05148215147125049	False	0.005271398747390397	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		2	2.0	149116.0	956334.0	104247.0	568134.0	130701.0	1007820.0	3	0.03457963756751184	-2.7210228482511574	False	0.00529749478079332	False	True	Human	True	False	False	False	diann231	manual	min	1.0
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	10	10.0	20143000.0	16948000.0	18960400.0	18250200.0	18802200.0	17250300.0	0	0.03481352493919368	0.14280136367897422	False	0.005323590814196243	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4.0	9207890.0	9718910.0	8953090.0	9331430.0	8689100.0	9871840.0	0	0.03499190531586832	-0.10724991232439621	False	0.005349686847599165	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEE5	DGAL_ECOLI	mglB	D-galactose-binding periplasmic protein	4	4.0	8591200.0	7672000.0	9428060.0	7759590.0	9649640.0	8348660.0	0	0.03532615035683335	0.21850140744459112	False	0.005375782881002088	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P24255	RP54_ECOLI	rpoN	RNA polymerase sigma-54 factor	7	7.0	3076360.0	3209710.0	2753160.0	3222600.0	2850740.0	3492500.0	0	0.035532712790761894	-0.19330122725775103	False	0.0054018789144050115	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33025	PSUG_ECOLI	psuG	Pseudouridine-5'-phosphate glycosidase	5	5.0	4396040.0	4006050.0	4232200.0	4043660.0	4342380.0	4198600.0	0	0.035983608761087416	0.08266474007896991	False	0.005427974947807933	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3.0	5425720.0	5086080.0	5554560.0	4980080.0	5245070.0	4990550.0	0	0.03625955690552603	0.10784303405107848	False	0.005454070981210857	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	7	7.0	312162000.0	293158000.0	302667000.0	298228000.0	306281000.0	296053000.0	0	0.03633864735755764	0.053725498669225435	False	0.005480167014613779	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7F6	SPED_ECOLI	speD	S-adenosylmethionine decarboxylase proenzyme	5	5.0	25370000.0	27323100.0	25904900.0	27172100.0	24418200.0	29271400.0	0	0.036386855900894806	-0.14621332358608277	False	0.005506263048016702	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AF50	YJBR_ECOLI	yjbR	Uncharacterized protein YjbR	4	4.0	29940500.0	29510500.0	30469400.0	28604700.0	30531800.0	29419500.0	0	0.03731491170918915	0.05508693789532736	False	0.005532359081419625	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	12	12.0	43055700.0	41481700.0	44126000.0	42641200.0	45103000.0	41028900.0	0	0.03751049101485676	0.07996716889913846	False	0.005558455114822547	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	9	9.0	47887000.0	46506200.0	46789100.0	46153100.0	47707200.0	45712000.0	0	0.037596469172962305	0.04123520355280146	False	0.00558455114822547	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33590	NIKA_ECOLI	nikA	Nickel-binding periplasmic protein	18	18.0	18540900.0	17266600.0	18241300.0	17664200.0	18036000.0	17832700.0	0	0.03805634829842615	0.0551146897677192	False	0.005610647181628393	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5.0	6519970.0	9117070.0	7070160.0	7886710.0	6768370.0	8091060.0	0	0.03829724959402825	-0.3017594792026732	False	0.005636743215031315	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	15	15.0	152365000.0	149590000.0	151078000.0	148774000.0	153485000.0	146046000.0	0	0.03864288487015575	0.04007557163100138	False	0.005662839248434239	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75823	LTAE_ECOLI	ltaE	Low specificity L-threonine aldolase	10	10.0	19232900.0	20658100.0	19979900.0	20459700.0	19547400.0	20427700.0	0	0.03930909411173722	-0.06681406920360362	False	0.005688935281837161	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	4	4.0	13711200.0	13039400.0	13657700.0	13443500.0	14158600.0	13187900.0	0	0.039316378086458936	0.06598953147392209	False	0.005715031315240084	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	11	11.0	16921200.0	17313500.0	16502100.0	17139200.0	16657100.0	17048200.0	0	0.039335965628909314	-0.04035155887406167	False	0.005741127348643006	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11.0	927824000.0	944391000.0	891270000.0	975274000.0	879142000.0	947747000.0	0	0.0397562636161899	-0.0877326725708664	False	0.00576722338204593	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7R5	RS10_ECOLI	rpsJ	30S ribosomal protein S10	11	11.0	1762680000.0	1616850000.0	1748670000.0	1666840000.0	1698100000.0	1679250000.0	0	0.03983817013494617	0.06993605148129302	False	0.005793319415448852	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	16	15.0	57193400.0	53706000.0	57028600.0	54244800.0	55343900.0	53838900.0	0	0.040203080348987306	0.06772630601134083	False	0.005819415448851775	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	9	9.0	200494000.0	214748000.0	207478000.0	215848000.0	207968000.0	217019000.0	0	0.040560772119412586	-0.07234657976752168	False	0.005845511482254698	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	21	21.0	24982700.0	25952100.0	25413400.0	25618200.0	25388900.0	25812900.0	0	0.04106035104999372	-0.030108062867615682	False	0.00587160751565762	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33602	NUOG_ECOLI	nuoG	NADH-quinone oxidoreductase subunit G	30	30.0	68311000.0	69476800.0	68447700.0	70218900.0	67721100.0	68960300.0	0	0.041181656984243115	-0.029168076252274	False	0.005897703549060543	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEK4	FABI_ECOLI	fabI	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	16	16.0	302576000.0	313946000.0	299662000.0	312372000.0	307414000.0	310814000.0	0	0.041243358887788274	-0.04293754558387879	False	0.005923799582463466	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64624	YHEO_ECOLI	yheO	Uncharacterized protein YheO	5	5.0	10698600.0	9955020.0	10302400.0	10256300.0	10696800.0	9779120.0	0	0.041395813143623936	0.07988002430995854	False	0.0059498956158663885	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	2	2.0	8884080.0	10050900.0	8152800.0	9169420.0	8849680.0	9865500.0	0	0.04178587965341056	-0.16811271596944724	False	0.005975991649269312	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	12	12.0	90446300.0	84852600.0	89153200.0	87355000.0	87759400.0	85686300.0	0	0.04207807851223091	0.0520000535494299	False	0.0060020876826722335	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2.0	11040000.0	10379500.0	10441200.0	9857970.0	11026200.0	10000900.0	0	0.042348275684331346	0.10438779816548402	False	0.006028183716075157	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P22564	RIHC_ECOLI	rihC	Non-specific ribonucleoside hydrolase RihC	1	1.0	397066.0	471839.0	421228.0	543588.0	310434.0	492514.0	0	0.042595510283492656	-0.41788211407823467	False	0.00605427974947808	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P68191	SRA_ECOLI	sra	Stationary-phase-induced ribosome-associated protein	2	2.0	22964800.0	21587800.0	21858900.0	21369900.0	22916400.0	20624800.0	0	0.042718001707832375	0.09138037367380906	False	0.006080375782881002	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	8	8.0	14037300.0	12912400.0	14208800.0	13719000.0	14387500.0	13237300.0	0	0.04275296641312175	0.09673431815348786	False	0.0061064718162839255	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33195	GCSP_ECOLI	gcvP	Glycine dehydrogenase [decarboxylating]	15	15.0	26960500.0	26139600.0	26474200.0	26367400.0	27106700.0	25812100.0	0	0.04294083936938708	0.040366363573848485	False	0.006132567849686848	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P38506	XNI_ECOLI	ygdG	Protein Xni	3	3.0	2148040.0	2439050.0	2232560.0	2589590.0	2082620.0	2319630.0	0	0.04298176192690084	-0.18515153685774605	False	0.0061586638830897706	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AD01	DCUR_ECOLI	dcuR	Transcriptional regulatory protein DcuR	2	2.0	2680590.0	2151260.0	2595600.0	2437540.0	2627980.0	2271990.0	0	0.043009649657300725	0.2042392681160012	False	0.006184759916492694	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64506	YEBY_ECOLI	yebY	Uncharacterized protein YebY	1	1.0	2798060.0	3251350.0	2685400.0	2955100.0	2889470.0	3216940.0	0	0.04306143540028325	-0.17051358902407354	False	0.006210855949895616	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P20083	PARE_ECOLI	parE	DNA topoisomerase 4 subunit B	6	6.0	8618210.0	7939770.0	8645130.0	8292200.0	8537070.0	8221000.0	0	0.04320819265379892	0.07738428986250136	False	0.006236951983298539	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9.0	166712000.0	159402000.0	161620000.0	157415000.0	163863000.0	157894000.0	0	0.04329364516882608	0.05218052187006151	False	0.006263048016701462	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P65870	QUED_ECOLI	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	5	5.0	9735610.0	10191300.0	9220000.0	10246100.0	8894890.0	10447700.0	0	0.04331138129943148	-0.1492077733668122	False	0.006289144050104384	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3.0	1091550000.0	1208730000.0	1055880000.0	1155180000.0	1093600000.0	1132590000.0	0	0.04343348918218689	-0.1094591304282279	False	0.006315240083507308	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3.0	14217300.0	13550600.0	14901300.0	13875400.0	14775700.0	14095800.0	0	0.043669938941355325	0.08016462036307334	False	0.00634133611691023	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64483	YEAK_ECOLI	yeaK	Uncharacterized protein YeaK	3	3.0	10010300.0	10726300.0	10256200.0	11587200.0	10081700.0	11140100.0	0	0.04383813335292213	-0.14055051965835363	False	0.006367432150313153	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8.0	9165090.0	8082770.0	8575840.0	8374010.0	8879390.0	8228520.0	0	0.04422184139248749	0.10887573560373592	False	0.006393528183716075	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	7	7.0	21714500.0	23399100.0	20864200.0	22517600.0	22020600.0	22609200.0	0	0.04461319767550905	-0.08513083921244181	False	0.006419624217118999	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P25437	FRMA_ECOLI	frmA	S-(hydroxymethyl)glutathione dehydrogenase	6	6.0	44041800.0	40540600.0	48074800.0	40614600.0	48251300.0	40479100.0	0	0.045099934649173	0.20666293518125872	False	0.006445720250521921	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE52	BCP_ECOLI	bcp	Putative peroxiredoxin bcp	6	6.0	173848000.0	170504000.0	173075000.0	170698000.0	172119000.0	167929000.0	0	0.04515718097788356	0.027814372565598964	False	0.006471816283924844	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	3	3.0	2342060.0	2073340.0	2107060.0	1836040.0	2297620.0	1976570.0	0	0.04522237930268947	0.19691527866434125	False	0.006497912317327767	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17.0	34911800.0	35299400.0	34776900.0	35752900.0	33863000.0	36270000.0	0	0.04524033976465522	-0.051598639752069624	False	0.006524008350730689	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	14	14.0	10460600.0	10683100.0	10429100.0	10855400.0	10649300.0	10758300.0	0	0.04602208668674387	-0.03425431065350397	False	0.006550104384133612	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AF70	YJEI_ECOLI	yjeI	Uncharacterized protein YjeI	1	1.0	3574250.0	5521090.0	3416320.0	4681720.0	4234850.0	4514350.0	0	0.04606315079340212	-0.3907298739578176	False	0.006576200417536535	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3.0	1084420.0	1250910.0	953085.0	1162410.0	1092760.0	1214730.0	0	0.04607825971751531	-0.2129095414218485	False	0.006602296450939457	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14.0	75749100.0	72219400.0	74352200.0	73919600.0	76945400.0	72716500.0	0	0.04636267262442909	0.0530104277066543	False	0.006628392484342381	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	6	6.0	15461400.0	16770600.0	16312800.0	17591500.0	16476100.0	17988400.0	0	0.046605035256565286	-0.11766540393510462	False	0.006654488517745302	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8.0	802109000.0	874578000.0	830971000.0	849604000.0	839851000.0	873422000.0	0	0.0467343427499856	-0.07095952526695827	False	0.006680584551148226	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7D1	PTH_ECOLI	pth	Peptidyl-tRNA hydrolase	10	10.0	32204800.0	30570600.0	31302600.0	30355800.0	31430800.0	30947900.0	0	0.04699212488523208	0.04732734412602133	False	0.006706680584551149	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	10	10.0	43010700.0	45584300.0	42747300.0	44346700.0	43845100.0	44307000.0	0	0.047360049250087126	-0.05069289974666093	False	0.006732776617954071	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	7	7.0	31588500.0	29030200.0	32596100.0	30995900.0	31844600.0	29657500.0	0	0.047727984519995104	0.0986289681537208	False	0.006758872651356994	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P23869	PPIB_ECOLI	ppiB	Peptidyl-prolyl cis-trans isomerase B	5	5.0	254133000.0	272164000.0	256263000.0	266684000.0	255915000.0	262372000.0	0	0.04812727932310898	-0.06426841906155857	False	0.006784968684759917	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	17	17.0	9701190.0	9282130.0	10040800.0	9649820.0	9816620.0	9357290.0	0	0.04860193251988957	0.0633250092696383	False	0.0068110647181628394	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14.0	97834900.0	102583000.0	98572000.0	101495000.0	98428900.0	99925700.0	0	0.04872241833205639	-0.044177170503193926	False	0.006837160751565763	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	5	5.0	1485310.0	1414070.0	1482840.0	1330990.0	1530990.0	1427540.0	0	0.04923669384256211	0.10870263459284836	False	0.0068632567849686845	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACB4	HEMG_ECOLI	hemG	Protoporphyrinogen IX dehydrogenase [menaquinone]	9	9.0	7429820.0	7592370.0	7492520.0	8011100.0	7072800.0	7905420.0	0	0.049792349037284585	-0.0960216379567299	False	0.006889352818371608	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8G0	UVRC_ECOLI	uvrC	UvrABC system protein C	2	2.0	1756900.0	1514640.0	1639810.0	1641640.0	1768520.0	1531620.0	0	0.04984035315265865	0.13989079636210086	False	0.0069154488517745305	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	4	4.0	62986600.0	75532600.0	70026400.0	75485100.0	69803500.0	77946500.0	0	0.05088099798225131	-0.17494701486529388	False	0.006941544885177453	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
