Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0ADA1	TESA_ECOLI	tesA	Acyl-CoA thioesterase I	5	5.0	5384590.0	4784850.0	5037710.0	5114740.0	5006490.0	5280740.0	0	0.6853865873713294	0.02342176990532473	False	0.038348006214396685	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33898	G3P3_ECOLI	gapC	Putative glyceraldehyde-3-phosphate dehydrogenase C	9	9.0	6239070.0	6819200.0	6971260.0	7050240.0	6806420.0	6504420.0	0	0.6869160783738973	-0.025511585548876503	False	0.03837389953392025	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5.0	34163100.0	33209200.0	35503400.0	33606900.0	33375300.0	35119400.0	0	0.6872622261828483	0.015573129526683304	False	0.03839979285344382	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	7	7.0	34043600.0	33277600.0	35029400.0	36667600.0	36133900.0	33626500.0	0	0.6873918025640722	0.022599473041348836	False	0.03842568617296738	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37095	PEPB_ECOLI	pepB	Peptidase B	17	17.0	48400600.0	47517600.0	48710900.0	49717000.0	48192300.0	48980700.0	0	0.6881034203700194	-0.009021850130401769	False	0.03845157949249094	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29.0	365171000.0	404311000.0	419797000.0	416699000.0	418928000.0	408278000.0	0	0.6881255416095862	-0.030112184190735424	False	0.038477472812014496	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P36672	PTTBC_ECOLI	treB	PTS system trehalose-specific EIIBC component	3	3.0	7916080.0	7011730.0	6989300.0	7404730.0	6317720.0	7463610.0	0	0.6893666136428115	-0.04398195154046799	False	0.03850336613153807	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3.0	1741970.0	2639360.0	2752730.0	2573130.0	2637480.0	2368290.0	0	0.6900428713831923	-0.08800318374066624	False	0.03852925945106163	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37666	GHRB_ECOLI	ghrB	Glyoxylate/hydroxypyruvate reductase B	10	10.0	88748200.0	99348900.0	100482000.0	98504700.0	99779300.0	96466400.0	0	0.6903755273356373	-0.026268665245570116	False	0.03855515277058519	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	1	1.0	73874.6	76434.8	217835.0	102425.0	273563.0	275514.0	3	0.6904160450481371	0.3150671192187144	False	0.038581046090108755	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEU0	HISJ_ECOLI	hisJ	Histidine-binding periplasmic protein	11	11.0	19535300.0	18377900.0	18404800.0	18784400.0	18235800.0	18438900.0	0	0.691352415909928	0.014835313243451768	False	0.038606939409632314	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21338	RNI_ECOLI	rna	Ribonuclease I	5	5.0	3853220.0	3757910.0	3355890.0	3215130.0	3420550.0	3368880.0	0	0.6914040870212954	0.03959140160604354	False	0.03863283272915588	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3.0	98217900.0	84857400.0	82046500.0	87477400.0	93787300.0	94419600.0	0	0.6915474937802775	0.0389360161682845	False	0.03865872604867945	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	16	16.0	12265500.0	12363900.0	11647400.0	11784300.0	11632700.0	11764000.0	0	0.6918882219982014	-0.0148030485743018	False	0.038684619368203006	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76002	PLIG_ECOLI	pliG	Inhibitor of g-type lysozyme	8	8.0	6774010.0	7316600.0	6982220.0	6584830.0	6770820.0	6923860.0	0	0.6919748223355378	-0.020810277214436287	False	0.038710512687726566	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33219	YEBF_ECOLI	yebF	Protein YebF	2	2.0	701949.0	728483.0	118697.0	102425.0	131226.0	456693.0	3	0.6938381843609862	-0.43584611258012523	False	0.038736406007250125	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	9	9.0	21184800.0	20753200.0	21014000.0	21492500.0	20335200.0	20744000.0	0	0.6939344832098462	-0.010475137658201012	False	0.0387622993267737	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	3	3.0	5355310.0	6680110.0	6334630.0	6747770.0	7515520.0	6623040.0	0	0.6962059408486492	-0.06215191461217851	False	0.03878819264629726	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFK0	PMBA_ECOLI	pmbA	Protein PmbA	20	20.0	35472600.0	34648000.0	33079700.0	33532100.0	33931700.0	33258800.0	0	0.6968606766818786	0.014787684836537186	False	0.03881408596582082	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFI0	OXC_ECOLI	oxc	Probable oxalyl-CoA decarboxylase	10	10.0	4047020.0	3486750.0	3898330.0	4108270.0	4063180.0	4125880.0	0	0.6970406590682481	0.034976204577497325	False	0.038839979285344384	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33218	YEBE_ECOLI	yebE	Inner membrane protein YebE	4	4.0	6058250.0	6243090.0	5622410.0	6078840.0	5859220.0	5534290.0	0	0.6979747400353014	-0.02578782976739235	False	0.03886587260486794	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76015	DHAK_ECOLI	dhaK	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	7	7.0	10612000.0	10898000.0	11350400.0	11112900.0	11426100.0	11869100.0	0	0.69821727210455	-0.02108259382287494	False	0.03889176592439151	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00547	KHSE_ECOLI	thrB	Homoserine kinase	2	2.0	3307490.0	3531530.0	3065880.0	3061180.0	3149340.0	3137810.0	0	0.6987656179781443	-0.031144706601300115	False	0.038917659243915076	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2.0	13053800.0	11197100.0	10804300.0	11020900.0	10054200.0	10472900.0	0	0.6994814578576877	0.05291953823620199	False	0.038943552563438635	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	4	4.0	5470820.0	5362810.0	5318500.0	5136170.0	5106910.0	5240920.0	0	0.7003056340723336	0.014258276945959302	False	0.038969445882962195	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AC98	YAAH_ECOLI	yaaH	Inner membrane protein YaaH	1	1.0	73874.6	76434.8	3372160.0	3896800.0	2828280.0	4420790.0	2	0.7019388796291457	-0.4199048565742032	False	0.038995339202485754	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	23	23.0	149169000.0	143070000.0	139354000.0	141796000.0	140806000.0	140425000.0	0	0.7068576855130294	0.01363330118038303	False	0.03902123252200933	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8C1	YBJQ_ECOLI	ybjQ	UPF0145 protein YbjQ	1	1.0	22701000.0	17660400.0	18918800.0	24234700.0	19541400.0	22044400.0	0	0.7071473596387475	-0.06409074938263465	False	0.03904712584153289	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1.0	1761810.0	1519400.0	1526820.0	1614970.0	1283510.0	1215810.0	0	0.7072749526214672	0.07179448243742514	False	0.039073019161056446	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	3	3.0	3757740.0	3299620.0	3070000.0	3280680.0	3627040.0	3585880.0	0	0.7087140131427828	0.04038502346092158	False	0.03909891248058001	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8.0	694804000.0	834471000.0	855897000.0	844274000.0	877797000.0	824201000.0	0	0.709622791056897	-0.04356286760304459	False	0.03912480580010357	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEA8	CYSG_ECOLI	cysG	Siroheme synthase	8	8.0	4265350.0	4017580.0	3726060.0	4082160.0	4202570.0	4333230.0	0	0.7098346149509771	-0.028001885090987323	False	0.03915069911962714	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P27306	STHA_ECOLI	sthA	Soluble pyridine nucleotide transhydrogenase	5	5.0	4315130.0	5649070.0	5947740.0	5856270.0	5870860.0	5325600.0	0	0.7102680952333886	-0.061035735186629504	False	0.039176592439150705	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	8	8.0	33925100.0	30504800.0	29247700.0	31504300.0	30817000.0	30181000.0	0	0.710541858106567	0.02789236797027906	False	0.039202485758674264	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	23	23.0	29021100.0	28132100.0	30203500.0	29898600.0	29413300.0	29794300.0	0	0.7105440440290662	0.013292030161986781	False	0.039228379078197824	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFB5	NTRB_ECOLI	glnL	Nitrogen regulation protein NR(II)	3	3.0	1981650.0	1590280.0	2015780.0	2063660.0	1945050.0	2081440.0	0	0.7105574982652798	0.05117606687308934	False	0.03925427239772138	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P24228	DACB_ECOLI	dacB	D-alanyl-D-alanine carboxypeptidase DacB	5	5.0	3991040.0	3588760.0	3536840.0	4578650.0	4208230.0	3989520.0	0	0.7107197610342078	-0.05082465150122418	False	0.03928016571724496	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	14	14.0	6031700.0	6438810.0	6677680.0	6263660.0	6527020.0	6844820.0	0	0.7110658194480728	-0.0231297779224113	False	0.039306059036768516	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77774	BAMB_ECOLI	bamB	Outer membrane protein assembly factor BamB	11	11.0	77965500.0	75609500.0	72444100.0	73034400.0	73666600.0	73138800.0	0	0.7110955296507282	0.01484258926490939	False	0.039331952356292076	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4.0	51287200.0	49135600.0	46349900.0	50595500.0	46555900.0	46813700.0	0	0.7111530770534724	-0.023340647163381065	False	0.03935784567581564	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37685	ALDB_ECOLI	aldB	Aldehyde dehydrogenase B	6	6.0	6004960.0	5419140.0	5169080.0	5970400.0	5604580.0	4927060.0	0	0.7112765656268922	0.040283598028212894	False	0.0393837389953392	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	7	7.0	60798300.0	56199000.0	57452900.0	57402500.0	55450500.0	58065600.0	0	0.7143305769078996	0.016998300295220713	False	0.03940963231486277	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11.0	19931600.0	18601600.0	19033700.0	19319300.0	19211500.0	19745300.0	0	0.7144739969877268	0.012717986556772282	False	0.039435525634386334	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77625	YFBT_ECOLI	yfbT	Sugar phosphatase YfbT	8	8.0	29358800.0	27513400.0	27764000.0	28969600.0	28292600.0	28193200.0	0	0.7158916235017778	0.012539677305392155	False	0.039461418953909894	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A890	TUSA_ECOLI	tusA	Sulfurtransferase TusA	3	3.0	25981000.0	28793400.0	30367300.0	28892900.0	29153800.0	29465300.0	0	0.7165615216946217	-0.027567296585349788	False	0.03948731227343345	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P24173	RFAC_ECOLI	rfaC	Lipopolysaccharide heptosyltransferase 1	4	4.0	1991810.0	1864160.0	2543120.0	2312620.0	1949710.0	2034970.0	0	0.7169792866980946	0.06202671658019554	False	0.03951320559295701	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	3	3.0	2670500.0	2091360.0	1885320.0	2118100.0	1863370.0	1870280.0	0	0.7170692129674567	0.07838163543850878	False	0.039539098912480586	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75821	YBJS_ECOLI	ybjS	Uncharacterized protein YbjS	2	2.0	2693220.0	2846090.0	2832470.0	2686060.0	2531070.0	2308490.0	0	0.7173763330685485	0.039228359673367935	False	0.039564992232004145	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	7	7.0	375019000.0	350609000.0	363930000.0	358421000.0	345821000.0	364463000.0	0	0.7175374209688623	0.01507640174926363	False	0.039590885551527705	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
Q57261	TRUD_ECOLI	truD	tRNA pseudouridine synthase D	11	11.0	18498200.0	17932900.0	17696600.0	17540800.0	17222800.0	17461000.0	0	0.7179732210829268	0.013101403976233626	False	0.03961677887105127	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	7	7.0	16717000.0	15794000.0	15893800.0	17677300.0	18307800.0	16396600.0	0	0.7181192010973184	0.030081302500927467	False	0.03964267219057483	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P36771	LRHA_ECOLI	lrhA	Probable HTH-type transcriptional regulator LrhA	2	2.0	7620700.0	6553020.0	6726710.0	7637410.0	6751000.0	7423420.0	0	0.7182696377512768	-0.03482179744083174	False	0.0396685655100984	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P27249	GLND_ECOLI	glnD	[Protein-PII] uridylyltransferase	2	2.0	546097.0	666983.0	617793.0	430643.0	450978.0	619041.0	0	0.7185385232705503	-0.08819396847980333	False	0.03969445882962196	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P32132	TYPA_ECOLI	typA	GTP-binding protein TypA/BipA	28	28.0	181199000.0	181197000.0	184118000.0	185743000.0	185435000.0	186171000.0	0	0.7185653784601511	-0.006166205013465843	False	0.03972035214914552	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64612	YHCM_ECOLI	yhcM	Uncharacterized protein YhcM	4	4.0	4685610.0	4287130.0	3784460.0	3688620.0	4018190.0	4132790.0	0	0.7189080007586279	0.04454755796766032	False	0.03974624546866908	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14.0	133247000.0	143192000.0	148320000.0	144655000.0	147114000.0	146897000.0	0	0.7196759461296018	-0.0202616412697327	False	0.039772138788192656	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P22255	CYSQ_ECOLI	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	7	7.0	26649900.0	26124600.0	24774200.0	24670100.0	25160200.0	24949700.0	0	0.720139895508591	0.015909435901925922	False	0.039798032107716215	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7.0	106572000.0	99967900.0	102485000.0	105046000.0	100537000.0	101913000.0	0	0.7208914439723774	0.012482418511294287	False	0.039823925427239774	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7.0	328311000.0	325054000.0	322554000.0	323986000.0	317789000.0	314392000.0	0	0.7219906336847332	0.007798588518645739	False	0.039849818746763334	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5.0	262139000.0	246294000.0	234897000.0	248643000.0	234587000.0	247911000.0	0	0.7220805608262317	-0.02196660998761718	False	0.0398757120662869	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACU7	YJDC_ECOLI	yjdC	HTH-type transcriptional regulator YjdC	5	5.0	7377280.0	7835020.0	9690100.0	8215940.0	8454290.0	8626380.0	0	0.7222093187748735	0.048535841305609596	False	0.03990160538581047	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P24186	FOLD_ECOLI	folD	Bifunctional protein FolD	8	8.0	25617800.0	25034200.0	23855200.0	23426500.0	23953000.0	24122500.0	0	0.723353053921334	0.01665534616798591	False	0.039927498705334026	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	3	3.0	2575420.0	2853610.0	2266950.0	2402160.0	2696480.0	2496560.0	0	0.7240344704113888	-0.040285517464940475	False	0.03995339202485759	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75726	CILA_ECOLI	citF	Citrate lyase alpha chain	15	15.0	32268400.0	31906500.0	32699500.0	31111800.0	31027400.0	32280100.0	0	0.724266605337206	0.0105117797608204	False	0.03997928534438115	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	17	17.0	25009400.0	25629700.0	26015600.0	26474000.0	26804000.0	26405100.0	0	0.7245276618393971	-0.012546553296888825	False	0.04000517866390471	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76291	CMOB_ECOLI	cmoB	tRNA (mo5U34)-methyltransferase	10	10.0	17120900.0	16103400.0	15167600.0	16368700.0	16423000.0	15508700.0	0	0.725036837143406	0.021805197192895205	False	0.040031071983428285	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76116	YNCE_ECOLI	yncE	Uncharacterized protein YncE	9	9.0	18783600.0	18669200.0	19532600.0	19599700.0	19368300.0	19919500.0	0	0.7250852825918493	-0.012547862595453742	False	0.040056965302951844	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	7	7.0	13853700.0	11983400.0	11527800.0	12031000.0	12016800.0	12513200.0	0	0.7251295360652777	0.03398572522383075	False	0.040082858622475404	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	11	11.0	3900450.0	4207820.0	4374040.0	4042600.0	3913690.0	3691980.0	0	0.7257368408154912	0.029389915186626505	False	0.04010875194199896	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	3	3.0	7389900.0	9215340.0	9224770.0	8951020.0	9471120.0	8720530.0	0	0.7264997497168958	-0.043638763082434466	False	0.04013464526152253	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AF98	LPTF_ECOLI	lptF	Lipopolysaccharide export system permease protein LptF	2	2.0	5629560.0	5497730.0	4835800.0	4704060.0	4733840.0	5425210.0	0	0.7266771078885685	-0.0400454525697525	False	0.040160538581046096	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25.0	76815800.0	74944300.0	74658800.0	75461500.0	74546200.0	74707800.0	0	0.7276344643652967	0.00580232722359344	False	0.040186431900569655	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P78055	FSAA_ECOLI	fsaA	Fructose-6-phosphate aldolase 1	2	2.0	1541150.0	935316.0	939345.0	1046650.0	131226.0	1122250.0	1	0.7276723027479635	-0.24922816014553734	False	0.04021232522009322	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1.0	1724240.0	2057530.0	1998370.0	2164830.0	2154070.0	1832820.0	0	0.7286899494491368	-0.043168504902483536	False	0.04023821853961678	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	28	28.0	218224000.0	219183000.0	220637000.0	217668000.0	212555000.0	217462000.0	0	0.7289879642313544	-0.006401779222793835	False	0.04026411185914034	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75949	NAGZ_ECOLI	nagZ	Beta-hexosaminidase	8	8.0	5790730.0	6026130.0	6463990.0	6111590.0	6116170.0	6505480.0	0	0.7301313674286556	-0.021227990453868358	False	0.040290005178663914	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12.0	22945100.0	22584900.0	21500700.0	20724200.0	20091100.0	22350800.0	0	0.731767284050914	-0.024888272385291035	False	0.04031589849818747	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4.0	5643410.0	6140950.0	6019490.0	6320990.0	6656610.0	6207420.0	0	0.733260912098623	-0.02729155616627858	False	0.04034179181771103	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE39	YPDB_ECOLI	ypdB	Transcriptional regulatory protein YpdB	4	4.0	6212770.0	6416650.0	6795190.0	6595730.0	6195320.0	6427140.0	0	0.7335628421430085	-0.017639846104311397	False	0.04036768513723459	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
