Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3	3.0	25775000.0	23996400.0	26076200.0	24933200.0	26508100.0	24834800.0	0	0.016952124733952374	0.08717979558235586	False	0.0025116519937856034	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	4	4.0	8691840.0	9764520.0	8961190.0	10743600.0	8481360.0	10446200.0	0	0.0170649293564173	-0.24419128081409905	False	0.0025375453133091664	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACF4	DBHB_ECOLI	hupB	DNA-binding protein HU-beta	6	6.0	279350000.0	298800000.0	290080000.0	304795000.0	283315000.0	297267000.0	0	0.017304511748832095	-0.07919173065506074	False	0.0025634386328327293	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76104	YDCP_ECOLI	ydcP	Uncharacterized protease YdcP	6	6.0	6659550.0	6312680.0	7244530.0	5745000.0	6886110.0	6039810.0	0	0.019197811717927726	0.2001133238437892	False	0.002589331952356292	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	20	19.0	153297000.0	142956000.0	146238000.0	137922000.0	149528000.0	138266000.0	0	0.020452385529418027	0.0994718803456057	False	0.0026152252718798555	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P30177	YBIB_ECOLI	ybiB	Uncharacterized protein YbiB	9	9.0	31762500.0	29204700.0	30635700.0	29233900.0	31367700.0	30203600.0	0	0.02141125547756184	0.08106966292369751	False	0.002641118591403418	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18.0	74251700.0	72081900.0	74895900.0	71493000.0	73451100.0	72800000.0	0	0.02153867661725748	0.0409120143775802	False	0.002667011910926981	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	4	4.0	6460770.0	4739140.0	5878210.0	4726090.0	5749440.0	5342560.0	0	0.021768529377805743	0.28871005536159844	False	0.002692905230450544	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1.0	2345700.0	2555040.0	2261220.0	2447630.0	2203040.0	2430790.0	0	0.021779930183397866	-0.1263875639106065	False	0.0027187985499741068	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	6	6.0	29925400.0	31697700.0	30553500.0	31825700.0	30301800.0	32880400.0	0	0.022084380416712714	-0.08670440227432893	False	0.00274469186949767	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1.0	1834240.0	1445680.0	1665090.0	1545680.0	1712190.0	1492390.0	0	0.02221176331483792	0.21699837236690817	False	0.0027705851890212326	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A867	TALA_ECOLI	talA	Transaldolase A	14	14.0	24378400.0	22650500.0	23172700.0	21994900.0	24028200.0	21894800.0	0	0.022720374929653828	0.10531623264553266	False	0.0027964785085447955	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	7	7.0	81630700.0	83779700.0	81459700.0	82756200.0	81940500.0	83791500.0	0	0.02310345103318938	-0.03085251825722554	False	0.0028223718280683584	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	2	2.0	966015.0	1533350.0	1141800.0	1404560.0	1206060.0	1369260.0	0	0.02372911176773063	-0.3782210816847192	False	0.0028482651475919213	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2.0	79688900.0	64384300.0	72437400.0	64997200.0	77248600.0	67149100.0	0	0.02379430803613714	0.22295357003450353	False	0.0028741584671154847	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1.0	7882410.0	8565390.0	7929550.0	9215910.0	8321330.0	9060900.0	0	0.02392726915799782	-0.15347831427329675	False	0.0029000517866390476	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	4	4.0	3764430.0	3949270.0	3658300.0	3904230.0	3647740.0	3809360.0	0	0.024136635950435886	-0.07520514028728463	False	0.00292594510616261	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	10	10.0	7497500.0	8424700.0	7997920.0	8503720.0	7985100.0	8888710.0	0	0.024186646892206683	-0.13686427144863283	False	0.002951838425686173	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7K2	RL7_ECOLI	rplL	50S ribosomal protein L7/L12	12	12.0	2700280000.0	2536320000.0	2791930000.0	2600870000.0	2843870000.0	2584260000.0	0	0.02438214776941251	0.11049732842868597	False	0.002977731745209736	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5.0	528588000.0	474640000.0	549657000.0	458344000.0	504776000.0	457425000.0	0	0.024542440830095866	0.18717106833117425	False	0.0030036250647332992	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	13	13.0	45942300.0	46889300.0	45369500.0	47251900.0	45684700.0	48116800.0	0	0.025421398763613455	-0.05437075045725626	False	0.003029518384256862	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14.0	126900000.0	136370000.0	128757000.0	134797000.0	129163000.0	131888000.0	0	0.02570662490222895	-0.06679293787381642	False	0.0030554117037804246	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	12	12.0	14415200.0	12584100.0	13682400.0	13088700.0	13825800.0	13179400.0	0	0.025888673894389466	0.10975943127344953	False	0.0030813050233039875	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75937	FLGE_ECOLI	flgE	Flagellar hook protein FlgE	7	7.0	14747800.0	16942100.0	15668900.0	17414700.0	15972100.0	17371800.0	0	0.026858778151226274	-0.15718561990908422	False	0.0031071983428275505	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	20	20.0	88630100.0	86697000.0	88691900.0	86082100.0	87368600.0	84915300.0	0	0.027745679298342166	0.03864577498965062	False	0.003133091662351114	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7S9	RS13_ECOLI	rpsM	30S ribosomal protein S13	12	12.0	448320000.0	425498000.0	468618000.0	429432000.0	463845000.0	425836000.0	0	0.0280212364182786	0.1084796926792974	False	0.0031589849818746767	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACY9	YEBG_ECOLI	yebG	Uncharacterized protein YebG	1	1.0	18123500.0	19785000.0	18876900.0	20660300.0	18682000.0	19569000.0	0	0.028665417303728707	-0.10808490709364536	False	0.0031848783013982396	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21499	RNR_ECOLI	rnr	Ribonuclease R	33	33.0	18770800.0	18392400.0	18795200.0	18538000.0	18598000.0	18302800.0	0	0.028845614895246917	0.02410997398648953	False	0.003210771620921802	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9.0	355429000.0	317904000.0	341615000.0	322373000.0	335883000.0	313200000.0	0	0.02900571235846008	0.11546825525278803	False	0.003236664940445365	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	2	2.0	1809850.0	1469530.0	1785090.0	1263970.0	1756310.0	1485090.0	0	0.029150472212470777	0.34311504995421344	False	0.0032625582599689284	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P23721	SERC_ECOLI	serC	Phosphoserine aminotransferase	17	17.0	55310100.0	53507700.0	54273800.0	52499300.0	54759400.0	53628800.0	0	0.029608770204425348	0.04192841404980163	False	0.0032884515794924913	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	3	3.0	241974000.0	182656000.0	215507000.0	195464000.0	221213000.0	193496000.0	0	0.02977971904380321	0.24771495980871028	False	0.003314344899016054	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P30843	BASR_ECOLI	basR	Transcriptional regulatory protein BasR	2	2.0	4640320.0	5794600.0	4841930.0	5405330.0	4579930.0	5204910.0	0	0.029845888982706827	-0.22230125637502723	False	0.0033402382185396167	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ADS6	YGGE_ECOLI	yggE	Uncharacterized protein YggE	10	10.0	22764500.0	25141900.0	23916600.0	24763900.0	23193400.0	24274900.0	0	0.030208980402122255	-0.08627782725713186	False	0.0033661315380631796	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7N9	RL33_ECOLI	rpmG	50S ribosomal protein L33	3	3.0	426523000.0	461972000.0	437552000.0	444462000.0	422253000.0	467012000.0	0	0.030224197863195704	-0.09454162734011777	False	0.003392024857586743	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P27836	WECG_ECOLI	wecG	Probable UDP-N-acetyl-D-mannosaminuronic acid transferase	6	6.0	2496830.0	2375510.0	2478520.0	2252790.0	2434880.0	2269020.0	0	0.03029818735488717	0.10348241992069541	False	0.003417918177110306	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AF63	NSRR_ECOLI	nsrR	HTH-type transcriptional repressor NsrR	7	7.0	6303240.0	6785900.0	6317400.0	6702380.0	6517910.0	7071270.0	0	0.03069190884417839	-0.10332715708479936	False	0.0034438114966338688	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P63165ups|SUMO1_HUMAN_UPS	Small	Small		10	10.0	24394600.0	76434.8	22679200.0	11687300.0	25053500.0	7627110.0	1	0.031041825729266115	1.8951697606050906	False	0.0034697048161574317	False	True	Human	True	False	False	False	diann231	manual	min	1.0
P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	14	14.0	5027200.0	4931960.0	5158260.0	4889250.0	5036160.0	4854280.0	0	0.031102214858061753	0.05271323524683772	False	0.003495598135680994	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEE1	DCRB_ECOLI	dcrB	Protein DcrB	6	6.0	69916300.0	67208500.0	70615300.0	67968600.0	69249000.0	65577000.0	0	0.03123297014326468	0.06345181495582412	False	0.0035214914552045575	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6.0	43055900.0	46260600.0	45073100.0	47500100.0	44761300.0	46996400.0	0	0.03258575275439213	-0.08297189336287725	False	0.0035473847747281204	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9.0	57390400.0	56223000.0	58174600.0	56478600.0	57010600.0	55588200.0	0	0.03284270063858674	0.036280762208232384	False	0.0035732780942516833	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75966	RLUE_ECOLI	rluE	Ribosomal large subunit pseudouridine synthase E	3	3.0	1300710.0	954659.0	1133250.0	984670.0	1214720.0	984872.0	0	0.033281310605282395	0.31933214702836676	False	0.0035991714137752462	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AC81	LGUL_ECOLI	gloA	Lactoylglutathione lyase	2	2.0	438675.0	263621.0	387627.0	102425.0	333505.0	88633.6	2	0.0332863182477662	1.3509625691797544	False	0.0036250647332988087	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.0
P67910	HLDD_ECOLI	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	23	23.0	140616000.0	150155000.0	145238000.0	151007000.0	144890000.0	148481000.0	0	0.03333797472998687	-0.061949308403968506	False	0.003650958052822372	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P24188	YCEA_ECOLI	yceA	UPF0176 protein YceA	2	2.0	10533200.0	11981500.0	10215800.0	12451900.0	8912950.0	11746200.0	0	0.03359261768671885	-0.28656301285636065	False	0.003676851372345935	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2.0	15667600.0	13992600.0	14493600.0	13316400.0	14697600.0	13131300.0	0	0.03452595605982766	0.14959732828977035	False	0.003702744691869498	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P13024	FDHE_ECOLI	fdhE	Protein FdhE	10	10.0	16562500.0	16935800.0	16118700.0	17116000.0	16423100.0	16712400.0	0	0.03504870332109353	-0.047962071161460194	False	0.003728638011393061	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	9	9.0	21830500.0	23166100.0	22351200.0	22510900.0	22059900.0	23122900.0	0	0.03531376955346773	-0.05466894786270236	False	0.0037545313309166237	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	8	8.0	9714370.0	10230600.0	9717860.0	9980400.0	9904340.0	10050100.0	0	0.03548635934948488	-0.044764228373059926	False	0.0037804246504401866	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AC51	ZUR_ECOLI	zur	Zinc uptake regulation protein	3	3.0	9907080.0	9024230.0	9619620.0	9429640.0	10343400.0	8748650.0	0	0.03714453934698878	0.134961760817067	False	0.0038063179699637495	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21829	YBHA_ECOLI	ybhA	Pyridoxal phosphate phosphatase YbhA	5	5.0	13164000.0	11984400.0	12925000.0	12443800.0	13009300.0	11670800.0	0	0.03714661003704393	0.11514700759026719	False	0.0038322112894873125	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	16	16.0	85769300.0	88673700.0	85928700.0	87933000.0	87547800.0	89330000.0	0	0.038045784972600624	-0.036762270485112436	False	0.0038581046090108754	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	31	31.0	20186400.0	19210700.0	19599800.0	19139700.0	19702000.0	18929900.0	0	0.03814181207786221	0.05456447713828854	False	0.0038839979285344383	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A855	TOLB_ECOLI	tolB	Protein TolB	17	17.0	76902200.0	78179800.0	74310400.0	79958400.0	73300800.0	79343500.0	0	0.038291027238427894	-0.08101479145023142	False	0.003909891248058002	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	5	5.0	11956400.0	13122600.0	12126000.0	14443800.0	12413000.0	13856200.0	0	0.038349383598761284	-0.1827034775701349	False	0.0039357845675815645	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2	2.0	25523000.0	24104000.0	24674100.0	23826000.0	25523900.0	24049100.0	0	0.0385893448260458	0.07311540048954146	False	0.0039616778871051275	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37613	YHHK_ECOLI	yhhK	Uncharacterized protein YhhK	5	5.0	20125400.0	22073800.0	21300000.0	22414200.0	20797000.0	22035400.0	0	0.03981736910873987	-0.09642786381987337	False	0.0039875712066286895	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64624	YHEO_ECOLI	yheO	Uncharacterized protein YheO	5	5.0	10607600.0	12896900.0	11225600.0	12885800.0	11841600.0	12063100.0	0	0.039845393100119315	-0.1684638263181353	False	0.004013464526152252	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	7	7.0	21528700.0	20462100.0	21304900.0	20766800.0	22279400.0	20324100.0	0	0.03995616546798061	0.08111643721862566	False	0.004039357845675816	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75849	YCBL_ECOLI	ycbL	Uncharacterized protein YcbL	3	3.0	27600500.0	24702700.0	27332800.0	21904900.0	25015500.0	22964600.0	0	0.04035888982728129	0.20056543750587422	False	0.004065251165199379	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P28635	METQ_ECOLI	metQ	D-methionine-binding lipoprotein MetQ	13	13.0	69729500.0	63349900.0	69568100.0	66393000.0	67065300.0	65467700.0	0	0.04079028479316412	0.08015223196981237	False	0.004091144484722942	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P09372	GRPE_ECOLI	grpE	Protein GrpE	9	9.0	145925000.0	174829000.0	159753000.0	169397000.0	159305000.0	175289000.0	0	0.04155044893286543	-0.15998743321845824	False	0.004117037804246504	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P23857	PSPE_ECOLI	pspE	Thiosulfate sulfurtransferase PspE	2	2.0	10901400.0	10366800.0	11144900.0	9841720.0	10862400.0	10452500.0	0	0.041728049977218955	0.10206334454769654	False	0.004142931123770067	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7.0	351615000.0	401451000.0	379185000.0	406569000.0	371273000.0	398032000.0	0	0.041996651316967094	-0.13007232218169829	False	0.004168824443293631	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFL6	PPX_ECOLI	ppx	Exopolyphosphatase	8	8.0	3207080.0	2829090.0	2990410.0	2705800.0	2962920.0	2732170.0	0	0.04270006202256024	0.14803781414896214	False	0.004194717762817193	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13.0	68980100.0	74170700.0	71675700.0	73820200.0	71044400.0	74412400.0	0	0.04315700626417567	-0.07115556249180795	False	0.004220611082340757	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	10	10.0	8347400.0	7525360.0	8148920.0	7241780.0	7775750.0	7625450.0	0	0.043325694480052065	0.11627574674177811	False	0.0042465044018643195	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P67244	YQHA_ECOLI	yqhA	UPF0114 protein YqhA	2	2.0	1412820.0	1148580.0	1808510.0	1102880.0	1727720.0	1344770.0	0	0.04338127115691811	0.460666325140871	False	0.0042723977213878815	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3.0	37078700.0	34942500.0	35451800.0	32757800.0	35932000.0	32973100.0	0	0.043524342038401845	0.10751378541609478	False	0.004298291040911445	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12.0	7381790.0	6787990.0	7187620.0	6680610.0	6932120.0	6555010.0	0	0.0437517379823112	0.1027372253365894	False	0.004324184360435007	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEY3	MAZG_ECOLI	mazG	Nucleoside triphosphate pyrophosphohydrolase	5	5.0	8746450.0	11664200.0	10172000.0	11320700.0	9877600.0	11288600.0	0	0.04385361979043169	-0.25122259851952444	False	0.004350077679958571	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1.0	5786790.0	5813420.0	5426870.0	6259150.0	5464410.0	6161080.0	0	0.04432159040988791	-0.12865103944290124	False	0.004375970999482134	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3.0	1275950000.0	1109580000.0	1194110000.0	1063980000.0	1171530000.0	1100850000.0	0	0.04434240698280925	0.15333352317538004	False	0.004401864319005696	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3.0	12907700.0	13364700.0	13132600.0	13785900.0	12806900.0	14084500.0	0	0.04480050104286653	-0.08606228941767881	False	0.00442775763852926	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
