Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.47168e+07	1.45446e+07	1.40811e+07	1.50706e+07	1.33509e+07	1.49112e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	2	2	642486	647004		625431	683452	784336
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	2	2	4.09623e+06	3.9292e+06	4.06334e+06	3.9275e+06	4.14673e+06	3.74182e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	9	9	2.22627e+07	2.50487e+07	2.50078e+07	2.50966e+07	2.56984e+07	2.46905e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	1.03084e+07	1.06296e+07	1.05112e+07	1.06515e+07	1.06368e+07	1.13032e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	3	3	7.2481e+06	8.31355e+06	7.6403e+06	7.44835e+06	7.33561e+06	9.00535e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	2	2					4.39823e+06	3.91755e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	2	2	4.49888e+06	5.95841e+06	5.5666e+06	5.39694e+06	5.19196e+06	5.79961e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.53511e+07	1.58775e+07	1.48286e+07	1.4816e+07	1.55339e+07	1.55467e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.15946e+06	6.33224e+06	6.29537e+06	6.01938e+06	6.33836e+06	6.48054e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	12	12	3.45986e+07	3.27776e+07	3.38832e+07	3.29277e+07	3.29458e+07	3.47144e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	2	2	7.12754e+06	7.17051e+06	9.41286e+06	6.96704e+06	7.44296e+06	8.26039e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	2	2	2.35828e+07	2.37856e+07	2.34095e+07	2.14193e+07	2.59942e+07	2.42012e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	10	10	5.12285e+07	4.86997e+07	4.93251e+07	4.6176e+07	4.82967e+07	5.08798e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	3	3	7.27295e+06	7.49948e+06	7.01083e+06	7.44402e+06	7.11546e+06	7.77432e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.16437e+07	1.19588e+07	1.14371e+07	1.13071e+07	1.18716e+07	1.21133e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	6	6	8.70632e+06	9.45708e+06	8.95658e+06	8.95418e+06	9.84615e+06	8.29123e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	13	13	3.03397e+07	2.89182e+07	2.84483e+07	2.99232e+07	2.95589e+07	2.92329e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	1.01023e+07	1.14011e+07	1.01292e+07	1.02733e+07	1.13848e+07	1.09982e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.45017e+08	4.7212e+08	5.93108e+08	5.11105e+08	4.9194e+08	5.76158e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.57076e+08	1.59639e+08	1.52209e+08	1.67022e+08	1.62462e+08	1.53486e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	5	5	2.00434e+07	1.67205e+07	1.91993e+07	1.8332e+07	1.68335e+07	2.02754e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.78253e+07	1.50574e+07	1.88927e+07	1.58481e+07	1.89059e+07	1.66846e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.79495e+07	4.61671e+07	4.80176e+07	4.57895e+07	4.58713e+07	4.87247e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	3.06952e+07	3.18575e+07	3.06914e+07	3.2147e+07	3.20877e+07	3.15363e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.47102e+08	2.48406e+08	2.40744e+08	2.55695e+08	2.43831e+08	2.4762e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.20364e+08	2.09762e+08	2.14423e+08	2.10067e+08	2.15546e+08	2.15436e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.36916e+07	2.31066e+07	2.22951e+07	2.4211e+07	2.43447e+07	2.2994e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	2	2			1.84471e+06	2.13613e+06	2.35573e+06	1.43035e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	31	31	1.95678e+08	1.93084e+08	1.99346e+08	1.90016e+08	1.95884e+08	1.95779e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	7.47784e+07	6.90553e+07	7.26178e+07	6.98388e+07	7.12546e+07	7.44108e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	27	27	4.16534e+07	4.21403e+07	4.15788e+07	4.21575e+07	4.23895e+07	4.19355e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.33353e+08	2.29599e+08	2.36754e+08	2.23763e+08	2.33651e+08	2.4366e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.34196e+08	1.34115e+08	1.33062e+08	1.30576e+08	1.33504e+08	1.28486e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	51	51	9.80534e+08	9.26057e+08	9.7648e+08	9.3387e+08	9.46057e+08	9.89717e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	1.05773e+08	1.06788e+08	1.04706e+08	1.0602e+08	1.09274e+08	1.05633e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.25745e+07	6.35649e+07	6.05349e+07	6.3114e+07	6.31684e+07	6.40441e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.12877e+07	1.20403e+07	1.17493e+07	1.1579e+07	1.26346e+07	1.18404e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.94411e+06	1.37837e+06	1.83071e+06	1.61475e+06	1.37455e+06	1.56163e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	9.61165e+07	1.00299e+08	9.4942e+07	9.7384e+07	1.01422e+08	9.57214e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	11	11	4.54275e+07	4.62853e+07	4.54769e+07	4.40614e+07	4.45736e+07	4.6022e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.72529e+07	3.57942e+07	3.72163e+07	3.56899e+07	3.61607e+07	3.64156e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	3	3	8.11258e+06	7.41668e+06	7.14646e+06	6.94601e+06	7.85376e+06	7.29157e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.68835e+06	1.64252e+06	1.76418e+06	1.58262e+06	1.5954e+06	1.59272e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	1.07628e+06	1.51986e+06	1.19971e+06	857706	1.15045e+06	1.09092e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	22	22	3.29156e+07	3.27427e+07	3.26695e+07	3.32086e+07	3.34793e+07	3.36802e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.50673e+07	2.56366e+07	2.61015e+07	2.61525e+07	2.59347e+07	2.64786e+07
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	7.72556e+07	8.00459e+07	8.08656e+07	7.64008e+07	8.09878e+07	8.27833e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	4.83373e+07	5.31155e+07	5.10892e+07	5.32998e+07	5.07081e+07	4.37796e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.90282e+07	1.93937e+07	1.80895e+07	1.92944e+07	1.95748e+07	1.86711e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	14	14	7.84577e+07	7.95068e+07	7.97265e+07	8.18276e+07	8.19146e+07	7.90552e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.53164e+08	2.40711e+08	2.38661e+08	2.4561e+08	2.48778e+08	2.42718e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.45162e+09	1.35745e+09	1.43869e+09	1.43447e+09	1.35723e+09	1.4632e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.8999e+07	8.13787e+07	7.9455e+07	7.68003e+07	7.76324e+07	7.84972e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5	1.65828e+09	1.0929e+09	1.71811e+09	9.56274e+08	1.17308e+09	1.7704e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.2608e+08	6.04392e+08	6.3453e+08	6.45207e+08	6.33035e+08	6.65332e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	5.06647e+07	4.68242e+07	4.96436e+07	5.00726e+07	4.87201e+07	4.94186e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.85338e+08	3.98072e+08	3.7987e+08	3.89504e+08	3.9404e+08	3.77642e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.34431e+07	2.27519e+07	2.19136e+07	2.24199e+07	2.37126e+07	2.31073e+07
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	1.18179e+07	1.19788e+07	1.17114e+07	1.13051e+07	1.28552e+07	1.16293e+07
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	722440	609139	551707	848501	991542	720331
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	2.077e+07	1.9525e+07	1.95646e+07	1.83857e+07	2.04477e+07	2.00042e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	5	5	4.28757e+06	3.73242e+06	3.4301e+06	4.55132e+06	4.41357e+06	3.7728e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	2.56508e+06	2.33878e+06	2.41409e+06	1.91453e+06	2.09849e+06	2.30115e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	5	5	3.75667e+06	3.72572e+06	4.04952e+06	3.88963e+06	3.76708e+06	4.07602e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	979627	1.0954e+06	1.09347e+06	1.04924e+06	1.03467e+06	1.15364e+06
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.77693e+06	4.98649e+06	5.44583e+06	4.87086e+06	4.89634e+06	5.31167e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	3.50063e+06	2.77993e+06	3.99361e+06	2.27902e+06	2.89913e+06	4.43196e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	4.0602e+07	3.87853e+07	3.50016e+07	3.7004e+07	4.07301e+07	3.91874e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.37458e+07	1.23142e+07	1.34181e+07	1.17221e+07	1.37903e+07	1.28293e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.40948e+08	1.41511e+08	1.37616e+08	1.42333e+08	1.45329e+08	1.37696e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.80246e+07	1.32519e+07	1.762e+07	1.65962e+07	1.22636e+07	1.89396e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	5.00262e+07	4.80413e+07	5.03619e+07	4.63918e+07	4.71501e+07	5.18587e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	6	6	4.19073e+07	4.05181e+07	4.10728e+07	4.51774e+07	4.26133e+07	4.15768e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	2.58437e+06	2.62058e+06	1.87342e+06	3.0711e+06	2.1549e+06	2.1747e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	2.75398e+06	2.64939e+06	2.21925e+06	1.99502e+06	2.6109e+06	2.28524e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	2.26087e+06	2.21262e+06	2.249e+06	1.70483e+06	2.10461e+06	1.62754e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	1.90092e+06	1.59426e+06	1.52816e+06	1.6799e+06	1.89685e+06	1.5573e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25	7.89529e+07	7.67559e+07	8.06478e+07	7.71889e+07	7.65861e+07	8.04586e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	2.14538e+08	2.08401e+08	2.12566e+08	2.08677e+08	2.06615e+08	2.13978e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.25758e+07	7.76929e+07	6.98629e+07	8.05132e+07	7.89387e+07	6.98148e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.91681e+07	1.79086e+07	1.64172e+07	1.60422e+07	1.80271e+07	1.65108e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.33782e+07	1.79527e+07	1.46908e+07	1.22188e+07	1.9201e+07	1.40704e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.14114e+07	2.18293e+07	2.1063e+07	2.07388e+07	2.04677e+07	2.14839e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	2	2	4.53984e+06	4.91147e+06	4.16349e+06	4.50941e+06	4.75233e+06	4.07812e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	1	1		313653	276838	392356	330917	
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	3.51185e+06	2.88854e+06	3.115e+06	3.15191e+06	3.09325e+06	3.31138e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	6	6	9.75964e+06	9.74362e+06	9.37898e+06	9.34835e+06	9.63113e+06	9.74284e+06
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	2	2	6.67887e+06	6.43204e+06	8.4043e+06		6.9058e+06	7.86984e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	2	2	962827	979591	958665	1.00196e+06	1.0159e+06	1.07129e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.48445e+07	1.60557e+07	1.44964e+07	1.53481e+07	1.54707e+07	1.46072e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.55722e+07	1.62248e+07	1.55386e+07	1.61508e+07	1.45444e+07	1.50356e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	5	5	1.31122e+07	1.29206e+07	1.17324e+07	1.18755e+07	1.27524e+07	1.34913e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	2	2	637323	475332	594546	533028	554440	522032
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.67078e+07	1.77703e+07	1.70506e+07	1.83562e+07	1.81814e+07	1.62135e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.42743e+06	2.94189e+06	2.75006e+06	2.27282e+06	2.43966e+06	2.94506e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	5.54072e+06	5.32574e+06	5.62539e+06	5.33939e+06	5.22999e+06	5.60977e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.63432e+07	1.75464e+07	1.73402e+07	1.78147e+07	1.72047e+07	1.70944e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	5	5	1.95496e+07	1.7672e+07	1.95954e+07	1.84684e+07	1.8082e+07	1.84809e+07
P0AAU2	YBFA_ECOLI	ybfA	Uncharacterized protein YbfA	1	1		1.81983e+06	2.33527e+06	2.15838e+06	1.41462e+06	
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	4.09585e+06	3.7897e+06	3.70669e+06	3.89628e+06	3.85527e+06	3.6323e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.01783e+06	1.87549e+06	2.04151e+06	1.85833e+06	2.10094e+06	1.98117e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	163865	118885	173726		119960	127358
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.77192e+07	5.78659e+07	5.71206e+07	5.55168e+07	5.70387e+07	5.84172e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	6	6	5.90035e+06	5.66598e+06	5.66897e+06	5.90917e+06	6.06564e+06	6.13902e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	5.61179e+07	6.00463e+07	5.8934e+07	5.99492e+07	6.02467e+07	5.79248e+07
P0AB03	YCBJ_ECOLI	ycbJ	Uncharacterized protein YcbJ	1	1	3.90213e+06	2.96756e+06	4.69351e+06	2.83859e+06	3.67581e+06	
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	1.21204e+07	1.02732e+07	1.06521e+07	8.42495e+06	1.05286e+07	1.03824e+07
P0AB12	YCCF_ECOLI	yccF	Inner membrane protein YccF	2	2	2.18766e+06		2.12272e+06	1.61473e+06		1.90288e+06
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	1.9798e+07	2.15468e+07	1.96153e+07	2.14294e+07	2.07961e+07	2.02114e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	5	5	7.86223e+06	5.8507e+06	7.57926e+06	6.65569e+06	6.91313e+06	7.78238e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	7.04752e+06	5.27462e+06		7.89543e+06		6.89233e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	14	14	3.74914e+07	3.62724e+07	3.54706e+07	3.48916e+07	3.51596e+07	3.46211e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	2.61877e+07	2.49605e+07	2.43293e+07	2.16479e+07	2.53637e+07	2.49184e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	4.49158e+07	4.49627e+07	4.51078e+07	4.54197e+07	4.55612e+07	4.51176e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	2.47349e+07	2.0048e+07	2.33949e+07	2.09321e+07	2.11958e+07	2.36483e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	8	8	6.83883e+06	6.79965e+06	6.42947e+06	7.10404e+06	6.99801e+06	6.63752e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	4	4	1.19301e+07	1.16595e+07	1.22373e+07	1.28245e+07	1.31094e+07	1.27526e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	1.01662e+07	1.05693e+07	1.10597e+07	1.12136e+07	1.09947e+07	1.0052e+07
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.15093e+07	3.55628e+07	3.34968e+07	2.9931e+07	3.37903e+07	3.22143e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	2	2	1.44601e+06	1.24203e+06	1.64639e+06	1.339e+06		1.32219e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	2.82289e+07	2.72539e+07	2.70766e+07	2.78006e+07	2.68529e+07	2.86077e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	5	5	8.51511e+06	7.72306e+06	7.8498e+06	7.70978e+06	8.8075e+06	8.72303e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	16	16	8.89426e+08	8.08035e+08	8.97222e+08	7.80718e+08	8.02606e+08	9.20355e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	1.09223e+08	1.09899e+08	1.07569e+08	1.08758e+08	1.12919e+08	1.10631e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	2.90341e+07	3.10895e+07	2.92498e+07	3.15174e+07	3.19772e+07	2.8367e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	4	4	4.07295e+06	3.72031e+06	3.66218e+06	3.77762e+06	4.0987e+06	3.37131e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	18	18	2.69914e+07	2.60534e+07	2.59808e+07	2.62097e+07	2.71851e+07	2.65327e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	6	5	1.13183e+07	1.0874e+07	1.1411e+07	1.19488e+07	1.22656e+07	1.20467e+07
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	5.46182e+06	2.80637e+06	5.6443e+06	5.05992e+06	3.79219e+06	2.8964e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	15	15	2.33561e+08	2.27369e+08	2.28635e+08	2.30475e+08	2.28292e+08	2.26545e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	11	11	1.63797e+08	1.70208e+08	1.63395e+08	1.66585e+08	1.66123e+08	1.68749e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	17	17	1.75135e+08	1.76129e+08	1.71245e+08	1.75853e+08	1.78159e+08	1.76657e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29	4.35245e+08	4.25703e+08	4.34293e+08	4.35741e+08	4.32694e+08	4.43252e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	29	29	4.53117e+08	4.27999e+08	4.4652e+08	4.31572e+08	4.22776e+08	4.54029e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	1	1		648557	641117	683876	673579	550604
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	18	18	9.39515e+07	8.86625e+07	8.9961e+07	9.30753e+07	9.10636e+07	9.08035e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	14	14	7.83023e+07	7.50962e+07	7.32947e+07	7.90177e+07	7.8036e+07	7.5145e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8	4.38653e+07	4.42358e+07	4.18994e+07	4.44714e+07	4.63189e+07	4.39468e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	23	23	8.57924e+07	9.03214e+07	8.8907e+07	8.83088e+07	9.10096e+07	9.00702e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.88899e+08	2.67297e+08	2.67036e+08	2.50807e+08	2.8611e+08	2.81852e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.45253e+07	2.4566e+07	2.48091e+07	2.54967e+07	2.4791e+07	2.44314e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	19	19	1.48283e+07	1.40576e+07	1.3246e+07	1.36411e+07	1.42504e+07	1.32124e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	5.236e+07	5.25467e+07	5.2161e+07	5.21402e+07	5.36285e+07	5.37874e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	590369	619046	451442	573661	414992	477287
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	10	10	1.21463e+07	1.13667e+07	1.2137e+07	1.17106e+07	1.17457e+07	1.23325e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	13	13	4.23614e+07	4.24561e+07	4.31998e+07	4.23585e+07	4.32421e+07	4.20144e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	26	26	3.8872e+07	3.98682e+07	3.74022e+07	3.94836e+07	3.90772e+07	3.83059e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	3	3	1.46132e+07	1.47775e+07	1.36981e+07	1.47736e+07	1.43306e+07	1.38939e+07
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	8.24036e+06	9.70271e+06	9.40078e+06	9.46173e+06	1.07428e+07	1.04883e+07
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	2	2	2.40166e+07	2.41531e+07	2.29676e+07	2.36222e+07	2.28351e+07	2.56872e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	1.76312e+08	1.76373e+08	1.78311e+08	1.76822e+08	1.80659e+08	1.80343e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.67774e+07	2.71108e+07	2.63647e+07	2.54716e+07	2.70317e+07	2.5015e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	23	23	2.03321e+08	2.00402e+08	2.04624e+08	2.00609e+08	1.98704e+08	2.02746e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2			2.23541e+06	2.05103e+06	2.57505e+06	2.13007e+06
