Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P64596	YRAP_ECOLI	yraP	Uncharacterized protein YraP	10	10	4.4221e+07	4.48062e+07	4.24841e+07	4.33506e+07	4.32471e+07	4.43985e+07
P64599	YHBT_ECOLI	yhbT	Uncharacterized protein YhbT	7	7	1.91024e+07	2.18008e+07	2.09495e+07	2.11684e+07	2.17811e+07	2.08955e+07
P64602	MLAB_ECOLI	mlaB	Probable phospholipid ABC transporter-binding protein MlaB	1	1	6.88824e+06	6.53267e+06	6.2161e+06	5.53322e+06	6.55746e+06	7.05997e+06
P64604	MLAD_ECOLI	mlaD	Probable phospholipid ABC transporter-binding protein MlaD	6	6	5.46928e+07	6.0987e+07	6.24914e+07	6.13186e+07	6.12759e+07	6.22946e+07
P64606	MLAE_ECOLI	mlaE	Probable phospholipid ABC transporter permease protein MlaE	2	2			863494	762990		
P64612	YHCM_ECOLI	yhcM	Uncharacterized protein YhcM	3	3	4.49466e+06	4.22207e+06	3.66671e+06	3.51681e+06	4.12365e+06	4.29561e+06
P64624	YHEO_ECOLI	yheO	Uncharacterized protein YheO	4	4	1.1242e+07	1.36085e+07	1.21187e+07	1.28421e+07	1.30237e+07	1.37066e+07
P64636	YRFG_ECOLI	yrfG	GMP/IMP nucleotidase YrfG	2	2	8.1188e+06	6.62904e+06	8.33474e+06	7.12163e+06	7.89219e+06	7.6626e+06
P65294	YGDR_ECOLI	ygdR	Uncharacterized lipoprotein YgdR	1	1	3.09192e+06	2.33454e+06	2.92426e+06			2.03001e+06
P65367	YQCA_ECOLI	yqcA	Uncharacterized protein YqcA	2	2	8.48572e+06	8.90561e+06	8.98658e+06	8.75768e+06	8.73329e+06	8.80713e+06
P65556	YFCD_ECOLI	yfcD	Uncharacterized Nudix hydrolase YfcD	6	6	7.55041e+06	7.31383e+06	7.66633e+06	7.59551e+06	7.48104e+06	7.67842e+06
P65870	QUED_ECOLI	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	4	4	1.0322e+07	8.27337e+06	9.96114e+06	8.31556e+06	9.56478e+06	8.7059e+06
P66817	DIAA_ECOLI	diaA	DnaA initiator-associating protein DiaA	3	3	1.15512e+07	1.13899e+07	1.19129e+07	1.15091e+07	1.18509e+07	1.2189e+07
P66948	YFGC_ECOLI	yfgC	TPR repeat-containing protein YfgC	6	6	1.77225e+07	1.6477e+07	1.75073e+07	1.74049e+07	1.67852e+07	1.69496e+07
P67080	YGGS_ECOLI	yggS	UPF0001 protein YggS	10	10	1.05601e+07	1.03479e+07	9.80036e+06	1.10002e+07	1.06791e+07	1.05627e+07
P67087	RSMI_ECOLI	rsmI	Ribosomal RNA small subunit methyltransferase I	7	7	2.65983e+07	2.72516e+07	2.51128e+07	3.32176e+07	2.8277e+07	2.91709e+07
P67095	YFCE_ECOLI	yfcE	Phosphodiesterase YfcE	2	2	1.92017e+07	1.92135e+07	1.80483e+07	1.78891e+07	1.76463e+07	1.77887e+07
P67244	YQHA_ECOLI	yqhA	UPF0114 protein YqhA	2	2	1.56599e+06		2.36712e+06	1.41228e+06	1.93806e+06	1.50878e+06
P67338	YOAH_ECOLI	yoaH	UPF0181 protein YoaH	1	1		3.90376e+06	5.44519e+06	4.66091e+06	4.10506e+06	4.19149e+06
P67601	YOBD_ECOLI	yobD	UPF0266 membrane protein YobD	1	1	391601	415703	379937	338906	282385	268938
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5	1.15933e+07	1.38798e+07	1.32577e+07	1.34134e+07	1.35112e+07	1.25338e+07
P67660	YHAJ_ECOLI	yhaJ	Uncharacterized HTH-type transcriptional regulator YhaJ	6	6	5.59862e+06	5.49831e+06	5.45024e+06	5.9444e+06	6.15454e+06	5.32997e+06
P67826	CUTC_ECOLI	cutC	Copper homeostasis protein CutC	3	3	1.05491e+07	8.24553e+06	8.58985e+06	9.06147e+06	8.99716e+06	8.94999e+06
P67910	HLDD_ECOLI	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	23	23	1.45254e+08	1.54214e+08	1.49291e+08	1.53998e+08	1.49727e+08	1.51835e+08
P68066	GRCA_ECOLI	grcA	Autonomous glycyl radical cofactor	14	14	1.80089e+09	2.14224e+09	2.18284e+09	2.17517e+09	2.14162e+09	2.13676e+09
P68187	MALK_ECOLI	malK	Maltose/maltodextrin import ATP-binding protein MalK	7	7	1.13981e+07	1.02506e+07	1.04673e+07	1.00852e+07	1.05731e+07	1.07177e+07
P68191	SRA_ECOLI	sra	Stationary-phase-induced ribosome-associated protein	2	2	2.2049e+07	2.64811e+07	2.65208e+07	2.68854e+07	2.50259e+07	2.62844e+07
P68206	YJBJ_ECOLI	yjbJ	UPF0337 protein YjbJ	2	2	1.26879e+07	2.64622e+07	2.33673e+07	2.2284e+07	2.16411e+07	2.25612e+07
P68398	TADA_ECOLI	tadA	tRNA-specific adenosine deaminase	1	1	2.66541e+06				2.43351e+06	1.7132e+06
P68567	RSMJ_ECOLI	rsmJ	Ribosomal RNA small subunit methyltransferase J	4	4	769429	638080	515103	620471	549666	705575
P68679	RS21_ECOLI	rpsU	30S ribosomal protein S21	6	6	3.58007e+08	5.01104e+08	5.42524e+08	4.87926e+08	5.44092e+08	4.8469e+08
P68688	GLRX1_ECOLI	grxA	Glutaredoxin-1	2	2	9.7562e+06	9.31129e+06	1.07127e+07	1.09609e+07	1.0563e+07	1.05432e+07
P68699	ATPL_ECOLI	atpE	ATP synthase subunit c	1	1	9.07621e+06	1.45964e+07	1.47052e+07	1.1854e+07	1.35416e+07	1.29319e+07
P68767	AMPA_ECOLI	pepA	Cytosol aminopeptidase	10	10	2.64596e+07	2.6976e+07	2.76024e+07	2.66892e+07	2.84366e+07	2.76605e+07
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		6	6	2.69493e+07	9.5386e+06	2.58487e+07	9.86968e+06	2.53099e+07	9.44543e+06
P68919	RL25_ECOLI	rplY	50S ribosomal protein L25	8	8	7.8188e+08	8.7381e+08	8.79169e+08	8.45021e+08	8.73026e+08	8.69018e+08
P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	4	4	1.69177e+08	1.80478e+08	1.85545e+08	1.84867e+08	1.83046e+08	1.80148e+08
P69228	BAER_ECOLI	baeR	Transcriptional regulatory protein BaeR	11	11	8.15584e+06	7.31052e+06	6.88257e+06	7.02404e+06	7.35237e+06	7.14984e+06
P69330	CITD_ECOLI	citD	Citrate lyase acyl carrier protein	5	5	5.10159e+07	4.66737e+07	4.41815e+07	4.7121e+07	4.55601e+07	4.55637e+07
P69346	YEFM_ECOLI	yefM	Antitoxin YefM	1	1	4.78139e+06	4.43441e+06	5.15808e+06	5.13338e+06	4.8015e+06	5.11579e+06
P69407	RCSB_ECOLI	rcsB	Capsular synthesis regulator component B	10	10	6.42259e+07	6.68147e+07	6.33879e+07	6.61362e+07	6.62763e+07	6.89462e+07
P69411	RCSF_ECOLI	rcsF	Protein RcsF	2	2	3.97688e+07	3.73601e+07	3.61935e+07	3.55239e+07	3.65738e+07	3.79413e+07
P69425	TATB_ECOLI	tatB	Sec-independent protein translocase protein TatB	4	4	1.73496e+07	1.51955e+07	1.70239e+07	1.50372e+07	1.60188e+07	1.56837e+07
P69428	TATA_ECOLI	tatA	Sec-independent protein translocase protein TatA	1	1	1.4028e+08	1.62058e+08	1.51574e+08	1.56677e+08	1.59322e+08	1.56171e+08
P69441	KAD_ECOLI	adk	Adenylate kinase	16	16	3.88091e+08	4.53498e+08	4.21366e+08	4.29735e+08	4.31872e+08	4.21236e+08
P69490	CCME_ECOLI	ccmE	Cytochrome c-type biogenesis protein CcmE	2	2	3.41354e+06	2.85499e+06	2.27466e+06		3.14521e+06	2.83294e+06
P69503	APT_ECOLI	apt	Adenine phosphoribosyltransferase	11	11	1.33593e+08	1.18059e+08	1.24448e+08	1.22059e+08	1.30495e+08	1.20447e+08
P69739	MBHS_ECOLI	hyaA	Hydrogenase-1 small chain	3	3	2.26475e+06	2.42914e+06	2.40018e+06	1.49689e+06	1.92093e+06	1.97383e+06
P69741	MBHT_ECOLI	hybO	Hydrogenase-2 small chain	2	2	1.7757e+07	1.86022e+07	1.93047e+07	1.84788e+07	1.80626e+07	1.81488e+07
P69776	LPP_ECOLI	lpp	Major outer membrane lipoprotein Lpp	3	3	4.79132e+08	4.97324e+08	5.13496e+08	4.65086e+08	4.98847e+08	4.79138e+08
P69783	PTGA_ECOLI	crr	Glucose-specific phosphotransferase enzyme IIA component	11	11	8.18195e+08	8.33202e+08	9.24451e+08	8.84226e+08	9.17501e+08	8.62631e+08
P69786	PTGCB_ECOLI	ptsG	PTS system glucose-specific EIICB component	13	13	4.59298e+07	4.21727e+07	4.32868e+07	4.18113e+07	4.19069e+07	4.12144e+07
P69791	PTQA_ECOLI	chbA	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component	1	1		1.33384e+06	1.25969e+06	1.33464e+06	1.30531e+06	1.585e+06
P69795	PTQB_ECOLI	chbB	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component	1	1	2.25377e+06	2.71947e+06	1.55147e+06		2.13982e+06	
P69797	PTNAB_ECOLI	manX	PTS system mannose-specific EIIAB component	17	17	8.30853e+07	8.95627e+07	8.72695e+07	8.80654e+07	8.74377e+07	8.52165e+07
P69801	PTNC_ECOLI	manY	Mannose permease IIC component	1	1	1.95357e+07	1.63342e+07	1.64927e+07	1.39638e+07	1.44809e+07	1.59957e+07
P69805	PTND_ECOLI	manZ	Mannose permease IID component	6	6	3.33836e+07	3.37235e+07	3.49384e+07	3.56705e+07	3.47284e+07	3.14259e+07
P69811	PTFAH_ECOLI	fruB	Multiphosphoryl transfer protein	23	23	1.06447e+08	1.1628e+08	1.13164e+08	1.1472e+08	1.10779e+08	1.15735e+08
P69829	PTSN_ECOLI	ptsN	Nitrogen regulatory protein	7	7	8.83663e+06	1.20051e+07	1.15444e+07	1.15278e+07	1.10088e+07	1.1615e+07
P69853	DMSD_ECOLI	dmsD	Tat proofreading chaperone DmsD	4	4	4.00501e+06	4.87508e+06	5.28414e+06	4.41831e+06	4.82397e+06	4.31841e+06
P69874	POTA_ECOLI	potA	Spermidine/putrescine import ATP-binding protein PotA	7	7	2.56434e+07	2.53737e+07	2.47676e+07	2.33239e+07	2.39051e+07	2.4115e+07
P69902	FCTA_ECOLI	frc	Formyl-coenzyme A transferase	7	7	7.32389e+06	7.75264e+06	7.41802e+06	7.32919e+06	7.55025e+06	7.61601e+06
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		6	6	8.48438e+06	2.61289e+06	1.01195e+07	2.32288e+06	1.04478e+07	2.5428e+06
P69908	DCEA_ECOLI	gadA	Glutamate decarboxylase alpha	20	3	2.38303e+08	2.35871e+08	2.36151e+08	2.32867e+08	2.36072e+08	2.33598e+08
P69910	DCEB_ECOLI	gadB	Glutamate decarboxylase beta	3	3	1.68007e+07	3.44685e+07	3.13982e+07	3.41915e+07	3.10399e+07	3.51107e+07
P69913	CSRA_ECOLI	csrA	Carbon storage regulator	3	3	1.3525e+08	1.31763e+08	1.57345e+08	1.48695e+08	1.50469e+08	1.43271e+08
P69924	RIR2_ECOLI	nrdB	Ribonucleoside-diphosphate reductase 1 subunit beta	16	16	6.57765e+07	6.86648e+07	7.11048e+07	6.59836e+07	6.82886e+07	6.60213e+07
P69931	HDA_ECOLI	hda	DnaA-homolog protein hda	8	8	5.50943e+06	6.24909e+06	5.29224e+06	5.2675e+06	6.14559e+06	5.97583e+06
P75691	YAHK_ECOLI	yahK	Uncharacterized zinc-type alcohol dehydrogenase-like protein YahK	4	4	3.51804e+06	3.75144e+06	3.56678e+06	3.5795e+06	3.78985e+06	3.82327e+06
P75713	YLBA_ECOLI	ylbA	Uncharacterized protein YlbA	1	1	1.75437e+06	1.85422e+06			1.88459e+06	2.01598e+06
P75726	CILA_ECOLI	citF	Citrate lyase alpha chain	15	15	3.08391e+07	3.21131e+07	3.22427e+07	3.12107e+07	3.17963e+07	3.21469e+07
P75728	UBIF_ECOLI	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	5	5	3.0984e+06	2.36989e+06	2.91901e+06	3.04649e+06	3.29477e+06	2.34558e+06
P75736	YBFF_ECOLI	ybfF	Esterase YbfF	6	6	9.49477e+06	1.08377e+07	1.12852e+07	1.15306e+07	1.09324e+07	1.15087e+07
P75745	YBGK_ECOLI	ybgK	Uncharacterized protein YbgK	6	6	4.96247e+06	4.87194e+06	4.86209e+06	4.71813e+06	4.31295e+06	4.47069e+06
P75746	YBGL_ECOLI	ybgL	UPF0271 protein YbgL	2	2	2.67796e+06	3.0382e+06	2.12284e+06	2.12762e+06	2.24832e+06	2.46075e+06
P75767	YBHK_ECOLI	ybhK	UPF0052 protein YbhK	5	5	2.18246e+06	2.62033e+06	2.14158e+06	2.81272e+06	1.92502e+06	2.66367e+06
P75777	YBHG_ECOLI	ybhG	UPF0194 membrane protein YbhG	6	6	1.45587e+07	1.30583e+07	1.41635e+07	1.37089e+07	1.39224e+07	1.33965e+07
P75780	FIU_ECOLI	fiu	Catecholate siderophore receptor Fiu	1	1	1.55436e+06	1.39047e+06	1.42843e+06	1.55533e+06	1.49087e+06	1.45905e+06
P75792	SUPH_ECOLI	ybiV	Sugar phosphatase YbiV	3	3	2.18744e+06	2.35242e+06	2.24106e+06	1.86611e+06	2.22771e+06	2.25443e+06
P75797	GSIB_ECOLI	gsiB	Glutathione-binding protein GsiB	5	5	2.87612e+06	3.27592e+06	2.97753e+06	3.16573e+06	3.19945e+06	3.31294e+06
P75809	YBJI_ECOLI	ybjI	Flavin mononucleotide phosphatase YbjI	3	3	5.65659e+06	4.37336e+06	5.11348e+06	4.11936e+06	5.29074e+06	4.39786e+06
P75818	YBJP_ECOLI	ybjP	Uncharacterized lipoprotein YbjP	5	5	3.43759e+07	3.4319e+07	3.57225e+07	3.47291e+07	3.41942e+07	3.54832e+07
P75820	AMID_ECOLI	amiD	N-acetylmuramoyl-L-alanine amidase AmiD	2	2	1.4127e+06	934797	930001	854442	812455	804868
P75821	YBJS_ECOLI	ybjS	Uncharacterized protein YbjS	2	2	2.99448e+06	3.18226e+06	3.14827e+06	2.89292e+06	3.06722e+06	2.71276e+06
P75823	LTAE_ECOLI	ltaE	Low specificity L-threonine aldolase	10	10	1.96135e+07	1.76398e+07	1.87048e+07	1.88139e+07	1.93183e+07	1.91388e+07
P75828	YBJD_ECOLI	ybjD	Uncharacterized protein YbjD	3	3		3.31603e+06			3.3198e+06	3.06937e+06
P75829	YBJX_ECOLI	ybjX	Uncharacterized protein YbjX	7	7	1.23598e+07	1.16218e+07	1.25155e+07	1.24628e+07	1.29683e+07	1.13744e+07
P75838	YCAO_ECOLI	ycaO	Ribosomal protein S12 methylthiotransferase accessory factor YcaO	13	13	3.73974e+07	3.75385e+07	3.67418e+07	3.71972e+07	3.81022e+07	3.68161e+07
P75849	YCBL_ECOLI	ycbL	Uncharacterized protein YcbL	2	2	2.84983e+07	2.40424e+07	2.97019e+07	2.37607e+07	2.66652e+07	2.49502e+07
P75863	YCBX_ECOLI	ycbX	Uncharacterized protein YcbX	8	8	1.16129e+07	1.07327e+07	1.13493e+07	1.12932e+07	1.13593e+07	1.04803e+07
P75864	RLMKL_ECOLI	rlmL	Ribosomal RNA large subunit methyltransferase K/L	15	15	8.99729e+06	7.48531e+06	8.07357e+06	7.4975e+06	7.75922e+06	7.86603e+06
P75867	LONH_ECOLI	ycbZ	Putative Lon protease homolog	7	7	6.60289e+06	7.50376e+06	8.76109e+06	9.08247e+06	8.56019e+06	9.40054e+06
P75874	YCCU_ECOLI	yccU	Uncharacterized protein YccU	4	4	2.67021e+07	2.43944e+07	2.39689e+07	2.46377e+07	2.40195e+07	2.28406e+07
P75876	RLMI_ECOLI	rlmI	Ribosomal RNA large subunit methyltransferase I	12	12	2.29459e+07	2.51608e+07	2.53698e+07	2.56779e+07	2.50333e+07	2.52807e+07
P75882	GFCD_ECOLI	gfcD	Uncharacterized lipoprotein GfcD	17	17	1.69967e+07	1.74891e+07	1.76492e+07	1.71236e+07	1.68142e+07	1.77146e+07
P75883	GFCC_ECOLI	gfcC	Uncharacterized protein GfcC	4	4	6.14968e+06	5.00988e+06	6.05837e+06	5.3186e+06	6.54298e+06	5.29877e+06
P75884	GFCB_ECOLI	gfcB	Uncharacterized lipoprotein GfcB	5	5	7.19773e+06	7.09526e+06	7.28131e+06	7.20106e+06	6.86364e+06	7.09245e+06
P75913	GHRA_ECOLI	ghrA	Glyoxylate/hydroxypyruvate reductase A	5	5	4.24688e+06	4.43994e+06	4.45139e+06	4.45686e+06	5.19301e+06	4.40493e+06
P75914	YCDX_ECOLI	ycdX	Probable phosphatase YcdX	7	7	3.11731e+07	2.54435e+07	2.5659e+07	2.61866e+07	2.58035e+07	2.47072e+07
P75915	YCDY_ECOLI	ycdY	Chaperone protein YcdY	5	5	3.11609e+07	3.84327e+07	3.42321e+07	3.88755e+07	3.58597e+07	3.73702e+07
P75931	YCEM_ECOLI	yceM	Putative oxidoreductase YceM	1	1	4.25608e+06	4.60454e+06	4.36777e+06	3.64149e+06	4.46979e+06	3.97768e+06
P75937	FLGE_ECOLI	flgE	Flagellar hook protein FlgE	7	7	1.78615e+07	1.70984e+07	1.76279e+07	1.73852e+07	1.69212e+07	1.78626e+07
P75938	FLGF_ECOLI	flgF	Flagellar basal-body rod protein FlgF	1	1	1.70474e+06	1.55599e+06	2.01738e+06	1.74408e+06	2.00891e+06	2.12285e+06
P75949	NAGZ_ECOLI	nagZ	Beta-hexosaminidase	8	8	5.65231e+06	6.46093e+06	6.73536e+06	6.3729e+06	6.3666e+06	6.4222e+06
P75954	YCFS_ECOLI	ycfS	Probable L,D-transpeptidase YcfS	3	3	1.68603e+06	1.61602e+06	1.25943e+06	1.48905e+06	1.51568e+06	1.17334e+06
P75957	LOLD_ECOLI	lolD	Lipoprotein-releasing system ATP-binding protein LolD	3	3	1.93695e+07	1.87208e+07	1.87398e+07	1.87868e+07	1.88438e+07	1.98004e+07
P75959	NAGK_ECOLI	nagK	N-acetyl-D-glucosamine kinase	5	5	9.13319e+06	7.95784e+06	8.07098e+06	7.80268e+06	7.40945e+06	8.40933e+06
P75960	NPD_ECOLI	cobB	NAD-dependent protein deacylase	5	5	1.8601e+07	1.9619e+07	1.88805e+07	1.88498e+07	1.95792e+07	1.86104e+07
P75966	RLUE_ECOLI	rluE	Ribosomal large subunit pseudouridine synthase E	3	3	730094	566867	713082	587501	670046	718921
P76002	PLIG_ECOLI	pliG	Inhibitor of g-type lysozyme	8	8	7.80677e+06	7.15281e+06	7.16394e+06	6.38951e+06	7.16532e+06	7.17434e+06
P76004	YCGM_ECOLI	ycgM	Uncharacterized protein YcgM	3	3	3.27834e+06	2.67594e+06	2.87282e+06	2.69391e+06	3.08942e+06	2.54469e+06
P76007	CVRA_ECOLI	cvrA	Cell volume regulation protein A	3	3	1.54841e+06	1.67347e+06	1.92726e+06	1.91764e+06	1.62747e+06	2.02606e+06
P76008	LDCA_ECOLI	ldcA	Murein tetrapeptide carboxypeptidase	6	6	6.13174e+06	6.72311e+06	7.0412e+06	6.881e+06	6.86743e+06	6.7644e+06
P76010	YCGR_ECOLI	ycgR	Flagellar brake protein YcgR	2	2		2.08044e+06	1.9848e+06		1.78829e+06	
P76014	DHAL_ECOLI	dhaL	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	5	5	2.61845e+07	2.17056e+07	2.14628e+07	2.19033e+07	2.14751e+07	2.23839e+07
P76015	DHAK_ECOLI	dhaK	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	6	6	1.25155e+07	1.20027e+07	1.22235e+07	1.21109e+07	1.23698e+07	1.30586e+07
P76027	OPPD_ECOLI	oppD	Oligopeptide transport ATP-binding protein OppD	6	6	5.22248e+06	5.19573e+06	5.28172e+06	5.10422e+06	5.16779e+06	4.76839e+06
P76034	YCIT_ECOLI	yciT	Uncharacterized HTH-type transcriptional regulator YciT	6	6	8.63436e+06	7.85728e+06	7.81082e+06	8.01502e+06	7.75178e+06	7.94696e+06
P76046	YCJX_ECOLI	ycjX	Uncharacterized protein YcjX	2	2	702818	869993	1.03021e+06	909813	941061	
P76049	YCJY_ECOLI	ycjY	Uncharacterized protein YcjY	2	2	9.58967e+06	6.7654e+06	6.77094e+06	6.69612e+06	6.13872e+06	7.61445e+06
P76053	SMRA_ECOLI	smrA	Probable DNA endonuclease SmrA	2	2	2.90686e+06	3.0703e+06	2.76951e+06			2.697e+06
P76055	TTCA_ECOLI	ttcA	tRNA 2-thiocytidine biosynthesis protein TtcA	4	4	1.60722e+07	1.68829e+07	1.64469e+07	1.58355e+07	1.55405e+07	1.53613e+07
P76104	YDCP_ECOLI	ydcP	Uncharacterized protease YdcP	7	7	6.07967e+06	6.12764e+06	7.00444e+06	6.25406e+06	6.74292e+06	6.31282e+06
P76112	YNCA_ECOLI	yncA	N-acyltransferase YncA	1	1	5.45244e+06	5.49552e+06	5.20258e+06	5.14462e+06	5.5999e+06	5.52439e+06
P76115	YNCD_ECOLI	yncD	Probable TonB-dependent receptor YncD	2	2	1.19028e+06					
P76116	YNCE_ECOLI	yncE	Uncharacterized protein YncE	9	9	1.93645e+07	1.96309e+07	1.97828e+07	1.87696e+07	1.90546e+07	1.93655e+07
P76149	SAD_ECOLI	sad	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad	2	2	3.40099e+06	2.04708e+06	3.91159e+06	4.17955e+06	4.00499e+06	2.90569e+06
P76170	YNFB_ECOLI	ynfB	UPF0482 protein YnfB	2	2		6.73482e+06	7.4989e+06	6.51544e+06	7.07909e+06	6.54613e+06
P76177	YDGH_ECOLI	ydgH	Protein YdgH	21	21	9.6541e+07	9.87846e+07	9.58361e+07	9.53304e+07	9.53054e+07	9.81749e+07
P76187	YDHF_ECOLI	ydhF	Oxidoreductase YdhF	5	5	9.47252e+06	8.28937e+06	8.26567e+06	8.12026e+06	8.52077e+06	9.0719e+06
P76192	YDHV_ECOLI	ydhV	Uncharacterized oxidoreductase YdhV	9	9	7.14671e+06	6.36731e+06	6.58432e+06	6.33028e+06	6.33362e+06	6.49452e+06
P76193	YNHG_ECOLI	ynhG	Probable L,D-transpeptidase YnhG	6	6	8.81348e+06	1.07585e+07	9.88359e+06	1.06222e+07	1.00232e+07	9.65338e+06
P76204	YDIV_ECOLI	ydiV	Putative anti-FlhC(2)FlhD(4) factor YdiV	2	2	2.53602e+06	2.43222e+06	2.57328e+06	2.76475e+06	2.44662e+06	2.62583e+06
P76206	YDIY_ECOLI	ydiY	Uncharacterized protein YdiY	3	3	4.09347e+06	3.85706e+06	3.86093e+06	3.7346e+06	3.82268e+06	3.90374e+06
P76220	YDJY_ECOLI	ydjY	Uncharacterized protein YdjY	3	3	5.97075e+06	5.83317e+06	6.75967e+06	5.0171e+06	6.10311e+06	5.42659e+06
P76223	YNJB_ECOLI	ynjB	Protein YnjB	9	9	9.41643e+06	9.13776e+06	8.48754e+06	8.69746e+06	8.48214e+06	8.91489e+06
P76227	YNJH_ECOLI	ynjH	Uncharacterized protein YnjH	2	2	6.92104e+06	7.2378e+06	6.77554e+06	7.13355e+06	6.99201e+06	6.77179e+06
P76235	YEAH_ECOLI	yeaH	UPF0229 protein YeaH	1	1			701582	849324	775129	
P76243	YEAO_ECOLI	yeaO	Uncharacterized protein YeaO	5	5	1.04427e+07	9.97469e+06	9.68578e+06	9.95417e+06	9.67736e+06	9.9824e+06
P76245	YEAP_ECOLI	yeaP	Probable diguanylate cyclase YeaP	2	2	2.64689e+06	2.48882e+06	2.19306e+06	2.81995e+06	2.67776e+06	2.75354e+06
P76256	YEAZ_ECOLI	yeaZ	Uncharacterized protein YeaZ	4	4	5.11614e+06	5.74063e+06	5.64141e+06	5.35041e+06	5.22456e+06	5.58347e+06
P76268	KDGR_ECOLI	kdgR	Transcriptional regulator KdgR	16	16	3.13746e+07	2.79304e+07	3.07727e+07	2.87457e+07	3.10828e+07	2.99491e+07
P76270	MSRC_ECOLI	msrC	Free methionine-R-sulfoxide reductase	4	4	2.06609e+07	1.84116e+07	1.93336e+07	1.83313e+07	1.92225e+07	1.7688e+07
P76272	YEBT_ECOLI	yebT	Uncharacterized protein YebT	3	3	874127		852106		801345	
P76273	RSMF_ECOLI	rsmF	Ribosomal RNA small subunit methyltransferase F	3	3	4.80612e+06	4.2808e+06	4.57484e+06	4.46973e+06	4.96985e+06	4.48958e+06
P76290	CMOA_ECOLI	cmoA	tRNA (cmo5U34)-methyltransferase	7	7	8.89105e+06	9.68596e+06	8.69637e+06	9.50902e+06	8.8288e+06	9.01976e+06
P76291	CMOB_ECOLI	cmoB	tRNA (mo5U34)-methyltransferase	10	10	1.75299e+07	1.61046e+07	1.54704e+07	1.65011e+07	1.64592e+07	1.54843e+07
P76297	FLHE_ECOLI	flhE	Flagellar protein FlhE	1	1					1.83878e+06	1.95787e+06
P76298	FLHA_ECOLI	flhA	Flagellar biosynthesis protein FlhA	1	1	570075					
P76308	YECR_ECOLI	yecR	Uncharacterized protein YecR	1	1			529679		312332	
P76316	DCYD_ECOLI	dcyD	D-cysteine desulfhydrase	5	5	2.28075e+07	2.28688e+07	2.34162e+07	2.21545e+07	2.35329e+07	2.38747e+07
P76335	YEDS_ECOLI	yedS	Putative outer membrane protein YedS	3	3		405021	524878	320741	478309	337625
P76339	YEDV_ECOLI	yedV	Probable sensor-like histidine kinase YedV	1	1	673024					
P76344	ZINT_ECOLI	zinT	Metal-binding protein ZinT	1	1	844846	882443	791283	881756	609457	
P76346	MTFA_ECOLI	mtfA	Protein MtfA	1	1	3.02218e+06	3.16705e+06	2.90573e+06	3.1297e+06	3.0669e+06	3.11744e+06
P76372	WZZB_ECOLI	wzzB	Chain length determinant protein	6	6	4.79584e+07	4.37713e+07	4.58659e+07	4.71263e+07	4.62809e+07	4.60816e+07
P76389	YEGH_ECOLI	yegH	UPF0053 protein YegH	2	2	452443		643404	596774	967237	622074
P76402	YEGP_ECOLI	yegP	UPF0339 protein YegP	3	3	2.42548e+07	2.43055e+07	2.34154e+07	2.39454e+07	2.31887e+07	2.43363e+07
P76403	YEGQ_ECOLI	yegQ	Uncharacterized protease YegQ	9	9	1.20895e+07	1.27668e+07	1.19605e+07	1.19786e+07	1.2024e+07	1.23452e+07
P76406	YEGR_ECOLI	yegR	Uncharacterized protein YegR	2	2	1.79162e+06	1.438e+06	1.62705e+06	1.5367e+06	1.73451e+06	1.57516e+06
P76440	PRET_ECOLI	preT	NAD-dependent dihydropyrimidine dehydrogenase sunbunit PreT	2	2	1.41144e+06	1.64514e+06	1.61026e+06	1.66628e+06	1.59984e+06	1.59328e+06
P76445	YEIU_ECOLI	yeiU	Inner membrane protein YeiU	3	3	8.90131e+06	9.86346e+06	1.02144e+07	9.95691e+06	9.051e+06	8.30392e+06
