Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	5.6393e+07	6.13368e+07	6.11555e+07	5.99389e+07	5.72008e+07	6.15594e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	4	4	1.28094e+06	1.45363e+06	1.32147e+06	1.36048e+06	1.40753e+06	1.47566e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	14	14	1.54104e+07	1.40885e+07	1.42669e+07	1.41892e+07	1.37783e+07	1.43933e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	5	5	8.81518e+06	7.3911e+06	8.00289e+06	7.63309e+06	7.54204e+06	7.40155e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	1.25308e+07	1.12603e+07	1.14339e+07	1.21302e+07	1.15222e+07	1.17042e+07
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	4	4	848482	693190	750983	797987	666161	721783
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	15	15	1.70141e+07	1.64684e+07	1.69715e+07	1.7395e+07	1.69266e+07	1.69583e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	6	6	4.54536e+06	4.47452e+06	4.39758e+06	3.39435e+06	4.4e+06	4.07242e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		6	6	1.86849e+07	5.3994e+06	1.89062e+07	4.88483e+06	1.85761e+07	4.73949e+06
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	5	5	1.30863e+07	1.35739e+07	1.3098e+07	1.47118e+07	1.32672e+07	1.46115e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	2.85397e+06	4.36162e+06	4.53182e+06	4.20548e+06	4.64232e+06	4.32268e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	1.0078e+07	9.33788e+06	9.48315e+06	9.26537e+06	9.31904e+06	9.19753e+06
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	973737	994326	1.19076e+06	1.09641e+06	1.25825e+06	
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	6.01096e+06	6.15291e+06	6.46097e+06	6.61897e+06	7.10143e+06	7.44196e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1		5.02475e+06	4.67698e+06	4.0277e+06	6.56662e+06	4.23342e+06
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	6	6	2.63603e+06	2.91724e+06	2.82264e+06	2.62879e+06	2.90207e+06	2.86246e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	17	17	1.2724e+07	1.35208e+07	1.37084e+07	1.33217e+07	1.33627e+07	1.28716e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	2.64183e+07	2.71586e+07	2.70783e+07	2.75596e+07	2.7439e+07	2.83227e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	18	18	5.06704e+06	4.80714e+06	4.8768e+06	4.80665e+06	4.6182e+06	4.83265e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2	682697	913942	883769	727950	956373	929612
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	3	3	4.5345e+06	4.20072e+06	3.96431e+06	4.35994e+06	4.46851e+06	4.36566e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	10	10	1.04993e+07	9.76085e+06	9.54102e+06	1.00042e+07	9.52227e+06	9.85661e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	13	13	8.02941e+06	9.33884e+06	9.09925e+06	8.85726e+06	9.11354e+06	9.82856e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	3	3	2.92317e+06			2.44679e+06		2.33989e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	5	5	8.21342e+06	8.86306e+06	8.90638e+06	9.06819e+06	8.70905e+06	8.33947e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	16	16	2.88721e+07	2.91583e+07	2.80809e+07	2.86683e+07	2.8464e+07	2.87989e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	3	3	3.12505e+06	3.80459e+06	3.76568e+06	3.65485e+06	3.34693e+06	3.80419e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3	3.87748e+06	4.09066e+06	3.96567e+06	4.26072e+06	3.79118e+06	4.0565e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4	2.91085e+06	3.3553e+06	3.77327e+06	3.55746e+06	3.72252e+06	3.49112e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	17	17	2.34551e+08	2.50997e+08	2.48928e+08	2.50989e+08	2.45486e+08	2.49503e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	3	3	7.3152e+06	6.29923e+06	6.28955e+06	5.2681e+06	5.2903e+06	5.77796e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	4.31219e+06	4.12441e+06	4.1199e+06	4.32702e+06	4.00808e+06	4.06802e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	2	2	2.16162e+06	1.84387e+06	1.99758e+06	1.8827e+06	1.82821e+06	1.76249e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	214733	143450	221427	165644	194766	147160
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2	9.19081e+06	5.98498e+06	5.76968e+06		4.55338e+06	5.20434e+06
P45577	PROQ_ECOLI	proQ	ProP effector	12	12	1.02931e+08	9.50926e+07	1.00906e+08	9.64723e+07	1.00084e+08	9.43131e+07
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	8	8	1.5375e+08	1.87643e+08	1.85039e+08	1.77186e+08	1.81684e+08	1.85799e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	6	6	1.674e+07	1.54166e+07	1.64265e+07	1.63714e+07	1.61867e+07	1.68382e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	5.65143e+06	4.39799e+06	4.41349e+06	4.60224e+06	4.43082e+06	5.04136e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	6	6	8.18821e+06	7.82753e+06	7.97862e+06	7.39319e+06	7.12938e+06	7.31124e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1		1.21489e+06	1.71105e+06	1.35673e+06	1.40578e+06	1.63712e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	9	9	1.50716e+07	1.4102e+07	1.42104e+07	1.40107e+07	1.42025e+07	1.43687e+07
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	4.00606e+06	7.5359e+06	7.32605e+06	6.3844e+06	6.78579e+06	6.36222e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	3	3	1.1601e+06	1.12264e+06	1.4171e+06	1.3225e+06	1.48051e+06	823696
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	3.72115e+07	3.85816e+07	3.8491e+07	3.77036e+07	3.70254e+07	3.74273e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1		7.18364e+07	7.86764e+07	7.29395e+07	8.01323e+07	7.55653e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	4	4	7.85731e+06	6.81141e+06	6.46432e+06	7.06319e+06	6.42264e+06	5.27283e+06
P46837	YHGF_ECOLI	yhgF	Protein YhgF	29	29	3.72109e+07	3.80253e+07	3.87848e+07	3.78432e+07	3.80166e+07	3.75968e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	5.04593e+06	6.19933e+06	4.71542e+06	5.71046e+06	5.80626e+06	5.09595e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	11	11	3.82494e+07	3.53493e+07	3.61167e+07	3.58314e+07	3.66816e+07	3.59606e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	1	1	2.56342e+06	2.85985e+06	2.97624e+06	2.52154e+06	3.34863e+06	2.76633e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	7	7	1.49049e+07	1.5062e+07	1.45073e+07	1.40189e+07	1.55639e+07	1.53973e+07
P50456	MLC_ECOLI	mlc	Protein mlc	5	5	4.89274e+06	4.9047e+06	4.44829e+06	4.56049e+06	4.44221e+06	4.69649e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	2	2	4.01695e+06	2.86465e+06	3.38868e+06	2.24585e+06		2.55711e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	2.12744e+07	2.27602e+07	2.27666e+07	2.19109e+07	2.33411e+07	2.30802e+07
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	6.28323e+06	4.91033e+06	6.29902e+06	5.23664e+06	5.82376e+06	5.53664e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	5.28309e+06	6.31513e+06	5.7383e+06	6.12145e+06	5.61204e+06	5.81986e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	3.51201e+06	3.48583e+06	3.71603e+06	4.42928e+06	3.30465e+06	4.06596e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	1.3106e+07	1.36654e+07	1.32127e+07	1.40774e+07	1.29738e+07	1.33273e+07
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	1.50629e+06	1.68799e+06	1.67956e+06	1.69314e+06	1.77294e+06	1.63031e+06
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1				1.23773e+06	1.57185e+06	1.91041e+06
P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	1	1	316609	358184	314513	283224		248655
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.92588e+07	1.65435e+07	1.72492e+07	1.75089e+07	1.68214e+07	1.72007e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	2.10825e+07	1.7738e+07	1.78354e+07	1.76711e+07	1.85796e+07	1.79143e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	4	4	1.15386e+06	1.05745e+06	1.23431e+06	896049	768206	1.18996e+06
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1	1.28916e+06	1.5012e+06	1.17364e+06	1.42942e+06	1.21201e+06	1.12417e+06
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	2	2	1.46357e+06	1.36437e+06	1.19881e+06	1.37805e+06	1.17256e+06	1.11863e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	2	2	1.07521e+06	721661	807730		547800	617918
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	13	13	2.80564e+07	2.99141e+07	2.93458e+07	2.74571e+07	2.84813e+07	2.87693e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	3.50312e+06	2.6538e+06	3.39186e+06	2.76829e+06	2.82456e+06	2.71154e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	15	15	1.05604e+07	1.06249e+07	1.03339e+07	1.05675e+07	1.05525e+07	9.96448e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	8	8	1.04864e+08	1.15639e+08	1.12442e+08	1.13885e+08	1.12388e+08	1.13013e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	1	1	5.11924e+06	6.79657e+06	6.37863e+06	4.74848e+06	6.71636e+06	5.87145e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		5	5	1.90765e+07	5.20716e+06	2.02352e+07	5.2398e+06	2.01151e+07	4.97826e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	3	3		1.2726e+06	1.29629e+06			
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	2	2	5.77836e+06	6.37955e+06	7.24853e+06	7.98348e+06	8.51423e+06	5.51316e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	4.01461e+06	4.02357e+06	4.29447e+06	4.0482e+06	4.12478e+06	4.16399e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	24	24	2.0346e+07	2.074e+07	2.15063e+07	2.07731e+07	2.13297e+07	2.06303e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	16	16	1.03514e+07	1.0136e+07	1.02122e+07	1.00627e+07	9.90401e+06	9.86876e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7	3.72956e+07	3.31255e+07	3.42741e+07	3.34906e+07	3.3637e+07	3.16871e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	8	8	2.28959e+07	2.4093e+07	2.41696e+07	2.38422e+07	2.40731e+07	2.42052e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	5.72705e+08	6.68664e+08	6.76032e+08	6.43072e+08	6.64153e+08	6.50186e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	10	10	1.17771e+09	1.22787e+09	1.30131e+09	1.2594e+09	1.28622e+09	1.26501e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4	5.56078e+06	5.59911e+06	5.73636e+06	5.40981e+06	5.97406e+06	6.22548e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	4.50023e+07	4.88089e+07	4.61416e+07	4.90405e+07	4.59509e+07	4.73346e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	6	6	8.77305e+06	9.56561e+06	1.00153e+07	9.52559e+06	9.93508e+06	9.74779e+06
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2	8.09925e+06	7.11793e+06	6.77958e+06	6.01852e+06	6.99643e+06	6.98151e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	8.01487e+08	8.04033e+08	8.56626e+08	8.04305e+08	8.5486e+08	8.2267e+08
P60651	SPEB_ECOLI	speB	Agmatinase	6	6	9.1924e+07	1.0313e+08	1.01861e+08	1.02766e+08	1.00467e+08	1.0096e+08
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	10	10	3.86861e+07	3.52975e+07	3.46458e+07	3.2697e+07	3.2954e+07	3.32475e+07
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	6.00411e+07	6.94661e+07	7.06232e+07	6.88005e+07	7.00392e+07	6.98184e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	2	2		2.22052e+06	2.23679e+06	2.12875e+06	2.04658e+06	2.18863e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	14	14	8.93496e+08	9.11962e+08	8.9563e+08	9.05026e+08	9.62479e+08	9.02134e+08
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	8	8	1.543e+07	1.43602e+07	1.44994e+07	1.61576e+07	1.47949e+07	1.55875e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	5	5	1.05083e+07	9.44203e+06	9.91021e+06	1.04714e+07	1.03871e+07	9.59444e+06
P60785	LEPA_ECOLI	lepA	Elongation factor 4	17	17	3.00758e+07	3.02101e+07	3.16166e+07	2.97627e+07	3.05715e+07	3.02991e+07
P60869	YBJL_ECOLI	ybjL	Putative transport protein YbjL	1	1	628134		589761	409945	520073	533138
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	20	20	8.75299e+07	8.65458e+07	9.08441e+07	8.55152e+07	8.85757e+07	8.48435e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	3	3	2.43659e+06	2.57798e+06	2.23758e+06	2.17448e+06	2.20096e+06	2.12645e+06
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	9.57016e+08	9.01837e+08	9.51787e+08	8.86972e+08	9.33562e+08	8.95704e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	4.0386e+07	4.21474e+07	4.16631e+07	4.12112e+07	4.1588e+07	4.16237e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	10	10	1.65147e+07	1.7474e+07	1.74129e+07	1.74328e+07	1.72672e+07	1.74076e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9	6.81448e+07	6.62577e+07	6.62956e+07	6.71134e+07	6.66619e+07	6.56507e+07
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		1	1	3.52363e+07	1.11394e+07	2.94312e+07	9.13552e+06	3.21728e+07	1.24836e+07
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	11	11	1.83526e+08	1.97925e+08	1.94961e+08	1.97654e+08	1.95576e+08	2.01559e+08
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		1	1			824600		899196	
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	3	3	3.95001e+06	3.85773e+06	3.7724e+06	3.8818e+06	3.95397e+06	4.09393e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	15	15	8.51257e+07	8.82084e+07	8.74408e+07	8.86961e+07	8.97131e+07	9.08985e+07
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.49214e+08	1.44499e+08	1.56855e+08	1.49318e+08	1.49845e+08	1.51206e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	19	19	1.11294e+09	1.20423e+09	1.181e+09	1.20594e+09	1.1951e+09	1.16145e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	3	3	3.00921e+06	2.49449e+06	2.53484e+06	2.32751e+06	2.29482e+06	1.96933e+06
P62556	SOPA_ECOLI	sopA	Protein SopA	8	8	7.60396e+08	6.89412e+08	7.01934e+08	6.87637e+08	6.9681e+08	7.24228e+08
P62558	SOPB_ECOLI	sopB	Protein SopB	10	10	2.49532e+07	2.31731e+07	2.25821e+07	2.27893e+07	2.22034e+07	2.25838e+07
P62601	TREF_ECOLI	treF	Cytoplasmic trehalase	3	3	336018	544948	458114	348621	450547	331635
P62615	ISPE_ECOLI	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	2	2	7.21916e+06	7.67287e+06	7.49054e+06	6.79741e+06	7.97597e+06	8.06155e+06
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	3	3	8.76045e+06	9.32495e+06	9.6321e+06	9.23944e+06	1.00107e+07	9.94052e+06
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	20	20	2.59696e+07	2.66293e+07	2.75678e+07	2.7676e+07	2.71139e+07	2.69632e+07
P62623	ISPH_ECOLI	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	9	9	7.18657e+06	7.36987e+06	7.48964e+06	6.86887e+06	7.64426e+06	7.43018e+06
P62672	APAG_ECOLI	apaG	Protein ApaG	3	3	5.38161e+06	4.79565e+06	5.25968e+06	4.70645e+06	4.69112e+06	4.69878e+06
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	18	18	2.02864e+08	1.99618e+08	2.16631e+08	2.00788e+08	2.11006e+08	1.99425e+08
P62768	YAEH_ECOLI	yaeH	UPF0325 protein YaeH	13	13	3.18109e+07	3.22253e+07	3.33285e+07	3.23496e+07	3.34672e+07	3.16286e+07
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		5	5	2.96032e+07		2.8214e+07		2.98189e+07	6.27858e+06
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		2	2	3.27284e+06	1.10019e+06	3.18839e+06	1.09108e+06	3.14767e+06	1.16797e+06
P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	6	6	6.40307e+07	6.41977e+07	6.56808e+07	6.3634e+07	6.36039e+07	6.77802e+07
P63165ups|SUMO1_HUMAN_UPS	Small	Small		10	10	2.21094e+07		2.57364e+07	3.74489e+06	2.38617e+07	
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	7	7	2.46766e+07	2.23262e+07	2.23252e+07	2.14915e+07	2.26639e+07	2.15351e+07
P63183	KUP_ECOLI	kup	Low affinity potassium transport system protein kup	2	2			1.72116e+06	1.50101e+06	1.82128e+06	
P63204	GADE_ECOLI	gadE	Transcriptional regulator GadE	2	2	3.89161e+06		3.8266e+06	2.87547e+06		
P63224	GMHA_ECOLI	gmhA	Phosphoheptose isomerase	10	10	1.89125e+08	1.77071e+08	1.76892e+08	1.72091e+08	1.77727e+08	1.70671e+08
P63228	GMHB_ECOLI	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	3	3	1.47326e+07	1.40672e+07	1.2507e+07	1.13974e+07	1.25605e+07	1.28176e+07
P63235	GADC_ECOLI	gadC	Probable glutamate/gamma-aminobutyrate antiporter	3	3	2.37774e+07	2.50013e+07	2.31077e+07	2.38141e+07	2.33921e+07	2.45641e+07
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		2	2	1.78014e+07	4.53622e+06	1.79056e+07	4.23673e+06	1.74431e+07	5.17797e+06
P63284	CLPB_ECOLI	clpB	Chaperone protein ClpB	53	53	5.99721e+07	6.05885e+07	6.11082e+07	6.20134e+07	6.12349e+07	6.18614e+07
P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	2	2	3.23251e+06	2.97691e+06	3.01984e+06	2.59812e+06	2.82739e+06	2.84002e+06
P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	14	14	6.07452e+06	5.95047e+06	6.29535e+06	5.75024e+06	5.9463e+06	5.75918e+06
P63417	YHBS_ECOLI	yhbS	Uncharacterized N-acetyltransferase YhbS	6	6	3.88407e+07	4.19814e+07	3.7532e+07	4.25005e+07	3.84048e+07	4.06792e+07
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	10	10	4.48986e+06	4.55485e+06	4.18847e+06	4.6762e+06	4.57745e+06	4.46146e+06
P64423	ZNTB_ECOLI	zntB	Zinc transport protein ZntB	1	1	2.16599e+06	1.14717e+06	1.596e+06	1.48115e+06	1.32743e+06	1.79204e+06
P64429	YPFJ_ECOLI	ypfJ	Uncharacterized protein YpfJ	3	3	6.82524e+06	6.77059e+06	6.62024e+06	6.52218e+06	6.59063e+06	6.64961e+06
P64448	YNBE_ECOLI	ynbE	Uncharacterized protein YnbE	2	2	800714	717017	863630	691005	679161	719117
P64451	YDCL_ECOLI	ydcL	Uncharacterized lipoprotein YdcL	3	3	1.39108e+07	1.5412e+07	1.5122e+07	1.47737e+07	1.65464e+07	1.53226e+07
P64455	YDCY_ECOLI	ydcY	Uncharacterized protein YdcY	1	1	6.63602e+07	5.16506e+07	5.31622e+07	4.81456e+07	5.13922e+07	5.21071e+07
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	3	3	1.83998e+08	1.78824e+08	1.83335e+08	1.89844e+08	1.85436e+08	1.87748e+08
P64467	CNU_ECOLI	cnu	OriC-binding nucleoid-associated protein	5	5	2.75414e+07	2.68383e+07	2.67392e+07	2.67029e+07	2.68205e+07	2.44734e+07
P64476	YDIH_ECOLI	ydiH	Uncharacterized protein YdiH	4	4	5.61166e+06	5.28934e+06	5.25007e+06	5.77344e+06	5.44957e+06	4.90403e+06
P64483	YEAK_ECOLI	yeaK	Uncharacterized protein YeaK	3	3	1.30511e+07	1.0583e+07	1.14821e+07	1.06737e+07	1.00744e+07	1.05613e+07
P64493	YOAF_ECOLI	yoaF	Uncharacterized protein YoaF	1	1	1.46038e+06	1.57693e+06	1.74082e+06	1.37358e+06	1.82172e+06	1.4502e+06
P64499	YEBO_ECOLI	yebO	Uncharacterized protein YebO	3	3	1.93912e+07	2.15085e+07	1.98562e+07	2.1354e+07	2.10814e+07	2.06563e+07
P64503	YEBV_ECOLI	yebV	Uncharacterized protein YebV	1	1	122925			183646		
P64506	YEBY_ECOLI	yebY	Uncharacterized protein YebY	1	1	2.64998e+06	2.88902e+06	2.68528e+06	2.75499e+06	2.54486e+06	2.47943e+06
P64519	YODD_ECOLI	yodD	Uncharacterized protein YodD	2	2	1.68118e+06	1.09171e+06	1.48362e+06	1.18195e+06	1.76186e+06	1.15338e+06
P64530	RCNR_ECOLI	rcnR	Transcriptional repressor RcnR	2	2	1.62684e+06	2.0264e+06	2.16732e+06	1.93579e+06	1.91374e+06	1.90457e+06
P64534	RCNB_ECOLI	rcnB	Nickel/cobalt homeostasis protein RcnB	4	4	3.10294e+07	2.68921e+07	2.89741e+07	2.79693e+07	2.81133e+07	2.90527e+07
P64540	YFCL_ECOLI	yfcL	Uncharacterized protein YfcL	3	3	3.34758e+07	3.43331e+07	3.35949e+07	3.20237e+07	3.25333e+07	3.22893e+07
P64545	YFGG_ECOLI	yfgG	Uncharacterized protein YfgG	1	1	2.9741e+06	3.29861e+06	3.39902e+06	2.6158e+06	3.09262e+06	3.26923e+06
P64548	YFIR_ECOLI	yfiR	Uncharacterized protein YfiR	1	1	917606	748500	1.03413e+06	892790	1.01296e+06	955914
P64554	QUEE_ECOLI	queE	7-carboxy-7-deazaguanine synthase	7	7	2.25217e+07	2.30113e+07	2.15204e+07	2.13398e+07	2.12672e+07	2.2706e+07
P64559	CPTB_ECOLI	cptB	Antitoxin CptB	2	2	3.35919e+06	3.21608e+06	3.3993e+06	2.44796e+06	3.22788e+06	2.86812e+06
P64564	YGGT_ECOLI	yggT	Uncharacterized protein YggT	2	2	6.02732e+06	5.82968e+06	5.26209e+06	4.27186e+06	5.18928e+06	5.64048e+06
P64581	YQJD_ECOLI	yqjD	Uncharacterized protein YqjD	4	4	2.17892e+08	2.19643e+08	2.45453e+08	2.5562e+08	2.41506e+08	2.34968e+08
P64585	YQJE_ECOLI	yqjE	Inner membrane protein YqjE	1	1		2.24748e+06	2.31264e+06	1.98374e+06	2.21626e+06	2.1084e+06
P64588	YQJI_ECOLI	yqjI	Transcriptional regulator YqjI	4	4	5.00544e+06	4.92626e+06	5.00751e+06	3.93909e+06	5.04754e+06	4.53552e+06
