Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P37325	YBCH_ECOLI	ybcH	Uncharacterized protein YbcH	1	1		192662			248553	174699
P37329	MODA_ECOLI	modA	Molybdate-binding periplasmic protein	13	13	3.12496e+07	3.28917e+07	3.3143e+07	3.26301e+07	3.33099e+07	3.3018e+07
P37330	MASZ_ECOLI	glcB	Malate synthase G	7	7	7.4678e+06	7.59669e+06	7.4376e+06	7.3631e+06	7.50173e+06	7.71824e+06
P37342	YJJI_ECOLI	yjjI	Uncharacterized protein YjjI	10	10	1.26985e+07	1.32402e+07	1.27686e+07	1.37328e+07	1.28515e+07	1.30861e+07
P37349	DHAM_ECOLI	dhaM	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM	8	8	1.29839e+07	1.35539e+07	1.35728e+07	1.3908e+07	1.37577e+07	1.4338e+07
P37353	MENE_ECOLI	menE	2-succinylbenzoate--CoA ligase	3	3	1.10659e+06	1.28248e+06	1.10736e+06	1.28136e+06	1.22037e+06	1.14422e+06
P37440	UCPA_ECOLI	ucpA	Oxidoreductase UcpA	9	9	2.10979e+07	2.2502e+07	2.09704e+07	2.23483e+07	2.27492e+07	2.05985e+07
P37613	YHHK_ECOLI	yhhK	Uncharacterized protein YhhK	5	5	2.08138e+07	2.11687e+07	2.08602e+07	2.11934e+07	1.92992e+07	2.10165e+07
P37617	ATZN_ECOLI	zntA	Lead, cadmium, zinc and mercury-transporting ATPase	13	13	8.20624e+06	7.6399e+06	8.02143e+06	7.49878e+06	7.8203e+06	7.52596e+06
P37626	YHII_ECOLI	yhiI	Uncharacterized protein YhiI	7	7	2.76292e+06	3.23807e+06	3.10166e+06	3.34056e+06	3.14324e+06	3.09298e+06
P37631	YHIN_ECOLI	yhiN	Uncharacterized protein YhiN	4	4	4.85317e+06	4.81354e+06	5.08995e+06	4.62167e+06	4.63148e+06	4.78357e+06
P37634	RLMJ_ECOLI	rlmJ	Ribosomal RNA large subunit methyltransferase J	13	13	2.86339e+07	2.79856e+07	2.86079e+07	2.92899e+07	2.89417e+07	2.92936e+07
P37636	MDTE_ECOLI	mdtE	Multidrug resistance protein MdtE	13	13	2.28115e+07	2.03457e+07	2.25492e+07	2.08153e+07	2.1125e+07	2.29229e+07
P37637	MDTF_ECOLI	mdtF	Multidrug resistance protein MdtF	6	6	1.82513e+06	1.77172e+06	1.77713e+06	1.90558e+06	1.78533e+06	1.7393e+06
P37646	YHJH_ECOLI	yhjH	Cyclic di-GMP phosphodiesterase YhjH	2	2	548659		586616	486478	537996	
P37647	KDGK_ECOLI	kdgK	2-dehydro-3-deoxygluconokinase	7	7	8.56096e+06	8.23362e+06	8.31095e+06	7.98125e+06	8.39291e+06	8.40223e+06
P37648	YHJJ_ECOLI	yhjJ	Protein YhjJ	12	12	2.06601e+07	2.14767e+07	2.05452e+07	2.09017e+07	2.10166e+07	2.11259e+07
P37650	BCSC_ECOLI	bcsC	Cellulose synthase operon protein C	14	14	6.55063e+06	6.24553e+06	6.4658e+06	6.11709e+06	6.49716e+06	6.13255e+06
P37651	GUN_ECOLI	bcsZ	Endoglucanase	5	5	7.99402e+06	8.15973e+06	7.849e+06	7.91509e+06	8.19365e+06	7.86357e+06
P37652	BCSB_ECOLI	bcsB	Cyclic di-GMP-binding protein	15	15	1.32854e+07	1.34056e+07	1.41084e+07	1.40946e+07	1.40931e+07	1.39151e+07
P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	7	7	1.16462e+07	1.0606e+07	1.21656e+07	1.19627e+07	1.18385e+07	1.25353e+07
P37657	BCSE_ECOLI	bcsE	Protein BcsE homolog	4	4	3.34545e+06	3.32183e+06	3.79617e+06	3.58338e+06	3.4539e+06	3.74098e+06
P37659	BCSG_ECOLI	bcsG	Protein BcsG homolog	4	4	1.72127e+06	1.65788e+06	1.60128e+06	1.76615e+06	1.64839e+06	1.70098e+06
P37665	YIAD_ECOLI	yiaD	Inner membrane lipoprotein YiaD	7	7	3.40792e+07	3.3843e+07	3.51469e+07	3.34464e+07	3.46355e+07	3.46765e+07
P37666	GHRB_ECOLI	ghrB	Glyoxylate/hydroxypyruvate reductase B	10	10	1.01072e+08	1.09034e+08	9.92695e+07	1.08973e+08	1.04519e+08	1.00235e+08
P37685	ALDB_ECOLI	aldB	Aldehyde dehydrogenase B	5	5	5.71883e+06	5.22333e+06	5.02884e+06	5.67549e+06	5.5971e+06	5.27379e+06
P37689	GPMI_ECOLI	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	22	22	2.05285e+08	2.10516e+08	2.11755e+08	2.11407e+08	2.01882e+08	2.15597e+08
P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	10	10	2.63837e+06	2.46103e+06	2.74733e+06	2.48193e+06	2.59822e+06	2.51058e+06
P37692	RFAF_ECOLI	rfaF	ADP-heptose--LPS heptosyltransferase 2	7	7	1.78825e+07	1.72251e+07	1.83203e+07	1.74691e+07	1.8367e+07	1.84038e+07
P37747	GLF_ECOLI	glf	UDP-galactopyranose mutase	2	2	5.00418e+06	5.0495e+06	5.60718e+06	5.01869e+06	5.09883e+06	5.66204e+06
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	12	12	2.55561e+07	2.71562e+07	2.58786e+07	2.65179e+07	2.737e+07	2.6362e+07
P37773	MPL_ECOLI	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	15	15	4.48837e+07	4.63006e+07	4.62533e+07	4.77695e+07	4.65309e+07	4.97872e+07
P37774	YECC_ECOLI	yecC	Uncharacterized amino-acid ABC transporter ATP-binding protein YecC	2	2		375474	417618	380008	431433	166272
P37902	GLTI_ECOLI	gltI	Glutamate/aspartate periplasmic-binding protein	7	7	5.53766e+06	5.22848e+06	6.05253e+06	5.46389e+06	5.57912e+06	5.10134e+06
P37903	USPF_ECOLI	uspF	Universal stress protein F	5	5	4.92703e+07	5.08183e+07	4.91126e+07	4.89238e+07	5.01467e+07	5.1543e+07
P37908	YFJD_ECOLI	yfjD	UPF0053 inner membrane protein YfjD	5	5	3.56585e+06	3.96204e+06	3.85788e+06	3.73887e+06	3.90165e+06	3.356e+06
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	17	17	2.5951e+07	2.44266e+07	2.50275e+07	2.49934e+07	2.43796e+07	2.48725e+07
P38051	MENF_ECOLI	menF	Menaquinone-specific isochorismate synthase	4	4	811942	742120	820777	700310	977724	1.01408e+06
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	25	25	1.94177e+07	1.87178e+07	1.95912e+07	1.83493e+07	1.82888e+07	1.91868e+07
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	13	13	7.26666e+07	7.62998e+07	7.40499e+07	7.75389e+07	7.84781e+07	7.38319e+07
P38506	XNI_ECOLI	ygdG	Protein Xni	3	3	1.85844e+06	1.74043e+06	2.12125e+06	2.09035e+06	2.16874e+06	2.12907e+06
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	4	4	3.12848e+06	2.90577e+06	2.93484e+06	3.68087e+06	3.6755e+06	3.46541e+06
P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	15	15	2.98611e+07	2.99305e+07	3.09058e+07	2.97151e+07	2.91535e+07	2.99127e+07
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	2	2	3.17899e+06	2.84954e+06	3.28114e+06	3.46941e+06	3.48617e+06	3.43536e+06
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	5	5	4.7151e+06	5.76336e+06		5.87706e+06	5.72784e+06	4.1662e+06
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7	1.09779e+08	1.07002e+08	1.15782e+08	1.05438e+08	1.09858e+08	1.12231e+08
P39176	ERFK_ECOLI	erfK	Probable L,D-transpeptidase ErfK/SrfK	3	3	1.86193e+06	1.68009e+06	1.81333e+06	2.01394e+06	1.93175e+06	1.9813e+06
P39177	USPG_ECOLI	uspG	Universal stress protein G	5	5	1.41129e+08	1.44629e+08	1.38174e+08	1.28582e+08	1.44776e+08	1.3407e+08
P39187	YTFJ_ECOLI	ytfJ	Uncharacterized protein YtfJ	3	3			2.3514e+06	3.37163e+06	2.38323e+06	2.8007e+06
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	9	9	4.53917e+07	4.67423e+07	4.4578e+07	4.94192e+07	4.72902e+07	4.67632e+07
P39263	YFCC_ECOLI	yfcC	Uncharacterized protein YfcC	1	1	1.02579e+06	659039		864612	951150	
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	2	2	1.10808e+06	1.27897e+06	1.29441e+06	1.21236e+06	1.22836e+06	1.3061e+06
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	5	5	5.73354e+06	5.16668e+06	6.38321e+06	5.9236e+06	5.66711e+06	5.55686e+06
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6	1.02086e+07	1.04764e+07	1.04484e+07	1.03299e+07	1.09834e+07	1.02789e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	3	3	3.0815e+06	3.06182e+06	3.95014e+06	3.37501e+06	3.88373e+06	4.10093e+06
P39304	ULAD_ECOLI	ulaD	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	2	2	593398	551179	648446	788507	611289	633340
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	2.10241e+06	2.1392e+06	2.07667e+06	2.03476e+06	2.16809e+06	2.12896e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	5	5	1.35522e+07	1.40969e+07	1.38719e+07	1.4609e+07	1.39829e+07	1.50214e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	16	16	2.85663e+06	2.94956e+06	3.02186e+06	3.16785e+06	2.99145e+06	3.28295e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	4	4	4.3804e+06	3.87044e+06	4.14702e+06	4.27752e+06	4.04382e+06	4.4552e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	1.14798e+06	2.03073e+06	1.48742e+06	2.20917e+06	2.39036e+06	1.67797e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	10	10	4.94465e+06	4.46372e+06	4.94146e+06	5.13732e+06	5.3929e+06	5.3394e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	2	2	2.31954e+06	2.76694e+06	2.94666e+06	2.51355e+06	2.7349e+06	2.78928e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	10	10	1.95511e+07	1.92625e+07	2.00337e+07	1.94595e+07	1.95824e+07	1.94402e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	3	3	3.02001e+06	3.08901e+06	3.29457e+06	3.10954e+06	3.50247e+06	3.01999e+06
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	5	5	1.90656e+06	1.67223e+06	2.1099e+06	1.91246e+06	1.85082e+06	1.83941e+06
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	10	10	2.51401e+06	2.83362e+06	2.39311e+06	2.90864e+06	2.90168e+06	2.45136e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	5	5	1.90328e+07	1.90909e+07	1.98173e+07	1.89141e+07	1.89734e+07	1.95995e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	9	9	2.1948e+06	2.33569e+06	2.50566e+06	2.33011e+06	2.499e+06	2.50169e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7	4.42463e+07	4.33919e+07	4.44706e+07	4.46752e+07	4.29008e+07	4.43697e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	5	5	1.38946e+06	1.72289e+06	1.83586e+06	2.15192e+06	1.88706e+06	1.76276e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2	1.34757e+06	1.31799e+06	1.38932e+06	1.1998e+06	1.3078e+06	1.38244e+06
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	1.25957e+07	1.22284e+07	1.12316e+07	1.23399e+07	1.20351e+07	1.25933e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4	8.56786e+06	8.58778e+06	8.8141e+06	7.96769e+06	7.99406e+06	8.1717e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	3	3	773859	1.03652e+06	1.11085e+06	1.02158e+06	1.06705e+06	1.12414e+06
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	3	3	2.88786e+06	2.83336e+06	2.94102e+06	2.86299e+06	3.43489e+06	3.15081e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	6.24871e+07	6.37032e+07	6.06181e+07	6.01897e+07	6.23307e+07	6.12668e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	4	4	1.65213e+06	1.48954e+06	1.60819e+06	1.64558e+06	1.58998e+06	1.71948e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	13	13	1.32948e+07	1.33274e+07	1.31642e+07	1.239e+07	1.258e+07	1.35274e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	6	6	7.82703e+06	8.38115e+06	8.32498e+06	8.32074e+06	8.33882e+06	8.09426e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	9.89751e+06	1.10595e+07	9.68784e+06	1.04023e+07	1.05216e+07	1.09206e+07
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	5	5	827851	648734	787998	741188	770021	839181
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	14	14	1.75582e+07	1.80359e+07	1.81155e+07	1.83797e+07	1.88077e+07	1.83548e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	7	7	3.63718e+06	3.62967e+06	4.09707e+06	3.35312e+06	4.11332e+06	4.12875e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7		5.06611e+07		4.90722e+07	5.56326e+07	
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	5	5	1.44259e+07	1.43174e+07	1.38927e+07	1.4184e+07	1.42586e+07	1.32608e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	5.3366e+06	5.86015e+06	5.8158e+06	6.07694e+06	5.91931e+06	5.73194e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	9.48087e+06	9.3614e+06	9.12831e+06	1.0053e+07	9.56562e+06	9.60475e+06
P42597	YGJP_ECOLI	ygjP	Uncharacterized protein YgjP	1	1		223843	304561	266690		195082
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	1.4152e+06	1.76318e+06	1.58979e+06	1.51241e+06	1.52841e+06	1.40116e+06
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	5.89301e+06	5.95157e+06	6.12817e+06	5.99701e+06	6.42288e+06	6.16969e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1		4.69885e+06	5.26055e+06	6.72318e+06	5.89322e+06	6.62628e+06
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	7	7	3.12922e+06	2.63552e+06	3.07834e+06	2.62012e+06	3.44927e+06	2.74513e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	16	16	1.25097e+07	1.18283e+07	1.26757e+07	1.18152e+07	1.25023e+07	1.25959e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	2.70194e+07	2.69201e+07	3.00477e+07	2.77559e+07	2.63716e+07	2.80652e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	20	20	4.12651e+06	4.11854e+06	4.3143e+06	4.30448e+06	4.22299e+06	4.22096e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	3	3	710266	742431	652460	809159	856643	794587
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	2	2	4.69964e+06	4.1952e+06	5.19846e+06	5.71446e+06	4.77283e+06	4.87162e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	11	11	5.86116e+06	5.31118e+06	5.55097e+06	5.40953e+06	6.21801e+06	6.18114e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	14	14	7.97493e+06	7.35057e+06	7.77106e+06	7.74003e+06	7.30669e+06	8.17995e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	3	3	1.56969e+06	3.17834e+06	2.23591e+06	2.48172e+06	1.82631e+06	2.2161e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	8.57672e+06	9.3137e+06	8.4772e+06	9.71282e+06	8.88849e+06	8.79239e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	15	15	2.98243e+07	2.72139e+07	2.97654e+07	2.8427e+07	2.67661e+07	3.00182e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	3.90837e+06	4.06618e+06	4.36614e+06	4.18092e+06	3.76015e+06	3.94539e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3	3.84961e+06	3.93006e+06	3.7581e+06	4.09931e+06	3.78929e+06	3.68035e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	5	5	3.75293e+06	3.87617e+06	3.87252e+06	3.63932e+06	3.41821e+06	4.36025e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	17	17	2.26307e+08	2.16303e+08	2.21036e+08	2.20644e+08	2.1343e+08	2.11735e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	5	5	4.78756e+06	6.02104e+06	5.6494e+06	5.03522e+06	6.15122e+06	5.4728e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	4.01772e+06	3.26823e+06	4.04406e+06	3.79752e+06	3.64205e+06	3.79095e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	2	2	1.23464e+06	1.48697e+06	1.16614e+06	1.16399e+06	1.11387e+06	1.33052e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	203276	305107	199826	328129	232560	233109
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2	5.9996e+06	5.23041e+06	7.10878e+06	5.52416e+06	5.76922e+06	6.3201e+06
P45577	PROQ_ECOLI	proQ	ProP effector	12	12	1.05124e+08	1.08005e+08	1.04622e+08	1.09388e+08	1.09233e+08	1.10473e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	7	7	1.65001e+08	2.01715e+08	1.63036e+08	2.01554e+08	2.01062e+08	1.69165e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	5	5	1.74213e+07	1.68825e+07	1.7475e+07	1.70859e+07	1.75281e+07	1.65881e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	3.35211e+06	3.82494e+06	3.5889e+06	3.52657e+06	3.6947e+06	3.79103e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	5	5	6.52398e+06	6.95104e+06	6.96149e+06	6.73708e+06	7.78439e+06	6.48973e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.72839e+06	1.51935e+06	1.50778e+06	1.62841e+06	1.48067e+06	
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	10	10	1.32756e+07	1.29929e+07	1.29646e+07	1.27374e+07	1.31342e+07	1.34998e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	2	2	735746	888197	907568	990590	830977	961372
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	5.58273e+06	7.14657e+06	5.89199e+06	7.00584e+06	6.57949e+06	7.70258e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	3	3	1.2502e+06	1.34853e+06	1.2707e+06	1.26829e+06	1.42843e+06	1.40769e+06
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	3.87005e+07	3.88597e+07	3.79182e+07	3.79223e+07	3.91526e+07	4.02341e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	7.90402e+07	7.79759e+07	7.67875e+07	7.94772e+07	7.72994e+07	7.32342e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	4	4	2.15008e+06	2.28344e+06	2.03634e+06	2.16629e+06	2.57453e+06	2.3553e+06
P46837	YHGF_ECOLI	yhgF	Protein YhgF	30	30	3.57852e+07	3.61724e+07	3.59793e+07	3.54315e+07	3.52199e+07	3.5839e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	4.33016e+06	4.72436e+06	5.15359e+06	5.27739e+06	5.34035e+06	5.11851e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	12	12	3.64973e+07	3.51074e+07	3.68981e+07	3.3947e+07	3.4896e+07	3.65927e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	3.2578e+06	1.72219e+06	3.03168e+06	2.22349e+06	2.69706e+06	3.52787e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	3	3	3.07753e+06	3.43297e+06	3.60571e+06	3.67139e+06	3.62317e+06	2.97422e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	10	10	1.28312e+07	1.35409e+07	1.38485e+07	1.29199e+07	1.32833e+07	1.34804e+07
P50456	MLC_ECOLI	mlc	Protein mlc	5	5	4.44256e+06	4.56676e+06	4.55365e+06	4.41347e+06	4.29261e+06	4.79858e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	4	4	3.05663e+06	2.67112e+06	2.39992e+06	3.22967e+06	3.41148e+06	2.08549e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	1.50561e+07	1.62543e+07	1.49854e+07	1.38308e+07	1.54651e+07	1.24455e+07
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	4.28405e+06	4.66154e+06	4.47656e+06	4.49685e+06	4.84425e+06	4.74749e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	5.4305e+06	6.09722e+06	6.05063e+06	5.76459e+06	5.9466e+06	6.26051e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	2.45302e+06	3.4497e+06	2.79655e+06	3.47803e+06	3.05663e+06	2.60661e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.12518e+07	2.53179e+07	2.71712e+07	2.51029e+07	2.56644e+07	2.6251e+07
P52062	YGGW_ECOLI	yggW	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	1	1	1.45028e+06			1.34654e+06		1.73024e+06
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	2.33288e+06	2.2226e+06	2.06166e+06	2.75738e+06	2.56668e+06	1.89896e+06
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1		1.53916e+06	1.72904e+06	1.70079e+06	1.80082e+06	1.89119e+06
P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	1	1		504431	332070	451982	425881	
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.48899e+07	1.50209e+07	1.57607e+07	1.47744e+07	1.53725e+07	1.628e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.85576e+07	1.78947e+07	1.95163e+07	1.74919e+07	1.82733e+07	1.90657e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	3	3	878276	1.00292e+06	1.17086e+06	1.14353e+06	1.02042e+06	1.11198e+06
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1	524087	682122	551369	605151	766843	630267
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1	1.49695e+06	1.52194e+06	1.62881e+06	1.32413e+06	1.12385e+06	1.57194e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	802495	800772	745469	758767	675730	820591
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	14	14	3.45311e+07	3.67469e+07	3.34452e+07	3.55057e+07	3.63744e+07	3.22533e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	2.32649e+06	3.44655e+06	2.68571e+06	3.26753e+06	3.14753e+06	3.07275e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	14	14	6.75438e+06	7.2093e+06	7.30589e+06	7.54402e+06	7.9569e+06	7.25297e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	9	9	1.13442e+08	1.11582e+08	1.1309e+08	1.11031e+08	1.12934e+08	1.18469e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	4	4	7.68271e+06	7.64135e+06	6.9764e+06	8.92322e+06	8.84256e+06	7.55368e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		8	8		3.60594e+07		3.54426e+07	3.66644e+07	
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	2	2		1.47012e+06	843420	1.34449e+06	1.34781e+06	683863
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	4	4	7.53776e+06	7.45059e+06	7.24044e+06	8.39434e+06	7.50848e+06	7.21581e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	3.16167e+06	3.69847e+06	3.75411e+06	3.53075e+06	3.6125e+06	3.56598e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	26	26	2.04369e+07	2.07001e+07	2.08219e+07	2.04568e+07	2.10439e+07	2.14298e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	18	18	6.80026e+06	6.40241e+06	6.86242e+06	6.56858e+06	6.9032e+06	6.84535e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7	3.23539e+07	3.122e+07	3.3074e+07	3.15161e+07	3.18475e+07	3.61508e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	9	9	2.34406e+07	2.49497e+07	2.34737e+07	2.4952e+07	2.42898e+07	2.30402e+07
