Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.32558e+07	1.24203e+07	1.24548e+07	1.23873e+07	1.28443e+07	1.39671e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.27448e+08	1.3556e+08	1.26878e+08	1.36244e+08	1.40498e+08	1.32053e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.72501e+07	1.71488e+07	1.88585e+07	1.65044e+07	1.59096e+07	2.00471e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.53203e+07	4.35568e+07	4.31105e+07	4.40058e+07	4.37894e+07	4.40344e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.61945e+07	3.59311e+07	3.54233e+07	3.63799e+07	3.72377e+07	3.67153e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	1.57916e+06	3.52352e+06	1.73857e+06	3.48462e+06	3.26338e+06	1.81837e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	7.21051e+06	8.11189e+06	7.30394e+06	6.92372e+06	7.23241e+06	6.59716e+06
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1		2.70341e+06	3.69447e+06	3.46035e+06	2.92106e+06	2.09475e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	4	4	2.45791e+06	3.17092e+06	3.64338e+06	3.08471e+06	3.07252e+06	3.23767e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1	1.82834e+06	1.70439e+06	1.93892e+06	1.80364e+06	1.79683e+06	1.88677e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25	7.94839e+07	7.68909e+07	8.16273e+07	7.7105e+07	7.78554e+07	7.90172e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.72433e+08	1.95871e+08	1.795e+08	1.89529e+08	2.05061e+08	1.76576e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.61601e+07	7.61586e+07	7.92025e+07	7.52445e+07	7.47422e+07	7.63603e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.84008e+07	1.79676e+07	1.71832e+07	1.89489e+07	1.80545e+07	1.8276e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.4595e+07	1.91033e+07	1.28183e+07	1.8517e+07	2.00537e+07	1.19533e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.23203e+07	2.19481e+07	2.12147e+07	2.19741e+07	2.30424e+07	2.22815e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.15386e+06	4.43751e+06	4.86314e+06	4.47608e+06	4.42479e+06	4.47082e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2	362824	492714	502464	407432	421129	455468
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	1.98344e+06	1.75745e+06	2.0286e+06	2.06373e+06	1.90815e+06	1.92936e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7	1.31722e+07	1.30891e+07	1.31381e+07	1.33787e+07	1.32858e+07	1.29038e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	7.46908e+06	8.12239e+06	6.30898e+06	7.41092e+06	7.33385e+06	5.97648e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.33535e+06	1.28364e+06	1.30456e+06	1.28843e+06	1.13837e+06	1.45055e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.70217e+07	1.64006e+07	1.75176e+07	1.78646e+07	1.77713e+07	1.72313e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.69668e+07	1.63824e+07	1.73104e+07	1.81934e+07	1.69798e+07	1.83509e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	7	7	1.26773e+07	1.23477e+07	1.29775e+07	1.40558e+07	1.36496e+07	1.32761e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	860168	887321	923996	917547	1.01524e+06	1.07655e+06
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.76978e+07	1.85146e+07	1.83826e+07	1.88249e+07	1.98216e+07	1.82839e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	3.33201e+06	3.6845e+06	3.48496e+06	3.76055e+06	3.83859e+06	3.43359e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	7.48225e+06	6.90921e+06	7.04868e+06	7.41931e+06	7.01002e+06	7.32125e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.32152e+07	1.68957e+07	1.37443e+07	1.58734e+07	1.65523e+07	1.42808e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	6	6	3.16441e+07	3.03596e+07	3.13574e+07	2.85742e+07	2.94307e+07	3.11622e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	5.11088e+06	4.721e+06	4.89121e+06	5.25454e+06	4.71382e+06	4.39922e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.6909e+06	3.27485e+06	3.21057e+06	2.87279e+06	3.34252e+06	3.42089e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	137917	130969			116823	
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.7477e+07	5.73235e+07	5.79386e+07	5.52231e+07	5.75718e+07	5.69045e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	8	8	4.43841e+06	4.14008e+06	4.20487e+06	4.51558e+06	4.11401e+06	4.69977e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	6.11102e+07	5.59582e+07	6.12157e+07	5.4992e+07	5.57581e+07	5.80949e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	9.73264e+06	1.08745e+07	1.03776e+07	1.02831e+07	1.19106e+07	1.19195e+07
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	1.97755e+07	2.02082e+07	1.99882e+07	1.9346e+07	2.01279e+07	2.0164e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	5	5	7.4035e+06	6.80918e+06	7.35771e+06	7.06768e+06	6.82694e+06	6.37937e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	4.92373e+06	5.92803e+06	7.11336e+06	6.60062e+06	6.29221e+06	6.62913e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	15	15	3.48803e+07	3.59583e+07	3.63963e+07	3.69829e+07	3.51988e+07	3.55341e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	2.9904e+07	2.83992e+07	2.75433e+07	3.04348e+07	3.08814e+07	2.79498e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	3.85705e+07	3.78932e+07	4.08803e+07	4.03554e+07	3.94069e+07	3.94301e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	2.26131e+07	2.03975e+07	2.03188e+07	1.98179e+07	2.00544e+07	2.2698e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	11	11	5.9367e+06	6.80117e+06	5.95164e+06	6.75017e+06	7.03938e+06	6.02634e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	4	4	1.41901e+07	1.43271e+07	1.40332e+07	1.36445e+07	1.42727e+07	1.4121e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	9.95257e+06	1.07774e+07	9.52106e+06	1.00563e+07	1.11555e+07	8.89194e+06
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.44497e+07	3.90813e+07	3.40798e+07	4.13748e+07	4.00311e+07	3.52152e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	3	3	1.88319e+06	1.89345e+06	1.98961e+06	2.13135e+06	2.25148e+06	1.6827e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	3.28371e+07	3.11841e+07	3.16628e+07	2.89434e+07	3.12222e+07	3.1569e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	6	6	6.65759e+06	7.12158e+06	6.64071e+06	7.15375e+06	7.33062e+06	7.16994e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	16	16	8.70324e+08	8.12335e+08	8.59257e+08	7.97189e+08	7.82076e+08	8.87254e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	9.71704e+07	9.94121e+07	9.63805e+07	9.9644e+07	9.96148e+07	9.90248e+07
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	3.09874e+07	3.05899e+07	3.12491e+07	3.13447e+07	2.93662e+07	3.04536e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	4	4	3.4709e+06	3.47264e+06	3.57553e+06	3.4298e+06	3.46423e+06	3.05664e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	17	17	2.46945e+07	2.51606e+07	2.4677e+07	2.57237e+07	2.53109e+07	2.58526e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	1.05432e+07	1.08398e+07	1.03883e+07	1.11746e+07	1.09542e+07	1.12901e+07
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	3.56637e+06	5.54005e+06	5.79635e+06	5.38763e+06	4.83113e+06	4.63579e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	1.86136e+08	1.83673e+08	1.87485e+08	1.81433e+08	1.81791e+08	1.88534e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	10	10	1.51774e+08	1.53622e+08	1.51434e+08	1.56419e+08	1.55145e+08	1.51193e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	18	18	2.04756e+08	2.09352e+08	2.02777e+08	2.02465e+08	2.11745e+08	2.11574e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29	3.92195e+08	3.96969e+08	3.86913e+08	3.87549e+08	3.87945e+08	3.88633e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	30	30	4.12964e+08	3.74001e+08	4.11081e+08	3.67232e+08	3.72587e+08	3.86178e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	4	4	1.00023e+06	1.00311e+06	1.20082e+06	1.02592e+06	1.05846e+06	1.03041e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	18	18	8.32087e+07	8.31379e+07	8.59216e+07	8.36821e+07	8.25958e+07	8.4802e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	16	16	7.74241e+07	7.66126e+07	7.83467e+07	7.70646e+07	7.78202e+07	8.04792e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8	4.37915e+07	4.44851e+07	4.3997e+07	4.39895e+07	4.53123e+07	4.35371e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	23	23	8.52963e+07	8.70772e+07	8.49027e+07	8.85199e+07	9.02089e+07	8.81673e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.77081e+08	2.64081e+08	2.72482e+08	2.40738e+08	2.57565e+08	2.96682e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.39031e+07	2.28001e+07	2.44346e+07	2.17153e+07	2.18212e+07	2.24108e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	19	19	1.06556e+07	1.08276e+07	1.07045e+07	1.07259e+07	1.07407e+07	1.04976e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	4.81198e+07	4.91057e+07	4.71443e+07	5.02248e+07	5.02793e+07	4.70816e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	504909	491175	551197	441330	685684	741784
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	10	10	1.20632e+07	1.24447e+07	1.23559e+07	1.22634e+07	1.19763e+07	1.24651e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	14	14	4.35836e+07	4.2636e+07	4.36913e+07	4.37221e+07	4.30287e+07	4.28447e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	28	28	3.42639e+07	3.45097e+07	3.38329e+07	3.44508e+07	3.43847e+07	3.45864e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	3	3	8.63772e+06	7.61527e+06	8.68003e+06	8.0797e+06	8.12583e+06	9.23275e+06
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	1.06515e+07	1.02333e+07	1.02505e+07	1.04131e+07	1.12813e+07	1.06524e+07
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	3	3	1.96625e+07	2.1555e+07	1.96904e+07	2.23261e+07	2.17092e+07	1.94498e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	1.80752e+08	1.74492e+08	1.81579e+08	1.74531e+08	1.81575e+08	1.84205e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.14565e+07	2.49641e+07	1.9731e+07	2.58933e+07	2.44229e+07	2.05716e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	23	23	2.13372e+08	2.06605e+08	2.05524e+08	2.0165e+08	2.05459e+08	2.09531e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2	2.31736e+06	2.35815e+06	2.29472e+06	2.31678e+06	2.19888e+06	2.55714e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3	2.23853e+06	2.50174e+06	1.78239e+06	2.38665e+06	1.98388e+06	1.91783e+06
P0ABN1	KDGL_ECOLI	dgkA	Diacylglycerol kinase	1	1	1.96383e+06	1.473e+06	1.73017e+06	1.59315e+06	1.9167e+06	1.34616e+06
P0ABN5	DCUA_ECOLI	dcuA	Anaerobic C4-dicarboxylate transporter DcuA	5	5	9.19651e+06	8.52735e+06	9.43558e+06	8.96666e+06	9.01317e+06	9.35986e+06
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	3	3	2.71504e+07	2.65445e+07	2.77503e+07	2.79998e+07	2.68928e+07	2.79139e+07
P0ABP3	DCUC_ECOLI	dcuC	Anaerobic C4-dicarboxylate transporter DcuC	2	2	3.94209e+07	4.27082e+07		4.20545e+07	4.36544e+07	
P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	13	13	4.5184e+08	5.16375e+08	4.3984e+08	5.29718e+08	5.29697e+08	4.79399e+08
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	10	10	5.51706e+06	5.47593e+06	5.60108e+06	5.96501e+06	5.28915e+06	6.00564e+06
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	4	4	3.78045e+06	4.08297e+06	3.87721e+06	4.12151e+06	3.92932e+06	3.87333e+06
P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	6	6	2.38842e+07	2.66965e+07	2.36752e+07	2.68278e+07	2.6713e+07	2.47863e+07
P0ABR1	DINI_ECOLI	dinI	DNA-damage-inducible protein I	2	2		1.44572e+07	1.33339e+07	1.53041e+07	1.15243e+07	1.15752e+07
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	4	4	2.95355e+08	3.34148e+08	3.01571e+08	3.23336e+08	3.04999e+08	3.26499e+08
P0ABS5	PRIM_ECOLI	dnaG	DNA primase	6	6	4.53233e+06	4.54323e+06	4.59303e+06	4.30059e+06	4.68262e+06	5.16766e+06
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	18	18	4.34132e+08	4.41248e+08	4.22788e+08	4.34942e+08	4.46175e+08	4.40295e+08
P0ABU0	MENB_ECOLI	menB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	8	8	2.70575e+07	2.83732e+07	2.63013e+07	2.67898e+07	2.93099e+07	2.56565e+07
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	15	15	1.30801e+08	1.30657e+08	1.29995e+08	1.27768e+08	1.27128e+08	1.2802e+08
P0ABU5	ELBB_ECOLI	elbB	Enhancing lycopene biosynthesis protein 2	3	3	8.17419e+07	8.65607e+07	8.54116e+07	8.49736e+07	7.91665e+07	8.16035e+07
P0ABU7	EXBB_ECOLI	exbB	Biopolymer transport protein ExbB	6	6	6.07204e+07	5.93645e+07	5.98686e+07	5.75553e+07	5.90149e+07	5.92604e+07
P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	5	5	1.08236e+07	1.01622e+07	1.03379e+07	1.04858e+07	1.04703e+07	1.01191e+07
P0ABV2	EXBD_ECOLI	exbD	Biopolymer transport protein ExbD	3	3	1.70714e+07	1.54014e+07	1.77703e+07	1.77578e+07	1.69812e+07	1.73258e+07
P0ABV6	TOLR_ECOLI	tolR	Protein TolR	4	4	2.68322e+07	2.71625e+07	2.84003e+07	2.86114e+07	2.84001e+07	2.83989e+07
P0ABX2	FLGC_ECOLI	flgC	Flagellar basal-body rod protein FlgC	3	3	1.76785e+06	1.50859e+06	1.86272e+06	1.56698e+06	1.58619e+06	1.61168e+06
P0ABX5	FLGG_ECOLI	flgG	Flagellar basal-body rod protein FlgG	2	2	5.32039e+06	4.82428e+06	5.14441e+06	4.75948e+06	4.62982e+06	6.19351e+06
P0ABX8	FLIL_ECOLI	fliL	Flagellar protein FliL	8	8	8.2235e+06	7.41478e+06	9.27597e+06	7.5512e+06	8.00061e+06	9.42854e+06
P0ABZ1	FLIG_ECOLI	fliG	Flagellar motor switch protein FliG	9	9	9.25949e+06	8.81066e+06	9.55369e+06	9.27449e+06	9.29249e+06	9.62901e+06
P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3	3	2.6459e+07	2.576e+07	2.73308e+07	2.64239e+07	2.55712e+07	2.71316e+07
P0ABZ6	SURA_ECOLI	surA	Chaperone SurA	17	17	6.34974e+07	6.47076e+07	6.24097e+07	6.38029e+07	6.37853e+07	6.3469e+07
P0AC02	BAMD_ECOLI	bamD	Outer membrane protein assembly factor BamD	12	12	9.90845e+07	1.00602e+08	1.00442e+08	1.00355e+08	1.03421e+08	9.61445e+07
P0AC13	DHPS_ECOLI	folP	Dihydropteroate synthase	12	12	2.59947e+07	2.6718e+07	2.53173e+07	2.67615e+07	2.76852e+07	2.59969e+07
P0AC16	FOLB_ECOLI	folB	Dihydroneopterin aldolase	1	1		411221	684245	432668	515120	540718
P0AC19	FOLX_ECOLI	folX	D-erythro-7,8-dihydroneopterin triphosphate epimerase	5	5	2.18363e+07	2.13661e+07	2.16421e+07	2.17771e+07	2.15548e+07	2.20911e+07
P0AC28	YGFA_ECOLI	ygfA	Uncharacterized protein YgfA	1	1	558962	516500	718456	539407	627916	738828
P0AC30	FTSX_ECOLI	ftsX	Cell division protein FtsX	10	10	1.00984e+07	9.45858e+06	1.03251e+07	9.44898e+06	9.91356e+06	1.02571e+07
P0AC33	FUMA_ECOLI	fumA	Fumarate hydratase class I, aerobic	8	8	1.28284e+07	1.26822e+07	1.19794e+07	1.31692e+07	1.27482e+07	1.27591e+07
P0AC38	ASPA_ECOLI	aspA	Aspartate ammonia-lyase	22	22	5.98676e+08	6.05076e+08	5.91269e+08	5.87281e+08	6.0119e+08	5.92793e+08
P0AC41	DHSA_ECOLI	sdhA	Succinate dehydrogenase flavoprotein subunit	14	14	2.28177e+07	2.07858e+07	2.32541e+07	2.24554e+07	2.11977e+07	2.27158e+07
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8	8.32722e+07	9.37287e+07	8.36244e+07	9.38314e+07	9.55519e+07	8.48956e+07
P0AC51	ZUR_ECOLI	zur	Zinc uptake regulation protein	4	4	1.35116e+07	1.285e+07	1.32314e+07	1.24148e+07	1.47732e+07	1.20799e+07
P0AC53	G6PD_ECOLI	zwf	Glucose-6-phosphate 1-dehydrogenase	26	26	5.39452e+07	5.39902e+07	5.43115e+07	5.64378e+07	5.46964e+07	5.58598e+07
P0AC59	GLRX2_ECOLI	grxB	Glutaredoxin-2	9	9	5.44933e+07	5.15474e+07	5.36069e+07	5.05726e+07	4.97263e+07	5.67281e+07
P0AC62	GLRX3_ECOLI	grxC	Glutaredoxin-3	4	4	1.33026e+08	1.35992e+08	1.41774e+08	1.35474e+08	1.36726e+08	1.38191e+08
P0AC69	GLRX4_ECOLI	grxD	Glutaredoxin-4	4	4	1.5778e+08	1.66631e+08	1.50868e+08	1.52242e+08	1.55611e+08	1.6028e+08
P0AC75	KDTA_ECOLI	waaA	3-deoxy-D-manno-octulosonic acid transferase	7	7	2.5044e+06	2.42544e+06	2.233e+06	2.3307e+06	2.55026e+06	2.48224e+06
P0AC81	LGUL_ECOLI	gloA	Lactoylglutathione lyase	2	2	2.3178e+06	2.2927e+06	2.38123e+06	3.06668e+06	2.81298e+06	3.03406e+06
P0AC84	GLO2_ECOLI	gloB	Hydroxyacylglutathione hydrolase	4	4	2.18072e+06	2.40575e+06	2.4054e+06	2.50319e+06	2.36297e+06	2.26133e+06
P0AC86	PHSG_ECOLI	glgP	Glycogen phosphorylase	12	12	7.18024e+06	7.08304e+06	7.75647e+06	7.09989e+06	7.57261e+06	7.41992e+06
P0AC92	GNSA_ECOLI	gnsA	Protein GnsA	4	2	5.00322e+07	5.81193e+07	5.16059e+07	5.85238e+07	5.35129e+07	5.97992e+07
P0AC98	YAAH_ECOLI	yaaH	Inner membrane protein YaaH	1	1	3.74769e+06	3.16747e+06	4.46101e+06	4.22947e+06	4.20749e+06	4.31315e+06
P0ACA1	YIBF_ECOLI	yibF	Uncharacterized GST-like protein YibF	3	3	8.23243e+06	8.04816e+06	8.86769e+06	8.23221e+06	9.19915e+06	7.74183e+06
P0ACA3	SSPA_ECOLI	sspA	Stringent starvation protein A	13	13	2.00214e+08	2.02173e+08	1.96085e+08	2.02983e+08	2.08093e+08	1.98464e+08
P0ACA7	GSTB_ECOLI	gstB	Glutathione S-transferase GstB	9	9	1.8437e+07	1.95048e+07	1.9234e+07	1.86818e+07	2.00236e+07	1.95552e+07
P0ACB0	DNAB_ECOLI	dnaB	Replicative DNA helicase	14	14	6.14046e+06	6.2282e+06	6.48633e+06	6.25733e+06	6.6534e+06	6.26689e+06
P0ACB2	HEM2_ECOLI	hemB	Delta-aminolevulinic acid dehydratase	12	12	6.70949e+07	6.8778e+07	7.05438e+07	6.99745e+07	7.12233e+07	6.9075e+07
P0ACB4	HEMG_ECOLI	hemG	Protoporphyrinogen IX dehydrogenase [menaquinone]	9	9	7.99596e+06	8.06676e+06	6.97915e+06	8.14211e+06	8.58111e+06	7.55408e+06
P0ACB7	HEMY_ECOLI	hemY	Protein HemY	10	10	2.18363e+07	2.16029e+07	2.2655e+07	2.19623e+07	2.24992e+07	2.23064e+07
P0ACC1	PRMC_ECOLI	prmC	Release factor glutamine methyltransferase	2	2		5.86348e+06		5.22124e+06	7.2865e+06	
P0ACC3	ERPA_ECOLI	erpA	Iron-sulfur cluster insertion protein ErpA	5	5	6.11453e+07	5.77373e+07	6.05271e+07	5.96212e+07	5.89292e+07	6.20506e+07
P0ACC7	GLMU_ECOLI	glmU	Bifunctional protein GlmU	14	14	7.0965e+07	7.10967e+07	7.58318e+07	7.16802e+07	6.97305e+07	7.1581e+07
P0ACD4	NIFU_ECOLI	nifU	NifU-like protein	5	5	9.57131e+07	9.3356e+07	9.48278e+07	9.31468e+07	9.04234e+07	9.08831e+07
P0ACD8	MBHL_ECOLI	hyaB	Hydrogenase-1 large chain	20	20	2.2881e+07	2.2901e+07	2.31356e+07	2.3299e+07	2.35118e+07	2.37806e+07
P0ACE0	MBHM_ECOLI	hybC	Hydrogenase-2 large chain	18	18	7.19244e+07	7.20981e+07	7.19146e+07	7.25518e+07	7.20848e+07	7.18207e+07
P0ACE3	HHA_ECOLI	hha	Hemolysin expression-modulating protein Hha	3	3	2.90947e+07	2.85624e+07	2.6737e+07	2.9484e+07	2.91518e+07	2.84393e+07
P0ACE7	HINT_ECOLI	hinT	HIT-like protein HinT	6	6	8.56283e+07	8.18626e+07	8.4277e+07	8.06142e+07	8.32907e+07	8.11003e+07
P0ACF0	DBHA_ECOLI	hupA	DNA-binding protein HU-alpha	7	7	3.39399e+09	3.50439e+09	3.47908e+09	3.48064e+09	3.417e+09	3.33936e+09
P0ACF4	DBHB_ECOLI	hupB	DNA-binding protein HU-beta	6	6	2.80885e+08	2.65193e+08	2.7867e+08	2.70617e+08	2.61936e+08	2.75066e+08
P0ACF8	HNS_ECOLI	hns	DNA-binding protein H-NS	8	8	1.00352e+09	1.04528e+09	1.01512e+09	1.02278e+09	1.04321e+09	1.0106e+09
P0ACG1	STPA_ECOLI	stpA	DNA-binding protein StpA	8	8	1.53024e+08	1.67941e+08	1.50301e+08	1.64198e+08	1.68202e+08	1.50842e+08
P0ACI0	ROB_ECOLI	rob	Right origin-binding protein	7	7	1.8951e+07	1.81381e+07	1.90869e+07	1.88116e+07	1.90065e+07	1.95261e+07
P0ACI6	ASNC_ECOLI	asnC	Regulatory protein AsnC	2	2	240502	479875	291535	466226	440134	306982
P0ACJ0	LRP_ECOLI	lrp	Leucine-responsive regulatory protein	9	9	4.32731e+07	4.30567e+07	4.24238e+07	4.48416e+07	4.35391e+07	4.15933e+07
P0ACJ8	CRP_ECOLI	crp	cAMP receptor protein	8	8	1.61541e+08	1.70963e+08	1.64735e+08	1.80051e+08	1.64418e+08	1.60532e+08
