Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	10	10	1.08313e+07	1.11728e+07	1.10562e+07	1.06416e+07	1.09954e+07	1.0868e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.44438e+08	2.40661e+08	2.33589e+08	2.34864e+08	2.33214e+08	2.21726e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	3	3	2.26395e+06	2.41203e+06		2.56844e+06	2.40831e+06	2.3886e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.16906e+08	1.19156e+08	1.15403e+08	1.18478e+08	1.21616e+08	1.16099e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.04328e+08	1.07379e+08	1.03241e+08	1.05362e+08	1.09574e+08	1.0184e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	27	26	2.46076e+09	2.51575e+09	2.43602e+09	2.52511e+09	2.5618e+09	2.43813e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	6.77171e+06	7.1127e+06	6.57523e+06	7.06583e+06	7.15216e+06	6.46347e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	6.1996e+06	6.11211e+06	6.41971e+06	6.43212e+06	5.89159e+06	5.95633e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.14459e+07	3.25372e+07	3.10404e+07	3.25391e+07	3.25405e+07	3.12913e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	1.98337e+08	2.04188e+08	1.96456e+08	1.99374e+08	2.0183e+08	2.00628e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	1.71659e+07	1.73903e+07	1.70472e+07	1.75585e+07	1.73847e+07	1.73726e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	6	6	1.89097e+07	1.81084e+07	2.00795e+07	1.87185e+07	1.86975e+07	2.03393e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.68021e+07	1.70961e+07	1.7065e+07	1.73199e+07	1.56393e+07	1.56514e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.53811e+08	1.50264e+08	1.52201e+08	1.49835e+08	1.49675e+08	1.51842e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.24453e+07	3.10795e+07	3.28676e+07	3.14536e+07	3.16745e+07	3.1631e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	3.71072e+06	4.89343e+06	5.27181e+06	4.56191e+06	4.42398e+06	5.1965e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.39587e+07	1.43453e+07	1.48631e+07	1.4172e+07	1.43135e+07	1.507e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	3	3	1.00534e+06	742037	773847	817655	990865	821451
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.18863e+06	3.9789e+06	3.86354e+06	3.92804e+06	3.78976e+06	3.71994e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.5253e+07	2.60294e+07	2.69335e+07	2.60851e+07	2.51192e+07	2.56482e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	8.95447e+06	8.93482e+06	8.97231e+06	9.12486e+06	9.48922e+06	9.61326e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	5.53222e+06	6.26182e+06	5.49456e+06	5.96326e+06	5.53723e+06	4.78324e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	2	2	1.99926e+06	2.47966e+06	2.03118e+06	2.10499e+06	2.04152e+06	2.0581e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	4.45897e+06	4.98964e+06	5.07357e+06	5.37681e+06	5.19228e+06	4.31071e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.73213e+07	1.78539e+07	1.738e+07	1.83241e+07	1.82882e+07	1.70041e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.31049e+06	6.38908e+06	6.23567e+06	6.01553e+06	6.51382e+06	5.89685e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.33109e+07	3.47358e+07	3.2932e+07	3.49918e+07	3.47762e+07	3.26968e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	9.20655e+06	9.7858e+06	8.87624e+06	9.34286e+06	8.32628e+06	8.87951e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.15487e+07	2.02357e+07	1.82505e+07	2.23444e+07	2.1998e+07	2.15938e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	4.25035e+07	4.11331e+07	4.28162e+07	4.18887e+07	4.27242e+07	4.03804e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	5	5	6.27092e+06	6.94985e+06	6.39376e+06	6.20166e+06	6.50494e+06	6.5893e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.05799e+07	1.04909e+07	1.13348e+07	1.06845e+07	1.05636e+07	1.1166e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	6	6	8.22774e+06	7.69542e+06	7.84751e+06	7.64423e+06	7.30473e+06	7.83801e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	15	15	2.77502e+07	2.71716e+07	2.71005e+07	2.64507e+07	2.76123e+07	2.76101e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	5	5	7.50795e+06	9.76625e+06	1.01967e+07	9.67618e+06	1.0199e+07	1.08562e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.20833e+08	4.97461e+08	4.74933e+08	4.71625e+08	4.9785e+08	4.81179e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.42443e+08	1.32159e+08	1.42958e+08	1.34193e+08	1.352e+08	1.415e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.71094e+07	2.4937e+07	2.7024e+07	2.39564e+07	2.29366e+07	2.50571e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.16382e+07	1.68673e+07	1.27597e+07	1.56919e+07	1.71129e+07	1.34886e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.55061e+07	4.6756e+07	4.59688e+07	4.61534e+07	4.6193e+07	4.57553e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	3.04017e+07	3.23833e+07	3.03018e+07	3.13538e+07	3.24915e+07	3.05374e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.26535e+08	2.26589e+08	2.25042e+08	2.27179e+08	2.28541e+08	2.16616e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	31	31	2.1592e+08	2.18308e+08	2.21027e+08	2.11622e+08	2.18156e+08	2.223e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	4	4	2.04985e+07	1.9402e+07	2.03841e+07	1.95034e+07	1.94613e+07	1.88967e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3	578877	403532	523849	487772	451498	421575
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	29	29	2.09336e+08	2.15494e+08	2.05356e+08	2.07975e+08	2.12647e+08	2.04031e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	6.15966e+07	6.70553e+07	6.30649e+07	6.53445e+07	6.72774e+07	6.19238e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.8882e+07	3.94768e+07	4.01763e+07	3.89236e+07	3.93511e+07	3.88657e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.28255e+08	2.39966e+08	2.27863e+08	2.38111e+08	2.44925e+08	2.29223e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	15	15	1.09501e+08	1.14573e+08	1.11056e+08	1.14869e+08	1.19534e+08	1.13218e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	51	51	8.71614e+08	8.84454e+08	8.60573e+08	8.70387e+08	8.70148e+08	8.52367e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	10	10	9.49126e+07	9.64846e+07	9.45821e+07	9.69573e+07	9.24944e+07	8.86751e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.46353e+07	7.00167e+07	6.6242e+07	6.9157e+07	7.48798e+07	7.01565e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.13478e+07	1.01959e+07	1.11834e+07	1.06904e+07	1.01556e+07	1.09965e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	2.00493e+06	2.06723e+06	1.89116e+06	1.82455e+06	2.07237e+06	2.07324e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.28918e+07	7.85063e+07	7.93981e+07	7.76536e+07	7.48284e+07	8.09018e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.37231e+07	4.38198e+07	4.45764e+07	4.3621e+07	4.51832e+07	4.4e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.80431e+07	3.78257e+07	3.79896e+07	3.77233e+07	3.75146e+07	3.85092e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	2.44213e+06	3.65364e+06	3.17649e+06	3.20289e+06	3.66069e+06	2.76375e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.77124e+06	1.82134e+06	1.95837e+06	1.78561e+06	1.89086e+06	1.61012e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	735195	1.00062e+06	917292	970443	965119	920307
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.32218e+07	3.48715e+07	3.38756e+07	3.44529e+07	3.47287e+07	3.32502e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.39639e+07	2.40405e+07	2.44702e+07	2.36442e+07	2.32704e+07	2.40115e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	8.85303e+06	7.22998e+06	8.96059e+06	7.56066e+06	7.3229e+06	7.59691e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	6.27499e+07	6.46392e+07	6.29292e+07	6.37343e+07	6.45792e+07	6.24326e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.32439e+07	4.76354e+07	5.30915e+07	5.39425e+07	5.3203e+07	5.71886e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.83312e+07	1.89577e+07	1.90216e+07	1.91578e+07	1.9407e+07	1.82763e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	1	1						936736
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	6.58997e+07	6.50617e+07	6.37347e+07	6.5152e+07	6.50142e+07	6.39203e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.58429e+08	2.17706e+08	2.5713e+08	2.17362e+08	2.18251e+08	2.67231e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.26033e+09	1.15594e+09	1.2429e+09	1.15428e+09	1.16831e+09	1.22898e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.46422e+07	8.3334e+07	8.4383e+07	7.5268e+07	8.45973e+07	8.15894e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	9.85788e+08	1.2238e+09	9.94526e+08	1.22463e+09	1.26436e+09	1.05059e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.0978e+08	5.96218e+08	6.04307e+08	6.02994e+08	6.26505e+08	6.31543e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	3.84461e+07	4.14715e+07	4.15936e+07	4.27085e+07	4.29666e+07	4.09324e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.19107e+08	3.25538e+08	3.14344e+08	3.19745e+08	3.41529e+08	3.31236e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.38872e+07	2.22762e+07	2.15673e+07	2.38242e+07	2.20643e+07	2.34317e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2	1.37429e+06	1.31617e+06	1.39821e+06	1.58336e+06	1.44704e+06	1.47413e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	1.09026e+07	1.10463e+07	1.24778e+07	1.08291e+07	1.1758e+07	1.13935e+07
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	3	3	1.67569e+07	1.60337e+07	1.38525e+07	1.32241e+07	1.23264e+07	1.61681e+07
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	1.76211e+07	1.63691e+07	1.69728e+07	1.76123e+07	1.81767e+07	1.77412e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	2.72063e+06	3.37029e+06	2.5629e+06	2.9905e+06	3.21274e+06	3.42223e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	6.0579e+06	6.75402e+06	7.51596e+06			5.33059e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	2	2	4.87632e+06	5.50499e+06	4.69925e+06	4.81173e+06	4.98651e+06	4.39047e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	3	3	3.65644e+06	3.70996e+06	3.93554e+06	3.76153e+06	3.90972e+06	3.89686e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	760357	640113	648539	686471	395963	495283
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.01599e+06	3.88225e+06	4.34321e+06	3.77361e+06	4.09102e+06	3.91218e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	4.15506e+06	5.03179e+06	4.78627e+06	4.81884e+06	4.37912e+06	4.16904e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	6.49216e+07	6.19293e+07	5.94734e+07	5.91566e+07	6.15395e+07	6.40568e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.22181e+07	1.28101e+07	1.19793e+07	1.24708e+07	1.29128e+07	1.29044e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	9	9	1.22965e+08	1.26375e+08	1.21721e+08	1.26008e+08	1.31291e+08	1.22203e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.5293e+07	1.71715e+07	1.71598e+07	1.8531e+07	1.7122e+07	1.74506e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	9	9	4.35195e+07	4.30776e+07	4.15222e+07	4.32845e+07	4.09536e+07	4.11537e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.70824e+07	3.64159e+07	3.66039e+07	3.75892e+07	3.5839e+07	3.76953e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	2.16418e+06	4.13758e+06	2.15148e+06	2.88155e+06	3.74491e+06	2.5428e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	1.22479e+07	1.43333e+07	1.28632e+07	1.30373e+07	1.2722e+07	1.13761e+07
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1		3.33857e+06	3.63141e+06	2.58184e+06	2.96501e+06	2.17486e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	4	4	2.09184e+06	2.79488e+06	2.78801e+06	2.57576e+06	2.99729e+06	2.66909e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1	1.81421e+06	1.52665e+06	1.94347e+06	1.41467e+06	1.59029e+06	1.69646e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	24	24	7.13865e+07	7.38668e+07	7.28345e+07	7.33056e+07	7.47638e+07	7.10437e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.85288e+08	1.99353e+08	1.89741e+08	2.01132e+08	1.96669e+08	1.90028e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.24387e+07	7.25725e+07	7.59766e+07	7.09313e+07	7.06734e+07	7.27294e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	5	4	1.72351e+07	1.82838e+07	1.64497e+07	1.68737e+07	1.79655e+07	1.71755e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	5	5	1.67651e+07	1.71026e+07	1.54693e+07	1.75515e+07	1.70106e+07	1.50123e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.29924e+07	2.22859e+07	2.1727e+07	2.16359e+07	2.2926e+07	2.30008e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	3.90166e+06	4.39855e+06	4.32471e+06	4.06431e+06	4.20333e+06	4.06578e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2	592382	619326	708759	559411	697129	600591
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	2	2	2.2621e+06	2.02812e+06	2.19612e+06	2.09965e+06	2.07009e+06	2.16716e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7	1.40677e+07	1.44601e+07	1.38996e+07	1.40195e+07	1.47149e+07	1.38943e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	6.92515e+06	6.59982e+06	6.01869e+06	7.05212e+06	6.60266e+06	5.39138e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.21945e+06	1.13695e+06	1.2037e+06	963162	1.16064e+06	1.37239e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.49289e+07	1.47231e+07	1.5593e+07	1.48658e+07	1.54134e+07	1.46448e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	3	3	1.69461e+07	1.73208e+07	1.70081e+07	1.73866e+07	1.68854e+07	1.81802e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	7	7	1.15209e+07	1.27592e+07	1.18045e+07	1.15725e+07	1.10093e+07	1.23617e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	626182	850355	764987	709751	983783	905467
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.76909e+07	1.72198e+07	1.84158e+07	1.66645e+07	1.61867e+07	1.88064e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.57931e+06	3.00529e+06	2.67661e+06	2.62522e+06	2.92681e+06	2.5293e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	7.05892e+06	6.87379e+06	6.79507e+06	7.18027e+06	7.22726e+06	7.21745e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.36173e+07	1.58128e+07	1.42661e+07	1.56899e+07	1.64764e+07	1.49195e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	5	5	3.074e+07	3.19698e+07	3.07095e+07	3.13551e+07	3.13076e+07	3.06357e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	3.96923e+06	3.7012e+06	3.70813e+06	3.80287e+06	3.27707e+06	3.46208e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.48451e+06	2.66114e+06	3.03443e+06	2.94332e+06	2.2641e+06	3.1438e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	130732	160229		146839	113624	
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	15	14	5.30065e+07	5.42926e+07	5.24041e+07	5.4494e+07	5.3899e+07	5.12523e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	8	8	4.32816e+06	4.28773e+06	4.14569e+06	4.24404e+06	4.31178e+06	4.55583e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	6.72029e+07	6.08966e+07	6.7162e+07	6.01685e+07	5.83542e+07	6.48476e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	1.01251e+07	1.11746e+07	1.12716e+07	1.12109e+07	1.2121e+07	1.14526e+07
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	1.72318e+07	1.70304e+07	1.68424e+07	1.69462e+07	1.70923e+07	1.74369e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	4	4	8.33372e+06	8.83584e+06	8.25865e+06	8.88121e+06	8.50026e+06	7.09108e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	4.72795e+06	5.6102e+06	7.08457e+06	7.00588e+06	5.67539e+06	6.05166e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	13	13	3.24811e+07	3.44852e+07	3.46104e+07	3.57463e+07	3.43589e+07	3.39077e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	2.89026e+07	2.88844e+07	2.68218e+07	2.95827e+07	2.74946e+07	2.5921e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	3.58071e+07	3.71027e+07	3.76662e+07	3.66099e+07	3.88112e+07	3.61945e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	2.00492e+07	2.05609e+07	1.73208e+07	1.95179e+07	2.01903e+07	1.98695e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	8	8	5.97044e+06	6.36611e+06	5.50418e+06	5.96339e+06	6.24908e+06	5.58843e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	4	4	1.28872e+07	1.31704e+07	1.3001e+07	1.26564e+07	1.25248e+07	1.27685e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	7.93445e+06	7.86663e+06	7.45776e+06	7.59904e+06	7.55564e+06	7.32727e+06
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.64407e+07	3.81109e+07	3.57293e+07	3.80148e+07	3.82025e+07	3.73857e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	3	3	2.33983e+06	2.43489e+06	2.38531e+06	2.52108e+06	2.39224e+06	2.20851e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	3.12347e+07	3.11225e+07	2.98686e+07	3.01284e+07	3.13277e+07	3.01515e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	5	5	6.93883e+06	7.85244e+06	6.90224e+06	7.40811e+06	7.51606e+06	7.30591e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	16	16	8.82298e+08	8.39178e+08	8.70799e+08	8.59068e+08	8.4805e+08	8.81095e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	9.39574e+07	9.78553e+07	9.34522e+07	9.80181e+07	9.93579e+07	9.36775e+07
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	2.86609e+07	2.75452e+07	2.81235e+07	2.79217e+07	2.72254e+07	2.67967e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	3	3	3.13234e+06	2.79016e+06	3.22083e+06	3.00945e+06	2.89054e+06	2.69522e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	18	18	2.45715e+07	2.45781e+07	2.47296e+07	2.53852e+07	2.49073e+07	2.54399e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	1.12439e+07	1.07095e+07	1.09199e+07	1.03145e+07	1.12071e+07	1.14512e+07
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	2.9152e+06	3.83789e+06	3.95769e+06	3.80951e+06	4.17076e+06	3.6216e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	1.89336e+08	1.98021e+08	1.90384e+08	1.95558e+08	1.98788e+08	1.89372e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	10	10	1.43257e+08	1.40773e+08	1.41708e+08	1.41945e+08	1.39815e+08	1.39762e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	16	16	2.19266e+08	2.13469e+08	2.1895e+08	2.14529e+08	1.99599e+08	2.27108e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	30	30	3.92569e+08	3.94861e+08	3.90054e+08	3.92466e+08	3.93805e+08	3.88454e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	29	29	4.1871e+08	4.32916e+08	4.13464e+08	4.16462e+08	4.25618e+08	3.83417e+08
