Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	4.02514e+07	3.93331e+07	4.01238e+07	3.85858e+07	3.96658e+07	3.88409e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	5	5	6.56049e+06	5.77403e+06	6.46368e+06	6.90282e+06	6.48957e+06	6.06896e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	5.79792e+06	6.03219e+06	5.93101e+06	5.76797e+06	6.78254e+06	6.03242e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	8.78382e+06	9.19037e+06	8.64138e+06	9.11736e+06	8.66712e+06	8.91905e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	9	9	4.99083e+07	4.71345e+07	4.86427e+07	4.49701e+07	4.95659e+07	4.72617e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.63669e+07	1.58376e+07	1.57104e+07	1.54898e+07	1.61913e+07	1.53778e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	2	2	2.51305e+06	4.8014e+06	4.05759e+06	4.0368e+06	4.33225e+06	4.4305e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	2	2	2.65995e+06	2.70579e+06	3.15852e+06	2.84705e+06	3.14712e+06	2.84556e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	13	13	1.44333e+08	1.48524e+08	1.49032e+08	1.46858e+08	1.48156e+08	1.43631e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.89717e+08	1.74093e+08	1.89101e+08	1.72725e+08	1.89706e+08	1.72693e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.58047e+07	2.95712e+07	2.7439e+07	2.83623e+07	2.64887e+07	2.80356e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.87412e+09	2.92216e+09	2.87626e+09	2.93812e+09	2.82437e+09	3.00498e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.6234e+08	4.21805e+08	4.55061e+08	4.17105e+08	4.74864e+08	4.14645e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	9.54073e+07	1.08214e+08	9.62346e+07	1.10129e+08	9.35165e+07	1.04056e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.6331e+08	1.45147e+08	1.52737e+08	1.4213e+08	1.52559e+08	1.45567e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	7.94084e+06	9.14629e+06	8.44356e+06	9.07666e+06	7.80242e+06	9.19568e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	9.58394e+07	9.75193e+07	9.65984e+07	9.80359e+07	9.71179e+07	9.79102e+07
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	15	15	7.22999e+07	7.18375e+07	7.32944e+07	7.094e+07	7.4295e+07	6.92125e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	2.00183e+07	2.04554e+07	2.06855e+07	2.00058e+07	2.00651e+07	2.11895e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.15119e+08	1.02852e+08	1.18112e+08	1.09122e+08	1.18257e+08	1.07291e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	38	38	8.19783e+07	7.91195e+07	8.16932e+07	8.01608e+07	8.15777e+07	7.95444e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	1.66488e+06	2.83673e+06	2.32945e+06	3.65275e+06	2.39647e+06	3.25092e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	1.10492e+06	1.27649e+06	998454	1.35733e+06	1.0256e+06	1.45225e+06
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	4.33903e+06	3.89798e+06	3.91533e+06	4.51621e+06	3.99984e+06	4.69666e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.55703e+08	1.60164e+08	1.51225e+08	1.61644e+08	1.54868e+08	1.65704e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.78326e+08	1.68547e+08	1.79074e+08	1.69678e+08	1.70948e+08	1.70787e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	8.76869e+06	7.55492e+06	7.67773e+06	7.15418e+06	7.83164e+06	7.72062e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	5.85808e+06	5.79216e+06	5.85496e+06	5.71708e+06	5.59547e+06	5.39103e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.59472e+07	4.87767e+07	5.60877e+07	5.49821e+07	5.32035e+07	5.30009e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.11902e+07	1.08683e+07	1.07863e+07	1.08751e+07	1.03793e+07	1.05508e+07
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.32559e+09	1.18566e+09	1.32604e+09	1.18525e+09	1.32077e+09	1.1639e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.367e+07	1.68706e+07	1.61824e+07	1.61113e+07	1.5123e+07	1.59215e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	13	13	1.87106e+07	1.77362e+07	1.90234e+07	1.79974e+07	1.85687e+07	1.85541e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.70946e+07	3.61598e+07	3.79833e+07	3.63961e+07	3.80939e+07	3.60434e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	1.01773e+08	1.08953e+08	1.02607e+08	1.05909e+08	1.02664e+08	1.05337e+08
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	11	11	2.45125e+07	2.308e+07	2.35764e+07	2.41943e+07	2.40397e+07	2.31097e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.60105e+08	2.61196e+08	2.50017e+08	2.43947e+08	2.49944e+08	2.53896e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	6	6	2.70571e+06	2.62768e+06	2.9187e+06	2.6813e+06	2.43616e+06	2.81899e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	24	24	1.391e+08	1.40594e+08	1.38713e+08	1.38268e+08	1.4141e+08	1.37347e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.2191e+08	1.25836e+08	1.16775e+08	1.23297e+08	1.21776e+08	1.2131e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	28	27	2.786e+09	2.89379e+09	2.76397e+09	2.79988e+09	2.78453e+09	2.78492e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	8.05681e+06	7.84312e+06	7.69889e+06	8.44965e+06	7.8835e+06	7.48957e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	16	16	6.23008e+06	6.49654e+06	6.58724e+06	6.65263e+06	6.18766e+06	6.52481e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.27785e+07	3.10793e+07	3.21798e+07	2.96841e+07	3.2113e+07	3.09276e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	25	25	2.12536e+08	2.03131e+08	2.08957e+08	2.00074e+08	2.01856e+08	1.98771e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	13	13	1.87346e+07	1.75849e+07	1.86566e+07	1.70543e+07	1.76833e+07	1.75617e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	7	7	2.21065e+07	2.51675e+07	2.24516e+07	2.4496e+07	2.1757e+07	2.51353e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.81085e+07	1.7902e+07	1.86446e+07	1.77393e+07	1.7442e+07	1.81427e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.59478e+08	1.67632e+08	1.56258e+08	1.61175e+08	1.54996e+08	1.65267e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.45953e+07	3.43462e+07	3.49659e+07	3.41728e+07	3.4788e+07	3.42697e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	4.20441e+06	4.70984e+06	4.23361e+06	4.09089e+06	4.45781e+06	4.4294e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.49656e+07	1.52196e+07	1.50899e+07	1.46507e+07	1.51735e+07	1.52036e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	3	3	778469	796928	673267		736415	1.00455e+06
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.58427e+06	4.55776e+06	4.91979e+06	4.70203e+06	4.44129e+06	4.27002e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.97849e+07	2.86146e+07	2.97514e+07	3.16672e+07	2.84253e+07	3.01974e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	1.03422e+07	1.11556e+07	1.09203e+07	1.07357e+07	1.07335e+07	1.10662e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	6	6	5.59811e+06	3.72792e+06	4.81016e+06	6.32987e+06	5.68247e+06	6.38088e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	2	2	4.35511e+06	4.41261e+06	3.48241e+06		3.62726e+06	4.08133e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	5.60965e+06	5.07523e+06	5.7207e+06	5.05973e+06	5.35058e+06	5.03775e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	12	12	1.69441e+07	1.66942e+07	1.76789e+07	1.6461e+07	1.7013e+07	1.70094e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.77952e+06	6.13608e+06	6.48406e+06	6.3902e+06	6.76116e+06	6.6532e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	15	15	3.73646e+07	3.60138e+07	3.74446e+07	3.47181e+07	3.6962e+07	3.63662e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	1.06791e+07	9.27046e+06	9.93564e+06	9.83077e+06	9.00501e+06	9.3226e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.22436e+07	2.08502e+07	2.40548e+07	2.19536e+07	2.48159e+07	2.05139e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	12	12	4.82635e+07	4.85535e+07	4.80387e+07	4.70484e+07	4.7989e+07	4.91416e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	7.62211e+06	6.84531e+06	6.57679e+06	6.81432e+06	7.05378e+06	7.35013e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.03054e+07	1.14297e+07	1.14651e+07	1.14864e+07	1.12301e+07	1.14212e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	8.6607e+06	9.04501e+06	7.8626e+06	9.23118e+06	8.10824e+06	8.44557e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	13	13	3.10572e+07	3.18426e+07	3.06798e+07	3.03214e+07	3.14297e+07	3.02255e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	1.10522e+07	1.1283e+07	1.14793e+07	1.08633e+07	1.08531e+07	1.18673e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.42212e+08	4.70115e+08	5.29618e+08	5.15874e+08	5.28636e+08	4.91716e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.52509e+08	1.53201e+08	1.53504e+08	1.48651e+08	1.52844e+08	1.51381e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	1.87614e+07	2.0494e+07	1.79403e+07	2.02455e+07	1.65829e+07	2.14957e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.65108e+07	1.93036e+07	1.74735e+07	2.04311e+07	1.9668e+07	1.80475e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.98652e+07	4.86009e+07	4.85499e+07	5.00202e+07	4.82408e+07	4.89774e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	3.1513e+07	3.33106e+07	3.23694e+07	3.30429e+07	3.2055e+07	3.36461e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.49227e+08	2.48808e+08	2.48902e+08	2.36213e+08	2.41352e+08	2.40398e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	32	32	2.4313e+08	2.45212e+08	2.34909e+08	2.4348e+08	2.37065e+08	2.40661e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	6	6	2.30714e+07	2.41843e+07	2.28306e+07	2.29933e+07	2.34353e+07	2.34907e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4	1.27941e+06	1.15078e+06	1.77152e+06	1.23303e+06	1.1885e+06	1.32635e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	29	29	2.18314e+08	2.10301e+08	2.12741e+08	2.14361e+08	2.12515e+08	2.11777e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	8.29787e+07	7.56203e+07	7.88449e+07	7.47924e+07	8.1187e+07	7.56495e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	30	30	4.15348e+07	4.18845e+07	4.12004e+07	4.12806e+07	4.06053e+07	4.19926e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.52938e+08	2.38176e+08	2.55419e+08	2.41521e+08	2.69051e+08	2.43656e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.17602e+08	1.28964e+08	1.21783e+08	1.26198e+08	1.26064e+08	1.227e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	52	52	9.16214e+08	9.08595e+08	9.02263e+08	9.09715e+08	8.9124e+08	9.10436e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	1.05384e+08	1.03047e+08	1.04303e+08	1.02513e+08	9.9213e+07	1.02397e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	7.44179e+07	6.74597e+07	7.26798e+07	6.77065e+07	7.76221e+07	6.83188e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.06222e+07	1.10413e+07	1.07191e+07	1.16405e+07	9.98386e+06	1.16688e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	4	4	2.04787e+06	2.3174e+06		2.01683e+06	1.88887e+06	1.79103e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.44804e+07	9.35746e+07	8.55515e+07	8.9953e+07	8.39063e+07	9.16282e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	11	11	4.54535e+07	4.51531e+07	4.56789e+07	4.57029e+07	4.62843e+07	4.48344e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.76768e+07	3.93283e+07	3.749e+07	3.98786e+07	3.65794e+07	3.79472e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	7.77292e+06	7.31919e+06	7.20166e+06	6.92793e+06	6.81448e+06	6.76382e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3	1.92455e+06	1.87677e+06	1.87458e+06	1.80176e+06	1.82899e+06	1.76362e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	949489	1.22089e+06	1.39225e+06	1.32528e+06	1.29895e+06	1.1785e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.82426e+07	3.61575e+07	3.76234e+07	3.71466e+07	3.76664e+07	3.71911e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.78055e+07	2.57743e+07	2.70923e+07	2.57603e+07	2.56754e+07	2.75055e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	7.33245e+06	6.85383e+06	7.18928e+06	6.80271e+06	7.23758e+06	
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	7.26083e+07	6.81854e+07	7.15715e+07	7.10259e+07	7.08259e+07	7.34631e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.88593e+07	5.72471e+07	5.9228e+07	6.0705e+07	5.73589e+07	5.59142e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.92356e+07	1.96181e+07	2.11217e+07	1.95994e+07	2.10545e+07	1.9232e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	1	1	332860					
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	7.30767e+07	7.06509e+07	7.33496e+07	7.29534e+07	7.27259e+07	7.1097e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.40232e+08	2.61697e+08	2.39962e+08	2.54391e+08	2.36252e+08	2.48419e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.27648e+09	1.26435e+09	1.26189e+09	1.23031e+09	1.27663e+09	1.26048e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	8.26286e+07	8.01614e+07	7.91386e+07	8.22167e+07	8.69049e+07	7.86326e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	3.19616e+08	2.45051e+08	3.2011e+08	2.48474e+08	3.38478e+08	2.41645e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.41953e+08	6.4333e+08	6.41467e+08	6.42353e+08	6.6264e+08	6.81202e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.75344e+07	4.9024e+07	4.80034e+07	4.71144e+07	4.6578e+07	4.60787e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.63767e+08	3.8315e+08	3.58367e+08	3.72667e+08	3.74293e+08	3.73312e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.17908e+07	2.51801e+07	2.3132e+07	2.28598e+07	2.34828e+07	2.38005e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2	1.38122e+06	1.53492e+06	1.70264e+06	1.42669e+06	1.47284e+06	1.61302e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	8.85716e+06	9.3131e+06	8.63089e+06	9.08741e+06	9.2265e+06	8.90274e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	723298	879996	711024	591836	775523	773134
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.9582e+07	2.13287e+07	2.10417e+07	2.06608e+07	2.11075e+07	2.0308e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.26853e+06	3.25875e+06	2.90769e+06	2.69103e+06	2.97683e+06	3.0657e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	604244	603160				
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	5.56626e+06	5.0342e+06	5.06939e+06	5.25117e+06	5.46572e+06	4.43553e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	4.87008e+06	4.82275e+06	4.86312e+06	4.96038e+06	5.14029e+06	5.12975e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	806565	716320	800301	797424	467639	895958
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.13194e+06	4.21436e+06	3.75235e+06	4.33078e+06	4.24513e+06	3.9839e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	5.4482e+06	4.2083e+06	4.8958e+06	4.58874e+06	4.51427e+06	4.71426e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	4.66318e+07	4.57612e+07	4.51992e+07	4.2014e+07	4.72862e+07	4.45458e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.22574e+07	1.24048e+07	1.23e+07	1.27781e+07	1.20773e+07	1.28966e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.35951e+08	1.36843e+08	1.34697e+08	1.34846e+08	1.38769e+08	1.32538e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.86152e+07	1.99611e+07	1.95258e+07	1.96768e+07	1.85853e+07	1.69842e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.61906e+07	4.5673e+07	4.56351e+07	4.60838e+07	4.27751e+07	4.86547e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	4.18144e+07	4.14683e+07	4.23955e+07	4.02665e+07	4.0904e+07	4.20557e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	7.62846e+06	7.83547e+06	5.73412e+06	6.11328e+06	6.2341e+06	6.2483e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	7.09091e+06	6.57699e+06	6.4069e+06	6.61111e+06	6.38985e+06	5.17335e+06
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1	6.19068e+06				4.84906e+06	
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	3.00449e+06	3.18126e+06	2.90327e+06	2.88711e+06	3.28303e+06	3.17801e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	1.67756e+06	1.90229e+06	1.66319e+06	1.58795e+06	1.65095e+06	1.96729e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25	8.46464e+07	8.08324e+07	8.35918e+07	8.08319e+07	8.42234e+07	8.20057e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	2.01334e+08	2.01185e+08	2.00719e+08	2.02094e+08	1.95455e+08	1.98351e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.36899e+07	7.2253e+07	7.10393e+07	7.14734e+07	7.16969e+07	6.96182e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	2.00012e+07	1.96276e+07	1.86401e+07	1.69223e+07	1.97019e+07	1.83362e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	5	5	1.65527e+07	1.52699e+07	1.69384e+07	1.57737e+07	1.669e+07	1.56324e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.26693e+07	2.20862e+07	2.23709e+07	2.17724e+07	2.3529e+07	2.11849e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.88087e+06	4.75192e+06	4.684e+06	4.29688e+06	4.61023e+06	4.36831e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2	437298	402894	395154	400575	447467	383981
P0AAM1	CYBH_ECOLI	hyaC	Probable Ni/Fe-hydrogenase 1 B-type cytochrome subunit	1	1		276912		321365		
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	2	2	2.92044e+06	3.13286e+06	2.93483e+06	2.85163e+06	2.66886e+06	2.94003e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	6	6	1.40588e+07	1.36357e+07	1.40258e+07	1.37475e+07	1.45692e+07	1.33869e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	2	2	7.98304e+06	7.77329e+06	8.90888e+06	8.04657e+06	8.3273e+06	8.08609e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.08522e+06	1.15711e+06	962079	1.14924e+06	1.1394e+06	1.32774e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.20197e+07	1.33702e+07	1.22191e+07	1.27674e+07	1.2253e+07	1.27891e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.93169e+07	1.86919e+07	1.84959e+07	1.7179e+07	1.90809e+07	1.70089e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	7	7	1.36325e+07	1.46401e+07	1.20235e+07	1.34626e+07	1.15824e+07	1.35798e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	5	5	1.03208e+06	949706	949449	752982	984737	690492
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.85891e+07	1.95787e+07	1.8283e+07	2.04297e+07	1.79816e+07	1.87514e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.67643e+06	2.59014e+06	2.70404e+06	2.76429e+06	3.00085e+06	2.22278e+06
