protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AAD6	24891.38117493505	151875.60939999993	137625.4598885473	178528.5840965737	234653.43220122557	171735.79677455954	P0AAD6	P0AAD6		sdaC	1	0.14005401890842442	-0.8956673511100551	False	0.012519936204146731	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AFW8	11803361.90121244	11961412.073359735	12454956.825136784	11674967.58819579	11465584.805732189	11755321.12134044	P0AFW8	P0AFW8		rof	0	0.1400697996809901	0.05371937775002827	False	0.012546517809675705	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P64451	4404435.996980209	4112889.585871757	4265546.06935785	4081940.3056383017	4158949.853913572	3962455.259585113	P64451	P64451		ydcL	0	0.14015019838136833	0.06693527016765329	False	0.012573099415204679	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76008	6106693.284991257	5931622.564959983	6299547.492955503	5899108.875784394	5830868.737625317	5865958.21739928	P76008	P76008		ldcA	0	0.1411511742573542	0.05958330634191202	False	0.012599681020733654	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ACY3	8399240.513650183	8882908.251446588	8329043.252387025	8801667.156357156	8857589.358707586	9453750.228976527	P0ACY3	P0ACY3		yeaG	0	0.14155545409176526	-0.08221071060809536	False	0.012626262626262626	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P33913	1236956.7652914664	1265856.0079820554	1297820.7256898575	1130495.6575546667	1256652.5111456714	1127200.314049167	P33913	P33913		yejA	0	0.1416991559205911	0.11298265450565131	False	0.012652844231791601	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P03018	13036603.338397777	13223839.063294208	13228404.334949069	12994639.1231986	12288986.476451082	12782739.074931698	P03018	P03018		uvrD	0	0.14226556507538596	0.052928435239659205	False	0.012679425837320575	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AAB8	5922524.7151229335	5961941.578293642	6009199.490008736	6278284.511639763	6680365.831781938	6112655.303433389	P0AAB8	P0AAB8		uspD	0	0.14242769997185065	-0.09195464065245373	False	0.012706007442849549	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P17846	55461758.67334797	56299139.21261127	56211188.85470321	56150376.76149569	58188938.58725711	57795229.01721177	P17846	P17846		cysI	0	0.14343346769627022	-0.0353151410756094	False	0.012732589048378524	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P75874	13096052.76136627	13225874.081029104	13315672.61193713	12396587.47344763	13052828.692831663	12875440.374416023	P75874	P75874		yccU	0	0.1452749236763607	0.04858920065235268	False	0.012759170653907496	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A9J8	4730010.472531435	4859934.046576588	4582841.596282989	4906022.216876515	4999295.518687162	4809172.7773564495	P0A9J8	P0A9J8		pheA	0	0.14554300412723747	-0.05411419594984645	False	0.01278575225943647	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AEB7	14450981.881772297	14397457.328236535	14750820.816460583	15108552.7006792	15086827.965951627	16444209.521837078	P0AEB7	P0AEB7		yoaB	0	0.14589436918918683	-0.09725146239724108	False	0.012812333864965445	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P75884	6745764.23510686	7193828.517942198	6909285.496890254	7639633.210600183	7173566.212117189	7155383.118187554	P75884	P75884		gfcB	0	0.1461268553620915	-0.07547202384877379	False	0.012838915470494419	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A7Z4	703557385.3528975	709509289.7794751	708747866.2083693	670164585.0352365	701212732.4670775	688993994.0978057	P0A7Z4	P0A7Z4		rpoA	0	0.146412017718645	0.042394204635846165	False	0.012865497076023392	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ACU5	9945320.688675242	9849525.964786423	10312778.91541481	9429260.345479626	9624081.513384782	9943159.933319168	P0ACU5	P0ACU5		fabR	0	0.14660260975561443	0.054250074195031764	False	0.012892078681552366	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P64581	72213777.96332693	64669767.4845072	67573936.91631697	62529169.06950704	63650491.72312524	63202133.0772156	P64581	P64581		yqjD	0	0.1466575917322987	0.11050321630747566	False	0.01291866028708134	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ACJ8	98411439.36958385	101722690.94083317	100201520.39494988	94346379.23679188	99642244.35553698	95960154.3980374	P0ACJ8	P0ACJ8		crp	0	0.14717943488012541	0.050777679166985855	False	0.012945241892610315	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AF26	2608426.9969581338	2732329.096798745	2799672.3271186496	2664287.30444336	2549769.358250887	2390189.4926049607	P0AF26	P0AF26		narJ	0	0.14795063503105466	0.0982994898890275	False	0.012971823498139289	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ACJ0	29312039.93117174	29377440.05822173	30975476.845735613	29293293.26318587	28799146.86272757	27708302.861762635	P0ACJ0	P0ACJ0		lrp	0	0.14871695280410277	0.06355411555836807	False	0.012998405103668263	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P05793	32460954.988794822	31798056.30863274	31010431.71768406	31606456.635336448	29383385.084259417	29013725.11682409	P05793	P05793		ilvC	0	0.14987209884497726	0.08203137782677042	False	0.013024986709197236	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P75960	15848813.55593924	16418083.70504674	16255122.463816669	15439520.211060878	16105935.21521247	15528371.142902313	P75960	P75960		cobB	0	0.15010412949754054	0.04371447119444924	False	0.01305156831472621	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P43329	10330471.80066288	10520001.471426766	10016097.619312989	10096275.303526144	9897175.985444233	9921146.679947304	P43329	P43329		hrpA	0	0.15111925623800446	0.04519554194168996	False	0.013078149920255184	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AEM6	10436475.5435016	10268335.318948535	10574914.067225289	10095869.618263189	9205441.045412162	10063753.6255795	P0AEM6	P0AEM6		fliA	0	0.15120872349135767	0.09112702945906069	False	0.013104731525784159	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AE52	56689822.78791396	57069073.923932105	55243092.16460656	56534323.31200336	59726924.28738584	60302323.18309578	P0AE52	P0AE52		bcp	0	0.15183995323281463	-0.06314748700590658	False	0.013131313131313133	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AA16	39242003.82219707	39772150.58191648	41608066.762899816	38107435.91624714	38492226.44022629	39391966.63220847	P0AA16	P0AA16		ompR	0	0.1520169688621644	0.05647501558473881	False	0.013157894736842105	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABT2	321323029.3658158	332302325.018057	341215914.6678158	344133912.1573389	338139871.8693764	349825469.0296623	P0ABT2	P0ABT2		dps	0	0.15289005312660411	-0.05304345462126209	False	0.01318447634237108	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P63228	5858928.929861931	5573933.361745608	5280210.80780393	6523402.361837789	5903193.996100434	5799145.883811295	P63228	P63228		gmhB	0	0.15346917414067895	-0.1250005374952409	False	0.013211057947900054	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P17169	274970518.62525785	268296204.10205343	275157484.82020235	285241047.7805446	275866678.4638842	277144768.25538105	P17169	P17169		glmS	0	0.15348893831979743	-0.03453605315130608	False	0.013237639553429029	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76290	10977525.752739737	10033341.681198088	10548489.098332629	10727555.575007765	11412673.4041507	11257199.330415986	P76290	P76290		cmoA	0	0.153528134243437	-0.08166922527868505	False	0.013264221158958003	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P30126	1141867.519719575	1183224.6030968556	1314908.9018195912	1337654.783093745	1256423.3750488474	1405711.803393183	P30126	P30126		leuD	0	0.15371808448798285	-0.13598538611523994	False	0.013290802764486975	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P32680	8971291.950712418	9189229.349618595	8791112.601001138	8924218.504690824	8628452.821868658	8509805.083802275	P32680	P32680		yjaG	0	0.1539465970185734	0.04839856404838494	False	0.01331738437001595	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P15877	376218.3637202118	362325.5600353881	435405.7733972992	485627.4819564301	459506.5362658103	403193.7200644833	P15877	P15877		gcd	0	0.15411827006106146	-0.1998006239188177	False	0.013343965975544924	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AF24	11670270.172793193	12134730.465118794	12237934.412525265	12061585.735722966	13139478.84407154	13132444.4485257	P0AF24	P0AF24		nagD	0	0.1543431662824684	-0.08888957012965498	False	0.013370547581073897	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P08178	7591687.390190531	7184699.290245759	7314488.7795675965	6795196.267694102	6992671.333810169	7299495.543355348	P08178	P08178		purM	0	0.15519355113571204	0.06707188816103993	False	0.013397129186602873	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A7Z0	59522386.165173054	57926379.44195707	57328509.11617265	57656979.20136867	55891388.30638766	53463360.10795334	P0A7Z0	P0A7Z0		rpiA	0	0.1554020755978532	0.06556819899985747	False	0.013423710792131845	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A8W8	74022694.83580543	73911776.00984018	71009740.54384851	74684950.47663538	75486765.48220202	75209025.48758231	P0A8W8	P0A8W8		yfbU	0	0.1554990118487181	-0.04180093671646407	False	0.013450292397660818	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P23871	8030184.72775933	7569313.556771129	7476164.924168954	8808867.859184477	7838462.28100626	8241094.990890597	P23871	P23871		hemH	0	0.1555479772074133	-0.10910283115237357	False	0.013476874003189794	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76578	5784358.862933661	5561836.916133273	5730073.076243216	5170692.317378246	5515355.232388333	5580631.303724405	P76578	P76578		yfhM	0	0.1561540453227521	0.07007305430036748	False	0.013503455608718767	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A9T0	48322842.33100779	49598122.10389073	47782385.04189995	49978748.78044007	49977051.082324944	49168994.58824495	P0A9T0	P0A9T0		serA	0	0.15622404342328328	-0.033486106421288575	False	0.013530037214247743	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P75818	19570477.95113101	20854156.799169663	19904670.85281344	19444830.649037927	19270674.4494098	19125199.21889213	P75818	P75818		ybjP	0	0.15752097474767307	0.06077385701165289	False	0.013556618819776715	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABF1	16414198.971789038	15830029.372960106	16675138.226737369	17396143.816705834	16656631.88150177	16680669.539045203	P0ABF1	P0ABF1		pcnB	0	0.15755898116414305	-0.05253141183193825	False	0.013583200425305688	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AB12	1632539.8169237876	1548945.1926279138	1446239.24069775	1729768.7858669283	1566990.0304606284	1728234.8584869052	P0AB12	P0AB12		yccF	0	0.15758342546882187	-0.118818878405353	False	0.013609782030834664	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P38489	33934039.19918255	32232401.83837281	32296286.579819214	33883750.230480544	34210579.086114466	34009450.33017807	P38489	P38489		nfnB	0	0.15767303052286297	-0.05238666163261143	False	0.013636363636363637	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A9I8	6934932.82681467	6471949.242903713	6580531.467245386	7018594.82190197	6849299.371848402	7003110.905312179	P0A9I8	P0A9I8		nirD	0	0.15869424314922764	-0.06240828620651369	False	0.013662945241892611	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AFD1	9712472.060328152	10187261.409889352	10392641.008272104	10540934.591556769	10303458.025229745	11171290.772580229	P0AFD1	P0AFD1		nuoE	0	0.15914817598829742	-0.07982413654899045	False	0.013689526847421585	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A6W3	1591453.5086529965	1715979.875000002	1765108.299873989	1371596.246505818	1599941.6623482287	1606476.9153825482	P0A6W3	P0A6W3		mraY	0	0.16108521787427646	0.14798668080863076	False	0.013716108452950558	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A8U6	24145912.76695158	23801143.62481073	24956360.459759787	23296890.592712305	23791481.587775048	23689157.812302954	P0A8U6	P0A8U6		metJ	0	0.16292024528722465	0.042695017442831905	False	0.013742690058479532	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76142	298972.3990597796	345079.3437999999	84320.20227959774	416007.9898058094	352771.7804261284	459081.35099697777	P76142	P76142		lsrB	1	0.16338980001927197	-0.7534001322059013	False	0.013769271664008507	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P69853	2178869.92230557	2133247.1718329573	2049376.1248037932	2774509.604871051	2257009.047470085	2342061.825141455	P69853	P69853		dmsD	0	0.16402946700957777	-0.21299989030255248	False	0.013795853269537481	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P37774	189878.8255561427	166875.35939999996	215597.2500930441	240138.80959032263	209946.48559855783	314684.57633701764	P37774	P37774		yecC	0	0.1641236243847702	-0.41812442654293475	False	0.013822434875066455	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P75736	9113266.360095758	9243373.473025106	9376884.338826152	9392168.385032175	9634863.365441024	9326774.929009056	P75736	P75736		ybfF	0	0.16494416296256087	-0.0319114841021869	False	0.013849016480595428	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AE67	5291593.298420121	5518236.771191885	5703807.030350771	5555213.070329741	5953498.001513138	5870726.163139997	P0AE67	P0AE67		cheY	0	0.1650062449481303	-0.07372346054755717	False	0.013875598086124402	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AFC0	579544.4038962232	570914.9999999997	612036.0535739232	549129.6986870667	560866.8858867725	463226.0498219037	P0AFC0	P0AFC0		nudB	0	0.16606247234356097	0.1638966912157262	False	0.013902179691653378	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P27253	735864.1201597817	724322.2499999994	780431.8396318363	718243.3004862337	68299.23859858318	20704.41110849964	P27253	P27253		scpA	2	0.16696644418804682	1.472814851313443	False	0.013928761297182351	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ADA5	45613590.94293723	46111548.64341392	47399841.37780757	44372479.59097478	45102226.48175258	46023924.74627708	P0ADA5	P0ADA5		yajG	0	0.16709957526910016	0.038103216602570204	False	0.013955342902711323	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P07639	22648561.00087155	22018376.595903262	21612739.485558663	21987994.44984151	21076517.98398342	20559173.303903963	P07639	P07639		aroB	0	0.16781230301509736	0.05900262367778241	False	0.013981924508240299	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76192	7258492.349171123	7109497.200263127	7198032.650004214	6940867.552907031	7115398.595827571	7127276.328861922	P76192	P76192		ydhV	0	0.1680553965543561	0.025816231180652606	False	0.014008506113769272	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABJ9	108265693.80274823	109416065.40010628	109230224.30136934	106632738.05845349	108431248.82879908	108283480.44462992	P0ABJ9	P0ABJ9		cydA	0	0.1686063434110862	0.015816952166260213	False	0.014035087719298248	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P64540	13151469.646791786	12999478.96512366	12777759.575218882	12414897.88198497	12969621.951053428	12376042.924757484	P64540	P64540		yfcL	0	0.17056429550257418	0.04395420518285485	False	0.014061669324827221	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P22188	24350622.13138024	23821827.344689097	23009546.899210617	23205839.929348584	23184993.84584536	22290359.19320293	P22188	P22188		murE	0	0.1706840332647574	0.051597296673774995	False	0.014088250930356193	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P06987	4106781.02046964	4017035.641967328	3871725.658863125	4217080.771969911	4323960.510147764	4021345.840992512	P06987	P06987		hisB	0	0.17134815275585114	-0.0666122496045216	False	0.014114832535885169	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P07026	2482221.111664696	2623645.100685305	2476333.1239595814	2479421.9553002203	2309118.4884365336	2441122.528013232	P07026	P07026		sdiA	0	0.17152280115567675	0.06868799149439823	False	0.014141414141414142	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P64606	870132.0516501167	716043.8470677651	758106.2983636097	919633.7171070876	829233.0061875691	874630.0120859814	P64606	P64606		mlaE	0	0.17172282376933615	-0.16234474756525577	False	0.014167995746943116	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P14175	2211357.091183814	2140709.4040219663	2348086.4685830944	2030710.328828996	2186846.25235287	2097747.867115682	P14175	P14175		proV	0	0.17188323835937913	0.08534174736789561	False	0.014194577352472091	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P52697	104407777.45898584	102886246.56796376	105537727.28824309	96746172.3851807	100414761.96877287	103663422.70882893	P52697	P52697		pgl	0	0.17313616930048492	0.05646556504044105	False	0.014221158958001063	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A7V3	547331188.9587383	546011758.4586251	540968271.0662847	510861848.36134297	533858700.0274729	538019721.0167141	P0A7V3	P0A7V3		rpsC	0	0.17344160414514773	0.046258213074771265	False	0.014247740563530037	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P61949	31876529.457692537	27933586.420009293	28327312.354901	26629440.540703543	26527760.18864435	27332313.523427475	P61949	P61949		fldA	0	0.17479059849597056	0.13095395193621498	False	0.014274322169059012	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P05637	5040134.290663818	5275741.877365063	5520061.346468981	5387043.12290507	5629934.895984954	5657007.996207407	P05637	P05637		apaH	0	0.17570484304036052	-0.07439675044686751	False	0.014300903774587986	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P09152	34354775.490841135	35198822.908299506	34431108.962498575	33681914.31985681	33906830.0813107	34551349.83946068	P09152	P09152		narG	0	0.17638668663121962	0.025822076971837426	False	0.014327485380116961	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P24255	3353402.815630489	3575980.074007127	3340879.0538756666	3950458.9274618016	3665146.528892624	3476510.697724765	P24255	P24255		rpoN	0	0.17675291834877307	-0.1110616510083388	False	0.014354066985645933	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P00550	3985397.817689274	3714481.313300049	3845150.326492263	3612208.856656492	3650226.332625356	3798295.592023132	P00550	P00550		mtlA	0	0.17700125397473848	0.06182514676613303	False	0.014380648591174907	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A944	1232117.3720144553	1269387.219724304	1467950.8355971866	1694755.4394062106	1395644.8728398054	1457865.010441349	P0A944	P0A944		rimI	0	0.17743704515651723	-0.19637531968894667	False	0.014407230196703882	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76177	104796001.217741	108285882.9938945	107347088.92145176	102932044.97429527	105373490.46265316	105517780.34947932	P76177	P76177		ydgH	0	0.1784955901343069	0.03005205926616161	False	0.014433811802232856	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P77285	1006940.6779837108	1363362.3062028657	1298881.4407968414	1515197.029073326	1456366.63961621	1343532.0006006728	P77285	P77285		rnfG	0	0.1786178042613879	-0.23393312462669702	False	0.01446039340776183	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A905	49302490.48971631	49238492.75040133	50848663.21821941	47323593.05589321	49273259.25528784	48892609.36089794	P0A905	P0A905		slyB	0	0.1787129189826491	0.038165507423250505	False	0.014486975013290803	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P37613	11337587.059789993	9875285.459819335	11135412.069569431	11545664.35868504	11414675.673849352	12071724.815615289	P37613	P37613		yhhK	0	0.17982324708785305	-0.11498681652791394	False	0.014513556618819777	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P21599	182079018.2505789	177747557.0534333	176174500.15783906	183216398.99605748	185307635.33235544	179452120.56377223	P21599	P21599		pykA	0	0.18005206196143253	-0.03187722048514614	False	0.01454013822434875	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P07024	17699290.67207199	17288507.489290085	17139819.172678065	17242014.39619075	16964193.220050327	16354335.902849048	P07024	P07024		ushA	0	0.18085372898744734	0.044035945892942255	False	0.014566719829877726	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A705	179881427.9485187	183038972.7552182	177434260.97468445	182161792.41592792	184258944.5639535	183431172.15163475	P0A705	P0A705		infB	0	0.18104659695562292	-0.025136481077334002	False	0.0145933014354067	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P31545	1001745.1483727754	1180884.7500000005	1112666.8339495412	925676.7757777412	1007903.9650348906	1047017.9276600578	P31545	P31545		efeB	0	0.18190678483205636	0.14480624930266228	False	0.014619883040935672	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A978	11217653.858042246	11238946.866179978	12506199.576554865	12966980.54454364	11929547.432129234	12662687.86550959	P0A978	P0A978		cspG	0	0.18196019162070154	-0.10334620257265047	False	0.014646464646464647	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P29208	11029915.233488416	11434275.125735238	11941552.866583657	10623357.54063141	10914714.22269507	11271968.771935826	P29208	P29208		menC	0	0.18321794500691227	0.06851203263571568	False	0.01467304625199362	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P02943	4840963.975481412	4875210.8114172565	5104485.650108209	5311640.756115368	4937560.732213757	5360317.89486306	P02943	P02943		lamB	0	0.1834515801649837	-0.07481637911689233	False	0.014699627857522596	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P00370	13353830.703884635	12942104.842943205	13441627.768929863	13604128.05574535	13413142.151550837	13610620.630027244	P00370	P00370		gdhA	0	0.1843172862483519	-0.03196706013712142	False	0.01472620946305157	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P33195	37844586.20495799	39234778.86426298	39149974.39284627	39107043.17179855	39994945.4183721	39749780.28066487	P33195	P33195		gcvP	0	0.1859295555515783	-0.03218908469566292	False	0.014752791068580542	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A749	55235983.95082026	53956187.76176867	54563763.06226662	54236807.35694778	52456368.21901931	50054466.51748944	P0A749	P0A749		murA	0	0.18637271265863609	0.06310345198150535	False	0.014779372674109517	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P64463	68083060.08791801	67622793.32912676	66145396.92136009	63944556.35661787	67025102.50056072	65636645.55523288	P64463	P64463		ydfZ	0	0.1872860403642514	0.03798293927837674	False	0.01480595427963849	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ACL2	4609667.718628953	4647911.385098101	4958064.760743326	5220512.398568172	4919552.908701643	4838556.719541695	P0ACL2	P0ACL2		exuR	0	0.18781323598104155	-0.07542546373407705	False	0.014832535885167464	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P11880	11252487.575572066	11540111.83040156	10747021.461522862	11000134.50316584	10727170.049375804	10428739.906667776	P11880	P11880		murF	0	0.1879201767026279	0.06077643038428265	False	0.01485911749069644	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P52108	8673352.569029478	9362567.043117777	9324142.710550273	8331276.172932644	8620630.311547551	8997477.782019867	P52108	P52108		rstA	0	0.18803551236297406	0.07637121014158997	False	0.014885699096225412	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A8W0	7577076.034086067	7817357.680559204	7998070.784310616	8234130.977843515	7930657.301419067	8945771.873144073	P0A8W0	P0A8W0		nanR	0	0.188247117144503	-0.1022478809076584	False	0.014912280701754385	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P16431	15109495.943659268	14911650.938526267	15536225.55135348	15319140.99826911	15617445.67595138	15693352.868833106	P16431	P16431		hycE	0	0.18841229799509712	-0.033572018603055545	False	0.014938862307283361	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AFQ7	18002018.981923535	18378297.21963563	18176796.308361217	17808016.862995695	18073019.015742235	17197712.919971567	P0AFQ7	P0AFQ7		ycfH	0	0.18852432162620117	0.039632927183274935	False	0.014965443912812335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P24169	21611549.667519107	21072661.95371589	21880540.471256822	21661491.492102124	22055266.691017244	22713141.06221715	P24169	P24169		speF	0	0.18872307171753866	-0.0410859585627023	False	0.01499202551834131	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P23836	74503598.08774455	72535109.04831737	73335138.51786298	76760402.92475998	74067601.70954879	74480301.12643662	P23836	P23836		phoP	0	0.18937638747075058	-0.03194748548776905	False	0.015018607123870282	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P00892	1475892.043265895	1252632.7499999993	1425948.0023724756	1213692.6532972844	1216043.924169344	1334628.4310047398	P00892	P00892		ilvG	0	0.18958146920496524	0.14225888544350887	False	0.015045188729399256	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A6K1	348109.0701861849	424562.6875000002	301816.5570854457	488260.6407189774	411492.6831586096	394357.2001983534	P0A6K1	P0A6K1		dapF	0	0.18974054387803369	-0.2683110432770086	False	0.015071770334928231	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AC75	6741753.2630798295	7549978.184630851	6677685.1354392655	6695863.992336223	6209321.76374826	6467090.515617433	P0AC75	P0AC75		waaA	0	0.19021574637071081	0.11429324019023021	False	0.015098351940457205	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P45577	101972476.9093466	101552954.86447816	103109743.98597148	105742758.0047392	104584058.1886661	102203203.43654478	P45577	P45577		proQ	0	0.19117629862831823	-0.02747156671796934	False	0.015124933545986178	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AC69	55029385.40188956	54494343.14325571	54869686.67098075	54812874.70997844	54032182.934082896	54112759.14524871	P0AC69	P0AC69		grxD	0	0.19158853675729576	0.01265395579105006	False	0.015151515151515152	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P00956	217652537.36314756	204982078.4164959	211800963.7022245	221706414.5269313	216210453.68459943	217211045.2212827	P00956	P00956		ileS	0	0.19166178065596493	-0.04630293930690248	False	0.015178096757044126	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AEJ2	899669.7676981714	859841.0409535719	890775.543510133	1111665.2115876344	926322.7980542396	947797.2007370556	P0AEJ2	P0AEJ2		entC	0	0.192179757585315	-0.17196214031985133	False	0.015204678362573101	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
