Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0A850	TIG_ECOLI	tig	Trigger factor	46	46	6.77932e+08	6.53375e+08	6.72163e+08	6.65472e+08	6.80946e+08	6.78212e+08
P0A853	TNAA_ECOLI	tnaA	Tryptophanase	11	11	1.44111e+07	1.44069e+07	1.42603e+07	1.44404e+07	1.47557e+07	1.42646e+07
P0A855	TOLB_ECOLI	tolB	Protein TolB	17	17	7.14349e+07	6.9535e+07	7.77336e+07	7.37064e+07	7.83417e+07	7.95166e+07
P0A858	TPIS_ECOLI	tpiA	Triosephosphate isomerase	12	12	5.964e+08	5.65758e+08	5.56501e+08	5.91996e+08	5.58575e+08	5.64481e+08
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	7	7	3.11845e+08	3.16734e+08	2.89118e+08	2.93585e+08	3.03626e+08	3.03307e+08
P0A867	TALA_ECOLI	talA	Transaldolase A	14	14	2.10608e+07	2.16426e+07	2.05721e+07	2.17482e+07	2.01623e+07	2.06705e+07
P0A870	TALB_ECOLI	talB	Transaldolase B	22	22	3.24154e+08	3.22413e+08	3.26542e+08	3.17379e+08	3.28886e+08	3.32903e+08
P0A873	TRMD_ECOLI	trmD	tRNA (guanine-N(1)-)-methyltransferase	5	5	1.4316e+07	1.44979e+07	1.40712e+07	1.41634e+07	1.45754e+07	1.32812e+07
P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	6	6	5.75858e+06	6.31899e+06	5.93598e+06	6.24288e+06	6.42037e+06	6.63422e+06
P0A879	TRPB_ECOLI	trpB	Tryptophan synthase beta chain	2	2	1.25871e+06	1.28081e+06	1.28285e+06	1.41634e+06	1.2491e+06	1.23608e+06
P0A881	TRPR_ECOLI	trpR	Trp operon repressor	2	2	6.63047e+06	6.75698e+06	6.73672e+06	7.128e+06	6.42105e+06	6.52496e+06
P0A884	TYSY_ECOLI	thyA	Thymidylate synthase	9	9	3.25935e+07	3.14471e+07	3.379e+07	3.3793e+07	3.42382e+07	3.35987e+07
P0A887	UBIE_ECOLI	ubiE	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE	10	10	4.9222e+07	4.89335e+07	4.89932e+07	4.80796e+07	5.11484e+07	4.96339e+07
P0A890	TUSA_ECOLI	tusA	Sulfurtransferase TusA	3	3	2.59888e+07	2.63075e+07	2.41165e+07	2.63277e+07	2.55446e+07	2.54045e+07
P0A894	YHBJ_ECOLI	yhbJ	UPF0042 nucleotide-binding protein YhbJ	6	6	7.87727e+06	8.09816e+06	7.69491e+06	7.85778e+06	8.16976e+06	8.15988e+06
P0A898	YBEY_ECOLI	ybeY	Endoribonuclease YbeY	1	1	3.54125e+07	3.47474e+07	3.45279e+07	3.63025e+07	3.57099e+07	3.61992e+07
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	5	5	1.71772e+07	1.73661e+07	1.46747e+07	1.73746e+07	1.48691e+07	1.59203e+07
P0A8A2	YEEN_ECOLI	yeeN	Probable transcriptional regulatory protein YeeN	8	8	5.73528e+07	5.58214e+07	6.30102e+07	5.85661e+07	6.24442e+07	6.37351e+07
P0A8A4	PSRP_ECOLI	ppsR	Phosphoenolpyruvate synthase regulatory protein	4	4	8.54396e+06	8.84905e+06	8.78251e+06	9.44235e+06	8.38498e+06	8.77221e+06
P0A8A8	RIMP_ECOLI	rimP	Ribosome maturation factor RimP	3	3	2.10756e+07	2.03374e+07	2.14351e+07	2.06817e+07	2.10961e+07	2.41487e+07
P0A8B2	YFCN_ECOLI	yfcN	UPF0115 protein YfcN	5	5	5.54672e+06	5.21323e+06	5.62878e+06	5.21968e+06	4.98381e+06	5.24019e+06
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	3	3	3.37316e+07	3.2733e+07	3.23163e+07	3.74923e+07	3.18116e+07	2.90703e+07
P0A8C1	YBJQ_ECOLI	ybjQ	UPF0145 protein YbjQ	2	2	2.05021e+07	1.84735e+07	1.40599e+07	1.77835e+07	1.94343e+07	1.9268e+07
P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2	2	2.50625e+07	2.62553e+07	2.35894e+07	2.56684e+07	2.41152e+07	2.38902e+07
P0A8D0	NRDR_ECOLI	nrdR	Transcriptional repressor NrdR	4	4	6.154e+06	6.88981e+06	6.39068e+06	6.19827e+06	5.78669e+06	5.2762e+06
P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	3	3	5.97449e+06	5.88262e+06	6.05045e+06	6.2559e+06	6.16987e+06	6.02251e+06
P0A8D6	YMDB_ECOLI	ymdB	O-acetyl-ADP-ribose deacetylase	5	5	4.73193e+06	5.33381e+06	5.28221e+06	5.13358e+06	5.21494e+06	5.25454e+06
P0A8E1	YCFP_ECOLI	ycfP	UPF0227 protein YcfP	7	7	5.89728e+07	5.66883e+07	5.4977e+07	5.64391e+07	5.68577e+07	5.7411e+07
P0A8E5	YACL_ECOLI	yacL	UPF0231 protein YacL	1	1	2.23719e+06	2.2484e+06	2.0462e+06	2.09126e+06	1.71863e+06	1.71113e+06
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	11	11	1.6071e+08	1.5415e+08	1.61636e+08	1.60994e+08	1.61101e+08	1.64416e+08
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	14	14	2.05718e+08	2.07606e+08	1.99814e+08	2.05256e+08	2.01711e+08	2.12417e+08
P0A8F4	URK_ECOLI	udk	Uridine kinase	7	7	2.43384e+07	2.53531e+07	2.54335e+07	2.52711e+07	2.54797e+07	2.56387e+07
P0A8F8	UVRB_ECOLI	uvrB	UvrABC system protein B	5	5	4.41363e+06	5.22491e+06	4.88113e+06	4.36307e+06	5.13645e+06	4.34417e+06
P0A8G0	UVRC_ECOLI	uvrC	UvrABC system protein C	3	3	1.85472e+06	1.58585e+06	1.96634e+06	1.54638e+06	1.52487e+06	1.87144e+06
P0A8G3	UXAC_ECOLI	uxaC	Uronate isomerase	11	11	6.58338e+06	6.8483e+06	6.28203e+06	6.23608e+06	6.28724e+06	6.1665e+06
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	11	11	8.68556e+07	8.29438e+07	8.53221e+07	8.46143e+07	8.61695e+07	8.66458e+07
P0A8G9	EX7S_ECOLI	xseB	Exodeoxyribonuclease 7 small subunit	3	3	3.51122e+07	3.54674e+07	3.41021e+07	3.57707e+07	3.62403e+07	3.3659e+07
P0A8I1	RUVX_ECOLI	yqgF	Putative Holliday junction resolvase	4	4	5.45282e+06	5.55678e+06	5.43626e+06	5.12362e+06	5.95982e+06	5.62177e+06
P0A8I3	YAAA_ECOLI	yaaA	UPF0246 protein YaaA	6	6	4.27999e+07	4.43696e+07	4.54849e+07	4.6892e+07	4.27545e+07	4.4232e+07
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4	4.27419e+07	4.02278e+07	4.23627e+07	4.3432e+07	4.19951e+07	4.06888e+07
P0A8I8	RLMH_ECOLI	rlmH	Ribosomal RNA large subunit methyltransferase H	6	6	1.21855e+07	1.33729e+07	1.26934e+07	1.27206e+07	1.26751e+07	1.21933e+07
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	3	3	8.10631e+06	7.40054e+06	7.1945e+06	7.59849e+06	6.59502e+06	6.90021e+06
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	3	3	5.86455e+07	6.13134e+07	6.03278e+07	6.24154e+07	5.7556e+07	6.04187e+07
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	16	16	7.71206e+07	7.87273e+07	7.96018e+07	8.1102e+07	7.99983e+07	8.09314e+07
P0A8K1	PSD_ECOLI	psd	Phosphatidylserine decarboxylase proenzyme	6	6	2.75672e+07	2.79014e+07	2.69273e+07	2.67769e+07	2.59384e+07	2.71439e+07
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	5.87733e+06	5.51699e+06	5.56013e+06	6.2336e+06	4.90672e+06	5.24146e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	21	21	1.90166e+08	1.89888e+08	1.86248e+08	1.90226e+08	1.8783e+08	1.90657e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	28	28	1.55678e+08	1.59229e+08	1.55211e+08	1.52151e+08	1.57566e+08	1.54928e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	28	28	9.39487e+07	9.24917e+07	8.78202e+07	9.59187e+07	8.74645e+07	8.81044e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	5	5	7.73416e+07	7.9962e+07	7.79937e+07	8.60813e+07	7.57592e+07	6.65726e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	3.85993e+06	4.43229e+06	3.60986e+06	2.42852e+06	3.165e+06	3.4655e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	33	22	2.31162e+08	2.31775e+08	2.3345e+08	2.26719e+08	2.35803e+08	2.37353e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	16	16	1.42123e+08	1.30268e+08	1.39974e+08	1.38958e+08	1.39034e+08	1.38533e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	7	7	1.53605e+07	1.63103e+07	1.52536e+07	1.49831e+07	1.58209e+07	1.47437e+07
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9	6.53161e+07	6.39395e+07	6.0538e+07	6.47066e+07	5.87841e+07	5.82702e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	2	2	760105	655834	672472	748322	682384	
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.49535e+07	1.46597e+07	1.49354e+07	1.40152e+07	1.43314e+07	1.39066e+07
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5	8.23739e+07	7.54149e+07	8.49097e+07	8.18398e+07	8.28936e+07	8.60807e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	2	2	1.70352e+06	1.72329e+06	1.69432e+06	1.83424e+06	1.61117e+06	1.74244e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	5	5	3.83795e+06	3.70444e+06	3.39597e+06	3.33327e+06	3.66253e+06	3.67272e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	6	6	1.15535e+07	1.14626e+07	1.22485e+07	1.2006e+07	1.18602e+07	1.20837e+07
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	3	3	4.28877e+07	4.33472e+07	4.22835e+07	4.16645e+07	4.13481e+07	4.38821e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	83	83	2.27281e+08	2.22022e+08	2.20221e+08	2.20436e+08	2.21974e+08	2.23215e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	4	4	4.8957e+06	4.95436e+06	3.5766e+06	4.31312e+06	4.4783e+06	4.0156e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	1	1	507373	544326	400751	478351	512931	388174
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	3.84978e+07	3.88058e+07	3.80699e+07	3.85409e+07	3.83579e+07	3.76391e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	1	1	525020	665721	463632	415274	534648	573200
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	77	77	2.38388e+08	2.33597e+08	2.35316e+08	2.37151e+08	2.34979e+08	2.39099e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11	2.58746e+07	2.64618e+07	2.42728e+07	2.41324e+07	2.51291e+07	2.44298e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	7	7	9.67574e+06	8.71187e+06	8.76687e+06	9.64004e+06	9.19492e+06	9.52025e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	3.40231e+07	3.70589e+07	3.83122e+07	3.65872e+07	3.87515e+07	3.77741e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5	1.71752e+07	1.74056e+07	1.62267e+07	1.59908e+07	1.60587e+07	1.41048e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.09473e+08	1.04802e+08	1.06551e+08	1.08596e+08	1.04957e+08	1.08693e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	4.10328e+07	4.04789e+07	4.12592e+07	4.069e+07	4.17575e+07	4.03009e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	4	4	5.54769e+06	6.11272e+06	5.73845e+06	6.29232e+06	6.13313e+06	5.96307e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	6.33493e+06	5.82659e+06	6.79474e+06	5.80907e+06	6.64602e+06	6.77894e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	1.03603e+07	1.03049e+07	9.71696e+06	9.60678e+06	9.64496e+06	9.3692e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	9	9	4.27965e+07	4.2886e+07	4.41738e+07	4.2464e+07	4.52746e+07	4.47511e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.50988e+07	1.56971e+07	1.59453e+07	1.65911e+07	1.61401e+07	1.53522e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	3	3	3.93053e+06	4.16946e+06	3.84676e+06	4.35431e+06	3.91318e+06	3.69515e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	2	2	2.79524e+06	2.79214e+06	2.18282e+06	2.79052e+06	2.98044e+06	2.32713e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.41885e+08	1.44219e+08	1.45016e+08	1.4417e+08	1.44551e+08	1.45076e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.58865e+08	1.50974e+08	1.80732e+08	1.60314e+08	1.78079e+08	1.82064e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	9	9	2.79419e+07	2.74701e+07	2.6771e+07	3.04322e+07	2.41058e+07	2.44523e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.94881e+09	2.84805e+09	2.77332e+09	2.77336e+09	2.87379e+09	2.86736e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.25325e+08	4.16643e+08	4.24544e+08	4.18063e+08	4.33406e+08	4.27513e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	7	7	1.09664e+08	1.03465e+08	1.0635e+08	1.19246e+08	1.06199e+08	1.03137e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.55147e+08	1.4925e+08	1.53305e+08	1.53358e+08	1.52373e+08	1.56804e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	9.21749e+06	8.98487e+06	8.98018e+06	9.40287e+06	9.32333e+06	9.0793e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.1611e+08	1.07152e+08	1.07011e+08	1.15462e+08	1.03711e+08	1.02477e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	13	13	6.50339e+07	6.48497e+07	6.77418e+07	6.81892e+07	7.03985e+07	6.91394e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.9188e+07	1.78616e+07	1.85692e+07	1.95326e+07	1.79183e+07	1.79156e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.01895e+08	1.05114e+08	1.06519e+08	9.60585e+07	1.0285e+08	1.08036e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	39	39	7.43238e+07	7.28928e+07	7.41193e+07	7.31509e+07	7.42326e+07	7.5097e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	4	4	3.23879e+06	3.357e+06	2.89813e+06	3.27916e+06	2.99308e+06	3.07189e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	742411	815963	819143	982521	877569	728269
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	3	3	3.53523e+06	3.67962e+06	3.65372e+06	3.02718e+06	3.05543e+06	3.32777e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	15	15	1.4623e+08	1.43771e+08	1.37365e+08	1.43311e+08	1.39787e+08	1.44123e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.55112e+08	1.59418e+08	1.49904e+08	1.52074e+08	1.54426e+08	1.59447e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	6.83664e+06	7.0782e+06	7.24995e+06	7.62206e+06	6.77914e+06	7.21334e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	6.1439e+06	5.92167e+06	5.90743e+06	5.47747e+06	5.55171e+06	5.6489e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	4.9456e+07	5.16176e+07	5.16376e+07	5.2448e+07	5.28591e+07	5.12522e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.0261e+07	1.09979e+07	9.4354e+06	1.04108e+07	1.05999e+07	9.98133e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.1156e+09	1.07548e+09	1.30028e+09	1.04637e+09	1.30206e+09	1.33221e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	2.38081e+07	2.47312e+07	2.32066e+07	2.35135e+07	2.40279e+07	2.37146e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	2.16247e+07	2.09676e+07	2.2583e+07	2.305e+07	2.2088e+07	2.27139e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	13	13	3.58392e+07	3.40079e+07	3.50321e+07	3.35307e+07	3.57893e+07	3.56991e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	1.00734e+08	9.60896e+07	9.35674e+07	1.00112e+08	9.74504e+07	9.84e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	9.2215e+06	1.00758e+07	9.72073e+06	1.01817e+07	9.30063e+06	9.5232e+06
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	7	7	2.60411e+08	2.55275e+08	2.48175e+08	2.47845e+08	2.53599e+08	2.61129e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	3	3	1.6394e+06	1.92502e+06	2.21473e+06	2.54816e+06	2.48211e+06	2.22723e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.26385e+08	1.29408e+08	1.27066e+08	1.24485e+08	1.25672e+08	1.28261e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.14162e+08	1.08486e+08	1.05002e+08	1.06341e+08	1.1028e+08	1.07195e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	25	24	2.41078e+09	2.36291e+09	2.40706e+09	2.31873e+09	2.438e+09	2.40913e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	7.35748e+06	7.48745e+06	7.58326e+06	7.59407e+06	7.68854e+06	7.64081e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	6.13887e+06	6.51653e+06	6.33754e+06	6.17777e+06	6.1073e+06	6.29552e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.21669e+07	3.09426e+07	3.16669e+07	3.19872e+07	3.14807e+07	3.236e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.18761e+08	2.16298e+08	2.20491e+08	2.20845e+08	2.21094e+08	2.20284e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	1.66795e+07	1.61371e+07	1.51835e+07	1.61716e+07	1.562e+07	1.5639e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	2.07571e+07	2.30823e+07	2.34133e+07	2.23911e+07	2.13189e+07	2.09356e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.73116e+07	1.71966e+07	1.66457e+07	1.75904e+07	1.85831e+07	1.74061e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.56508e+08	1.58651e+08	1.52503e+08	1.60829e+08	1.57851e+08	1.56606e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.7025e+07	3.65502e+07	3.5989e+07	3.67595e+07	3.74256e+07	3.65861e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	6.7733e+06	7.18105e+06	6.79764e+06	6.71309e+06	6.86673e+06	6.91411e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.3313e+07	1.37235e+07	1.39882e+07	1.36764e+07	1.35675e+07	1.37082e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1	712153	846810	741713	941501	565767	
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	3.40208e+06	3.25578e+06	3.19101e+06	3.23779e+06	3.28682e+06	3.34989e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.53488e+07	2.56803e+07	2.52158e+07	2.62999e+07	2.59376e+07	2.58818e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	7	7	9.73696e+06	1.02309e+07	1.08688e+07	9.62842e+06	9.60958e+06	1.06268e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	6.52411e+06	6.02347e+06	7.01133e+06	6.02358e+06	5.93018e+06	5.55619e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	3.44858e+06	4.19656e+06	3.49745e+06	4.10313e+06	4.21522e+06	3.65838e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	2	2	4.98371e+06	5.73445e+06	5.10151e+06	5.06475e+06	5.68002e+06	5.77279e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.71952e+07	1.78413e+07	1.93644e+07	1.74981e+07	1.89625e+07	1.85855e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.39198e+06	6.33006e+06	6.30715e+06	6.16996e+06	6.12918e+06	6.15826e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.43087e+07	3.53114e+07	3.44043e+07	3.35411e+07	3.60138e+07	3.54867e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	8.61632e+06	8.97113e+06	8.95602e+06	8.6947e+06	9.28151e+06	1.00084e+07
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.56721e+07	2.3117e+07	2.47887e+07	2.47032e+07	2.54794e+07	2.2811e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	10	10	4.69784e+07	4.52183e+07	4.74967e+07	4.80329e+07	4.79013e+07	4.89216e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	5	5	7.04439e+06	6.66891e+06	6.51997e+06	6.285e+06	6.02447e+06	6.574e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.11794e+07	1.08935e+07	1.04442e+07	1.12091e+07	1.09485e+07	1.02983e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	7.75123e+06	7.54606e+06	7.0167e+06	7.36311e+06	7.39357e+06	7.40847e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.78093e+07	2.73713e+07	2.76436e+07	2.76891e+07	2.6979e+07	2.74783e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	1.19217e+07	1.15782e+07	1.14757e+07	1.21842e+07	1.0614e+07	1.00722e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.80289e+08	4.91661e+08	5.15083e+08	5.11006e+08	4.90755e+08	5.10316e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.57232e+08	1.58361e+08	1.39861e+08	1.57918e+08	1.43617e+08	1.4152e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.07441e+07	2.13865e+07	2.02763e+07	2.14817e+07	2.16398e+07	2.16139e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.69129e+07	1.71546e+07	1.61299e+07	1.63068e+07	1.50079e+07	1.55748e+07
P0A9M0	LON_ECOLI	lon	Lon protease	33	33	4.81017e+07	4.78911e+07	4.86346e+07	4.8056e+07	4.74895e+07	4.81593e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	3.4339e+07	3.40716e+07	3.33194e+07	3.36003e+07	3.3338e+07	3.21495e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.32996e+08	2.25776e+08	2.24667e+08	2.14276e+08	2.34117e+08	2.40918e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.23699e+08	2.16018e+08	2.26097e+08	2.28745e+08	2.19855e+08	2.23429e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	6	6	2.22794e+07	2.14169e+07	2.12077e+07	2.24233e+07	2.07202e+07	1.95704e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3	1.23359e+06	1.10863e+06	980165	1.1633e+06	988186	
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	1.95443e+08	1.93635e+08	1.92485e+08	1.94964e+08	1.93517e+08	1.93739e+08
