Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	6	6	3.17857e+08	3.06381e+08	3.05656e+08	3.14931e+08	2.89996e+08	3.1121e+08
P0A867	TALA_ECOLI	talA	Transaldolase A	14	14	2.15108e+07	2.19384e+07	2.21867e+07	2.31963e+07	2.30535e+07	2.23416e+07
P0A870	TALB_ECOLI	talB	Transaldolase B	21	21	3.0754e+08	3.03334e+08	3.10733e+08	3.10464e+08	3.05133e+08	3.10994e+08
P0A873	TRMD_ECOLI	trmD	tRNA (guanine-N(1)-)-methyltransferase	5	5	1.29569e+07	1.3442e+07	1.39808e+07	1.34843e+07	1.35128e+07	1.20269e+07
P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	6	6	6.51348e+06	6.2525e+06	6.76385e+06	6.1288e+06	5.99431e+06	6.53732e+06
P0A879	TRPB_ECOLI	trpB	Tryptophan synthase beta chain	2	2	1.32615e+06	1.26924e+06	1.52565e+06	1.25607e+06	1.44156e+06	1.35784e+06
P0A881	TRPR_ECOLI	trpR	Trp operon repressor	2	2	6.22689e+06	6.46684e+06	6.0808e+06	6.75412e+06	6.63711e+06	5.8698e+06
P0A884	TYSY_ECOLI	thyA	Thymidylate synthase	9	9	2.89694e+07	3.09548e+07	3.03584e+07	3.03473e+07	3.14703e+07	3.04324e+07
P0A887	UBIE_ECOLI	ubiE	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE	10	10	5.06776e+07	4.93928e+07	5.14014e+07	5.1054e+07	5.01856e+07	5.1782e+07
P0A890	TUSA_ECOLI	tusA	Sulfurtransferase TusA	3	3	2.27451e+07	2.3168e+07	2.21599e+07	2.36662e+07	2.46621e+07	2.22407e+07
P0A894	YHBJ_ECOLI	yhbJ	UPF0042 nucleotide-binding protein YhbJ	6	6	8.35315e+06	7.59724e+06	8.11015e+06	7.7579e+06	7.67386e+06	7.99691e+06
P0A898	YBEY_ECOLI	ybeY	Endoribonuclease YbeY	1	1	3.07627e+07	3.24833e+07	3.21852e+07	3.09302e+07	3.25258e+07	3.20321e+07
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	5	5	1.17364e+07	1.63815e+07	1.31839e+07	1.61405e+07	1.62164e+07	1.30414e+07
P0A8A2	YEEN_ECOLI	yeeN	Probable transcriptional regulatory protein YeeN	8	8	6.31734e+07	5.85597e+07	6.23678e+07	5.7121e+07	5.96724e+07	5.97139e+07
P0A8A4	PSRP_ECOLI	ppsR	Phosphoenolpyruvate synthase regulatory protein	4	4	8.14168e+06	8.1681e+06	8.88528e+06	8.57408e+06	8.62549e+06	8.68049e+06
P0A8A8	RIMP_ECOLI	rimP	Ribosome maturation factor RimP	3	3	2.62835e+07	2.2937e+07	2.79173e+07	2.33573e+07	2.24979e+07	3.0433e+07
P0A8B2	YFCN_ECOLI	yfcN	UPF0115 protein YfcN	5	5	5.87839e+06	5.56296e+06	5.26927e+06	5.4505e+06	5.43343e+06	5.62379e+06
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	3	3	2.74621e+07	3.43509e+07	2.65964e+07	3.19953e+07	3.61591e+07	2.82384e+07
P0A8C1	YBJQ_ECOLI	ybjQ	UPF0145 protein YbjQ	2	2	1.35582e+07	1.59625e+07	1.47619e+07	1.54539e+07	1.33813e+07	
P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2	2	2.64278e+07	2.51351e+07	2.45629e+07	2.66202e+07	2.63928e+07	2.48582e+07
P0A8D0	NRDR_ECOLI	nrdR	Transcriptional repressor NrdR	4	4	5.29005e+06	5.83368e+06	5.74286e+06	6.5167e+06	6.10484e+06	5.72377e+06
P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	3	3	4.77021e+06	5.18726e+06	5.50143e+06	5.29119e+06	5.83244e+06	5.7185e+06
P0A8D6	YMDB_ECOLI	ymdB	O-acetyl-ADP-ribose deacetylase	5	5	4.9911e+06	5.09094e+06	5.494e+06	5.72577e+06	5.77232e+06	5.46296e+06
P0A8E1	YCFP_ECOLI	ycfP	UPF0227 protein YcfP	8	8	5.47439e+07	5.78667e+07	5.38512e+07	5.76793e+07	5.56718e+07	5.6945e+07
P0A8E5	YACL_ECOLI	yacL	UPF0231 protein YacL	1	1	1.56961e+06	2.2316e+06	1.12367e+06	2.40843e+06	2.20278e+06	1.68021e+06
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	11	11	1.54385e+08	1.59334e+08	1.58099e+08	1.60887e+08	1.61352e+08	1.56264e+08
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	14	14	2.31562e+08	2.10201e+08	2.38551e+08	2.20017e+08	2.12335e+08	2.30103e+08
P0A8F4	URK_ECOLI	udk	Uridine kinase	7	7	2.33033e+07	2.41632e+07	2.59978e+07	2.53139e+07	2.56522e+07	2.5111e+07
P0A8F8	UVRB_ECOLI	uvrB	UvrABC system protein B	5	5	3.55268e+06	3.44597e+06	3.38883e+06	4.31535e+06	3.51443e+06	4.17917e+06
P0A8G0	UVRC_ECOLI	uvrC	UvrABC system protein C	3	3	1.6134e+06	1.60945e+06	1.53491e+06	1.47365e+06	1.40965e+06	1.7842e+06
P0A8G3	UXAC_ECOLI	uxaC	Uronate isomerase	11	11	5.6399e+06	6.09373e+06	5.76302e+06	6.17829e+06	5.84573e+06	5.75924e+06
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	11	11	8.7943e+07	8.28338e+07	8.37844e+07	8.08465e+07	8.17856e+07	8.24939e+07
P0A8G9	EX7S_ECOLI	xseB	Exodeoxyribonuclease 7 small subunit	3	3	3.68672e+07	3.41419e+07	3.58527e+07	3.6112e+07	3.58558e+07	3.42302e+07
P0A8I1	RUVX_ECOLI	yqgF	Putative Holliday junction resolvase	4	4	6.07594e+06	5.71349e+06	5.78508e+06	5.89999e+06	5.31199e+06	6.00942e+06
P0A8I3	YAAA_ECOLI	yaaA	UPF0246 protein YaaA	6	6	4.51069e+07	4.8328e+07	4.70735e+07	4.83622e+07	4.94862e+07	4.93387e+07
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4	3.48361e+07	4.21662e+07	3.93653e+07	4.21267e+07	4.3515e+07	3.81957e+07
P0A8I8	RLMH_ECOLI	rlmH	Ribosomal RNA large subunit methyltransferase H	7	7	1.18833e+07	1.26856e+07	1.24882e+07	1.39984e+07	1.30082e+07	1.27314e+07
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	3	3	5.77939e+06	6.75544e+06	5.79932e+06	6.23518e+06	6.63998e+06	6.32201e+06
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	4	4	5.92737e+07	5.63161e+07	6.09076e+07	5.99949e+07	6.34236e+07	6.20068e+07
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	16	16	7.68038e+07	7.66697e+07	7.67351e+07	7.59726e+07	8.03334e+07	7.81434e+07
P0A8K1	PSD_ECOLI	psd	Phosphatidylserine decarboxylase proenzyme	6	6	2.77062e+07	2.6717e+07	2.82805e+07	2.84754e+07	2.72539e+07	2.63302e+07
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	5.00387e+06	7.25952e+06	4.65508e+06	6.87754e+06	7.70449e+06	5.27762e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	20	20	1.87359e+08	1.83632e+08	1.89157e+08	1.89634e+08	1.87011e+08	1.8878e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	26	26	1.56739e+08	1.54707e+08	1.52336e+08	1.61543e+08	1.56208e+08	1.54386e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	27	27	8.37496e+07	8.72775e+07	8.23717e+07	9.03026e+07	9.01872e+07	8.2366e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	4	4	5.85911e+07	8.23092e+07	5.94675e+07	8.48975e+07	8.46679e+07	6.56954e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	3.04028e+06	3.58781e+06	3.46958e+06	4.38766e+06	2.33032e+06	4.12464e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	34	22	2.30972e+08	2.24826e+08	2.34722e+08	2.29503e+08	2.25253e+08	2.37413e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	16	16	1.35871e+08	1.30011e+08	1.36677e+08	1.32028e+08	1.39062e+08	1.39817e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	7	7	1.49075e+07	1.45172e+07	1.48729e+07	1.52614e+07	1.39729e+07	1.52962e+07
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9	5.80266e+07	6.093e+07	5.70397e+07	6.08466e+07	6.27479e+07	5.53288e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	2	2		869956	796682	725262	762523	810662
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.41933e+07	1.38734e+07	1.42487e+07	1.36399e+07	1.35834e+07	1.49077e+07
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5	8.05537e+07	7.43956e+07	8.4172e+07	7.15162e+07	7.63447e+07	7.96367e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	1	1	1.56145e+06	1.60515e+06	1.74798e+06	1.66124e+06	1.79469e+06	1.48534e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	5	5	3.82269e+06	3.52968e+06	3.50011e+06	3.48451e+06	3.12153e+06	3.55856e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	6	6	1.01328e+07	9.78462e+06	1.05181e+07	1.02354e+07	1.04179e+07	1.04112e+07
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4	4.22948e+07	4.20163e+07	4.21285e+07	4.26371e+07	4.07443e+07	4.21853e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	83	83	2.15817e+08	2.21012e+08	2.167e+08	2.20457e+08	2.20226e+08	2.12432e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	5	5	2.95818e+06	4.28697e+06	3.16186e+06	4.40583e+06	3.9232e+06	3.3553e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	1	1		450754	469411	435232	401586	465862
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	3.60797e+07	3.92477e+07	3.79025e+07	4.14043e+07	4.08892e+07	3.60693e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	1	1	495579	577185	607060	679830	439229	326529
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	76	76	2.25564e+08	2.20796e+08	2.2493e+08	2.2362e+08	2.22801e+08	2.25615e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	10	10	3.14859e+07	3.1737e+07	3.12712e+07	3.33542e+07	3.05995e+07	3.14789e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	7	7	9.2932e+06	9.77223e+06	9.89609e+06	8.71416e+06	9.66556e+06	9.8114e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	3.97094e+07	3.7753e+07	3.97786e+07	3.76643e+07	3.87929e+07	3.92957e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5	1.59804e+07	1.61024e+07	1.39971e+07	1.69428e+07	1.54883e+07	1.51435e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.09625e+08	1.08343e+08	1.09281e+08	1.08459e+08	1.09605e+08	1.12138e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	3.92679e+07	4.09737e+07	4.10761e+07	4.229e+07	4.18837e+07	3.90768e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	4	4	5.37822e+06	5.727e+06	5.30829e+06	6.10638e+06	6.41367e+06	5.10226e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	6.24544e+06	6.60216e+06	6.07425e+06	5.95278e+06	5.81504e+06	6.92888e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	9.82451e+06	1.0166e+07	9.77926e+06	1.02647e+07	9.69322e+06	9.41452e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	9	9	4.18304e+07	4.16431e+07	4.36488e+07	4.31483e+07	4.19019e+07	4.50977e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.58736e+07	1.68001e+07	1.66811e+07	1.56842e+07	1.64561e+07	1.65181e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	2	2	4.20256e+06	3.78072e+06	4.45814e+06	4.14639e+06	4.3944e+06	3.81184e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	3	3	1.59065e+06	1.56298e+06	1.97396e+06	1.59552e+06	1.6785e+06	1.80079e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.40819e+08	1.41176e+08	1.38874e+08	1.44547e+08	1.45079e+08	1.35307e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.75227e+08	1.58967e+08	1.73334e+08	1.53943e+08	1.62025e+08	1.73704e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.35105e+07	2.53256e+07	2.42343e+07	2.6708e+07	2.93537e+07	2.62766e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	3.08146e+09	2.99054e+09	2.98614e+09	3.00967e+09	2.90311e+09	2.88293e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.30786e+08	4.39721e+08	4.20952e+08	4.56014e+08	4.5121e+08	4.39611e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	7	7	1.02053e+08	1.10536e+08	1.05673e+08	1.07359e+08	1.22836e+08	1.17265e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.54298e+08	1.47965e+08	1.50165e+08	1.43606e+08	1.45853e+08	1.53509e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	9.00199e+06	9.0555e+06	9.28294e+06	9.17616e+06	9.45645e+06	9.70873e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.03493e+08	1.08391e+08	9.31783e+07	1.05588e+08	1.13462e+08	1.03559e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	13	13	5.64436e+07	5.63344e+07	5.72366e+07	5.64788e+07	5.87279e+07	5.95108e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.78465e+07	1.89077e+07	1.81196e+07	1.76983e+07	1.95258e+07	1.85493e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.13642e+08	9.94936e+07	1.0468e+08	1.02577e+08	9.83703e+07	1.04529e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	40	40	7.74808e+07	7.55918e+07	7.75418e+07	7.4612e+07	7.49727e+07	7.76569e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	4	4	2.96795e+06	3.46716e+06	2.87813e+06	3.30179e+06	3.36692e+06	2.86984e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	1.03047e+06	835724	1.04826e+06	946834	1.11672e+06	1.01323e+06
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	2.98468e+06	4.41133e+06	2.69892e+06	4.49168e+06	3.89499e+06	2.87618e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.40885e+08	1.37346e+08	1.41993e+08	1.34786e+08	1.37392e+08	1.37677e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.5423e+08	1.44374e+08	1.52424e+08	1.49869e+08	1.44357e+08	1.45766e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	5.20277e+06	5.40042e+06	5.91856e+06	5.56157e+06	6.06408e+06	6.3221e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	5.51336e+06	5.37937e+06	5.15015e+06	5.41612e+06	4.99514e+06	5.08103e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.27148e+07	4.9519e+07	5.20377e+07	5.14105e+07	5.04866e+07	5.15122e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.11187e+07	9.68714e+06	1.0532e+07	1.04746e+07	1.02608e+07	9.56961e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.6707e+09	1.28297e+09	1.65345e+09	1.26483e+09	1.24525e+09	1.64479e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	2.32022e+07	2.17054e+07	2.25747e+07	2.27259e+07	2.10949e+07	2.17693e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	2.31257e+07	2.22324e+07	2.28624e+07	2.22212e+07	2.39899e+07	2.26626e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	13	13	3.50899e+07	3.52211e+07	3.52311e+07	3.50374e+07	3.3701e+07	3.64521e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	9.95046e+07	1.01815e+08	1.01286e+08	9.8574e+07	1.02193e+08	1.00854e+08
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	1.18168e+07	1.17703e+07	1.22442e+07	1.30678e+07	1.28134e+07	1.20577e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	7	7	2.5045e+08	2.44737e+08	2.45085e+08	2.51744e+08	2.40301e+08	2.33767e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	4	4	2.30763e+06	2.00775e+06		2.3067e+06	2.90735e+06	2.45342e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.21022e+08	1.21544e+08	1.20023e+08	1.25353e+08	1.18564e+08	1.21813e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.07845e+08	1.10849e+08	1.08873e+08	1.14129e+08	1.09107e+08	1.09161e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	25	24	2.2903e+09	2.31146e+09	2.30711e+09	2.2864e+09	2.27547e+09	2.27751e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	7.21966e+06	7.72105e+06	7.40533e+06	7.81263e+06	8.02525e+06	7.10918e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	5.6641e+06	5.47932e+06	6.05104e+06	5.84404e+06	5.62189e+06	5.39046e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	2.86793e+07	3.04672e+07	2.98511e+07	3.0062e+07	3.14799e+07	2.96486e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.14588e+08	2.1268e+08	2.1684e+08	2.09824e+08	2.14627e+08	2.17376e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	13	13	1.58956e+07	1.60378e+07	1.58399e+07	1.57254e+07	1.59067e+07	1.60105e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	7	7	2.00575e+07	1.93567e+07	2.18779e+07	2.14684e+07	2.03811e+07	2.22753e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.51849e+07	1.64455e+07	1.6227e+07	1.45404e+07	1.51553e+07	1.51515e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.4143e+08	1.39848e+08	1.44792e+08	1.44579e+08	1.47227e+08	1.39554e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.76386e+07	3.49668e+07	3.75258e+07	3.55495e+07	3.49138e+07	3.53059e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	3.02618e+06	4.32826e+06	4.95674e+06	4.56586e+06	4.42312e+06	4.48367e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.34318e+07	1.2973e+07	1.39684e+07	1.33781e+07	1.32071e+07	1.40059e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1		884567	703553	912894	1.00103e+06	696046
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.70052e+06	4.50634e+06	4.3886e+06	4.47552e+06	4.18807e+06	4.28495e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.61516e+07	2.51158e+07	2.80051e+07	2.7312e+07	2.6137e+07	2.66472e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	8.48081e+06	8.36926e+06	8.83944e+06	9.05922e+06	8.71689e+06	9.72982e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	5.57906e+06	6.63472e+06	6.28468e+06	6.39121e+06	6.05433e+06	5.92569e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	3.11574e+06	3.43675e+06	2.85718e+06	3.84473e+06	3.64044e+06	3.29949e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	4.94114e+06	4.6795e+06	5.68356e+06	5.36506e+06	4.74121e+06	5.13525e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.84749e+07	1.71807e+07	1.84725e+07	1.87662e+07	1.82685e+07	1.87662e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.4488e+06	6.74546e+06	6.48314e+06	6.6842e+06	6.82947e+06	6.86728e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.38307e+07	3.2717e+07	3.39493e+07	3.45315e+07	3.2495e+07	3.34842e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	1.03183e+07	8.97199e+06	9.38037e+06	9.4776e+06	9.48531e+06	9.08101e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.35462e+07	2.45264e+07	2.22271e+07	2.36717e+07	2.59212e+07	2.48101e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	4.84376e+07	4.84508e+07	5.2314e+07	4.87318e+07	4.86226e+07	4.69557e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	6.15887e+06	5.90427e+06	5.99262e+06	6.11028e+06	5.8803e+06	6.59351e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.018e+07	1.04568e+07	1.13569e+07	1.06376e+07	1.07934e+07	1.09406e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	7.41139e+06	7.54404e+06	7.02472e+06	7.544e+06	7.06001e+06	7.62654e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.74372e+07	2.71911e+07	2.67348e+07	2.69966e+07	2.74387e+07	2.73302e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	8.77819e+06	1.14383e+07	1.07705e+07	1.10378e+07	1.1708e+07	1.12732e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.59451e+08	4.58732e+08	5.53284e+08	4.83488e+08	4.93681e+08	5.65868e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.63561e+08	1.51681e+08	1.59589e+08	1.52737e+08	1.557e+08	1.57794e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.24397e+07	1.91509e+07	2.3024e+07	2.00567e+07	2.05454e+07	2.20964e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.32369e+07	1.73088e+07	1.37606e+07	1.88619e+07	1.73024e+07	1.36882e+07
P0A9M0	LON_ECOLI	lon	Lon protease	33	33	4.6713e+07	4.56356e+07	4.69189e+07	4.63475e+07	4.64272e+07	4.77241e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	3.05749e+07	3.30753e+07	3.02911e+07	3.32301e+07	3.2522e+07	3.14792e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.30694e+08	2.23572e+08	2.35634e+08	2.24908e+08	2.10625e+08	2.1964e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	32	32	2.07589e+08	2.05473e+08	2.16084e+08	1.99172e+08	2.13647e+08	2.13812e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	7	7	2.10961e+07	2.14855e+07	2.06521e+07	2.14019e+07	2.23668e+07	2.02094e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3	722663	1.00166e+06	614801	829650	844289	691922
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	1.91712e+08	1.97687e+08	1.90593e+08	1.97083e+08	1.98556e+08	1.86626e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	7.16313e+07	7.39405e+07	7.26451e+07	7.381e+07	7.61568e+07	7.20456e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.92167e+07	3.94606e+07	4.02632e+07	4.14003e+07	4.00772e+07	3.89582e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.33601e+08	2.35213e+08	2.34883e+08	2.28781e+08	2.42215e+08	2.37698e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.12684e+08	1.20698e+08	1.19278e+08	1.35141e+08	1.25628e+08	1.18518e+08
