Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	6	6	6.41494e+06	5.63342e+06	5.99495e+06	6.59544e+06	6.51162e+06	6.85128e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3		3.71676e+06			4.7578e+06	4.1784e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	4	4	4.80532e+06	5.90515e+06	5.45228e+06	5.22025e+06	5.23128e+06	5.05001e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	13	13	1.63476e+07	1.62197e+07	1.59337e+07	1.62944e+07	1.64242e+07	1.69816e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	11	11	5.83123e+06	6.03948e+06	5.61055e+06	5.84274e+06	5.74414e+06	5.56819e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.61928e+07	3.57728e+07	3.68412e+07	3.68279e+07	3.67008e+07	3.68747e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	7.11952e+06	7.35793e+06	6.23758e+06	7.97365e+06	7.33007e+06	8.52996e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	1.99207e+07	2.12927e+07	1.76801e+07	2.12582e+07	2.26848e+07	2.26747e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	12	12	4.61748e+07	4.68623e+07	4.70724e+07	4.95491e+07	4.67134e+07	4.67222e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	6.45509e+06	7.01816e+06	6.83545e+06	7.03032e+06	6.78369e+06	7.49113e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.05502e+07	9.73053e+06	1.01956e+07	1.0181e+07	1.09628e+07	1.04653e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	6	6	8.01069e+06	8.32717e+06	9.205e+06	8.20972e+06	9.54098e+06	7.96223e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	15	15	2.85529e+07	2.95816e+07	2.89015e+07	2.87335e+07	2.85378e+07	2.87295e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	1.08273e+07	1.03401e+07	9.57458e+06	9.31746e+06	1.09405e+07	1.00745e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.8589e+08	5.89192e+08	5.12072e+08	5.3633e+08	4.87296e+08	5.38026e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	10	10	1.59662e+08	1.53858e+08	1.6642e+08	1.5142e+08	1.62499e+08	1.47276e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	1.774e+07	1.739e+07	1.78391e+07	1.61528e+07	1.7005e+07	1.81571e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.29794e+07	1.44664e+07	1.42181e+07	1.42617e+07	1.58997e+07	1.32911e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.24441e+07	4.37237e+07	4.26282e+07	4.371e+07	4.28059e+07	4.35172e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	3.07008e+07	3.16141e+07	3.04363e+07	3.08357e+07	3.05099e+07	2.99577e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.35491e+08	2.24397e+08	2.37635e+08	2.30769e+08	2.28276e+08	2.32992e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.23834e+08	2.3261e+08	2.28377e+08	2.30128e+08	2.31584e+08	2.2234e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.19148e+07	2.08408e+07	2.25223e+07	2.21822e+07	2.3219e+07	2.26024e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4		1.4785e+06	1.62887e+06	1.72712e+06	1.70961e+06	1.62617e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	31	31	1.8411e+08	1.92348e+08	1.82369e+08	1.92076e+08	1.88733e+08	1.91214e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	6.67997e+07	6.79908e+07	6.65418e+07	7.0564e+07	6.81228e+07	6.85915e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	30	30	3.8394e+07	3.76576e+07	3.9311e+07	3.85244e+07	3.95237e+07	3.78622e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.15738e+08	2.46595e+08	2.0913e+08	2.36494e+08	2.17855e+08	2.40398e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.13305e+08	1.08302e+08	1.13377e+08	1.04095e+08	1.16398e+08	1.08976e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	8.5024e+08	8.99269e+08	8.55386e+08	8.87996e+08	8.63537e+08	9.02742e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	9.88274e+07	9.17583e+07	9.80495e+07	9.45444e+07	9.98032e+07	9.7067e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.79007e+07	7.43941e+07	6.59545e+07	6.53742e+07	6.65241e+07	6.55389e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.28414e+07	1.1476e+07	1.25048e+07	1.21971e+07	1.23757e+07	1.2019e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	4	4	1.67417e+06	1.52239e+06	1.76877e+06	1.62419e+06	1.72187e+06	1.81212e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	9.55736e+07	8.7223e+07	9.38408e+07	8.91622e+07	9.77911e+07	8.51092e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	11	11	4.45152e+07	4.46429e+07	4.24209e+07	4.33148e+07	4.18037e+07	4.44125e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	10	10	3.41771e+07	3.60044e+07	3.54873e+07	3.38237e+07	3.51118e+07	3.50088e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	5.35062e+06	4.66456e+06	4.96199e+06	4.02926e+06	5.59859e+06	5.11595e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3	1.74068e+06	1.59709e+06	1.49728e+06	1.5229e+06	1.68607e+06	1.53007e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	3.13931e+06	2.79429e+06	2.31277e+06	2.13447e+06	2.52983e+06	3.12842e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.17256e+07	3.14654e+07	3.21232e+07	3.0642e+07	3.13646e+07	3.09831e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	11	11	2.38309e+07	2.23219e+07	2.48038e+07	2.2478e+07	2.40811e+07	2.32188e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	9.36335e+06			9.67656e+06	8.52812e+06	7.79411e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	6.93273e+07	6.95102e+07	6.84525e+07	7.49546e+07	7.2568e+07	7.2439e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.50167e+07	4.79135e+07	5.47316e+07	5.29791e+07	4.97785e+07	5.58309e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.8027e+07	1.87773e+07	1.84134e+07	1.87144e+07	1.84393e+07	1.89588e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	1	1		708422				
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	14	14	7.14467e+07	7.07676e+07	7.2638e+07	6.94663e+07	7.24243e+07	7.22848e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.26387e+08	2.24283e+08	2.27502e+08	2.16253e+08	2.33434e+08	2.14638e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.23772e+09	1.28125e+09	1.33869e+09	1.28111e+09	1.24146e+09	1.27467e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	7	7	8.45987e+07	8.63405e+07	8.16998e+07	8.35101e+07	8.35379e+07	8.28704e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	9.63948e+08	1.56747e+09	1.06396e+09	1.49318e+09	1.05863e+09	1.50226e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	13	13	6.07456e+08	6.73757e+08	6.31891e+08	6.55495e+08	6.4111e+08	6.59172e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.5906e+07	4.72593e+07	4.78778e+07	4.76095e+07	4.72479e+07	4.69658e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.28907e+08	3.33452e+08	3.32217e+08	3.29963e+08	3.32336e+08	3.35723e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.32031e+07	2.39724e+07	2.17771e+07	2.30682e+07	2.41037e+07	2.2746e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2		1.02409e+06	1.1017e+06	1.23272e+06	1.45968e+06	1.37659e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	9.63858e+06	9.58225e+06	9.20655e+06	9.06698e+06	1.03173e+07	9.02526e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	3	3	5.89641e+06	4.21191e+06	7.28367e+06		8.22084e+06	4.16054e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.99394e+07	1.92694e+07	1.88867e+07	1.91429e+07	2.15948e+07	1.93898e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.27968e+06	3.48561e+06	3.39942e+06	3.08738e+06	3.22632e+06	3.4505e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2						5.3416e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	2.35462e+06	2.68972e+06	1.99387e+06	2.38656e+06	1.87782e+06	2.18668e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	3.75252e+06	3.84089e+06	3.85701e+06	3.57199e+06	4.18026e+06	3.74843e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	1.20625e+06	777642	1.06192e+06	1.23716e+06	1.21769e+06	1.18588e+06
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	5.51307e+06	4.93454e+06	5.49425e+06	4.50712e+06	5.0781e+06	4.75754e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	3.36031e+06	4.28952e+06	3.25968e+06	4.74527e+06	3.52075e+06	4.266e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	4.01522e+07	4.4179e+07	3.71837e+07	4.13399e+07	4.19754e+07	4.04951e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.11571e+07	9.93718e+06	9.99659e+06	1.02518e+07	1.16834e+07	1.07305e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.32773e+08	1.34993e+08	1.37675e+08	1.33479e+08	1.36212e+08	1.31994e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.44551e+07	1.79752e+07	1.69247e+07	1.67997e+07	1.30735e+07	1.77554e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	9	9	4.10854e+07	4.23766e+07	4.40791e+07	4.4951e+07	4.50404e+07	4.46679e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.95993e+07	3.72758e+07	4.31769e+07	3.80497e+07	4.04515e+07	3.93664e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	4.25266e+06	4.54492e+06	4.65049e+06	4.33648e+06	4.77733e+06	3.73097e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	5.80856e+06	4.92034e+06	4.38732e+06	5.34628e+06	4.97933e+06	4.86439e+06
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1		4.16322e+06		4.06068e+06	3.3893e+06	4.52388e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	2.89907e+06	2.38447e+06	2.42245e+06	2.7493e+06	2.66984e+06	2.99174e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	1.85066e+06	1.79751e+06	1.99559e+06	1.62648e+06	2.0979e+06	1.74565e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	24	24	7.26534e+07	7.42218e+07	7.32017e+07	7.53391e+07	7.24767e+07	7.47637e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.99002e+08	2.03976e+08	2.03147e+08	2.04884e+08	1.98574e+08	2.01947e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	8.01081e+07	6.39856e+07	8.07267e+07	6.43441e+07	8.14387e+07	6.55841e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.59332e+07	1.6904e+07	1.54027e+07	1.64628e+07	1.68222e+07	1.7689e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	2.10952e+07	1.51826e+07	1.37175e+07	1.5105e+07	2.01028e+07	1.5442e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.0036e+07	2.20081e+07	1.97103e+07	2.21983e+07	1.98107e+07	2.02482e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.7503e+06	4.46757e+06	4.36128e+06	4.58869e+06	4.73639e+06	4.71129e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	1	1	553923	495290	509957	431836	468226	525767
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	2	2	2.0571e+06	2.33669e+06	2.30195e+06	2.37291e+06	2.09699e+06	2.37853e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7	1.25224e+07	1.2244e+07	1.18992e+07	1.17309e+07	1.21166e+07	1.12985e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	5.97521e+06	6.5575e+06	4.75127e+06	7.3631e+06	6.11369e+06	7.57806e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.32038e+06	1.24193e+06	1.30891e+06	1.1411e+06	1.35107e+06	1.19648e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.40673e+07	1.15496e+07	1.35073e+07	1.16304e+07	1.40838e+07	1.2113e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.63201e+07	1.55818e+07	1.67046e+07	1.60057e+07	1.5413e+07	1.59428e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	6	6	1.32967e+07	1.20639e+07	1.34979e+07	1.19138e+07	1.31824e+07	1.27345e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	3	3	601098	693787	581280	592766	714146	732010
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.63182e+07	1.58253e+07	1.69546e+07	1.54303e+07	1.65568e+07	1.52069e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.48384e+06	2.38829e+06	2.23109e+06	2.00683e+06	1.83051e+06	2.30877e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	5.24548e+06	6.14454e+06	5.6645e+06	6.25347e+06	6.02126e+06	5.84156e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.50665e+07	1.60717e+07	1.57197e+07	1.51967e+07	1.51351e+07	1.48191e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	6	6	1.97893e+07	2.14171e+07	2.02404e+07	2.22246e+07	2.13985e+07	2.23798e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	2.90017e+06	3.19993e+06	3.93971e+06	3.21977e+06	3.83858e+06	3.75348e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.76877e+06	2.80618e+06	2.67661e+06	2.94935e+06	2.72384e+06	3.12319e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	83068.9	96271.6			83314.9	
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.53997e+07	5.53435e+07	5.36359e+07	5.65301e+07	5.53445e+07	5.60081e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	7	7	3.97624e+06	3.81631e+06	4.4284e+06	4.01176e+06	4.11973e+06	4.20769e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	5.58076e+07	5.26524e+07	5.60367e+07	5.736e+07	5.70054e+07	5.3956e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	1.06693e+07	1.10434e+07	8.99563e+06	1.20496e+07	1.02456e+07	1.22579e+07
P0AB12	YCCF_ECOLI	yccF	Inner membrane protein YccF	1	1		4.67348e+06		7.76093e+06		
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	2.05097e+07	1.93172e+07	1.96075e+07	1.82605e+07	1.91288e+07	2.00836e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	5	5	6.25132e+06	7.24189e+06	7.12692e+06	6.86292e+06	6.58654e+06	7.08651e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	5.67099e+06	4.88885e+06	7.35551e+06	5.91737e+06		5.36792e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	14	14	3.58585e+07	3.58151e+07	3.57784e+07	3.46918e+07	3.59722e+07	3.6363e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	2.492e+07	2.53674e+07	2.41074e+07	2.57576e+07	2.89153e+07	2.59305e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	3.93891e+07	3.97356e+07	4.00648e+07	3.93863e+07	3.91766e+07	3.94012e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	1.80794e+07	2.26036e+07	1.94718e+07	2.2144e+07	1.93425e+07	2.23956e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	9	9	7.00854e+06	8.04637e+06	6.69528e+06	7.72177e+06	7.1584e+06	7.534e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	4	4	1.23536e+07	1.34518e+07	1.36624e+07	1.40753e+07	1.32454e+07	1.32911e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	1.14297e+07	9.62582e+06	1.20713e+07	1.06028e+07	7.42696e+06	1.07592e+07
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.4966e+07	3.55958e+07	3.00285e+07	3.3783e+07	3.11948e+07	3.6621e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	3	3	1.8472e+06	2.51181e+06	2.25405e+06	2.06354e+06	1.93989e+06	2.45162e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	2.4318e+07	2.97353e+07	2.72364e+07	3.15517e+07	2.47648e+07	2.87881e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	5	5	6.49728e+06	7.54391e+06	6.9296e+06	8.2308e+06	7.88296e+06	7.13766e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	17	17	7.53837e+08	8.04012e+08	7.34054e+08	8.2171e+08	7.54144e+08	8.22574e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	1.06998e+08	1.07078e+08	1.05521e+08	1.0515e+08	1.08142e+08	1.07311e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	3.25209e+07	2.92148e+07	3.35339e+07	3.09019e+07	3.31191e+07	3.09246e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	2	2	3.0874e+06	3.40301e+06	3.63549e+06	3.00524e+06	3.51099e+06	3.54406e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	19	19	2.38357e+07	2.51637e+07	2.40146e+07	2.39612e+07	2.47721e+07	2.44013e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	9.15534e+06	1.02224e+07	1.08523e+07	1.05178e+07	1.10215e+07	1.06699e+07
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	2.83519e+06	3.51178e+06		2.68989e+06	2.8573e+06	3.18027e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	15	15	2.12406e+08	2.06743e+08	2.1766e+08	2.02946e+08	2.10272e+08	2.00368e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	11	11	1.56145e+08	1.46018e+08	1.53907e+08	1.43397e+08	1.51476e+08	1.48262e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	17	17	1.71311e+08	1.66515e+08	1.80242e+08	1.62418e+08	1.77588e+08	1.637e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29	3.98999e+08	3.84836e+08	3.9624e+08	3.88469e+08	3.93368e+08	3.9334e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	29	29	4.2067e+08	4.37181e+08	4.2232e+08	4.23156e+08	4.19662e+08	4.29918e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	4	4	714892	901940	634494	579575	899216	934944
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	20	20	8.36083e+07	8.42627e+07	8.85262e+07	8.54101e+07	8.49355e+07	8.45462e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	15	15	7.34064e+07	7.35716e+07	7.71444e+07	7.31557e+07	7.48753e+07	7.40053e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8	3.81116e+07	3.98808e+07	3.95058e+07	3.67231e+07	4.04755e+07	3.62687e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	24	24	8.78416e+07	9.00379e+07	8.82699e+07	8.87127e+07	8.93646e+07	8.78225e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.49863e+08	2.72131e+08	2.32548e+08	2.68199e+08	2.47968e+08	2.55727e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.33847e+07	2.16381e+07	2.4737e+07	2.31554e+07	2.4045e+07	2.35514e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	19	19	1.40351e+07	1.31558e+07	1.37774e+07	1.28543e+07	1.41195e+07	1.33246e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	5.0485e+07	4.98358e+07	5.06112e+07	5.1173e+07	5.14922e+07	4.96824e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	715821	682524	683861	501572	477284	642824
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	10	10	1.23523e+07	1.351e+07	1.24991e+07	1.41527e+07	1.33754e+07	1.41892e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	14	14	4.45622e+07	4.21177e+07	4.38658e+07	4.35996e+07	4.18782e+07	4.34226e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	27	27	3.73466e+07	3.5025e+07	3.69867e+07	3.59348e+07	3.71347e+07	3.66922e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	3	3	1.55265e+07	1.53496e+07	1.49897e+07	1.4389e+07	1.44558e+07	1.45309e+07
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	9.37762e+06	1.04003e+07	8.94258e+06	9.71938e+06	9.14819e+06	1.01097e+07
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	3	3	2.27447e+07	2.17586e+07	2.13105e+07	2.04068e+07	2.21173e+07	2.19216e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	1.75795e+08	1.77139e+08	1.77212e+08	1.6901e+08	1.78879e+08	1.73196e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.68388e+07	2.39697e+07	2.33531e+07	2.37786e+07	2.53701e+07	2.32431e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	23	23	1.96239e+08	1.91618e+08	1.95174e+08	1.92126e+08	1.95398e+08	1.93965e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2		3.94941e+06	4.14246e+06	3.90485e+06	4.39886e+06	3.73061e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3		1.82664e+06		2.53524e+06		2.70932e+06
P0ABN1	KDGL_ECOLI	dgkA	Diacylglycerol kinase	1	1	1.92533e+06	1.34997e+06	1.42751e+06	1.67301e+06	2.00003e+06	
