Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)					1.65619e+07		1.65576e+07		1.6923e+07
P16095	P16095		sdaA		5.6221e+06	5.86644e+06	5.35647e+06	5.48915e+06	5.43087e+06	5.71967e+06
P16384	P16384		miaA		2.10203e+06	2.11038e+06	2.14802e+06	2.06632e+06	2.15323e+06	2.03803e+06
P16431	P16431		hycE		2.96066e+06	3.21928e+06	3.05822e+06	3.15878e+06	3.09493e+06	3.02244e+06
P16433	P16433		hycG		1.2122e+06	1.1739e+06	1.23993e+06	1.28937e+06	1.54994e+06	1.13869e+06
P16456	P16456		selD		7.05195e+06	7.26873e+06	6.98321e+06	6.97226e+06	6.8781e+06	7.10281e+06
P16528	P16528		iclR		1.89506e+06	1.79619e+06	1.9573e+06	1.80832e+06	1.86402e+06	1.68021e+06
P16659	P16659		proS		1.10574e+07	1.1846e+07	1.09176e+07	1.19202e+07	1.1195e+07	1.17043e+07
P16676	P16676		cysA		627368	694676	674232	586835	597199	606116
P16700	P16700		cysP		6.85104e+06	6.44687e+06	6.82695e+06	6.47166e+06	6.48551e+06	6.41263e+06
P16703	P16703		cysM		3.12639e+06	3.65563e+06	3.42244e+06	3.98643e+06	3.43978e+06	3.76326e+06
P16869	P16869		fhuE		222897	309434	215394	158758	317360	269839
P16926	P16926		mreC		1.30047e+06	1.38008e+06	1.27979e+06	1.59325e+06	1.16891e+06	1.37387e+06
P17109	P17109		menD		2.52721e+06	2.47101e+06	2.58492e+06	2.18477e+06	2.55861e+06	2.26998e+06
P17115	P17115		gutQ		2.12213e+06	1.99943e+06	2.0605e+06	2.0781e+06	2.01572e+06	1.94423e+06
P17117	P17117		nfsA		4.35839e+06	4.49684e+06	4.49065e+06	4.79848e+06	4.43892e+06	4.44477e+06
P17169	P17169		glmS		4.22098e+07	4.36131e+07	4.25454e+07	4.33782e+07	4.27019e+07	4.34148e+07
P17315	P17315		cirA		2.19245e+06	2.01923e+06	2.20466e+06	2.08271e+06	2.15062e+06	2.01567e+06
P17443	P17443		murG		2.91115e+06	2.81923e+06	2.83988e+06	2.96595e+06	2.77241e+06	3.06429e+06
P17445	P17445		betB		640671	633719	534710	570128	489362	754175
P17846	P17846		cysI		5.70895e+06	5.57246e+06	5.53233e+06	5.5178e+06	5.55526e+06	5.67314e+06
P17854	P17854		cysH		6.56648e+06	6.42022e+06	7.00202e+06	6.70632e+06	6.5686e+06	6.59623e+06
P17952	P17952		murC		2.71766e+06	2.55383e+06	2.73634e+06	2.57998e+06	2.88956e+06	2.82485e+06
P17993	P17993		ubiG		3.6457e+06	3.67147e+06	3.54991e+06	3.8469e+06	3.73436e+06	3.80094e+06
P17994	P17994		yfaA				105150	56301.5	93644.6	
P18133	P18133		pncB		1.74899e+06	1.77901e+06	1.81523e+06	1.79821e+06	1.95026e+06	1.70961e+06
P18196	P18196		minC		2.41432e+06	2.29051e+06	2.3476e+06	2.43479e+06	2.67047e+06	2.54721e+06
P18355	P18355				2.99493e+06	1.62824e+06	3.09534e+06	1.65962e+06	3.05471e+06	1.7511e+06
P18390	P18390		yjjA		1.04612e+06	967214	1.21348e+06	1.0912e+06	1.06886e+06	1.12227e+06
P18775	P18775		dmsA		8.48434e+06	8.14058e+06	8.43694e+06	8.39429e+06	7.87388e+06	8.41888e+06
P18776	P18776		dmsB		2.17956e+06	2.13505e+06	2.18421e+06	2.08778e+06	2.22742e+06	2.23636e+06
P18843	P18843		nadE		1.78593e+07	1.70467e+07	1.79304e+07	1.73614e+07	1.77296e+07	1.75319e+07
P19318	P19318		narY		401804	402478	350700	242582	273791	413937
P19624	P19624		pdxA		418289	292966	450286	295160	459684	349757
P19926	P19926		agp		2.93799e+06	2.60015e+06	2.85685e+06	2.57969e+06	2.82636e+06	2.65221e+06
P19931	P19931		hyaE		1.2674e+06	1.1859e+06	1.2089e+06	1.30695e+06	1.30849e+06	1.22174e+06
P19934	P19934		tolA		2.34129e+06	2.38885e+06	2.33761e+06	2.15454e+06	2.34576e+06	2.39745e+06
P20083	P20083		parE		1.63806e+06	1.46402e+06	1.65358e+06	1.55192e+06	1.77807e+06	1.71031e+06
P20605	P20605		fic		1.51252e+06	1.22486e+06	1.35959e+06	1.06154e+06	1.25206e+06	1.21512e+06
P20966	P20966		fruA		1.07339e+07	1.03763e+07	1.08815e+07	1.01058e+07	1.03689e+07	1.03888e+07
P21156	P21156		cysD		2.60414e+06	2.50274e+06	2.66009e+06	2.34694e+06	2.46081e+06	2.30809e+06
P21165	P21165		pepQ		2.0809e+07	2.02253e+07	2.0233e+07	2.01533e+07	2.0556e+07	2.0503e+07
P21170	P21170		speA		6.92262e+06	6.54011e+06	6.79549e+06	6.53546e+06	6.52528e+06	6.42796e+06
P21179	P21179		katE		592616	549174	532384	608211	608560	537732
P21338	P21338		rna		1.9044e+06	1.54664e+06	1.8278e+06	1.59155e+06	1.84022e+06	1.55796e+06
P21365	P21365		yciC		976521	849029	913584	784308	1.01959e+06	851500
P21367	P21367		ycaC		2.39348e+06	2.42322e+06	2.69427e+06	2.4511e+06	2.18343e+06	2.71533e+06
P21369	P21369		pncA		1.81494e+06	1.96042e+06	1.60201e+06	1.92184e+06	1.85152e+06	2.01351e+06
P21420	P21420		nmpC		2.99494e+07	2.75189e+07	2.90805e+07	2.86493e+07	2.73234e+07	2.87956e+07
P21499	P21499		rnr		4.6874e+06	4.47182e+06	4.52928e+06	4.34466e+06	4.72598e+06	4.52735e+06
P21507	P21507		srmB		5.28981e+06	5.15807e+06	5.09498e+06	5.21203e+06	5.31082e+06	5.33607e+06
P21513	P21513		rne		6.57622e+06	6.43326e+06	6.58454e+06	6.44759e+06	6.48133e+06	6.24135e+06
P21599	P21599		pykA		2.26309e+07	2.2692e+07	2.21894e+07	2.34989e+07	2.24527e+07	2.32097e+07
P21645	P21645		lpxD		4.85702e+06	4.08997e+06	4.61591e+06	4.52282e+06	4.65902e+06	3.81375e+06
P21829	P21829		ybhA		2.64334e+06	2.42917e+06	2.57091e+06	2.47337e+06	2.57185e+06	2.56837e+06
P21866	P21866		kdpE		796141	1.43767e+06	827030	1.51874e+06	868915	1.54137e+06
P21888	P21888		cysS		1.236e+07	1.22993e+07	1.2146e+07	1.19444e+07	1.22383e+07	1.21047e+07
P21889	P21889		aspS		1.1326e+07	1.13353e+07	1.14952e+07	1.11713e+07	1.16042e+07	1.13804e+07
P21893	P21893		recJ		2.49998e+06	2.1875e+06	2.07676e+06	2.23561e+06	2.23761e+06	2.325e+06
P22106	P22106		asnB		1.50942e+06	1.39913e+06	1.6235e+06	1.44657e+06	1.45901e+06	1.24648e+06
P22186	P22186		mraZ		2.33166e+06	2.30034e+06	2.07833e+06	2.29347e+06	2.19929e+06	2.21711e+06
P22188	P22188		murE		6.79547e+06	6.78786e+06	6.83278e+06	7.00365e+06	6.62653e+06	6.77551e+06
P22255	P22255		cysQ		7.18973e+06	7.36291e+06	7.38259e+06	6.81161e+06	7.22454e+06	7.06949e+06
P22256	P22256		gabT		1.15012e+06	1.37911e+06	1.08648e+06	1.30233e+06	1.14639e+06	941550
P22259	P22259		pckA		7.87382e+06	7.63137e+06	7.73142e+06	7.63211e+06	7.69155e+06	7.59719e+06
P22333	P22333		add		1.70702e+07	1.67177e+07	1.75643e+07	1.6846e+07	1.71996e+07	1.66091e+07
P22523	P22523		mukB		5.414e+06	5.00472e+06	5.48292e+06	5.06225e+06	5.33827e+06	4.97895e+06
P22524	P22524		mukE		5.4139e+06	5.96346e+06	5.49581e+06	6.59429e+06	5.16972e+06	6.23894e+06
P22525	P22525		ycbB		3.53668e+06	3.4545e+06	3.49411e+06	3.1951e+06	3.2845e+06	3.41396e+06
P22634	P22634		murI		721479	580177	670876	536460	630423	562278
P22707	P22707		finO		1.1653e+06	963475	1.19464e+06	1.22908e+06	1.02324e+06	1.16477e+06
P22939	P22939		ispA		1.5954e+06	1.8926e+06	2.49103e+06	1.92606e+06	2.055e+06	2.2468e+06
P23003	P23003		trmA		1.6689e+06	1.57195e+06	1.56483e+06	1.45546e+06	1.588e+06	1.56189e+06
P23256	P23256		malY		782479	688184	949439	779144	856008	
P23305	P23305		yigA		1.36475e+06	1.53949e+06	1.44108e+06	1.40681e+06	1.59503e+06	1.42371e+06
P23331	P23331		tdk		1.82904e+06	2.18807e+06	1.92143e+06	2.23737e+06	1.877e+06	2.23614e+06
P23367	P23367		mutL		908835	1.92639e+06	818063	1.54793e+06	1.20571e+06	1.80841e+06
P23538	P23538		ppsA		4.9376e+06	4.87285e+06	4.93868e+06	4.88999e+06	4.99652e+06	4.91995e+06
P23721	P23721		serC		1.26895e+07	1.21219e+07	1.25473e+07	1.22262e+07	1.22948e+07	1.20189e+07
P23827	P23827		eco		1.2723e+07	1.20369e+07	1.27265e+07	1.16932e+07	1.3197e+07	1.17561e+07
P23830	P23830		pssA		4.29317e+06	5.11712e+06	4.45765e+06	4.92394e+06	4.47121e+06	4.86258e+06
P23836	P23836		phoP		2.10737e+07	2.0619e+07	2.17853e+07	2.05015e+07	2.12815e+07	2.08828e+07
P23837	P23837		phoQ		1.0049e+06	838879	879365	1.04829e+06	956165	814369
P23839	P23839		yicC		6.37304e+06	6.19272e+06	6.28893e+06	6.04259e+06	6.03047e+06	5.81467e+06
P23843	P23843		oppA		4.34661e+06	4.34754e+06	4.35405e+06	4.36816e+06	4.32706e+06	4.12746e+06
P23845	P23845		cysN		3.40076e+06	3.39644e+06	3.56313e+06	3.27552e+06	3.54179e+06	3.31745e+06
P23847	P23847		dppA		796278	857157	906676	675152	805234	993862
P23857	P23857		pspE		1.43001e+06	933716	1.31054e+06	1.12501e+06	1.37696e+06	995339
P23865	P23865		prc		6.21406e+06	6.41982e+06	6.22887e+06	6.56169e+06	6.30708e+06	6.78718e+06
P23869	P23869		ppiB		4.08702e+07	3.99261e+07	4.17924e+07	3.92128e+07	4.08067e+07	3.81713e+07
P23871	P23871		hemH		2.22662e+06	2.55806e+06	2.47923e+06	2.50184e+06	2.45666e+06	2.54676e+06
P23882	P23882		fmt		7.17936e+06	6.99649e+06	6.95548e+06	7.34277e+06	7.11999e+06	6.97482e+06
P23886	P23886		cydC		596741	885886	729942	998376	856066	908559
P23893	P23893		hemL		1.10294e+07	1.13254e+07	1.0935e+07	1.13468e+07	1.13326e+07	1.17594e+07
P23894	P23894		htpX		4.10021e+06	4.25587e+06	4.26323e+06	4.17793e+06	4.06719e+06	4.05139e+06
P23908	P23908		argE		1.56367e+06	1.51173e+06	1.48358e+06	1.5412e+06	1.63426e+06	1.47056e+06
P23909	P23909		mutS		3.55432e+06	3.50804e+06	3.61279e+06	3.41972e+06	3.38227e+06	3.49555e+06
P23917	P23917		mak		1.35164e+06	1.32083e+06	1.16652e+06	924892	1.4051e+06	1.06757e+06
P24169	P24169		speF		4.00604e+06	4.11404e+06	4.20951e+06	4.18555e+06	4.01173e+06	4.16546e+06
P24171	P24171		dcp		1.77714e+06	1.91034e+06	1.83521e+06	1.84344e+06	1.78496e+06	1.80398e+06
P24173	P24173		rfaC		313152	368393	398713	388354	300677	346248
P24178	P24178		yffB		4.34076e+06	4.08608e+06	4.50596e+06	3.94107e+06	4.35719e+06	3.87301e+06
P24182	P24182		accC		2.01499e+07	1.90693e+07	1.97706e+07	1.90991e+07	1.99209e+07	1.9339e+07
P24183	P24183		fdnG		4.08055e+06	4.34535e+06	4.07682e+06	4.26016e+06	4.0766e+06	4.26032e+06
P24186	P24186		folD		6.35739e+06	5.80148e+06	6.09605e+06	5.71331e+06	6.11095e+06	5.78662e+06
P24188	P24188		yceA		782884	990643	813126	1.02619e+06	906707	1.11377e+06
P24192	P24192		hypD		2.00236e+06	1.77755e+06	1.83776e+06	1.67669e+06	1.5121e+06	1.61268e+06
P24193	P24193		hypE		2.76972e+06	3.03344e+06	2.69685e+06	2.79103e+06	2.54537e+06	3.04774e+06
P24202	P24202		mrr		2.16199e+06	2.06645e+06	1.98255e+06	1.89374e+06	2.11932e+06	2.12102e+06
P24203	P24203		yjiA		3.39544e+06	3.73345e+06	3.47206e+06	2.95094e+06	3.55402e+06	2.58105e+06
P24205	P24205		msbB		2.10904e+06	2.14497e+06	1.99135e+06	2.44935e+06	1.99541e+06	2.73218e+06
P24215	P24215		uxuA		2.33043e+06	2.60014e+06	2.37737e+06	2.73678e+06	2.38023e+06	2.53919e+06
P24216	P24216		fliD		1.01117e+06	892647	869417	900292	1.01003e+06	951031
P24224	P24224		acpS		1.95414e+06	1.78971e+06	1.86383e+06	1.88522e+06	1.99374e+06	1.93059e+06
P24228	P24228		dacB		1.67158e+06	1.60981e+06	1.64388e+06	1.70819e+06	1.53265e+06	1.75076e+06
P24232	P24232		hmp		1.45897e+06	1.58999e+06	1.49362e+06	1.31653e+06	1.44088e+06	1.37379e+06
P24251	P24251		crl		6.01394e+06	6.62483e+06	6.2183e+06	6.35869e+06	5.63628e+06	6.48583e+06
P24252	P24252		ybgA		1.32327e+06	1.36894e+06	1.28569e+06	1.29452e+06	1.03421e+06	1.20759e+06
P24255	P24255		rpoN		890747	1.01622e+06	953991	881469	915110	1.02342e+06
P24554	P24554		radA		1.50831e+06	1.47776e+06	1.36004e+06	1.43526e+06	1.23907e+06	1.49898e+06
P25397	P25397		tehB		2.33856e+06	2.43519e+06	2.35494e+06	2.47244e+06	2.34081e+06	2.39086e+06
P25437	P25437		frmA		7.45501e+06	7.50682e+06	7.68018e+06	7.77395e+06	7.63697e+06	7.77228e+06
P25516	P25516		acnA		2.83645e+06	3.10452e+06	2.91377e+06	3.26886e+06	2.99388e+06	3.01158e+06
P25519	P25519		hflX		2.84078e+06	2.6582e+06	2.7476e+06	2.56347e+06	2.839e+06	2.69446e+06
P25522	P25522		mnmE		4.6617e+06	4.21693e+06	4.44712e+06	4.29361e+06	4.51363e+06	4.22297e+06
P25524	P25524		codA		2.08549e+06	2.16434e+06	2.18892e+06	2.17445e+06	2.17215e+06	2.24423e+06
P25526	P25526		gabD		2.25886e+06	2.03716e+06	2.49681e+06	2.26342e+06	2.27256e+06	2.15036e+06
P25535	P25535		visC		1.86725e+06	1.85119e+06	1.9761e+06	1.81826e+06	1.92112e+06	1.79641e+06
P25536	P25536		yhdE		2.27316e+06	2.37668e+06	2.4169e+06	2.34326e+06	2.28484e+06	2.4039e+06
P25539	P25539		ribD		3.6839e+06	3.82047e+06	3.8264e+06	3.61895e+06	3.79641e+06	3.7192e+06
P25552	P25552		gppA		8.77926e+06	9.87211e+06	8.76704e+06	9.19042e+06	9.08254e+06	9.33486e+06
P25553	P25553		aldA		220427	191510	247076	264366	183042	244325
P25714	P25714		yidC		8.5735e+06	7.82619e+06	9.24777e+06	7.47776e+06	8.78776e+06	7.8432e+06
P25736	P25736		endA		1.64222e+06	1.98666e+06	1.71839e+06	1.93498e+06	1.7255e+06	1.8793e+06
P25745	P25745		mnmA		4.1158e+06	3.79057e+06	4.21608e+06	3.97291e+06	4.19712e+06	4.17007e+06
P25746	P25746		hflD		3.22363e+06	3.829e+06	3.21233e+06	4.00253e+06	3.2916e+06	3.92823e+06
P25772	P25772		ligB		704184	739060	791646	631769	621799	511301
P25798	P25798		fliF		1.13016e+06	954345	1.06142e+06	1.03485e+06	961928	936721
P25888	P25888		rhlE		3.68887e+07	3.59616e+07	3.8184e+07	3.73097e+07	3.52017e+07	3.69173e+07
P25889	P25889		preA		1.01649e+06	993960	1.09849e+06	1.06501e+06	1.04801e+06	965398
P25894	P25894		yggG		874645	851678	786933	896955	796792	886878
P25906	P25906		ydbC		1.09003e+06	1.0961e+06	967676	977735	1.29093e+06	1.00502e+06
P26602	P26602		ubiC		1.24646e+06	1.07931e+06	1.24071e+06	1.12515e+06	1.22956e+06	1.1438e+06
P26608	P26608		fliS		4.25947e+06	3.38958e+06	4.15811e+06	3.46444e+06	4.51367e+06	3.59089e+06
P26612	P26612		amyA		586577	457478	577586	476705	610745	422999
P26616	P26616		maeA		8.86826e+06	9.20529e+06	8.75239e+06	9.06236e+06	9.12656e+06	8.72698e+06
P26646	P26646		acuI		5.83748e+06	6.35024e+06	6.05139e+06	6.30196e+06	6.16946e+06	6.4917e+06
P26647	P26647		plsC		1.72274e+06	1.66594e+06	1.61568e+06	1.72099e+06	1.48496e+06	1.59572e+06
P26648	P26648		ftsP		605778	710635	734830	742985	794958	701514
P27245	P27245		marR		364294	333572	336016	283574	349377	210955
P27248	P27248		gcvT		1.00037e+07	9.29812e+06	9.73178e+06	9.53492e+06	9.86808e+06	9.33634e+06
P27249	P27249		glnD		176283	195745	146687	166604	162746	168836
P27250	P27250		yjgB		563713	541699	548407	635116	377817	491467
P27278	P27278		nadR		669062	676930	563996	673271	662365	704592
P27298	P27298		prlC		1.76725e+07	1.7718e+07	1.78463e+07	1.75119e+07	1.75777e+07	1.76954e+07
P27302	P27302		tktA		3.29415e+07	3.18895e+07	3.34558e+07	3.27301e+07	3.33685e+07	3.13855e+07
P27303	P27303		emrA		2.07065e+06	1.95357e+06	1.98199e+06	2.01962e+06	1.94987e+06	2.00754e+06
P27306	P27306		sthA		852414	898520	801464	795883	919526	818044
P27431	P27431		ycfD		4.87317e+06	4.84773e+06	4.91152e+06	4.5526e+06	4.85744e+06	5.23414e+06
P27434	P27434		rodZ		1.06059e+07	1.05103e+07	1.013e+07	1.04782e+07	1.03621e+07	1.00057e+07
P27828	P27828		wecB		2.38783e+06	2.22417e+06	2.32643e+06	2.15964e+06	2.07688e+06	2.10396e+06
P27829	P27829		wecC		3.63692e+06	3.16191e+06	3.44483e+06	3.29936e+06	3.57978e+06	3.14529e+06
P27830	P27830		rffG		1.30957e+06	1.26559e+06	1.30165e+06	1.26732e+06	1.13274e+06	1.26213e+06
P27832	P27832		wecD		435071	571766	534436	443811	511993	371444
P27833	P27833		rffA		2.6839e+06	2.53376e+06	2.77039e+06	2.52483e+06	2.62094e+06	2.56615e+06
P27836	P27836		wecG		401773	499155	397490	434561	360186	436515
P27838	P27838		cyaY		1.17771e+06	1.12457e+06	1.12e+06	927539	1.1391e+06	1.02714e+06
P27848	P27848		yigL		5.703e+06	4.75956e+06	5.70812e+06	5.10277e+06	5.75053e+06	4.98619e+06
P27859	P27859		tatD		1.55166e+06	1.57147e+06	1.54295e+06	1.61075e+06	1.3524e+06	1.71641e+06
P28248	P28248		dcd		2.98014e+06	3.12403e+06	3.17829e+06	2.89873e+06	3.57927e+06	3.12921e+06
P28249	P28249		asmA		2.73129e+06	2.95919e+06	2.64855e+06	3.17218e+06	2.8354e+06	2.82982e+06
P28304	P28304		qorA		3.7319e+06	3.76422e+06	3.7349e+06	3.77171e+06	3.81606e+06	3.76163e+06
P28629	P28629		adiA		1.61504e+06	1.57866e+06	1.59893e+06	1.5406e+06	1.66231e+06	1.56918e+06
P28631	P28631		holB		35198.1	33506.8			11256.8	18168.6
P28635	P28635		metQ		1.34867e+07	1.34237e+07	1.37275e+07	1.35197e+07	1.31623e+07	1.36497e+07
P28903	P28903		nrdD		5.92958e+06	6.097e+06	5.89327e+06	5.93973e+06	5.91945e+06	5.79186e+06
P28904	P28904		treC		2.44496e+06	2.86909e+06	2.26009e+06	2.7358e+06	2.31129e+06	2.77751e+06
P29012	P29012		dadX		1.11725e+06	1.13895e+06	981064	1.02062e+06	907791	890860
P29018	P29018		cydD		1.39288e+06	1.23812e+06	1.44634e+06	1.53496e+06	1.3326e+06	1.40122e+06
P29131	P29131		ftsN		1.68237e+06	1.58754e+06	1.87351e+06	1.4462e+06	1.94043e+06	1.65587e+06
P29208	P29208		menC		2.98366e+06	2.74998e+06	2.95117e+06	2.85838e+06	2.94112e+06	2.83168e+06
P29217	P29217		yceH		3.1852e+06	2.94317e+06	3.18772e+06	3.00445e+06	3.22498e+06	3.02801e+06
P29680	P29680		hemE		6.22886e+06	5.55826e+06	6.10916e+06	5.92048e+06	6.23737e+06	5.00448e+06
P29744	P29744		flgL		2.59269e+06	2.83656e+06	2.29719e+06	2.49386e+06	2.42077e+06	2.65733e+06
P29745	P29745		pepT		5.22843e+06	5.39301e+06	5.48832e+06	5.62849e+06	5.18309e+06	5.4967e+06
P30011	P30011		nadC		2.04238e+06	1.87304e+06	2.04478e+06	1.93802e+06	2.01104e+06	1.99512e+06
P30014	P30014		rnt		5.60912e+06	4.69492e+06	5.56592e+06	5.0937e+06	5.57367e+06	5.32338e+06
P30125	P30125		leuB		774387	646290	699165	694150	533797	661954
P30128	P30128		greB		1.99039e+06	1.94116e+06	2.11551e+06	1.93328e+06	1.82753e+06	2.06906e+06
P30130	P30130		fimD		1.70222e+06	1.49677e+06	1.43782e+06	1.58817e+06	1.72447e+06	1.4604e+06
P30131	P30131		hypF		685921	550503	661840	563009	701948	636416
P30177	P30177		ybiB		8.76081e+06	9.03262e+06	8.63944e+06	9.49343e+06	8.801e+06	8.95744e+06
P30178	P30178		ybiC		2.32249e+06	2.24783e+06	2.57015e+06	2.22852e+06	2.1943e+06	2.29327e+06
P30744	P30744		sdaB		5.3951e+06	5.69872e+06	5.57846e+06	5.49588e+06	5.5753e+06	5.73325e+06
P30745	P30745		moaA		1.61866e+07	1.50559e+07	1.79155e+07	1.45948e+07	1.70692e+07	1.11123e+07
P30749	P30749		moaE		3.56706e+06	3.44422e+06	3.84173e+06	3.57282e+06	3.49078e+06	3.49199e+06
P30750	P30750		metN		1.72024e+06	1.43357e+06	1.68486e+06	1.69297e+06	1.75647e+06	1.48695e+06
P30843	P30843		basR		1.82839e+06	1.78103e+06	1.76513e+06	1.68242e+06	1.89449e+06	1.76162e+06
P30847	P30847		baeS			198113		151713		138706
P30850	P30850		rnb		7.85541e+06	7.34523e+06	8.0033e+06	7.61006e+06	7.95223e+06	7.54941e+06
P30852	P30852		smf		1.66004e+06	1.96294e+06	1.75355e+06	1.86304e+06	1.57871e+06	1.94426e+06
P30855	P30855		evgS		535364	437960	439810	581568	620042	555174
P30859	P30859		artI		2.13914e+06	2.0418e+06	2.34278e+06	2.17568e+06	2.06898e+06	1.92683e+06
P30870	P30870		glnE		804472	561365	787428	724078	812612	631926
P30871	P30871		ygiF		3.28937e+06	3.40956e+06	3.27896e+06	3.2708e+06	3.49172e+06	3.21271e+06
P30958	P30958		mfd		5.74336e+06	5.75282e+06	5.97978e+06	5.99099e+06	5.50665e+06	6.05289e+06
P31057	P31057		panB		8.48039e+06	7.36632e+06	8.19674e+06	7.70898e+06	8.30591e+06	7.80509e+06
P31060	P31060		modF		176439	210911	206736	168294	171558	248993
P31063	P31063		yedD		5.33039e+06	5.81336e+06	6.18977e+06	5.3808e+06	5.78687e+06	5.39741e+06
P31068	P31068		fliH		913918	883663	895920	987724	879599	979816
P31069	P31069		kch		1.44509e+06	1.1423e+06	1.47426e+06	1.09238e+06	1.24575e+06	1.10652e+06
P31119	P31119		aas		2.46768e+06	2.36115e+06	2.52165e+06	2.26139e+06	2.5544e+06	2.36086e+06
P31120	P31120		glmM		1.08845e+07	1.12908e+07	1.13204e+07	1.13446e+07	1.14953e+07	1.14705e+07
P31133	P31133		potF		482769	458734	437153	467873	423531	425020
P31142	P31142		sseA		6.86184e+06	6.5162e+06	6.86439e+06	6.90963e+06	7.08286e+06	6.66212e+06
P31224	P31224		acrB		4.34576e+06	4.61626e+06	4.30606e+06	4.88423e+06	4.48297e+06	4.64528e+06
P31433	P31433		yicH		1.06294e+06	1.02578e+06	1.04322e+06	1.08606e+06	1.11187e+06	1.08602e+06
P31455	P31455		yidR		2.48678e+06	2.5486e+06	2.66451e+06	2.52433e+06	2.44448e+06	2.36996e+06
P31460	P31460		dgoR		1.27181e+06	1.14119e+06	1.36041e+06	1.21089e+06	1.23637e+06	1.25058e+06
P31467	P31467		yieH		1.81044e+06	2.05359e+06	1.8197e+06	1.95156e+06	1.80712e+06	1.99606e+06
P31473	P31473		ravA		1.25058e+06	1.30152e+06	1.21271e+06	1.20202e+06	1.35114e+06	1.32981e+06
P31475	P31475		yieP		1.3383e+06	1.30797e+06	1.33502e+06	1.27197e+06	1.28314e+06	1.14739e+06
P31545	P31545		efeB		1.18819e+06	1.10977e+06	1.11012e+06	1.12097e+06	1.17784e+06	1.23432e+06
P31550	P31550		thiB		1.78565e+06	1.56276e+06	1.85048e+06	1.66436e+06	1.46434e+06	1.65861e+06
P31551	P31551		caiD		1.03793e+06	1.11229e+06	870318	1.03916e+06	940641	1.14437e+06
P31554	P31554		lptD		6.79563e+06	6.69066e+06	6.83227e+06	6.57354e+06	6.64137e+06	6.55356e+06
P31658	P31658		hchA		9.94074e+06	1.03465e+07	1.00338e+07	1.05492e+07	1.00922e+07	9.63068e+06
P31663	P31663		panC		3.89096e+06	3.68002e+06	3.63031e+06	3.53262e+06	3.84443e+06	3.52508e+06
P31677	P31677		otsA		1.19756e+06	1.11803e+06	1.06147e+06	1.15834e+06	1.3047e+06	1.11909e+06
P31678	P31678		otsB		704196	721304	649766		665782	752273
P31680	P31680		djlA		1.49934e+06	1.8092e+06	1.63534e+06	1.73357e+06	1.50403e+06	1.74092e+06
P31697	P31697		fimC		4.61505e+06	4.18438e+06	4.64811e+06	4.31275e+06	4.54784e+06	3.90026e+06
P31802	P31802		narP		2.70709e+06	2.93302e+06	2.61846e+06	2.6116e+06	2.51252e+06	2.9998e+06
P31806	P31806		nnr		755276	643215	756178	589790	605026	672001
P31808	P31808		yciK		3.14449e+06	3.26901e+06	3.2422e+06	3.37384e+06	3.11029e+06	3.2936e+06
P31825	P31825		yfiC		633268	545984	507895	585507	563205	563239
P31979	P31979		nuoF		1.22878e+07	1.19311e+07	1.23387e+07	1.23132e+07	1.21124e+07	1.16456e+07
P32099	P32099		lplA		2.10864e+06	1.84727e+06	2.04121e+06	1.61538e+06	1.98365e+06	1.6365e+06
P32131	P32131		hemN		3.70421e+06	3.50357e+06	3.71168e+06	3.72859e+06	3.55904e+06	3.6692e+06
P32132	P32132		typA		4.21386e+07	4.20781e+07	4.18842e+07	4.27427e+07	4.2756e+07	4.32557e+07
P32144	P32144		yihW		678303	601352	552626	617817	592210	
P32157	P32157		yiiM		3.2177e+06	3.21019e+06	3.49113e+06	3.22421e+06	3.51564e+06	3.11627e+06
P32160	P32160		yiiQ		1.23095e+06	873609	1.20057e+06	1.04028e+06	1.14088e+06	698414
P32162	P32162		yiiS		1.97558e+06	2.3446e+06	2.06637e+06	1.77208e+06	2.13557e+06	2.02283e+06
P32173	P32173		mobA		496374	530875	583776	501544	537242	703708
P32176	P32176		fdoG		6.6727e+06	6.78827e+06	6.57375e+06	6.72976e+06	6.74624e+06	6.79088e+06
P32662	P32662		gph		800933	828210	903334	941895	756201	932819
P32664	P32664		nudC		1.255e+06	858528	1.41075e+06	978093	984416	999060
P32675	P32675		pflC			502941	1.06684e+06	421931		
P32680	P32680		yjaG		4.92413e+06	4.50067e+06	4.43866e+06	4.45393e+06	5.08164e+06	4.65152e+06
